gene,padj_Aged,padj_Young
2610307P16Rik,0.00269483469326607,8.3124200115457e-4
9530026P05Rik,2.4939299230982399e-29,2.15099536665961e-25
Abca8a,1.1348002828956099e-26,2.45994762634456e-22
Ablim1,1.1352908613784299e-54,1.11175334334907e-48
Ablim3,2.6044151755356202e-9,1.12786294927075e-7
Acyp2,1.17969844469484e-6,4.58162473136687e-7
Adamts9,0.00398792558590902,6.787341490435331e-15
Adgrg6,1.9164401222118999e-35,1.66384682923002e-13
Adgrl4,1.4790786598081e-4,1.52065771048446e-35
Adk,0.0472812348925996,4.2437356112007e-7
Agfg1,7.56824019250026e-38,5.021844856952371e-9
Airn,1.27141280371801e-24,3.35837636886047e-8
Akt3,6.96276681631095e-7,6.83879817865808e-23
Ank2,1.80461614755224e-20,1.01749060652656e-6
Aoah,4.82660893834349e-21,2.9378041726486003e-15
Apba1,0.0167010269932921,8.39310937105634e-23
Apbb2,3.5080624674151404e-9,2.91820257472348e-19
App,0.00642171478714222,3.5268454372592e-4
Arhgap10,1.25258451154214e-14,7.04307157586969e-16
Arhgap24,2.6109755519745598e-23,2.67725226415682e-12
Arhgap26,5.04066606404682e-7,7.8619499670276e-4
Arhgef12,2.63966197167983e-5,2.92878280343313e-8
Arhgef3,1.62437847646855e-11,1.91311070619833e-10
Arid1a,0.00576258661076282,0.00820708878201971
Arid5b,0.0129885208126477,5.85548856773129e-6
Arl15,2.4998568187134997e-13,0.00358355092680562
Asap1,1.00997530900917e-6,1.27704605391671e-8
Atp8b4,3.11648472037528e-17,7.3601569515966e-4
Atxn1,0.0514422899080652,3.8518373361550597e-16
B4galt1,5.47459752543269e-7,1.1695679329830001e-16
Bach2,3.5691064839495796e-23,0.0097963100027965
Bicc1,2.30523167285299e-27,5.56471982554897e-22
Bmpr2,1.95460883303442e-14,1.67912047009194e-16
C5ar1,5.874047559902099e-12,8.57485943227022e-8
Cacna1d,0.0899750768047253,8.04770491198239e-16
Capn2,0.00144942040292771,2.07351677784371e-8
Cav1,4.22642180960609e-13,0.00725105771574924
Cblb,6.95931651309561e-12,7.013928615147821e-10
Ccdc85a,9.67733413842007e-32,3.26521236784272e-24
Ccdc88a,4.6175378257764e-4,2.02929041178006e-5
Ccl6,0.088199197503392,0.052707350588307
Ccny,2.53056516333608e-8,0.0165475109046537
Cd163,0.0016728818435117,3.21829039101489e-5
Cd36,1.65962942621272e-26,9.54896526579232e-39
Cd38,8.00423456936045e-6,7.60246187050656e-6
Cd44,8.949470927334891e-15,3.75944912008776e-22
Cd74,1.11947738772828e-61,3.301843973479e-14
Cdh13,6.0972888621748e-57,2.74037947887407e-41
Cdk6,1.38547975196711e-29,3.20547208841402e-6
Cdkal1,0.0214831065949681,1.60844101739083e-8
Cemip2,8.64893197705837e-40,5.887229739500521e-9
Cep128,3.60951656985102e-9,1.53247410171558e-6
Cep85l,1.96933734293335e-7,3.10008503389084e-10
Cert1,8.9808433981194e-4,7.43135956076856e-5
Chd7,1.85692948226404e-18,1.93972541532721e-6
Clic4,4.91127464728383e-44,1.20494705776247e-16
Cnnm2,3.1182705311336203e-9,5.4456003273669e-9
Col4a1,5.23783488944724e-19,6.069497978835509e-20
Col4a2,1.39579687998224e-13,1.91438506894112e-10
Cp,1.48204154164686e-6,9.8532956745995e-5
Cped1,9.226498427776068e-31,4.13536867285835e-30
Cpne8,5.20988061860368e-5,4.14402733450273e-9
Creb5,7.107828411157279e-40,0.0216845344647047
Crem,5.130202848185869e-11,0.00741982147250597
Ctsb,9.02353438983991e-6,2.66750743856241e-8
Ctsc,2.98152194646108e-16,0.0022883194328743
Cyth3,0.0203218605000559,7.933778229996739e-16
Cyyr1,4.9486080362794e-51,3.35790533574164e-55
Dach1,4.22260998822156e-10,4.29491025196468e-27
Dcn,7.88391306481198e-46,7.52488814539969e-38
Dennd5b,4.5040802925353695e-11,2.42470507940002e-22
Dgkh,7.75107174820277e-6,5.38561212636431e-14
Dlc1,3.04439067552416e-39,1.2757927387332e-22
Dnm3,1.6979423019821998e-12,4.35014131899676e-7
Dock9,1.4140783636249599e-36,1.27916801543294e-39
Dpysl3,1.2842927082077e-7,3.23013606912075e-6
Ebf1,5.722971172365279e-77,7.95991256795955e-39
Ebf2,2.17887946625914e-16,0.0243125080464002
Ece1,1.9612253392911e-14,3.58017313321046e-5
Eea1,3.80884222172083e-9,7.970588111727731e-15
Egfr,2.59937950655861e-25,7.2322804327146e-24
Elk3,4.67097902583849e-8,0.0600468046343835
Emcn,1.7828779585965002e-16,2.37252048066132e-11
Epas1,0.00354109775644174,5.24600700048319e-16
Epb41,0.054068155157249,8.27759903935227e-9
Eps8,2.28249877073842e-5,8.97335273118463e-6
Errfi1,2.38394682718699e-21,7.535091689125729e-19
Etl4,1.86607941776329e-13,6.0203150407031204e-21
Fabp4,1.93643223343488e-21,2.54353793626315e-29
Fbxl7,6.670813778815551e-15,1.1757098965894398e-35
Fbxw7,1.00997530900917e-6,2.77731699591432e-14
Flt1,3.6368452412778097e-57,9.52489961895455e-41
Fnip2,1.05062202524599e-24,1.08919600874908e-21
Fry,2.32880864166505e-27,2.16966735371062e-33
Fyn,7.81298783535751e-9,1.77871920533978e-18
Galnt18,2.51298288274937e-14,7.3963970068053105e-9
Gas7,1.55665963639517e-20,2.29141540528846e-14
Ghr,1.45716260225611e-37,7.79022234044859e-26
Gls,9.97135749380436e-7,2.59381497993264e-7
Gm20619,3.28517182244025e-45,1.5386357454353602e-9
Gphn,0.00181286687495066,6.851675288343309e-26
H2-Ab1,1.44279213432082e-65,2.77704964914526e-8
Havcr2,8.399143307400809e-19,1.8787470356134e-4
Hdac9,4.22415435095452e-24,1.4599299952687499e-13
Hecw2,2.8228025696523e-4,2.54916837838452e-8
Heg1,1.11683377752598e-55,9.42420718927652e-47
Hmcn1,5.63990609190292e-13,5.98477717543259e-18
Hnrnph1,4.3035750359513e-4,5.0604163477101e-4
Homer1,8.64107063799999e-23,9.06422371801283e-5
Igf1r,5.43053218479859e-8,2.95571832144707e-24
Igfbp7,1.5804080141534502e-15,5.94812487985589e-19
Insr,1.65487243729702e-6,4.84441579063924e-5
Iqgap1,7.93446993600821e-22,1.08251976805113e-14
Itga1,3.1092905484255e-7,1.11924294103162e-6
Itpkb,9.871045941269479e-30,5.48410071929497e-8
Itpr1,3.70211998195043e-11,5.00191069840321e-18
Jdp2,3.13212327954068e-24,2.00802205207125e-26
Kcnt2,1.4067888698635497e-43,2.1896067722715498e-35
Kif1b,7.239378738075651e-9,3.1266404821463396e-11
Kitl,6.65129261184952e-9,1.6322434510817e-4
Klf12,5.56248324742198e-15,5.89366199629262e-32
Klf7,0.0420235751432782,2.1984204267447803e-15
Kras,3.91843347055954e-11,0.0296470010349568
Lama2,3.06061889069772e-64,2.26521004919735e-34
Lamc1,8.27156291510891e-46,2.92878280343313e-8
Ldb2,8.6512927105035e-4,6.70522798524577e-17
Lhfpl6,6.873992647452359e-20,1.2720818204028199e-28
Lnx1,6.455768321123e-4,0.00286569108294449
Lrp1,3.63233438094391e-6,6.36275386146535e-7
Lrp6,1.0414038488766001e-16,1.02756378386517e-10
Lrrfip1,7.117661904208159e-23,4.9166521771161e-4
Lrrfip2,0.0512648860053489,2.20229224535238e-6
Luzp1,0.0129885208126477,2.34473778733065e-8
Lyve1,6.07470161290864e-6,1.21249208178455e-10
Magi1,7.95407981236708e-33,3.6216437034278e-29
Malat1,2.26234296406855e-53,2.40123226433851e-18
Mast4,7.39618533954894e-50,6.680226310966169e-31
Mcc,9.079073921059461e-14,0.00725105771574924
Mdfic,1.37631033856948e-7,0.0698978216984315
Mef2c,1.58340316490417e-16,6.39615038164119e-18
Mgp,1.8484830476666299e-19,9.94260229389257e-19
Mitf,0.0879398170304276,6.79495750975981e-27
Mrps28,0.0748113114231719,0.0398356791999185
Msrb3,4.63721014108637e-5,1.74833856522472e-6
Myo10,6.45501619801144e-9,8.7233524190127e-12
Myo1d,4.67097902583849e-8,1.7555546039824002e-18
Myo1e,3.8755310835224497e-19,7.85664851952345e-6
Nf1,4.8567748980025e-14,4.13759651267235e-12
Nfat5,4.25517490164847e-7,1.00504004753083e-16
Nfia,3.5760327941720895e-25,1.5023601037058998e-20
Nfib,8.85509462128319e-78,2.4268565518591195e-43
Niban1,1.1012163887136e-4,1.93972541532721e-6
Nlk,0.00870223705921418,6.1260683547148e-4
Nr3c2,0.0729079182640357,3.34250498638929e-9
Nrip1,7.53347947309568e-10,2.57209473536475e-10
Nrp1,6.04685753978357e-30,2.9603571317163104e-15
Nrp2,2.39077120558957e-18,7.74157971414941e-9
Nxn,0.0011465398422935,7.7647400294532e-7
P2rx7,1.6482805295223e-4,1.0797633448825e-9
Pakap,3.4877151156617994e-45,2.3990773134478e-41
Pam,7.85404261938516e-7,0.00144522780875549
Pard3,6.35765679632808e-9,4.58162473136687e-7
Pbx1,4.42774763890759e-21,2.33625888327404e-12
Pcdh9,3.13868131565042e-16,2.86989511420305e-15
Pde10a,0.0293790700349802,7.76465174525997e-21
Pde1a,0.00127619593380086,5.798301262046721e-14
Pde3a,1.2725223883742798e-23,5.4916328961418505e-21
Pde4b,3.339659735445759e-43,3.83253938229207e-36
Pdgfd,1.7266378170704398e-44,1.34055531297948e-44
Pdzd2,1.51003227947684e-6,1.4567074411240198e-11
Pecam1,7.17966818913331e-15,2.2570460539567e-15
Pfkfb3,5.699781064359001e-11,1.3744514850922e-7
Pkp4,1.2496163864604e-4,3.6128263832715497e-16
Plcb1,2.3564464557609397e-33,6.588255096518569e-34
Plcl1,2.51986961824818e-17,3.5895028200259e-4
Plek,1.89328834517231e-12,0.0332597772323037
Plpp1,8.31589594356089e-8,1.0140121051303899e-25
Plxdc2,3.30538976313639e-15,5.56471982554897e-22
Plxna4,4.8527954222707e-4,0.0367362706907448
Ppp4r1,6.1613024525553e-4,0.00737147398185689
Prex2,2.27072535855406e-45,4.79615035708171e-46
Prkch,3.9136005801827897e-19,2.4745050531378e-8
Prkg1,1.88505529919055e-18,3.4350277132121496e-11
Ptprb,3.89611702458885e-27,1.1148787835797599e-35
Ptprg,3.1436413342127305e-61,1.77021465193911e-27
Ptprj,0.0281581082162854,2.25744825707058e-5
Ptprk,5.793189345161539e-31,4.78495489113318e-35
Ptprm,4.28651139437676e-27,3.10008503389084e-10
Rad51b,0.00875586934370954,7.91333786732504e-6
Ralgapa1,3.882443086062231e-15,1.08251976805113e-14
Rapgef5,1.6694375589480298e-25,6.66747612990855e-30
Rasa1,0.0908535452441275,0.00725105771574924
Rasal2,3.2658525701091704e-15,3.8518373361550597e-16
Rbms3,2.65961201521409e-20,2.42269612744883e-16
Rbpms,3.4797866958353803e-9,8.028860260656981e-9
Rhoj,3.8392934662115196e-28,8.995618684570119e-29
Rnf150,3.14147245877733e-6,3.27021051171542e-7
Rora,8.64893197705837e-40,1.0234827404506599e-25
Samd12,1.04507103744321e-5,2.9740332311481303e-07
Samd4,7.69667909597111e-6,6.49261904200281e-13
Sdk1,8.05246294001511e-10,2.77669075357218e-19
Selenop,4.98769944508426e-24,1.1695679329830001e-16
Septin11,2.9149662921597e-24,1.379296340689e-4
Setbp1,3.56801231509735e-17,2.2115933822483398e-20
Sh3pxd2a,1.78038780670917e-33,1.83794235992785e-7
Slc39a12,9.00395353046225e-9,0.00789297754366286
Snrk,8.00423456936045e-6,5.65174043125789e-8
Snx9,2.37410807298407e-8,5.3479551562007e-4
Son,0.00287247160741062,8.0924887968822e-4
Spire1,2.1363318421386697e-28,0.00128253754741181
Sptbn1,1.49916072082072e-41,8.30357774540755e-9
Sptlc2,4.5405966211821496e-18,1.49724730054104e-8
Srgn,3.71971008835647e-26,0.0119749907173796
St3gal1,0.00966840456161515,3.40965092286206e-8
St8sia4,0.0125311176140983,4.160385987822119e-11
Stat3,9.27413666727652e-10,0.00795075059634457
Stox2,5.14326498690687e-57,6.358993247066169e-36
Syne1,1.99279291921899e-16,0.00168813941064844
Tanc1,1.2584477363835199e-12,2.46567348387244e-10
Thsd7a,8.48814734434116e-17,1.59361467829851e-5
Timp3,2.27584645501412e-20,5.34049150423914e-10
Tmcc3,8.0656983083027e-4,0.0511819390995177
Tnfrsf11a,3.58262424244831e-18,2.77731699591432e-14
Tpm3,1.37914693560753e-8,0.0443598042926739
Tpp2,9.52249619675646e-5,0.013590272570861
Tshz2,2.73601351184189e-37,2.26521004919735e-34
Ttc28,0.0174790101985215,0.0261612337642463
Ttc39b,4.72031579090327e-26,0.0060290622845741
Ubash3b,3.11050921684647e-29,1.15244736888442e-10
Ube2e2,8.1782917343397e-4,7.3790125771360605e-9
Utrn,2.7444914052634797e-18,4.70140303747048e-24
Vcam1,6.66452012893143e-16,0.0207355424890113
Vcl,0.0395213611704338,1.03349288835287e-6
Vim,6.272161346560229e-44,8.90177508346721e-41
Wwox,3.96031233131625e-14,6.18105495115199e-10
Xdh,0.0114929550651113,4.97915038335172e-14
Zbtb16,1.30406527725273e-22,1.73318938895359e-26
Zbtb7c,2.3652120829988e-31,1.45910856044616e-14
Zeb1,9.365862333110999e-42,2.00078092209096e-30
Zfand6,8.2967489696648e-4,3.8346994228989e-17
Zfp521,1.0864318826976401e-14,4.40418358746486e-6
Zfpm2,6.04685753978357e-30,1.7426184756329298e-19
