gene,padj_Aged,padj_Young
1700025G04Rik,1,0.0467218079088113
4732440D04Rik,0.249028383070036,0.0294099721946136
AW554918,1,3.58017313321046e-5
Aak1,1,0.0501263608200348
Abi1,1,2.1461452693291e-4
Abr,1,3.42573811130816e-7
Adgre1,1,4.4479114561119295e-12
Aff1,1,4.78097718379727e-14
Aftph,1,1.3064329258117e-22
Ahnak,1,6.021279447480311e-9
Alcam,1,0.0452958944426641
Ambra1,1,7.43135956076856e-5
Ankrd12,1,0.0159479814288576
Antxr2,1,5.09920082702584e-6
Aopep,1,0.0107629722167325
Ap3s1,1,0.00511184408460977
Ascc3,1,2.98785753573118e-8
Atp2a2,1,2.1218958350829e-8
Auts2,0.47391465978038,2.92191739342387e-7
BC005537,1,2.39825325439884e-6
Babam2,1,1.19176588515432e-7
Baz1b,1,5.2466447185809e-4
Birc6,1,2.3913456539044997e-24
Btbd9,1,1.2432148268371301e-15
Cables1,0.536568598084326,0.0737993655832689
Car8,0.168272206425933,1.400495999558e-4
Cast,1,5.77549483830965e-8
Ccl2,0.180179673306358,9.38145888164497e-7
Ccnl1,1,0.0392190291905484
Cd2ap,1,1.490423494029e-6
Cdc37l1,1,2.4682882364461202e-9
Celf1,1,8.75567219873078e-5
Cers6,0.313525637677834,0.0216845344647047
Chchd3,1,9.56622942071605e-7
Ckap5,0.366270117255269,0.00402196392715279
Clasp2,1,0.0307893534538056
Clec4a2,1,6.17533399062845e-9
Cnot6l,0.303726849529363,0.0989437970637985
Cog5,1,0.00248122721489943
Colec12,1,3.6749261529951e-4
Cux1,1,1.89310045400998e-8
Cwc27,1,0.00319247086630554
Cyp27a1,1,9.4395378444438e-4
Dapk1,1,0.0775281281111852
Dennd4c,1,2.27347043403404e-16
Dst,1,1.7620085739698702e-9
Ecpas,1,1.83498451463976e-13
Eepd1,1,0.0235997603624662
Ehmt1,1,8.905984591522281e-9
Elf1,0.104608529879565,4.93026452339533e-7
Fam117b,1,3.10008503389084e-10
Far1,1,0.0130293076721951
Fbxl20,1,6.975250578651e-4
Fchsd2,0.121556050929648,0.0664893928506132
Flnb,1,3.48293800809814e-9
Flrt2,1,0.0160060417319883
Fmnl2,1,5.267701444049261e-15
Fndc3a,1,1.47907175065453e-8
Foxn3,1,0.0133663346936467
Foxp1,1,4.93762907394568e-12
Garre1,1,0.0490278986694783
Gcnt1,1,1.7919814168584e-4
Glis3,0.231586626063265,3.78676502409452e-23
Glud1,0.33741326697424,5.09920082702584e-6
