"","AR","N","log2FC","llr_var","pval_var","padj_var"
"0610043K17Rik",0.597315436241611,149,0.555518722828674,1.13357623011126,1,1
"1110002E22Rik",0.484775641025641,520,-0.0564133089052667,-1.56862645106048,0.0765225943142848,0.339483016961367
"1110002L01Rik",0.94620253164557,158,4.12101540096137,0,1,1
"1110004F10Rik",0.448630136986301,292,-0.217029236569355,0.41394075439365,1,1
"1110019D14Rik",0.533597883597884,504,0.14767716804226,-15.3930264392567,2.88101096934666e-08,2.10497555448278e-07
"1110038F14Rik",0.448717948717949,208,-0.365871442474959,0.201084700389316,1,1
"1110059E24Rik",0.420608108108108,296,-0.54189377882927,0.323439895544993,1,1
"1500002F19Rik",0.59652076318743,297,0.630354403535171,-0.521158406774987,0.30728325392139,1
"1500004A13Rik",0.511232888217015,567,0.0777921606061511,-7.5560798450814,0.000101308631570053,0.00061253051038821
"1500009L16Rik",0.524305555555556,192,0.163975735111126,0.0830459050204411,1,1
"1600010M07Rik",0.494345738295318,595,-0.0601209924375707,-1.62563605786511,0.0713680480198682,0.319487807430184
"1600014C10Rik",0.496739130434783,230,-0.0113153132278345,0.682669858872231,1,1
"1600020E01Rik",0.282873851294904,399,-1.40952049431128,-0.117722983161514,0.627514801819284,1
"1700025G04Rik",0.5531752828132,1229,0.480739577753883,-167.736462080083,6.17740910105116e-75,2.50810629007868e-73
"1700037C18Rik",0.557377049180328,122,0.326810316267109,0.343976474172877,1,1
"1700037F03Rik",0.508620689655172,174,0.101538026462062,0.361583880036818,1,1
"1700081N11Rik",0.55886524822695,235,0.372554167957331,0.468036058646362,1,1
"1700087I21Rik",0.0970388155262105,357,-3.20858662181142,0,1,1
"1700109H08Rik",0.397473275024295,343,-0.691413442351799,0.342764639708776,1,1
"1700120C14Rik",0.764592933947773,217,1.70231945135931,-2.48277238329158,0.0258571689287967,0.125852609012315
"1700123M08Rik",0.601123595505618,178,0.567040592723894,0.269972159071187,1,1
"1810024B03Rik",0.627777777777778,90,0.899071091149219,0.399803041302434,1,1
"1810034E14Rik",0.6625,100,1,0.876873477251877,1,1
"1810037I17Rik",0.130573248407643,157,-2.72047747137764,0,1,1
"1810062O18Rik",0.565326633165829,199,0.392317422778761,0.621865410162769,1,1
"2010001K21Rik",0.977777777777778,135,5.77258950389693,0,1,1
