"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.601388888888889,60,-48.5574373800153,-48.5336679367079,-0.0237694433073656,0.827402510656634,0.998982328233877
"2210408F21Rik",0.38855421686747,83,-65.1145217657249,-64.8108090816884,-0.303712684036512,0.435758854640534,0.998982328233877
"2610035D17Rik",0.976190476190476,42,-4.9957656087882,-4.88620475840822,-0.109560850379983,0.639709954684629,0.998982328233877
"2610307P16Rik",0.388888888888889,27,-23.8292216184278,-23.8101467023834,-0.0190749160443673,0.845142581754123,0.998982328233877
"3110082I17Rik",0.49685534591195,53,-42.5501130281529,-42.0363648557715,-0.51374817238144,0.31074743050664,0.998982328233877
"4632427E13Rik",0.452380952380952,70,-52.9074840639523,-52.8873749428014,-0.0201091211509734,0.841054474528379,0.998982328233877
"4732440D04Rik",0.203125,64,-36.6635668465777,-36.197094690147,-0.46647215643069,0.334099014132471,0.998982328233877
"4732471J01Rik",0.634408602150538,93,-65.3519129168985,-65.3464682976664,-0.00544461923202277,0.916890398795392,1
"4933406I18Rik",0.432831325301205,166,-143.436690479403,-142.967913291856,-0.468777187546578,0.332907588430712,0.998982328233877
"5031425E22Rik",0.60974358974359,130,-102.631704040113,-102.578971051748,-0.0527329883654772,0.745366310522669,0.998982328233877
"5033421B08Rik",0.507575757575758,66,-50.9992694603516,-50.9947537445618,-0.00451571578987142,0.924287944628451,1
"9530026P05Rik",0.524702380952381,48,-49.9721429083684,-49.7765195171022,-0.195623391266132,0.531644767014091,0.998982328233877
"AW554918",0.48952380952381,70,-59.6253300152784,-59.2999059015602,-0.32542411371827,0.419809579297257,0.998982328233877
"Aak1",0.396713615023474,71,-58.9660534898856,-58.7055086189395,-0.260544870946099,0.470377198984247,0.998982328233877
"Abca1",0.502294447190641,289,-305.973684841651,-305.978402720619,0.00471787896788101,1,1
"Abca8a",0.568025493025493,18,-23.4474401394373,-23.0936640861506,-0.353776053286733,0.400257652876158,0.998982328233877
"Abca9",0.542272727272727,220,-208.104174482622,-207.351849131045,-0.752325351576786,0.219957159625495,0.998982328233877
"Abcc1",0.601449275362319,92,-69.9362600303417,-69.7720483931514,-0.16421163719032,0.566588999519357,0.998982328233877
"Abcc3",0.5,57,-44.1478603112532,-43.9389674724325,-0.208892838820745,0.518044021082763,0.998982328233877
"Abhd12",0.508771929824561,76,-61.7744780579346,-61.7536798401226,-0.0207982178119863,0.838390975690763,0.998982328233877
"Abi1",0.517202181876095,184,-165.406394087589,-165.366817406773,-0.0395766808159408,0.778448043896854,0.998982328233877
"Abl2",0.538617886178862,82,-68.0199001219179,-66.8137703904271,-1.20612973149079,0.12038849197932,0.88567496212016
"Ablim1",0.461022050865801,64,-71.2844139531138,-71.039556830235,-0.244857122878841,0.484054800552702,0.998982328233877
"Ablim3",0.47463768115942,23,-20.730472335427,-20.171967013413,-0.558505322013964,0.290563051324424,0.998982328233877
"Abr",0.59775641025641,104,-82.7102193072961,-82.710265973976,4.66666798786264e-05,1,1
"Abtb2",0.413690476190476,42,-38.6065911308616,-36.7029631190771,-1.90362801178446,0.0510309863982981,0.616154700765345
"Acap2",0.434959349593496,82,-62.0709903643602,-61.7362311991117,-0.33475916524845,0.413219589340261,0.998982328233877
"Acer3",0.562141541699553,181,-151.102720036982,-150.885730774873,-0.21698926210928,0.510043176581209,0.998982328233877
"Actr2",0.515151515151515,154,-123.527821567174,-123.3737492505,-0.154072316673492,0.578820950275975,0.998982328233877
"Actr3",0.446687370600414,161,-135.098106590646,-134.378571369306,-0.719535221339981,0.230289822253592,0.998982328233877
"Acvr1",0.617021276595745,47,-39.1896364374929,-36.4923142191846,-2.69732221830838,0.0201986404297702,0.439600966020138
"Acvr2a",0.414814814814815,90,-68.4499663219378,-68.4472151374806,-0.00275118445719613,0.940868787380391,1
"Acyp2",0.367222222222222,60,-51.8156065019499,-51.4312225094682,-0.384383992481737,0.380598456066446,0.998982328233877
"Adam10",0.535140562248996,83,-65.0178324521201,-64.9729996751552,-0.044832776964995,0.764602765805444,0.998982328233877
"Adam17",0.407142857142857,70,-54.2713008516146,-54.2657783601198,-0.00552249149477291,0.916300336287252,1
"Adam19",0.56980056980057,117,-96.5545824181298,-96.231256524695,-0.32332589343477,0.421312302782145,0.998982328233877
"Adam22",0.284722222222222,60,-40.9786088256985,-40.932915522199,-0.0456933034995757,0.762421717944371,0.998982328233877
"Adam9",0.4996336996337,91,-71.3290267386169,-71.3225601903952,-0.00646654822169523,0.909456767005036,1
"Adamts9",0.568475073313783,31,-34.5896405377866,-34.4721638291306,-0.117476708656021,0.627875022173389,0.998982328233877
"Adamtsl3",0.417233560090703,21,-22.0249474565247,-22.0110964949019,-0.0138509616227651,0.867811525704154,0.998982328233877
"Adap2",0.48478835978836,126,-104.164996058359,-104.16036846858,-0.00462758977862165,0.923358678085846,1
"Adap2os",0.561224489795918,49,-39.1396065030369,-39.108902417277,-0.0307040857599503,0.804283953639757,0.998982328233877
"Adarb1",0.258771929824561,38,-26.0625546960528,-25.6114729908235,-0.451081705229257,0.342202282925372,0.998982328233877
"Adcy7",0.582352941176471,85,-61.7891331810012,-61.7519836959511,-0.0371494850501293,0.78517733750629,0.998982328233877
"Adcy9",0.4898753894081,107,-87.0057563072192,-86.0716415610353,-0.934114746183923,0.171677995754488,0.998982328233877
"Adgre1",0.568927064496685,158,-133.864378304403,-133.838323537012,-0.0260547673912015,0.819432357885218,0.998982328233877
"Adgrf5",0.583333333333333,38,-32.0023871185685,-31.9351408378111,-0.0672462807573915,0.713818729470979,0.998982328233877
"Adgrg6",0.391710114702815,137,-119.662274246472,-119.647760013331,-0.01451423314154,0.864713326344189,0.998982328233877
"Adgrl2",0.642857142857143,35,-28.6929185912164,-28.0645909237635,-0.628327667452918,0.262285140835814,0.998982328233877
"Adgrl4",0.400573764859479,42,-45.9919611745193,-45.9879590086375,-0.00400216588177926,0.928710833310032,1
"Adipor2",0.513020833333333,64,-51.5495499248437,-50.9653510301866,-0.584198894657142,0.279730696367466,0.998982328233877
"Adk",0.291594202898551,115,-87.0069246561561,-86.5924064435521,-0.41451821260398,0.362551304742677,0.998982328233877
"Afap1l1",0.598870056497175,59,-44.5269421622336,-44.0590714674056,-0.467870694827965,0.33337545907579,0.998982328233877
"Aff1",0.423341946597761,129,-111.654154657241,-111.414916791183,-0.239237866058588,0.489113559728923,0.998982328233877
"Afg2a",0.405637254901961,68,-53.7613719436048,-52.5188691906373,-1.24250275296748,0.114935946161342,0.858019335215399
"Aftph",0.412021072796935,174,-142.639350293098,-142.476564451474,-0.162785841624157,0.568278350206454,0.998982328233877
"Agap1",0.420258620689655,116,-99.0447744001286,-98.3417073208027,-0.703067079325947,0.235699206466833,0.998982328233877
