gene,condition
Itprid2,F1_Aged
Itsn1,F1_Aged
Jak1,F1_Aged
Kansl1l,F1_Aged
Kcnq1ot1,F1_Aged
Klhl2,F1_Aged
Larp4b,F1_Aged
Lifr,F1_Aged
Lims1,F1_Aged
Litaf,F1_Aged
Lmbrd1,F1_Aged
Lnpep,F1_Aged
Lpar1,F1_Aged
Macf1,F1_Aged
Maml3,F1_Aged
Map4k3,F1_Aged
Mcu,F1_Aged
Mfsd6,F1_Aged
Mgll,F1_Aged
Mia2,F1_Aged
Mkln1,F1_Aged
Mllt3,F1_Aged
Mrtfa,F1_Aged
Ms4a4a,F1_Aged
Ms4a6d,F1_Aged
Msr1,F1_Aged
Mtmr3,F1_Aged
Mtss1,F1_Aged
Myh9,F1_Aged
Nfatc2,F1_Aged
Nfkbiz,F1_Aged
Nr6a1,F1_Aged
Nup98,F1_Aged
Osbpl9,F1_Aged
P3h2,F1_Aged
Parvb,F1_Aged
Pcdh7,F1_Aged
Pde7b,F1_Aged
Pdgfc,F1_Aged
Phf20,F1_Aged
Pias2,F1_Aged
Piezo1,F1_Aged
Plekhm2,F1_Aged
Plekhm3,F1_Aged
Plxnc1,F1_Aged
Por,F1_Aged
Ppm1h,F1_Aged
Ppp2r2a,F1_Aged
Prkca,F1_Aged
Prkcb,F1_Aged
Prkd1,F1_Aged
Ptpn12,F1_Aged
Pxk,F1_Aged
Pxn,F1_Aged
Rab8b,F1_Aged
Rassf1,F1_Aged
Rcsd1,F1_Aged
Rnf180,F1_Aged
Ryr2,F1_Aged
Setd5,F1_Aged
Sh3pxd2b,F1_Aged
Sik2,F1_Aged
Sipa1l1,F1_Aged
Slc23a2,F1_Aged
Slc41a2,F1_Aged
Slc7a8,F1_Aged
Snx2,F1_Aged
Snx6,F1_Aged
Specc1l,F1_Aged
Spred2,F1_Aged
Ssbp2,F1_Aged
Stard13,F1_Aged
Stk10,F1_Aged
Synj1,F1_Aged
Tbc1d4,F1_Aged
Tcf7l1,F1_Aged
Tnrc6a,F1_Aged
Top1,F1_Aged
Tpd52,F1_Aged
Tpr,F1_Aged
Trappc8,F1_Aged
Trerf1,F1_Aged
Tspan5,F1_Aged
Ttc7b,F1_Aged
Ttn,F1_Aged
Ube2d3,F1_Aged
Ubr5,F1_Aged
Ubtd1,F1_Aged
Ugt1a7c,F1_Aged
Usp24,F1_Aged
Vezt,F1_Aged
Vti1a,F1_Aged
Wdfy4,F1_Aged
Wwp1,F1_Aged
Ywhae,F1_Aged
Zfp407,F1_Aged
Zfr,F1_Aged
Znrf1,F1_Aged
1700025G04Rik,F1_Young
4732440D04Rik,F1_Young
AW554918,F1_Young
Aak1,F1_Young
Abi1,F1_Young
Abr,F1_Young
Adgre1,F1_Young
Aff1,F1_Young
Aftph,F1_Young
Ahnak,F1_Young
Alcam,F1_Young
Ambra1,F1_Young
Ankrd12,F1_Young
Antxr2,F1_Young
Aopep,F1_Young
Ap3s1,F1_Young
Ascc3,F1_Young
Atp2a2,F1_Young
Auts2,F1_Young
BC005537,F1_Young
Babam2,F1_Young
Baz1b,F1_Young
Birc6,F1_Young
Btbd9,F1_Young
Cables1,F1_Young
Car8,F1_Young
Cast,F1_Young
Ccl2,F1_Young
Ccnl1,F1_Young
Cd2ap,F1_Young
Cdc37l1,F1_Young
Celf1,F1_Young
Cers6,F1_Young
Chchd3,F1_Young
Ckap5,F1_Young
Clasp2,F1_Young
Clec4a2,F1_Young
Cnot6l,F1_Young
Cog5,F1_Young
Colec12,F1_Young
Cux1,F1_Young
Cwc27,F1_Young
Cyp27a1,F1_Young
Dapk1,F1_Young
Dennd4c,F1_Young
Dst,F1_Young
Ecpas,F1_Young
Eepd1,F1_Young
Ehmt1,F1_Young
Elf1,F1_Young
Fam117b,F1_Young
Far1,F1_Young
Fbxl20,F1_Young
Fchsd2,F1_Young
Flnb,F1_Young
Flrt2,F1_Young
Fmnl2,F1_Young
Fndc3a,F1_Young
Foxn3,F1_Young
Foxp1,F1_Young
Garre1,F1_Young
Gcnt1,F1_Young
Glis3,F1_Young
Glud1,F1_Young
Gng2,F1_Young
Grk5,F1_Young
Heatr5a,F1_Young
Herc4,F1_Young
Hps3,F1_Young
Hspg2,F1_Young
Iqgap2,F1_Young
Irak2,F1_Young
Itpr2,F1_Young
Jarid2,F1_Young
Kdm5a,F1_Young
Kif13a,F1_Young
Kif13b,F1_Young
Kif5b,F1_Young
Klf13,F1_Young
Klf6,F1_Young
Krit1,F1_Young
Lats2,F1_Young
Lcorl,F1_Young
Ldlrad4,F1_Young
Lilrb4b,F1_Young
Lima1,F1_Young
Limch1,F1_Young
Lpp,F1_Young
Lrba,F1_Young
Lrch3,F1_Young
Lyz2,F1_Young
Mafb,F1_Young
Man1c1,F1_Young
Mast2,F1_Young
Mir99ahg,F1_Young
Mon2,F1_Young
Mtus1,F1_Young
N4bp2l2,F1_Young
Nbeal1,F1_Young
Ncoa3,F1_Young
Ncor1,F1_Young
Nedd9,F1_Young
Nek7,F1_Young
Nfatc1,F1_Young
Niban2,F1_Young
Nsd1,F1_Young
Numb,F1_Young
Oxr1,F1_Young
P2ry6,F1_Young
P4ha1,F1_Young
Pde8a,F1_Young
Pdia3,F1_Young
Pdlim1,F1_Young
Phip,F1_Young
Phlpp1,F1_Young
Plekhg1,F1_Young
Plekhg5,F1_Young
Pparg,F1_Young
Ppp1r12a,F1_Young
Prkag2,F1_Young
Prkd3,F1_Young
Pros1,F1_Young
Ptbp3,F1_Young
Ptpro,F1_Young
Rabep1,F1_Young
Rassf2,F1_Young
Rbm6,F1_Young
Reep3,F1_Young
Rere,F1_Young
Rgl1,F1_Young
Rin2,F1_Young
Rreb1,F1_Young
Rsrc1,F1_Young
Rtn4,F1_Young
Samhd1,F1_Young
Sel1l,F1_Young
Sema6d,F1_Young
Sf3b1,F1_Young
Sfmbt1,F1_Young
Sgk3,F1_Young
Sh3d19,F1_Young
Sh3rf1,F1_Young
Slc12a6,F1_Young
Slco3a1,F1_Young
Smad3,F1_Young
Smyd3,F1_Young
Spag9,F1_Young
Sppl3,F1_Young
Spred1,F1_Young
Sptan1,F1_Young
St3gal4,F1_Young
St3gal6,F1_Young
St6gal1,F1_Young
St6galnac3,F1_Young
Stard9,F1_Young
Stat5b,F1_Young
Stxbp6,F1_Young
Susd6,F1_Young
Tbc1d9b,F1_Young
Tcf20,F1_Young
Tgfbi,F1_Young
Timp2,F1_Young
Tle4,F1_Young
Tmem131,F1_Young
Tnfaip8,F1_Young
Tnrc6c,F1_Young
Trim25,F1_Young
Tut4,F1_Young
Ubr2,F1_Young
Ulk2,F1_Young
Unc13b,F1_Young
Vav3,F1_Young
Xrn1,F1_Young
Xrn2,F1_Young
Ythdf3,F1_Young
Zfp106,F1_Young
Zfp148,F1_Young
Zfp644,F1_Young
Zmiz1,F1_Young
Znrf2,F1_Young
