"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj_intercept","padj_sex","padj","p_sexM","coef_sexM"
"1600010M07Rik",NA,649,0.563263548528951,0.2510588140672,0.563263548528951,1.04338441870644,1.4293723049419,0.692233598889876,0.909565591244995,0.692233598889876,0.2510588140672,0.612040898719731
"1600014C10Rik",NA,246,0.211318333579026,0.784399375729272,0.211318333579026,1.01948076255926,1.39028772871126,0.343758975549633,0.995748005902509,0.343758975549633,0.784399375729272,0.179906913528682
"1600020E01Rik",NA,419,5.27022321319905e-12,0.690638916858696,5.27022321319905e-12,1.09077001887357,1.32967194487931,5.36173191207775e-11,0.995748005902509,5.36173191207775e-11,0.690638916858696,0.200385725297026
"1700017G19Rik",NA,194,0.987925122031673,0.991481876311292,0.987925122031673,0.257628866244981,0.158294903878171,0.994921580890468,0.999861848607303,0.994921580890468,0.991481876311292,0.0553413579725599
"1700025G04Rik",NA,1444,2.7480408355236e-09,0.771387003138343,2.7480408355236e-09,1.32934309323663,1.77050570049364,2.18188235974823e-08,0.995748005902509,2.18188235974823e-08,0.771387003138343,-0.277920567377037
"1700037C18Rik",NA,127,0.162077619432841,0.554562590736354,0.162077619432841,1.08650665247493,1.33669842618527,0.282624756324849,0.977619530970448,0.282624756324849,0.554562590736354,0.893456568401539
"1700037F03Rik",NA,198,0.976102339189018,0.754888695353912,0.976102339189018,1.10098269366689,1.46167381506936,0.993568566544206,0.995748005902509,0.993568566544206,0.754888695353912,0.24892523911462
"1700081N11Rik",NA,252,0.221281320248058,0.71051576997335,0.221281320248058,1.00869993392054,1.37974458438082,0.355037574677918,0.995748005902509,0.355037574677918,0.71051576997335,-0.983308578314819
"1700087I21Rik",NA,383,4.48182091383012e-43,0.63844242432022,4.48182091383012e-43,1.09578607568649,0.814431440335546,1.54977938484792e-41,0.989682211222607,1.54977938484792e-41,0.63844242432022,0.350677950781843
"1700109H08Rik",NA,384,0.000333212930936295,0.863201743555146,0.000333212930936295,1.05847893553355,1.4046398234618,0.00134303912545534,0.996777487813315,0.00134303912545534,0.863201743555146,-0.236395703863967
"1700120C14Rik",NA,230,2.51659113115001e-11,0.807042844381074,2.51659113115001e-11,1.06595797517788,1.21731313333964,2.39473513953643e-10,0.995905117035218,2.39473513953643e-10,0.807042844381074,-0.533911852993423
"1700123M08Rik",NA,186,0.0021230107259429,0.0746479107151599,0.0021230107259429,1.07282960192664,1.36379022461339,0.00722668739847589,0.663389580336955,0.00722668739847589,0.0746479107151599,-0.108987457329148
"1700123O12Rik",NA,94,4.13952111883346e-13,0.817450875680061,4.13952111883346e-13,1.04509719960587,0.481094157538424,4.49312000685731e-12,0.996684024250711,4.49312000685731e-12,0.817450875680061,-0.51300222415362
"1810024B03Rik",NA,92,0.00249993216195487,0.620973779992579,0.00249993216195487,1.1009124612239,1.21230681509602,0.00836571693328949,0.988934489245462,0.00836571693328949,0.620973779992579,-0.36444561464557
"1810034E14Rik",NA,102,0.00266814690148686,0.997519654661649,0.00266814690148686,1.05452935268044,1.20921975277467,0.00888165891247178,1,0.00888165891247178,0.997519654661649,-0.312519633924628
"1810037I17Rik",NA,182,1.10772864435245e-19,0.924349112660576,1.10772864435245e-19,1.00579606199914,0.817657494585413,1.71386475830374e-18,0.999861848607303,1.71386475830374e-18,0.924349112660576,-0.843346655371207
"1810062O18Rik",NA,210,0.0240048791989953,0.609662258901306,0.0240048791989953,1.01556159729238,1.36137069421753,0.0594531802627172,0.987002180448864,0.0594531802627172,0.609662258901306,0.418893522247262
"2010001K21Rik",NA,156,2.98349895432354e-24,0.765761550209233,2.98349895432354e-24,1.26924105969141,0.282386438921075,5.8091019639875e-23,0.995748005902509,5.8091019639875e-23,0.765761550209233,0.0766865589182576
"2010109A12Rik",NA,97,0.0312750993819497,0.392963510565806,0.0312750993819497,1.10261841090942,1.2386147848949,0.0742065350164897,0.944942526744759,0.0742065350164897,0.392963510565806,-0.569068468505974
"2210408F21Rik",NA,2775,0.114634864857565,0.0758998192420915,0.114634864857565,1.15969645883675,1.54732935358042,0.214364487239561,0.663389580336955,0.214364487239561,0.0758998192420915,0.626907460534963
"2210408I21Rik",NA,240,0.0363137288070195,0.746277934026281,0.0363137288070195,1.24494923447296,1.60490124707023,0.0840502106403875,0.995748005902509,0.0840502106403875,0.746277934026281,0.213232110738407
"2310002L09Rik",NA,277,0.221551077066905,0.645562209589301,0.221551077066905,1.04092124571583,1.41235119278679,0.355380282808459,0.990811948164224,0.355380282808459,0.645562209589301,-0.147535741496136
"2310014F06Rik",NA,933,1.62223958011954e-13,0.687448952601482,1.62223958011954e-13,1.19736106119112,1.55819883185986,1.81369824434566e-12,0.995691685068019,1.81369824434566e-12,0.687448952601482,0.447562830522511
"2310015A10Rik",NA,340,0.00352181857223067,0.00491246340003632,0.00352181857223067,1.02541534480437,1.34870571946468,0.0113588521534535,0.131720628794194,0.0113588521534535,0.00491246340003632,0.439066743766521
"2310016D03Rik",NA,91,0.000528320280951041,0.16475770821556,0.000528320280951041,1.18949281360179,1.22992226965501,0.00204602860334038,0.833402699910525,0.00204602860334038,0.16475770821556,0.410790540818744
"2310022A10Rik",NA,605,0.881833535017279,0.730271486086973,0.881833535017279,1.0355622719168,1.42382142842298,0.932957932209501,0.995748005902509,0.932957932209501,0.730271486086973,0.344320127050045
"2310039L15Rik",NA,473,0.00164720951664928,0.091688815853312,0.00164720951664928,1.10651167957263,1.47226910739714,0.0057652333082725,0.701259618480497,0.0057652333082725,0.091688815853312,0.276958826768794
"2310057M21Rik",NA,378,0.528824428273726,0.564164552831886,0.528824428273726,1.05901137213459,1.44142572647387,0.663742023027886,0.977619530970448,0.663742023027886,0.564164552831886,-0.0309558552883608
"2310069G16Rik",NA,143,2.72671950834886e-08,0.441051101725635,2.72671950834886e-08,1.0399963960677,1.14064687352529,1.94968147444425e-07,0.957123241330528,1.94968147444425e-07,0.441051101725635,-0.152981331869958
"2500002B13Rik",NA,256,0.0195063806844587,0.881395832901006,0.0195063806844587,1.01967116123881,1.37488777236793,0.0498732836247494,0.999861848607303,0.0498732836247494,0.881395832901006,-0.190235500506191
"2610005L07Rik",NA,244,5.00284615532931e-12,0.354865864092825,5.00284615532931e-12,0.989673156009486,1.13080802855368,5.09790828839354e-11,0.935315726272557,5.09790828839354e-11,0.354865864092825,-0.347353489460256
"2610008E11Rik",NA,541,1.07269217553459e-22,0.0797467942335301,1.07269217553459e-22,1.03328268989208,1.17777149100156,1.92294506707731e-21,0.67490329561439,1.92294506707731e-21,0.0797467942335301,-0.103958639009799
"2610020C07Rik",NA,185,0.580268698155702,0.71637749979779,0.580268698155702,1.03938194951143,1.38266353829927,0.70859519913726,0.995748005902509,0.70859519913726,0.71637749979779,-0.632698175784132
"2610035D17Rik",NA,440,2.75018658626974e-86,0.268190404320509,2.75018658626974e-86,0.878953873987691,0.235809936936562,2.52220010404564e-84,0.911962764556838,2.52220010404564e-84,0.268190404320509,1.08447798266926
"2610037D02Rik",NA,1069,0.0777970238117934,0.980751742446982,0.0777970238117934,1.08237682727206,1.4846375049634,0.156787333014016,0.999861848607303,0.156787333014016,0.980751742446982,0.603980999152495
"2700049A03Rik",NA,465,0.00473821296563035,0.832004409338748,0.00473821296563035,1.09534408385793,1.46889446351995,0.0147556159677701,0.996684024250711,0.0147556159677701,0.832004409338748,-0.561554291601675
"2700097O09Rik",NA,772,6.22842212154963e-09,0.535036381532814,6.22842212154963e-09,1.09163776593176,1.44721491072095,4.7428947274568e-08,0.976188558839501,4.7428947274568e-08,0.535036381532814,-0.201442417649538
"2810001G20Rik",NA,156,0.325998156815809,0.146091371243396,0.325998156815809,1.05052318733103,1.33410778060135,0.472279381028031,0.810421915171814,0.472279381028031,0.146091371243396,-0.233327676811609
"2810002D19Rik",NA,140,0.593617201565418,0.593617201565417,0.593617201565418,1.09268926099219,1.37761864006996,0.7190676974552,0.983644879958635,0.7190676974552,0.593617201565417,0.389982559168159
"2810013P06Rik",NA,343,0.0277786986416398,0.803144725280235,0.0277786986416398,1.06214000740155,1.43028481386395,0.0671442341498459,0.995905117035218,0.0671442341498459,0.803144725280235,-0.0416845332359146
"2810030D12Rik",NA,129,0.0313581812517545,0.486153150937826,0.0313581812517545,1.02754707705447,1.27912672829213,0.0743757762223024,0.971202615993121,0.0743757762223024,0.486153150937826,0.126659256997377
"2810449D17Rik",NA,179,3.07352551218823e-10,0.760975247547861,3.07352551218823e-10,0.99943354846272,1.12395132101653,2.67160294520977e-09,0.995748005902509,2.67160294520977e-09,0.760975247547861,-0.0142733776743515
"2900076A07Rik",NA,198,0.827657187558116,0.211543575876511,0.827657187558116,1.08729366010031,1.43785884583788,0.896510558518959,0.878377787497744,0.896510558518959,0.211543575876511,-0.021435228645658
"2900093K20Rik",NA,131,0.744933451687474,0.880797866586038,0.744933451687474,0.867331457025858,1.18695713611952,0.838779160547746,0.999861848607303,0.838779160547746,0.880797866586038,0.684301142007229
"3110056K07Rik",NA,468,0.0712299945559429,0.82877697744725,0.0712299945559429,1.04729533032447,1.42286347801198,0.146297762268746,0.996684024250711,0.146297762268746,0.82877697744725,-0.112885492829634
"3110082I17Rik",NA,365,0.0131435841980322,0.412097543985802,0.0131435841980322,1.03098740743523,1.39217759339462,0.0354983358109892,0.953823430264138,0.0354983358109892,0.412097543985802,0.75823530221477
"3222401L13Rik",NA,996,4.34727584559533e-07,0.429560624297722,4.34727584559533e-07,1.08549242532785,1.46524479738088,2.73726980606241e-06,0.954682820527977,2.73726980606241e-06,0.429560624297722,-0.774376402115111
"3300002I08Rik",NA,159,1.57838586467301e-05,0.661882278789078,1.57838586467301e-05,1.09130083067633,1.29330199921584,7.93330083530645e-05,0.993377010967209,7.93330083530645e-05,0.661882278789078,0.292306874818035
"3425401B19Rik",NA,447,0.00400870054872956,0.474783629561529,0.00400870054872956,1.033039042711,1.39391915966799,0.0127344664017875,0.970589224425422,0.0127344664017875,0.474783629561529,0.0619271219223069
"4631405J19Rik",NA,142,0.00230709226097583,0.911101777519537,0.00230709226097583,1.09850167511991,1.31341404943066,0.00776970719928422,0.999861848607303,0.00776970719928422,0.911101777519537,0.107970784371986
"4632427E13Rik",NA,1820,0.946601469387104,0.743579258187826,0.946601469387104,1.05005110156766,1.43925856645427,0.973524150541458,0.995748005902509,0.973524150541458,0.743579258187826,0.189819741379941
"4732440D04Rik",NA,2695,1.15588011757302e-78,0.00786212292224168,1.15588011757302e-78,1.21028154891785,1.5422565620084,9.2587460556988e-77,0.189891274244066,9.2587460556988e-77,0.00786212292224168,-0.251161726554651
"4732463B04Rik",NA,74,0.000998932499857221,0.143157820645925,0.000998932499857221,1.0558251555225,1.0157710020676,0.00366661534750377,0.80741745782692,0.00366661534750377,0.143157820645925,-0.16660369183471
"4732471J01Rik",NA,291,4.95008787591416e-06,0.499869514033386,4.95008787591416e-06,1.12910283692264,1.43461048997442,2.70035828265387e-05,0.972445332500004,2.70035828265387e-05,0.499869514033386,-0.509287691553544
"4732491K20Rik",NA,319,0.968650269031476,0.192530844229878,0.968650269031476,1.09038231478086,1.46925788181773,0.989126819821071,0.865865337682307,0.989126819821071,0.192530844229878,-0.535895613237789
"4833420G17Rik",NA,235,1.96379712174111e-21,0.342670636210654,1.96379712174111e-21,1.06129706560846,0.949926868050613,3.28754184824808e-20,0.935315726272557,3.28754184824808e-20,0.342670636210654,0.151764320702129
"4833439L19Rik",NA,232,0.929426254807544,0.862732395193319,0.929426254807544,1.04452871286749,1.41949794574944,0.963691518994288,0.996684024250711,0.963691518994288,0.862732395193319,0.224104889314713
"4921504A21Rik",NA,123,3.62890434041176e-11,0.288325151801693,3.62890434041176e-11,1.10569438088455,0.977027767448195,3.4020306172038e-10,0.914320423628512,3.4020306172038e-10,0.288325151801693,0.0265021133652521
"4921511C10Rik",NA,130,0.507136485726306,0.601651821236177,0.507136485726306,1.05385512035386,1.32438102753718,0.645316646224827,0.984296792930937,0.645316646224827,0.601651821236177,0.461133733939869
"4921524J17Rik",NA,457,0.0904367558424507,0.624014332096588,0.0904367558424507,1.0397306807196,1.41740471218374,0.177507379333445,0.989051538399833,0.177507379333445,0.624014332096588,1.02504234281357
"4930402D18Rik",NA,143,1.12739811115516e-09,0.264511975178048,1.12739811115516e-09,1.11643863369625,1.06407369513642,9.27721098490229e-09,0.911962764556838,9.27721098490229e-09,0.264511975178048,-0.245515583028268
"4930412C18Rik",NA,85,1.51327935727845e-12,0.978691847178911,1.51327935727845e-12,1.03504911191011,0.569016251868174,1.56984127423902e-11,0.999861848607303,1.56984127423902e-11,0.978691847178911,-1.15458443782041
"4930432B10Rik",NA,199,0.0039428048797514,0.247110351134592,0.0039428048797514,1.0926884158483,1.40998707172609,0.0125819814821315,0.909565591244995,0.0125819814821315,0.247110351134592,0.502869262231128
"4930447C04Rik",NA,81,0.991362041646759,0.993524277645735,0.991362041646759,0.753086421089882,0.514143632701341,0.99545207863229,0.999861848607303,0.99545207863229,0.993524277645735,-0.354600381291196
"4930453N24Rik",NA,204,0.500256031302908,0.392644907309521,0.500256031302908,1.04555044874616,1.40184092768342,0.639996546799207,0.944942526744759,0.639996546799207,0.392644907309521,-0.344004308233679
"4930470G03Rik",NA,231,0.320912817931506,0.896860562392089,0.320912817931506,1.0645998551426,1.43700717570808,0.467078357353746,0.999861848607303,0.467078357353746,0.896860562392089,0.512785684848349
"4930473A02Rik",NA,144,0.00076491860678119,0.171524444770106,0.00076491860678119,1.07210668425314,1.29411808774736,0.00287947944301688,0.841126448091698,0.00287947944301688,0.171524444770106,-0.142386503525504
"4930481A15Rik",NA,446,1.91225531513279e-50,0.139651402185381,1.91225531513279e-50,1.03646201687493,0.717474566602158,8.06716775610685e-49,0.801399370664348,8.06716775610685e-49,0.139651402185381,-0.610358856127268
"4930506C21Rik",NA,873,0.000225461161813003,0.206719499389676,0.000225461161813003,1.01598180314755,1.37891699364535,0.000936781504893423,0.870919435511232,0.000936781504893423,0.206719499389676,0.0906517398745751
"4930511M06Rik",NA,138,0.801845217322613,0.612442545745787,0.801845217322613,1.03115701649999,1.32478265759174,0.879218401924294,0.987901205577196,0.879218401924294,0.612442545745787,-0.0694456812195223
"4930512B01Rik",NA,146,0.981594146243331,0.709877141129911,0.981594146243331,1.09125957700972,1.3922624782781,0.994921580890468,0.995748005902509,0.994921580890468,0.709877141129911,0.00288209294994347
"4930512H18Rik",NA,608,0.212461469883103,0.505305380091209,0.212461469883103,1.0505584689962,1.43860290278329,0.344937667709585,0.972445332500004,0.344937667709585,0.505305380091209,0.192640200563165
"4930517O19Rik",NA,195,0.000655521960351012,0.451181952664735,0.000655521960351012,1.11365203548231,1.40567299689528,0.00249437340054191,0.96357725159043,0.00249437340054191,0.451181952664735,-0.185330015896205
"4930522O17Rik",NA,68,9.92552135899652e-09,0.127074014156031,9.92552135899652e-09,1.06100315373682,0.642130675684968,7.38925872467411e-08,0.78451157227255,7.38925872467411e-08,0.127074014156031,0.322188274259416
"4930523C07Rik",NA,227,4.09658851818582e-05,0.0094155515031591,4.09658851818582e-05,1.11438325428109,1.3928119164986,0.0001937459801426,0.215096064664227,0.0001937459801426,0.0094155515031591,-0.110243280909375
"4930544I03Rik",NA,48,2.41949054606414e-06,0.578852194890269,2.41949054606414e-06,1.43750005612034,0.844508940354616,1.39313340996305e-05,0.979405531889204,1.39313340996305e-05,0.578852194890269,0.165890981957848
"4930549G23Rik",NA,321,0.983405775496204,0.200544247020028,0.983405775496204,1.03491665503357,1.41032351267779,0.994921580890468,0.867723751803817,0.994921580890468,0.200544247020028,0.548419506574674
"4930551O13Rik",NA,144,0.000369483099297474,0.747583517040698,0.000369483099297474,1.03128922146285,1.24870099559523,0.00147606632093082,0.995748005902509,0.00147606632093082,0.747583517040698,0.217590745416901
"4930558N01Rik",NA,189,0.149858086943418,0.149858086943418,0.149858086943418,0.99337803786348,1.32893587256548,0.265630805091863,0.81399311088236,0.265630805091863,0.149858086943418,-0.162965792765613
"4930581F22Rik",NA,163,0.405223792792845,0.203182871594917,0.405223792792845,0.998658870735726,1.31312190518998,0.552498295535958,0.870595671062084,0.552498295535958,0.203182871594917,0.574403809225547
"4930594M22Rik",NA,87,0.00573758412652924,0.442015833720229,0.00573758412652924,0.996627373805911,1.13940994287603,0.0174219924916876,0.958230968064957,0.0174219924916876,0.442015833720229,0.49675192798106
"4930599N23Rik",NA,154,0.424683068624597,0.140416376564026,0.424683068624597,1.12332292789604,1.42060608255508,0.572516927621741,0.801399370664348,0.572516927621741,0.140416376564026,0.274198479754035
"4931414P19Rik",NA,193,0.00611701645141303,0.373126076005263,0.00611701645141303,1.04963772759394,1.36411653352002,0.0183975665896111,0.941344460786061,0.0183975665896111,0.373126076005263,0.119365867555721
"4932441J04Rik",NA,162,0.220385964973895,0.782594494189897,0.220385964973895,1.16816347507647,1.48606936740295,0.353899196198218,0.995748005902509,0.353899196198218,0.782594494189897,-0.313953038019686
"4933431K23Rik",NA,744,0.0316900674271708,0.000742671373853181,0.0316900674271708,1.14577898055085,1.53532521201977,0.0749942956915246,0.026254885216441,0.0749942956915246,0.000742671373853181,0.680326224265004
"4933434E20Rik",NA,393,0.0352994522959784,0.47701331315728,0.0352994522959784,1.04930751734459,1.42001244612717,0.0819848937452844,0.970589224425422,0.0819848937452844,0.47701331315728,-0.300129793573563
"5031425E22Rik",NA,1978,0.162423724386025,0.790954370494368,0.162423724386025,1.09816325909333,1.49991425323496,0.282911458275466,0.995748005902509,0.282911458275466,0.790954370494368,1.09366649650829
"5330438D12Rik",NA,774,0.295950383683956,0.148217149315987,0.295950383683956,1.0603686492479,1.45085324277241,0.439412019697812,0.810421915171814,0.439412019697812,0.148217149315987,0.766305313092595
"5430402O13Rik",NA,364,0.000277614691099249,0.813577921121286,0.000277614691099249,1.05049586214718,1.39140348452935,0.00113778870808034,0.995905117035218,0.00113778870808034,0.813577921121286,-0.117850179550238
"5430405H02Rik",NA,361,0.38052540596427,0.343596364820235,0.38052540596427,1.03532334366341,1.41161626255608,0.528990502843124,0.935315726272557,0.528990502843124,0.343596364820235,-0.51321045015339
"5430427G11Rik",NA,126,0.0522826010845205,0.577950556832354,0.0522826010845205,1.05634628870614,1.29357980271251,0.114317128086482,0.978561439804049,0.114317128086482,0.577950556832354,-0.35520328184965
"5430431A17Rik",NA,1019,0.0425025573341072,0.831557276017184,0.0425025573341072,1.0295681401337,1.41598020054341,0.0962276146011557,0.996684024250711,0.0962276146011557,0.831557276017184,0.128441854578265
"5730480H06Rik",NA,163,0.947242474614873,0.414914719338581,0.947242474614873,1.03628893730137,1.3657701155905,0.974025086019323,0.954682820527977,0.974025086019323,0.414914719338581,-0.123345939231187
"5830417I10Rik",NA,528,1.63904674507748e-66,0.10062388262771,1.63904674507748e-66,1.04955296998159,0.593665989130783,1.04766543463134e-64,0.732427584784625,1.04766543463134e-64,0.10062388262771,-0.173771299698867
"5830418P13Rik",NA,160,0.0125980722902685,0.731670296888449,0.0125980722902685,1.21031267338633,1.50285850346755,0.0342148504089351,0.995748005902509,0.0342148504089351,0.731670296888449,-0.475809283632508
"6030443J06Rik",NA,434,3.81049663248418e-16,0.949539618657244,3.81049663248418e-16,1.16257524097028,1.36690226324296,4.98198815916527e-15,0.999861848607303,4.98198815916527e-15,0.949539618657244,-0.0225138624044601
"6030458C11Rik",NA,356,0.541992774109043,0.541992774109042,0.541992774109043,1.03234502035484,1.40962247079927,0.675276683316011,0.977619530970448,0.675276683316011,0.541992774109042,-0.392452234728538
"6230400D17Rik",NA,385,0.986887206355626,0.868848244087543,0.986887206355626,1.02336957856312,1.40258703131453,0.994921580890468,0.998039566286292,0.994921580890468,0.868848244087543,-0.833970968294068
"6430590A07Rik",NA,314,0.122804028342099,0.967593023605572,0.122804028342099,1.03122904268537,1.40307355675651,0.226165276876834,0.999861848607303,0.226165276876834,0.967593023605572,-0.190113260143881
"6530409C15Rik",NA,222,0.0478686810260266,0.913864565798654,0.0478686810260266,1.07093581593169,1.42610177865372,0.106247987910451,0.999861848607303,0.106247987910451,0.913864565798654,0.459498304530383
"6720427I07Rik",NA,749,0.266973631277624,0.865157614113171,0.266973631277624,1.00149366459345,1.38173093711403,0.407965014530166,0.997459673302543,0.407965014530166,0.865157614113171,-0.287673481304196
"6820431F20Rik",NA,647,5.79653764091e-29,0.841640236209925,5.79653764091e-29,1.02347147492234,1.18287349959573,1.37380113077448e-27,0.996684024250711,1.37380113077448e-27,0.841640236209925,0.303982161112517
"9230114K14Rik",NA,180,0.00136643309530404,0.81584545442109,0.00136643309530404,1.04400344012857,1.33484393380738,0.00485501888101289,0.996462079825643,0.00485501888101289,0.81584545442109,-0.808941354144582
"9330111N05Rik",NA,124,9.15486788900986e-05,0.961350129019804,9.15486788900986e-05,1.25461185606644,1.37290483949104,0.000408259365762187,0.999861848607303,0.000408259365762187,0.961350129019804,-0.0277809827622697
"9330136K24Rik",NA,154,0.187232442115043,0.00311440663911234,0.187232442115043,1.06911563988695,1.32466979141054,0.314272385597876,0.0904035101481784,0.314272385597876,0.00311440663911234,0.259703601971731
"9330158H04Rik",NA,195,6.21420469410666e-07,0.14972380767461,6.21420469410666e-07,1.07730144653194,1.31932302960132,3.84393815291368e-06,0.813962418354752,3.84393815291368e-06,0.14972380767461,0.150576681083357
"9330159M07Rik",NA,1679,4.33768534669046e-245,0.00460272752872624,4.33768534669046e-245,1.21305068028166,0.761519785575197,1.96063377670409e-242,0.126086838968743,1.96063377670409e-242,0.00460272752872624,0.0528380970744717
"9330162G02Rik",NA,384,5.68206994667031e-12,0.786199966648362,5.68206994667031e-12,1.02505837180444,1.26650045248717,5.73463135925514e-11,0.995748005902509,5.73463135925514e-11,0.786199966648362,-0.320353004152688
"9430037G07Rik",NA,269,9.62548658375479e-24,0.000141166490246251,9.62548658375479e-24,1.02678043883626,0.904347703839389,1.81279997327382e-22,0.00587698388340973,1.81279997327382e-22,0.000141166490246251,-0.424852173016791
"9430038I01Rik",NA,150,0.93084641121386,0.411945298553968,0.93084641121386,1.12646621239322,1.4314077777549,0.964847844416266,0.953823430264138,0.964847844416266,0.411945298553968,-0.512064395302457
"9530026P05Rik",NA,2105,4.1949880379191e-44,0.708433176588401,4.1949880379191e-44,1.31929122844395,1.69687996671908,1.50828888090637e-42,0.995748005902509,1.50828888090637e-42,0.708433176588401,0.0588232985500629
"9530062K07Rik",NA,86,2.44766099109037e-05,0.284630519637141,2.44766099109037e-05,1.16279233546969,1.13788879079016,0.000119144605781691,0.912945674826488,0.000119144605781691,0.284630519637141,-0.473737307092401
"9630050E16Rik",NA,165,0.0181629382747263,0.287270348668177,0.0181629382747263,1.04186759074942,1.33685606357884,0.0471238513335251,0.913950108784427,0.0471238513335251,0.287270348668177,-0.245278721850334
"9930024M15Rik",NA,265,6.81174174557325e-06,0.730301497218714,6.81174174557325e-06,1.03477616527665,1.32060891097,3.63752757518882e-05,0.995748005902509,3.63752757518882e-05,0.730301497218714,-0.128046096099124
"A230057D06Rik",NA,53,0.993435607552745,0.995227136164959,0.993435607552745,0.603773585785802,0.43231420267522,0.995862497106209,0.999973095690289,0.995862497106209,0.995227136164959,0.921931002616104
"A330023F24Rik",NA,153,0.845469117222095,0.968370956369824,0.845469117222095,1.01305227601488,1.32682262253049,0.909421821142515,0.999861848607303,0.909421821142515,0.968370956369824,-0.325974950847729
"A330032B11Rik",NA,558,0.172463494946777,0.154684951968906,0.172463494946777,1.08187381498996,1.47083284958947,0.295881961765309,0.825334212528867,0.295881961765309,0.154684951968906,0.117693286142428
"A330102I10Rik",NA,507,6.05097664534315e-35,0.553690891485517,6.05097664534315e-35,1.25160146713281,1.28188932015069,1.73260543944486e-33,0.977619530970448,1.73260543944486e-33,0.553690891485517,0.0389804247818554
"A430046D13Rik",NA,253,0.306407768286314,0.475367131899243,0.306407768286314,1.03545686998111,1.40751627826184,0.449663348264331,0.970589224425422,0.449663348264331,0.475367131899243,-0.480928317065064
"A530016L24Rik",NA,149,0.90979426842503,0.557301117899326,0.90979426842503,1.10483530441395,1.41575285976356,0.950970949883316,0.977619530970448,0.950970949883316,0.557301117899326,-0.0356540430617993
"A630072M18Rik",NA,404,0.0268147638897913,0.0380319274742254,0.0268147638897913,1.03571313266798,1.3970345976698,0.0652379184523642,0.503233224457501,0.0652379184523642,0.0380319274742254,0.722275429211674
"A730017L22Rik",NA,226,3.34725484408961e-26,0.374571990752636,3.34725484408961e-26,1.08142726595055,0.75105701905788,7.13179415939361e-25,0.94181892670943,7.13179415939361e-25,0.374571990752636,0.225752026539607
"A730056A06Rik",NA,121,6.28918654742225e-10,0.736674183921164,6.28918654742225e-10,1.14876084543099,1.07386382791089,5.28525530837822e-09,0.995748005902509,5.28525530837822e-09,0.736674183921164,0.02061646099647
"A930002C04Rik",NA,144,3.23249738198817e-14,0.00357948961856108,3.23249738198817e-14,1.10080340840766,0.54381383304147,3.80208985747605e-13,0.102031577956101,3.80208985747605e-13,0.00357948961856108,-0.211248416169812
"A930005H10Rik",NA,392,0.00118063536627979,0.211540080265004,0.00118063536627979,1.03808318653965,1.38340160981053,0.00425216880923081,0.878377787497744,0.00425216880923081,0.211540080265004,-1.02662361077026
"A930007I19Rik",NA,208,0.84071612441832,0.84071612441832,0.84071612441832,1.06245996840137,1.42783026937976,0.905849078038333,0.996684024250711,0.905849078038333,0.84071612441832,0.565668606707088
"A930015D03Rik",NA,334,9.22214846426915e-16,0.402321296496284,9.22214846426915e-16,1.08728418610435,1.21499604162901,1.17420031150695e-14,0.949614067070108,1.17420031150695e-14,0.402321296496284,-0.730320035462411
