gene,pvalue_hom,cell_type,condition
Zfp637,0.781511294998713,Cardiomyocyte,F1_Aged
Zfp638,0.0286416519107306,Cardiomyocyte,F1_Aged
Zfp639,0.000446491660630301,Cardiomyocyte,F1_Aged
Zfp64,0.744059575075607,Cardiomyocyte,F1_Aged
Zfp641,0.0847498527396038,Cardiomyocyte,F1_Aged
Zfp644,0.0729992217238537,Cardiomyocyte,F1_Aged
Zfp646,0.344704222006958,Cardiomyocyte,F1_Aged
Zfp647,0.000207501594061833,Cardiomyocyte,F1_Aged
Zfp65,0.655197475191829,Cardiomyocyte,F1_Aged
Zfp652,0.934492603011016,Cardiomyocyte,F1_Aged
Zfp653,0.535900561670432,Cardiomyocyte,F1_Aged
Zfp654,0.298458799420476,Cardiomyocyte,F1_Aged
Zfp655,0.0138885292501979,Cardiomyocyte,F1_Aged
Zfp661,0.847389659686714,Cardiomyocyte,F1_Aged
Zfp664,0.534629297049128,Cardiomyocyte,F1_Aged
Zfp667,0.573745467795866,Cardiomyocyte,F1_Aged
Zfp668,0.173568166555918,Cardiomyocyte,F1_Aged
Zfp677,0.398024719506938,Cardiomyocyte,F1_Aged
Zfp68,0.000870370691371856,Cardiomyocyte,F1_Aged
Zfp687,0.45605654293527,Cardiomyocyte,F1_Aged
Zfp691,0.306311860228292,Cardiomyocyte,F1_Aged
Zfp692,0.194292169903347,Cardiomyocyte,F1_Aged
Zfp696,1,Cardiomyocyte,F1_Aged
Zfp697,1.94435442232854e-86,Cardiomyocyte,F1_Aged
Zfp7,0.781511294998713,Cardiomyocyte,F1_Aged
Zfp704,0.0949206629943945,Cardiomyocyte,F1_Aged
Zfp706,3.01699616320655e-07,Cardiomyocyte,F1_Aged
Zfp707,0.00386786850190727,Cardiomyocyte,F1_Aged
Zfp708,0.27505546520809,Cardiomyocyte,F1_Aged
Zfp709,0.000406952017444959,Cardiomyocyte,F1_Aged
Zfp710,0.77124188243619,Cardiomyocyte,F1_Aged
Zfp712,0.715000654688089,Cardiomyocyte,F1_Aged
Zfp715,0.379399299162329,Cardiomyocyte,F1_Aged
Zfp719,0.0295084120366552,Cardiomyocyte,F1_Aged
Zfp72,0.570597624049758,Cardiomyocyte,F1_Aged
Zfp729a,4.83953150175507e-06,Cardiomyocyte,F1_Aged
Zfp729b,0.544453977274703,Cardiomyocyte,F1_Aged
Zfp738,7.95558644631739e-07,Cardiomyocyte,F1_Aged
Zfp74,0.00184983978478791,Cardiomyocyte,F1_Aged
Zfp740,0.117542781437043,Cardiomyocyte,F1_Aged
Zfp746,0.323212234622305,Cardiomyocyte,F1_Aged
Zfp748,0.145638619503998,Cardiomyocyte,F1_Aged
Zfp758,0.583128091380138,Cardiomyocyte,F1_Aged
Zfp759,0.00209140490234232,Cardiomyocyte,F1_Aged
Zfp760,0.00269979606326019,Cardiomyocyte,F1_Aged
Zfp763,0.66823514179525,Cardiomyocyte,F1_Aged
Zfp764l1,0.157299207050281,Cardiomyocyte,F1_Aged
Zfp768,0.901287773180033,Cardiomyocyte,F1_Aged
Zfp770,0.0684841524065557,Cardiomyocyte,F1_Aged
Zfp771,0.0558218392252778,Cardiomyocyte,F1_Aged
Zfp775,1.73292013273511e-11,Cardiomyocyte,F1_Aged
Zfp777,0.089953352580096,Cardiomyocyte,F1_Aged
Zfp78,0.0934478221586144,Cardiomyocyte,F1_Aged
Zfp780b,1.78498363244925e-07,Cardiomyocyte,F1_Aged
Zfp781a,0.449691797968891,Cardiomyocyte,F1_Aged
Zfp784,0.647314793641982,Cardiomyocyte,F1_Aged
Zfp786,0.0389474557420254,Cardiomyocyte,F1_Aged
Zfp787,0.0014872905980099,Cardiomyocyte,F1_Aged
Zfp788,1.00525158066365e-09,Cardiomyocyte,F1_Aged
Zfp790,1.02855889063207e-06,Cardiomyocyte,F1_Aged
Zfp791,0.384690249442468,Cardiomyocyte,F1_Aged
Zfp799,8.3980723343564e-32,Cardiomyocyte,F1_Aged
Zfp800,0.846503293272965,Cardiomyocyte,F1_Aged
Zfp808,1.68811831506839e-06,Cardiomyocyte,F1_Aged
Zfp809,1.59272828198794e-49,Cardiomyocyte,F1_Aged
Zfp81,0.395447069151715,Cardiomyocyte,F1_Aged
Zfp810,0.506804182742959,Cardiomyocyte,F1_Aged
Zfp811,0.768082561900943,Cardiomyocyte,F1_Aged
Zfp82,0.00163435992391361,Cardiomyocyte,F1_Aged
Zfp821,0.22544231699451,Cardiomyocyte,F1_Aged
Zfp825,1.46868476737894e-05,Cardiomyocyte,F1_Aged
Zfp827,0.26897336231653,Cardiomyocyte,F1_Aged
Zfp830,0.115263457370439,Cardiomyocyte,F1_Aged
Zfp839,0.228143817850674,Cardiomyocyte,F1_Aged
Zfp84,0.396721485906683,Cardiomyocyte,F1_Aged
Zfp846,0.189407245937405,Cardiomyocyte,F1_Aged
Zfp85,0.0151584388774395,Cardiomyocyte,F1_Aged
Zfp850,0.317310507862911,Cardiomyocyte,F1_Aged
Zfp85os,0.669815357599417,Cardiomyocyte,F1_Aged
Zfp862-ps,0.818545808382043,Cardiomyocyte,F1_Aged
Zfp866,0.440243299089525,Cardiomyocyte,F1_Aged
Zfp867,8.10009692543854e-25,Cardiomyocyte,F1_Aged
Zfp868,0.0957186548765038,Cardiomyocyte,F1_Aged
Zfp869,0.0838208770869376,Cardiomyocyte,F1_Aged
Zfp87,0.220671361919837,Cardiomyocyte,F1_Aged
Zfp870,0.735720136627251,Cardiomyocyte,F1_Aged
Zfp871,0.297015774580927,Cardiomyocyte,F1_Aged
Zfp873,0.605576616335346,Cardiomyocyte,F1_Aged
Zfp874a,0.255300264435157,Cardiomyocyte,F1_Aged
Zfp874b,0.105022861151759,Cardiomyocyte,F1_Aged
Zfp879,0.0143058784354296,Cardiomyocyte,F1_Aged
Zfp882,0.834827329185239,Cardiomyocyte,F1_Aged
Zfp9,0.180610598787392,Cardiomyocyte,F1_Aged
Zfp90,0.24821307898992,Cardiomyocyte,F1_Aged
Zfp91,0.00728414846852842,Cardiomyocyte,F1_Aged
Zfp93,5.73041473513922e-05,Cardiomyocyte,F1_Aged
Zfp930,0.857462441959241,Cardiomyocyte,F1_Aged
Zfp931,1.2387096985697e-06,Cardiomyocyte,F1_Aged
Zfp932,0.0314150553169508,Cardiomyocyte,F1_Aged
Zfp934,9.45159711232955e-17,Cardiomyocyte,F1_Aged
Zfp935,0.443102331990909,Cardiomyocyte,F1_Aged
Zfp937,0.000673858474325114,Cardiomyocyte,F1_Aged
Zfp938,0.00128431835127181,Cardiomyocyte,F1_Aged
Zfp94,0.0466240475624787,Cardiomyocyte,F1_Aged
Zfp940,0.365712296281513,Cardiomyocyte,F1_Aged
Zfp941,0.000643697486656434,Cardiomyocyte,F1_Aged
Zfp942,0.60150813444059,Cardiomyocyte,F1_Aged
Zfp943,0.803934241189163,Cardiomyocyte,F1_Aged
Zfp944,0.481727716316626,Cardiomyocyte,F1_Aged
Zfp945,0.0703370955441614,Cardiomyocyte,F1_Aged
Zfp946,0.00391946300281962,Cardiomyocyte,F1_Aged
Zfp948,0.398031015895783,Cardiomyocyte,F1_Aged
Zfp949,0.57986383204922,Cardiomyocyte,F1_Aged
Zfp950,4.9906749263986e-16,Cardiomyocyte,F1_Aged
Zfp952,0.345119593981059,Cardiomyocyte,F1_Aged
Zfp953,0.126630457947617,Cardiomyocyte,F1_Aged
Zfp955a,0.317322761106578,Cardiomyocyte,F1_Aged
Zfp955b,0.0466240475624787,Cardiomyocyte,F1_Aged
Zfp956,0.647314793641982,Cardiomyocyte,F1_Aged
Zfp958,0.079952439213752,Cardiomyocyte,F1_Aged
Zfp959,0.27630291733748,Cardiomyocyte,F1_Aged
Zfp960,0.0474253842773841,Cardiomyocyte,F1_Aged
Zfp961,1.71514965807536e-05,Cardiomyocyte,F1_Aged
Zfp963,0.467010118929832,Cardiomyocyte,F1_Aged
Zfp964,0.0718606361554069,Cardiomyocyte,F1_Aged
Zfp968-ps,4.35212919743436e-224,Cardiomyocyte,F1_Aged
Zfp97,1.03034587723785e-10,Cardiomyocyte,F1_Aged
Zfp970,3.32308368210961e-13,Cardiomyocyte,F1_Aged
Zfp971,0.15212149167173,Cardiomyocyte,F1_Aged
Zfp972,0.00131896861257936,Cardiomyocyte,F1_Aged
Zfp973,6.89000268410821e-13,Cardiomyocyte,F1_Aged
Zfp974,0.0818997580138159,Cardiomyocyte,F1_Aged
Zfp975,0.805259545009444,Cardiomyocyte,F1_Aged
Zfp976,5.2912054484175e-05,Cardiomyocyte,F1_Aged
Zfp977,0.275233524074831,Cardiomyocyte,F1_Aged
Zfp983,0.898119787253741,Cardiomyocyte,F1_Aged
Zfp993,1.37007436089741e-15,Cardiomyocyte,F1_Aged
Zfp994,0.445765907914842,Cardiomyocyte,F1_Aged
Zfp995,0.563702861650773,Cardiomyocyte,F1_Aged
Zfpm1,0.338979843979119,Cardiomyocyte,F1_Aged
Zfpm2,1.9382554385148e-07,Cardiomyocyte,F1_Aged
Zfr,0.00243202015288873,Cardiomyocyte,F1_Aged
Zfr2,0.445765910355181,Cardiomyocyte,F1_Aged
Zfta,0.211299547333707,Cardiomyocyte,F1_Aged
Zftraf1,0.369171416332692,Cardiomyocyte,F1_Aged
Zfyve1,0.00379477584831737,Cardiomyocyte,F1_Aged
Zfyve16,0.940713512360094,Cardiomyocyte,F1_Aged
Zfyve19,0.396143910119819,Cardiomyocyte,F1_Aged
Zfyve21,0.380000391925852,Cardiomyocyte,F1_Aged
Zfyve26,0.168540008205085,Cardiomyocyte,F1_Aged
Zfyve27,1.21917022471667e-09,Cardiomyocyte,F1_Aged
Zfyve28,0.466854270822725,Cardiomyocyte,F1_Aged
Zfyve9,2.50566536592541e-10,Cardiomyocyte,F1_Aged
Zglp1,0.0290490221619406,Cardiomyocyte,F1_Aged
Zgpat,0.359300653902573,Cardiomyocyte,F1_Aged
Zgrf1,0.00375876866574522,Cardiomyocyte,F1_Aged
Zhx1,2.14024540174936e-24,Cardiomyocyte,F1_Aged
Zhx2,0.178179007445941,Cardiomyocyte,F1_Aged
Zhx3,0.934751411630332,Cardiomyocyte,F1_Aged
Zim1,2.39571229148503e-07,Cardiomyocyte,F1_Aged
Zkscan1,0.92351410950546,Cardiomyocyte,F1_Aged
Zkscan14,0.878793717959298,Cardiomyocyte,F1_Aged
Zkscan17,0.866712086572302,Cardiomyocyte,F1_Aged
Zkscan2,1.12364180844509e-09,Cardiomyocyte,F1_Aged
Zkscan3,7.14870330274571e-09,Cardiomyocyte,F1_Aged
Zkscan4,0.405380558014064,Cardiomyocyte,F1_Aged
Zkscan5,0.000622409758746303,Cardiomyocyte,F1_Aged
Zkscan6,0.0323743169278212,Cardiomyocyte,F1_Aged
Zkscan7,0.000510570247202048,Cardiomyocyte,F1_Aged
Zkscan8,0.263322715894047,Cardiomyocyte,F1_Aged
Zmat2,0.419020333534316,Cardiomyocyte,F1_Aged
Zmat3,0.622249566953516,Cardiomyocyte,F1_Aged
Zmat4,0.527089256865538,Cardiomyocyte,F1_Aged
Zmat5,0.596198482478413,Cardiomyocyte,F1_Aged
Zmiz1,0.984889623374188,Cardiomyocyte,F1_Aged
Zmiz1os1,0.00932237604743751,Cardiomyocyte,F1_Aged
Zmiz2,0.0222541240173615,Cardiomyocyte,F1_Aged
Zmpste24,0.166380580977129,Cardiomyocyte,F1_Aged
Zmym1,0.430953224000789,Cardiomyocyte,F1_Aged
Zmym2,0.702672838679696,Cardiomyocyte,F1_Aged
Zmym4,0.627919686403256,Cardiomyocyte,F1_Aged
Zmym5,0.0915389138758591,Cardiomyocyte,F1_Aged
Zmym6,8.88627583177841e-06,Cardiomyocyte,F1_Aged
Zmynd11,0.0154713887421986,Cardiomyocyte,F1_Aged
Zmynd12,0.438578027689093,Cardiomyocyte,F1_Aged
Zmynd19,0.865772374992622,Cardiomyocyte,F1_Aged
Zmynd8,1.92293086980161e-15,Cardiomyocyte,F1_Aged
Znfx1,0.381121410297489,Cardiomyocyte,F1_Aged
Zng1,0.918907330897043,Cardiomyocyte,F1_Aged
Znhit1,0.230139339693183,Cardiomyocyte,F1_Aged
Znhit3,0.563702861650773,Cardiomyocyte,F1_Aged
Znhit6,0.387541730563083,Cardiomyocyte,F1_Aged
Znrd2,0.108809430040546,Cardiomyocyte,F1_Aged
Znrf1,9.73334802797872e-10,Cardiomyocyte,F1_Aged
Znrf2,0.458949685363646,Cardiomyocyte,F1_Aged
Znrf3,0.000147046929638728,Cardiomyocyte,F1_Aged
Zpbp,0.331975467082734,Cardiomyocyte,F1_Aged
Zpr1,0.00274609915727321,Cardiomyocyte,F1_Aged
Zranb1,3.78602147095398e-05,Cardiomyocyte,F1_Aged
Zranb2,0.0584999647649992,Cardiomyocyte,F1_Aged
Zranb3,0.77073606360597,Cardiomyocyte,F1_Aged
Zscan12,0.269456405159774,Cardiomyocyte,F1_Aged
Zscan18,0.638514937454975,Cardiomyocyte,F1_Aged
Zscan2,0.886403006367064,Cardiomyocyte,F1_Aged
Zscan20,1.01466315107354e-13,Cardiomyocyte,F1_Aged
Zscan21,7.63526520683875e-10,Cardiomyocyte,F1_Aged
Zscan22,5.8708589778887e-07,Cardiomyocyte,F1_Aged
Zscan25,0.00304028651017861,Cardiomyocyte,F1_Aged
Zscan26,6.54982882762425e-06,Cardiomyocyte,F1_Aged
Zscan29,0.431621857542109,Cardiomyocyte,F1_Aged
Zswim1,0.157299207050281,Cardiomyocyte,F1_Aged
Zswim3,0.200510174962774,Cardiomyocyte,F1_Aged
Zswim4,0.29206200648907,Cardiomyocyte,F1_Aged
Zswim5,0.541526332070633,Cardiomyocyte,F1_Aged
Zswim6,0.325390459067027,Cardiomyocyte,F1_Aged
Zswim7,3.55715923035725e-06,Cardiomyocyte,F1_Aged
Zswim8,7.09436831294963e-07,Cardiomyocyte,F1_Aged
Zswim9,0.447699072465293,Cardiomyocyte,F1_Aged
Zup1,0.230692732574388,Cardiomyocyte,F1_Aged
Zw10,2.0728633206235e-07,Cardiomyocyte,F1_Aged
Zwilch,0.131668016022814,Cardiomyocyte,F1_Aged
Zwint,7.45316819231975e-10,Cardiomyocyte,F1_Aged
Zxdc,2.85066708657832e-07,Cardiomyocyte,F1_Aged
Zyg11b,0.00793236619841104,Cardiomyocyte,F1_Aged
Zyx,0.516412268396038,Cardiomyocyte,F1_Aged
Zzef1,0.159853674837623,Cardiomyocyte,F1_Aged
Zzz3,0.0777318934121325,Cardiomyocyte,F1_Aged
a,0.303483664024839,Cardiomyocyte,F1_Aged
Shroom4,0.138982460293181,Cardiomyocyte,F1_Aged
Clcn5,0.000604039020570685,Cardiomyocyte,F1_Aged
Gm36995,0.317310507862911,Cardiomyocyte,F1_Aged
Syp,0.00455634980318513,Cardiomyocyte,F1_Aged
Prickle3,9.64783984828657e-29,Cardiomyocyte,F1_Aged
Plp2,0.531614576881612,Cardiomyocyte,F1_Aged
Magix,0.0143058784354296,Cardiomyocyte,F1_Aged
Gpkow,1.69943843156229e-09,Cardiomyocyte,F1_Aged
Tfe3,0.933355224711734,Cardiomyocyte,F1_Aged
Gripap1,0.0922418106525155,Cardiomyocyte,F1_Aged
Otud5,0.000198699387397371,Cardiomyocyte,F1_Aged
Slc35a2,0.11320622424844,Cardiomyocyte,F1_Aged
Pqbp1,0.654720846018577,Cardiomyocyte,F1_Aged
Timm17b,0.647314793641982,Cardiomyocyte,F1_Aged
Hdac6,1,Cardiomyocyte,F1_Aged
Suv39h1,0.000182810632981835,Cardiomyocyte,F1_Aged
Wdr13,3.6193691069115e-05,Cardiomyocyte,F1_Aged
Rbm3,0.303483664024839,Cardiomyocyte,F1_Aged
Tbc1d25,1,Cardiomyocyte,F1_Aged
Ebp,0.165517858697466,Cardiomyocyte,F1_Aged
Ftsj1,0.496905847564768,Cardiomyocyte,F1_Aged
Lancl3,2.08874615641669e-08,Cardiomyocyte,F1_Aged
Xk,0.104757487581407,Cardiomyocyte,F1_Aged
Dynlt3,0.275233524074831,Cardiomyocyte,F1_Aged
Rpgr,0.013328328205054,Cardiomyocyte,F1_Aged
Tspan7,0.00440278684132636,Cardiomyocyte,F1_Aged
Mid1ip1,0.0268830685440037,Cardiomyocyte,F1_Aged
Bcor,0.0103126768887146,Cardiomyocyte,F1_Aged
Atp6ap2,0.000102699081850823,Cardiomyocyte,F1_Aged
1810030O07Rik,0.00120202270236441,Cardiomyocyte,F1_Aged
Med14,5.52379266046768e-07,Cardiomyocyte,F1_Aged
Gm14634,0.000127578911540405,Cardiomyocyte,F1_Aged
5730405O15Rik,7.50131859895608e-05,Cardiomyocyte,F1_Aged
Usp9x,0.0217341793641502,Cardiomyocyte,F1_Aged
Ddx3x,4.46678568468086e-08,Cardiomyocyte,F1_Aged
Cask,0.000887093010972542,Cardiomyocyte,F1_Aged
Maoa,0.763024600552995,Cardiomyocyte,F1_Aged
Maob,0.013744932091998,Cardiomyocyte,F1_Aged
Efhc2,0.144399792213059,Cardiomyocyte,F1_Aged
Fundc1,0.498224853418339,Cardiomyocyte,F1_Aged
Kdm6a,0.280806239041821,Cardiomyocyte,F1_Aged
Dipk2b,0.00467773498104727,Cardiomyocyte,F1_Aged
Gm14636,0.000602364776702435,Cardiomyocyte,F1_Aged
Slc9a7,0.00202823114845208,Cardiomyocyte,F1_Aged
Rp2,0.0660196750212928,Cardiomyocyte,F1_Aged
Jade3,0.145437664569321,Cardiomyocyte,F1_Aged
Ndufb11,3.08558291873001e-06,Cardiomyocyte,F1_Aged
Rbm10,0.155614993541177,Cardiomyocyte,F1_Aged
Uba1,6.12684416488923e-15,Cardiomyocyte,F1_Aged
Cdk16,0.00433641385780192,Cardiomyocyte,F1_Aged
Usp11,0.296909021643468,Cardiomyocyte,F1_Aged
Araf,0.00825722619608353,Cardiomyocyte,F1_Aged
Cfp,0.15212149167173,Cardiomyocyte,F1_Aged
Elk1,0.0124113295104222,Cardiomyocyte,F1_Aged
Uxt,0.922257859652062,Cardiomyocyte,F1_Aged
A230072C01Rik,0.000404202988752457,Cardiomyocyte,F1_Aged
Zfp182,0.0721899543852194,Cardiomyocyte,F1_Aged
Klhl13,0.617075077451974,Cardiomyocyte,F1_Aged
Il13ra1,8.01724383977495e-06,Cardiomyocyte,F1_Aged
Akap17b,0.805540588667494,Cardiomyocyte,F1_Aged
Upf3b,1.23471435123669e-05,Cardiomyocyte,F1_Aged
Nkap,0.000172113120464045,Cardiomyocyte,F1_Aged
Lamp2,0.000705549832089963,Cardiomyocyte,F1_Aged
C1galt1c1,0.00815097159350269,Cardiomyocyte,F1_Aged
Thoc2,5.85443425173641e-06,Cardiomyocyte,F1_Aged
Xiap,9.00742281542223e-08,Cardiomyocyte,F1_Aged
Stag2,0.000708008045205369,Cardiomyocyte,F1_Aged
Ocrl,1.12980326828472e-12,Cardiomyocyte,F1_Aged
Zdhhc9,7.99504234611449e-08,Cardiomyocyte,F1_Aged
Utp14a,0.883891559203105,Cardiomyocyte,F1_Aged
Bcorl1,0.384088249473852,Cardiomyocyte,F1_Aged
Elf4,0.00256883152702272,Cardiomyocyte,F1_Aged
Aifm1,3.4686767272467e-09,Cardiomyocyte,F1_Aged
Zfp280c,3.10036828282197e-13,Cardiomyocyte,F1_Aged
Slc25a14,0.414216178242525,Cardiomyocyte,F1_Aged
Enox2,9.52518806202442e-13,Cardiomyocyte,F1_Aged
Firre,0.017399934069477,Cardiomyocyte,F1_Aged
Gpc4,0.583524658736586,Cardiomyocyte,F1_Aged
Phf6,7.13181893833645e-06,Cardiomyocyte,F1_Aged
Hprt,0.282588696203676,Cardiomyocyte,F1_Aged
Fam122b,0.0116168906935463,Cardiomyocyte,F1_Aged
Mospd1,1.30331579377206e-12,Cardiomyocyte,F1_Aged
Zfp449,0.414216178242525,Cardiomyocyte,F1_Aged
Ints6l,2.97124872991287e-05,Cardiomyocyte,F1_Aged
Mmgt1,0.0157767557437619,Cardiomyocyte,F1_Aged
Slc9a6,0.00647617398756656,Cardiomyocyte,F1_Aged
Fhl1,0.063828083120517,Cardiomyocyte,F1_Aged
Map7d3,0.133614402537716,Cardiomyocyte,F1_Aged
Htatsf1,0.22544231699451,Cardiomyocyte,F1_Aged
Arhgef6,0.00155210283662973,Cardiomyocyte,F1_Aged
Rbmx,0.000986280425276971,Cardiomyocyte,F1_Aged
Fgf13,2.56981487447693e-20,Cardiomyocyte,F1_Aged
Atp11c,0.0117170503835915,Cardiomyocyte,F1_Aged
Fmr1,0.00218660658389671,Cardiomyocyte,F1_Aged
Aff2,0.00645915923722138,Cardiomyocyte,F1_Aged
Ids,0.0279918154856657,Cardiomyocyte,F1_Aged
Tmem185a,0.00603955904865683,Cardiomyocyte,F1_Aged
Mamld1,0.616816014644313,Cardiomyocyte,F1_Aged
Mtm1,0.040209606153729,Cardiomyocyte,F1_Aged
Mtmr1,2.73103563282853e-09,Cardiomyocyte,F1_Aged
Cd99l2,0.00569603047209489,Cardiomyocyte,F1_Aged
Gm16189,0.546493595406582,Cardiomyocyte,F1_Aged
Hmgb3,0.0201367504805382,Cardiomyocyte,F1_Aged
Vma21,0.0989601524285364,Cardiomyocyte,F1_Aged
Nsdhl,0.00249690891514155,Cardiomyocyte,F1_Aged
Zfp275,0.818545808382043,Cardiomyocyte,F1_Aged
Bgn,0.00348700489214139,Cardiomyocyte,F1_Aged
Atp2b3,1,Cardiomyocyte,F1_Aged
Slc6a8,0.0161569312611813,Cardiomyocyte,F1_Aged
Bcap31,2.7265046561555e-06,Cardiomyocyte,F1_Aged
Abcd1,0.0015224194440999,Cardiomyocyte,F1_Aged
Srpk3,0.483839856184486,Cardiomyocyte,F1_Aged
Idh3g,0.163915334798391,Cardiomyocyte,F1_Aged
Ssr4,0.548506239245312,Cardiomyocyte,F1_Aged
Pdzd4,0.108809430040546,Cardiomyocyte,F1_Aged
Arhgap4,0.00101500083388107,Cardiomyocyte,F1_Aged
Hcfc1,0.00157322046827495,Cardiomyocyte,F1_Aged
Irak1,0.19894419981644,Cardiomyocyte,F1_Aged
Mecp2,6.25082127917943e-11,Cardiomyocyte,F1_Aged
Flna,0.432767580667785,Cardiomyocyte,F1_Aged
Emd,0.00138379109427848,Cardiomyocyte,F1_Aged
Rpl10,0.721814730439508,Cardiomyocyte,F1_Aged
Dnase1l1,1.28325774589909e-08,Cardiomyocyte,F1_Aged
Atp6ap1,0.0220149336433602,Cardiomyocyte,F1_Aged
Gdi1,9.21999103859314e-12,Cardiomyocyte,F1_Aged
Fam50a,0.0593464387919199,Cardiomyocyte,F1_Aged
Lage3,0.852683684334643,Cardiomyocyte,F1_Aged
Fam3a,0.0314437345458924,Cardiomyocyte,F1_Aged
Ikbkg,0.00250184916460309,Cardiomyocyte,F1_Aged
G6pdx,0.334667956687798,Cardiomyocyte,F1_Aged
Gab3,0.437058626258536,Cardiomyocyte,F1_Aged
Dkc1,0.00376182313279437,Cardiomyocyte,F1_Aged
Mpp1,0.000418377807652015,Cardiomyocyte,F1_Aged
F8,0.082267618957328,Cardiomyocyte,F1_Aged
Fundc2,0.000830225427744887,Cardiomyocyte,F1_Aged
Cmc4,1,Cardiomyocyte,F1_Aged
Brcc3,9.2586385552678e-05,Cardiomyocyte,F1_Aged
Vbp1,9.08222790946398e-05,Cardiomyocyte,F1_Aged
4933407K13Rik,3.28578712203913e-05,Cardiomyocyte,F1_Aged
Pls3,1.56655689380596e-05,Cardiomyocyte,F1_Aged
Tbl1x,0.00286870432281129,Cardiomyocyte,F1_Aged
Prkx,0.205903210732065,Cardiomyocyte,F1_Aged
Prrg1,0.107077654721577,Cardiomyocyte,F1_Aged
Cfap47,0.0233422020128908,Cardiomyocyte,F1_Aged
Tmem47,1.64391184773853e-24,Cardiomyocyte,F1_Aged
Dmd,7.92479415309634e-25,Cardiomyocyte,F1_Aged
Tab3,0.00226346981203518,Cardiomyocyte,F1_Aged
Gk,4.41793417190213e-24,Cardiomyocyte,F1_Aged
Gm14764,0.68027954733445,Cardiomyocyte,F1_Aged
Il1rapl1,0.0577795701714431,Cardiomyocyte,F1_Aged
Pola1,0.0112481927578093,Cardiomyocyte,F1_Aged
Gm14798,0.28032424489191,Cardiomyocyte,F1_Aged
Zfx,1.51965964625194e-07,Cardiomyocyte,F1_Aged
Eif2s3x,0.663691766191202,Cardiomyocyte,F1_Aged
Klhl15,0.000745419559544921,Cardiomyocyte,F1_Aged
Apoo,0.000324841049821977,Cardiomyocyte,F1_Aged
Gm9003,0.0895550744136426,Cardiomyocyte,F1_Aged
Gm14827,0.140383326811925,Cardiomyocyte,F1_Aged
Maged1,0.820847238541929,Cardiomyocyte,F1_Aged
Gm39526,0.205903210732065,Cardiomyocyte,F1_Aged
Arhgef9,0.485771835973876,Cardiomyocyte,F1_Aged
Amer1,0.000603644198133433,Cardiomyocyte,F1_Aged
Zc3h12b,0.00873772463832261,Cardiomyocyte,F1_Aged
Las1l,1.66236048304829e-08,Cardiomyocyte,F1_Aged
Msn,0.515645768876389,Cardiomyocyte,F1_Aged
F630028O10Rik,0.165517858697466,Cardiomyocyte,F1_Aged
Eda2r,0.617075077451974,Cardiomyocyte,F1_Aged
Ar,0.116664464781023,Cardiomyocyte,F1_Aged
Ophn1,0.00550031417329941,Cardiomyocyte,F1_Aged
Yipf6,0.0510767305454291,Cardiomyocyte,F1_Aged
Stard8,0.414216178242525,Cardiomyocyte,F1_Aged
Eda,0.218502510948321,Cardiomyocyte,F1_Aged
Igbp1,0.250535974413629,Cardiomyocyte,F1_Aged
Pdzd11,0.00305279853864276,Cardiomyocyte,F1_Aged
Gm14902,0.000330241059371696,Cardiomyocyte,F1_Aged
Dlg3,0.55186640659947,Cardiomyocyte,F1_Aged
Snx12,3.88878896066262e-05,Cardiomyocyte,F1_Aged
Foxo4,0.0105152459358589,Cardiomyocyte,F1_Aged
Med12,0.683091398309609,Cardiomyocyte,F1_Aged
Zmym3,0.139649398610425,Cardiomyocyte,F1_Aged
Nono,0.016171129832448,Cardiomyocyte,F1_Aged
Itgb1bp2,1.97303834242686e-15,Cardiomyocyte,F1_Aged
Gm14843,0.189161272595197,Cardiomyocyte,F1_Aged
Taf1,0.0077636734806456,Cardiomyocyte,F1_Aged
Ogt,1.68861175513509e-06,Cardiomyocyte,F1_Aged
Nhsl2,0.592980098017427,Cardiomyocyte,F1_Aged
Pin4,0.00283754488879231,Cardiomyocyte,F1_Aged
Rps4x,0.362125539491662,Cardiomyocyte,F1_Aged
Gm14858,0.446059549370744,Cardiomyocyte,F1_Aged
Hdac8,0.916926048766892,Cardiomyocyte,F1_Aged
Phka1,0.73152700517313,Cardiomyocyte,F1_Aged
Tsix,3.74836070636556e-18,Cardiomyocyte,F1_Aged
Xist,2.56672391274906e-62,Cardiomyocyte,F1_Aged
Gm14861,0.000122160674667618,Cardiomyocyte,F1_Aged
Jpx,0.630613924154242,Cardiomyocyte,F1_Aged
Ftx,0.00894201867094327,Cardiomyocyte,F1_Aged
Slc16a2,0.617075077451974,Cardiomyocyte,F1_Aged
Rlim,0.640667747189915,Cardiomyocyte,F1_Aged
Abcb7,0.00162551346582946,Cardiomyocyte,F1_Aged
Uprt,0.00176170179604468,Cardiomyocyte,F1_Aged
5530601H04Rik,0.00109665380463621,Cardiomyocyte,F1_Aged
Pbdc1,0.0170633284796258,Cardiomyocyte,F1_Aged
Fgf16,1.37856527872375e-06,Cardiomyocyte,F1_Aged
Atrx,4.95470649473312e-14,Cardiomyocyte,F1_Aged
Magt1,0.109688501712723,Cardiomyocyte,F1_Aged
Cox7b,0.0228944528973743,Cardiomyocyte,F1_Aged
Atp7a,0.324126121701399,Cardiomyocyte,F1_Aged
Pgk1,5.49548139487037e-06,Cardiomyocyte,F1_Aged
Taf9b,0.0253473178045593,Cardiomyocyte,F1_Aged
Tent5d,0.0522036353413147,Cardiomyocyte,F1_Aged
