gene,pvalue_hom,cell_type,condition
Hectd4,0.611897587248801,Fibroblast,F1_Young
Hecw1,0.788446754096966,Fibroblast,F1_Young
Hecw2,0.00848065674903075,Fibroblast,F1_Young
Heg1,5.16388607600188e-10,Fibroblast,F1_Young
Helb,0.215596257929648,Fibroblast,F1_Young
Hells,0.60150813444059,Fibroblast,F1_Young
Helq,0.884027968680683,Fibroblast,F1_Young
Helz,0.00928589139161294,Fibroblast,F1_Young
Helz2,0.204084177765563,Fibroblast,F1_Young
Hemk1,0.781511294998713,Fibroblast,F1_Young
Herc1,0.722246716372192,Fibroblast,F1_Young
Herc2,0.45796865642689,Fibroblast,F1_Young
Herc3,0.872780123793912,Fibroblast,F1_Young
Herc4,0.83032993559645,Fibroblast,F1_Young
Herc6,0.00377929177614964,Fibroblast,F1_Young
Herpud1,0.236604359996277,Fibroblast,F1_Young
Herpud2,0.453443484240479,Fibroblast,F1_Young
Hexa,0.00558098382895917,Fibroblast,F1_Young
Hexb,0.0741961248393117,Fibroblast,F1_Young
Hexim1,0.317310507862911,Fibroblast,F1_Young
Hey2,0.0495346134356267,Fibroblast,F1_Young
Heyl,0.100335518620853,Fibroblast,F1_Young
Hgf,0.763024600552995,Fibroblast,F1_Young
Hgs,0.598919677859931,Fibroblast,F1_Young
Hgsnat,0.89415421074898,Fibroblast,F1_Young
Hhat,1,Fibroblast,F1_Young
Hhipl1,0.839454565825642,Fibroblast,F1_Young
Hibadh,0.161854993685777,Fibroblast,F1_Young
Hibch,0.000292084890205016,Fibroblast,F1_Young
Hic2,0.405380558014064,Fibroblast,F1_Young
Hif3a,0.159853674837623,Fibroblast,F1_Young
Higd1a,0.0498602037569069,Fibroblast,F1_Young
Higd2a,0.592980098017427,Fibroblast,F1_Young
Hikeshi,0.19670560057218,Fibroblast,F1_Young
Hinfp,0.875138616525423,Fibroblast,F1_Young
Hint1,0.13979809441753,Fibroblast,F1_Young
Hint3,0.381476583790449,Fibroblast,F1_Young
Hip1,0.0522016186700157,Fibroblast,F1_Young
Hip1r,0.144399792213059,Fibroblast,F1_Young
Hipk1,0.00779824900494721,Fibroblast,F1_Young
Hipk2,0.0282730870404317,Fibroblast,F1_Young
Hipk3,0.343898212205935,Fibroblast,F1_Young
Hira,0.28150830560409,Fibroblast,F1_Young
Hirip3,0.683091398309609,Fibroblast,F1_Young
Hivep1,0.00947373447856925,Fibroblast,F1_Young
Hivep2,1.97405296231844e-05,Fibroblast,F1_Young
Hivep3,0.342781711430437,Fibroblast,F1_Young
Hjurp,3.4300562234013e-05,Fibroblast,F1_Young
Hk1,0.801718579744177,Fibroblast,F1_Young
Hk2,0.391763807506914,Fibroblast,F1_Young
Hlcs,0.0176220909623245,Fibroblast,F1_Young
Hlf,0.861261474903379,Fibroblast,F1_Young
Hltf,0.0626289507970962,Fibroblast,F1_Young
Hmbox1,0.231898004522528,Fibroblast,F1_Young
Hmbs,1,Fibroblast,F1_Young
Hmces,0.496905847564768,Fibroblast,F1_Young
Hmcn1,0.0130964179128074,Fibroblast,F1_Young
Hmcn2,0.0997337718095234,Fibroblast,F1_Young
Hmg20a,0.546530703000859,Fibroblast,F1_Young
Hmg20b,0.194365910803105,Fibroblast,F1_Young
Hmgb1,0.138423303994493,Fibroblast,F1_Young
Hmgb2,0.0832645166635503,Fibroblast,F1_Young
Hmgcl,0.0330062576612326,Fibroblast,F1_Young
Hmgcll1,0.479500122186953,Fibroblast,F1_Young
Hmgcr,0.0469447269784819,Fibroblast,F1_Young
Hmgcs1,0.380000392672678,Fibroblast,F1_Young
Hmgcs2,0.0426949468947336,Fibroblast,F1_Young
Hmgn1,0.875896057922941,Fibroblast,F1_Young
Hmgn3,0.60150813444059,Fibroblast,F1_Young
Hmgxb3,0.787789405197345,Fibroblast,F1_Young
Hmgxb4,0.0880815116621904,Fibroblast,F1_Young
Hmox1,0.527089256865538,Fibroblast,F1_Young
Hmox2,0.226421103297732,Fibroblast,F1_Young
Hnmt,0.157299207050281,Fibroblast,F1_Young
Hnrnpa0,0.796253414737639,Fibroblast,F1_Young
Hnrnpa1,0.133326931774349,Fibroblast,F1_Young
Hnrnpa2b1,0.00649074367427056,Fibroblast,F1_Young
Hnrnpa3,0.838199159835203,Fibroblast,F1_Young
Hnrnpab,0.5774686624273,Fibroblast,F1_Young
Hnrnpc,0.6039222589466,Fibroblast,F1_Young
Hnrnpd,0.934266127212185,Fibroblast,F1_Young
Hnrnpdl,0.937182922216938,Fibroblast,F1_Young
Hnrnpf,0.123073816895877,Fibroblast,F1_Young
Hnrnph1,8.05080413391561e-06,Fibroblast,F1_Young
Hnrnph3,0.299386905803598,Fibroblast,F1_Young
Hnrnpk,0.382733088885226,Fibroblast,F1_Young
Hnrnpl,0.829361439819304,Fibroblast,F1_Young
Hnrnpll,0.542157832238662,Fibroblast,F1_Young
Hnrnpm,0.214193025719125,Fibroblast,F1_Young
Hnrnpr,0.772235626728796,Fibroblast,F1_Young
Hnrnpul1,0.507916933719103,Fibroblast,F1_Young
Hnrnpul2,0.237066737086074,Fibroblast,F1_Young
Hoga1,0.00389241712277863,Fibroblast,F1_Young
Homer1,0.341064270015473,Fibroblast,F1_Young
Homer2,0.102470434859749,Fibroblast,F1_Young
Homer3,0.60150813444059,Fibroblast,F1_Young
Hook2,0.0455002638963584,Fibroblast,F1_Young
Hook3,0.484194103536099,Fibroblast,F1_Young
Hopx,0.020921335337794,Fibroblast,F1_Young
Hoxd4,1,Fibroblast,F1_Young
Hp1bp3,0.563702861650773,Fibroblast,F1_Young
Hpcal1,0.383461994597853,Fibroblast,F1_Young
Hpf1,0.58621368107314,Fibroblast,F1_Young
Hps1,0.956265255989956,Fibroblast,F1_Young
Hps3,0.0707732525175123,Fibroblast,F1_Young
Hps4,0.683091398309609,Fibroblast,F1_Young
Hps5,0.974018628588545,Fibroblast,F1_Young
Hpse2,0.0644654790826095,Fibroblast,F1_Young
Hr,0.902764825024623,Fibroblast,F1_Young
Hrh1,0.803151331357706,Fibroblast,F1_Young
Hs1bp3,0.108293655899009,Fibroblast,F1_Young
Hs2st1,0.392846702274037,Fibroblast,F1_Young
Hs3st1,0.932945038420551,Fibroblast,F1_Young
Hs3st3a1,4.12688077088013e-07,Fibroblast,F1_Young
Hs3st3b1,0.000825707469425091,Fibroblast,F1_Young
Hs3st5,0.405380558014064,Fibroblast,F1_Young
Hs6st1,0.62187343575325,Fibroblast,F1_Young
Hsbp1,0.371093369522698,Fibroblast,F1_Young
Hscb,0.66622764540962,Fibroblast,F1_Young
Hsd11b1,0.232691736800133,Fibroblast,F1_Young
Hsd17b11,0.849286219726943,Fibroblast,F1_Young
Hsd17b4,0.496090920223979,Fibroblast,F1_Young
Hsd17b7,0.0325094446457196,Fibroblast,F1_Young
Hsdl1,0.669815357599417,Fibroblast,F1_Young
Hsdl2,0.128190174345108,Fibroblast,F1_Young
Hsf1,0.0200744855440091,Fibroblast,F1_Young
Hsf2,0.578905004643234,Fibroblast,F1_Young
Hsf5,0.751829634045849,Fibroblast,F1_Young
Hsp90aa1,0.970209380036805,Fibroblast,F1_Young
Hsp90ab1,0.915983242295984,Fibroblast,F1_Young
Hsp90b1,0.898818932323475,Fibroblast,F1_Young
Hspa12a,0.731600588959901,Fibroblast,F1_Young
Hspa12b,0.867632383143091,Fibroblast,F1_Young
Hspa13,0.0515758636208771,Fibroblast,F1_Young
Hspa14,0.801186934728682,Fibroblast,F1_Young
Hspa4,0.740800651798397,Fibroblast,F1_Young
Hspa4l,0.0884936808891264,Fibroblast,F1_Young
Hspa5,0.0897945039922282,Fibroblast,F1_Young
Hspa8,0.00473258048128172,Fibroblast,F1_Young
Hspa9,0.304641922036607,Fibroblast,F1_Young
Hspb1,0.218738908534009,Fibroblast,F1_Young
Hspb8,0.297146530348467,Fibroblast,F1_Young
Hspbap1,0.763024600552995,Fibroblast,F1_Young
Hspbp1,0.723673609831763,Fibroblast,F1_Young
Hspd1,0.527089256865538,Fibroblast,F1_Young
Hspe1,0.00606997236202329,Fibroblast,F1_Young
Hspg2,0.878652668759226,Fibroblast,F1_Young
Hsph1,0.386921887975489,Fibroblast,F1_Young
Htr2b,0.438578027689093,Fibroblast,F1_Young
Htra1,0.0220748550880318,Fibroblast,F1_Young
Htra2,0.0704404292720881,Fibroblast,F1_Young
Htra3,4.64992496911597e-12,Fibroblast,F1_Young
Htra4,0.342931905199096,Fibroblast,F1_Young
Hunk,5.62753149719221e-09,Fibroblast,F1_Young
Hus1,0.144399792213059,Fibroblast,F1_Young
Hycc1,0.0766295735068524,Fibroblast,F1_Young
Hycc2,0.691809394208693,Fibroblast,F1_Young
Hyi,1.31578537379869e-06,Fibroblast,F1_Young
Hykk,0.841480581121794,Fibroblast,F1_Young
Hyls1,0.00176170179604468,Fibroblast,F1_Young
Hyou1,0.793716063379573,Fibroblast,F1_Young
Hypk,0.297146530348467,Fibroblast,F1_Young
Iah1,0.497284341072557,Fibroblast,F1_Young
Iars1,0.0276212514578776,Fibroblast,F1_Young
Iars2,0.54318434216662,Fibroblast,F1_Young
Ibtk,0.00720857665333383,Fibroblast,F1_Young
Ica1,0.00543645074596892,Fibroblast,F1_Young
Ica1l,1.59924713913003e-05,Fibroblast,F1_Young
Ice1,7.54630647402215e-06,Fibroblast,F1_Young
Ice2,0.584468912133437,Fibroblast,F1_Young
Icosl,0.1990407725164,Fibroblast,F1_Young
Id1,0.592980098017427,Fibroblast,F1_Young
Id2,0.847389659686714,Fibroblast,F1_Young
Ide,0.695427732333928,Fibroblast,F1_Young
Idh1,0.0558292946392401,Fibroblast,F1_Young
Idh2,0.0718606361554069,Fibroblast,F1_Young
Idh3a,0.491297124215893,Fibroblast,F1_Young
Idh3b,0.797908496562408,Fibroblast,F1_Young
Idnk,1,Fibroblast,F1_Young
Idua,0.563702861650773,Fibroblast,F1_Young
Ier2,0.865772374992622,Fibroblast,F1_Young
Ier3ip1,0.0555110980978711,Fibroblast,F1_Young
Ier5l,0.28504940740261,Fibroblast,F1_Young
Iffo1,1,Fibroblast,F1_Young
Iffo2,0.504985075093846,Fibroblast,F1_Young
Ifi203,0.438578027689093,Fibroblast,F1_Young
Ifi204,0.438578027689093,Fibroblast,F1_Young
Ifi205,2.31196940487178e-08,Fibroblast,F1_Young
Ifi207,0.932207764024335,Fibroblast,F1_Young
Ifi211,0.0159717628763592,Fibroblast,F1_Young
Ifi27,0.128190174345108,Fibroblast,F1_Young
Ifi27l2a,1,Fibroblast,F1_Young
Ifi35,0.57255808919642,Fibroblast,F1_Young
Ifih1,0.131183540269987,Fibroblast,F1_Young
Ifit2,0.0201367504805382,Fibroblast,F1_Young
Ifitm1,0.0593464387919199,Fibroblast,F1_Young
Ifitm2,0.274298826983112,Fibroblast,F1_Young
Ifitm3,0.587376417596409,Fibroblast,F1_Young
Ifnar1,0.117579135000952,Fibroblast,F1_Young
Ifnar2,0.479005308534298,Fibroblast,F1_Young
Ifngr1,5.37563757995876e-05,Fibroblast,F1_Young
Ifngr2,0.128125656744294,Fibroblast,F1_Young
Ifrd1,0.423450808031085,Fibroblast,F1_Young
Ifrd2,0.0495346134356267,Fibroblast,F1_Young
Ift122,0.296717526322057,Fibroblast,F1_Young
Ift140,0.912596336123155,Fibroblast,F1_Young
Ift172,0.481019199163823,Fibroblast,F1_Young
Ift20,0.847389659686714,Fibroblast,F1_Young
Ift22,0.205903210732065,Fibroblast,F1_Young
Ift25,0.00138168034121871,Fibroblast,F1_Young
Ift27,0.796253414737639,Fibroblast,F1_Young
Ift43,0.84451926747294,Fibroblast,F1_Young
Ift46,0.00905817391086348,Fibroblast,F1_Young
Ift52,0.27630291733748,Fibroblast,F1_Young
Ift56,0.80836515591451,Fibroblast,F1_Young
Ift57,0.501028734463177,Fibroblast,F1_Young
Ift74,0.320532933573282,Fibroblast,F1_Young
Ift80,0.175285336351363,Fibroblast,F1_Young
Ift81,0.58621368107314,Fibroblast,F1_Young
Ift88,0.0243069060062346,Fibroblast,F1_Young
Iftap,1,Fibroblast,F1_Young
Igdcc4,0.465208818452142,Fibroblast,F1_Young
Igf1,9.91143803371252e-10,Fibroblast,F1_Young
Igf1r,0.00927170961246539,Fibroblast,F1_Young
Igf2bp2,0.226455841160222,Fibroblast,F1_Young
Igf2bp3,0.781511294998713,Fibroblast,F1_Young
Igf2r,1.61203653727034e-09,Fibroblast,F1_Young
Igfbp3,0.000925537004653687,Fibroblast,F1_Young
Igfbp4,0.293452231372276,Fibroblast,F1_Young
Igfbp5,0.717981666733777,Fibroblast,F1_Young
Igfbp6,1.31232648407988e-06,Fibroblast,F1_Young
Igfbp7,0.316559078029286,Fibroblast,F1_Young
Ighmbp2,0.0342640077348691,Fibroblast,F1_Young
Igsf3,0.823063273758122,Fibroblast,F1_Young
Iigp1,0.000274726763807942,Fibroblast,F1_Young
Ik,0.407762618329946,Fibroblast,F1_Young
Ikbip,0.410322662982898,Fibroblast,F1_Young
Ikbkb,0.909483772119511,Fibroblast,F1_Young
Ikbke,0.535143452397751,Fibroblast,F1_Young
Ikzf2,0.909414720415341,Fibroblast,F1_Young
Ikzf5,0.872780123793912,Fibroblast,F1_Young
Il10rb,0.894625809546729,Fibroblast,F1_Young
Il12a,4.30277946367513e-06,Fibroblast,F1_Young
Il15,8.25916270132047e-05,Fibroblast,F1_Young
Il15ra,0.56911740734921,Fibroblast,F1_Young
Il16,0.00225331641577673,Fibroblast,F1_Young
Il17d,0.170066961453901,Fibroblast,F1_Young
Il17ra,0.8592165363925,Fibroblast,F1_Young
Il17rc,0.865772374992622,Fibroblast,F1_Young
Il17rd,0.833284606143635,Fibroblast,F1_Young
Il18,0.165517858697466,Fibroblast,F1_Young
Il18bp,0.24821307898992,Fibroblast,F1_Young
Il1r1,0.148201156410379,Fibroblast,F1_Young
Il1rap,0.0471906478783688,Fibroblast,F1_Young
Il1rl2,0.000179405641648337,Fibroblast,F1_Young
Il20rb,0.128190174345108,Fibroblast,F1_Young
Il27ra,0.618694714344227,Fibroblast,F1_Young
Il33,0.00226419968691734,Fibroblast,F1_Young
Il3ra,0.405380558014064,Fibroblast,F1_Young
Il4ra,0.114036353475165,Fibroblast,F1_Young
Il6ra,0.714359779700996,Fibroblast,F1_Young
Il6st,0.0869661947201043,Fibroblast,F1_Young
Il7,0.131668016022814,Fibroblast,F1_Young
Ildr2,0.00178664827336894,Fibroblast,F1_Young
Ilf3,1,Fibroblast,F1_Young
Ilk,0.0593464387919199,Fibroblast,F1_Young
Ilkap,0.428124089466169,Fibroblast,F1_Young
Ilrun,0.639547226279201,Fibroblast,F1_Young
Immp1l,0.147587054665349,Fibroblast,F1_Young
Immt,0.803078750874171,Fibroblast,F1_Young
Imp3,0.315412698277971,Fibroblast,F1_Young
Imp4,0.073638270120303,Fibroblast,F1_Young
Impa1,0.896416967667314,Fibroblast,F1_Young
Impact,1.04890305828534e-13,Fibroblast,F1_Young
Impdh1,0.335923813151733,Fibroblast,F1_Young
Impdh2,0.563702861650773,Fibroblast,F1_Young
Inafm1,0.654720846018577,Fibroblast,F1_Young
Inf2,0.796253414737639,Fibroblast,F1_Young
Ing1,0.073638270120303,Fibroblast,F1_Young
Ing3,0.535143452397751,Fibroblast,F1_Young
Ing4,0.0143058784354296,Fibroblast,F1_Young
Ing5,1,Fibroblast,F1_Young
Inhba,0.353160353315988,Fibroblast,F1_Young
Inip,0.974185567152468,Fibroblast,F1_Young
Inka2,0.0832645156964289,Fibroblast,F1_Young
Inmt,1.20332637356602e-08,Fibroblast,F1_Young
Ino80,0.0273200260183465,Fibroblast,F1_Young
Ino80c,0.00269979606326019,Fibroblast,F1_Young
Ino80d,0.11247775836644,Fibroblast,F1_Young
Ino80dos,0.273665956348739,Fibroblast,F1_Young
Ino80e,0.130570018115737,Fibroblast,F1_Young
Inpp1,0.310032665431297,Fibroblast,F1_Young
Inpp4a,0.250050449580192,Fibroblast,F1_Young
Inpp5a,0.71545222703168,Fibroblast,F1_Young
Inpp5b,0.483991960417282,Fibroblast,F1_Young
Inpp5f,0.710330067209307,Fibroblast,F1_Young
Inpp5k,0.362125539491662,Fibroblast,F1_Young
Inppl1,0.144127034816011,Fibroblast,F1_Young
Insig1,0.157299207050281,Fibroblast,F1_Young
Insig2,0.0632908322333453,Fibroblast,F1_Young
Insr,0.0758870219690749,Fibroblast,F1_Young
Insyn2a,0.700896445856465,Fibroblast,F1_Young
Ints1,0.818545808382043,Fibroblast,F1_Young
Ints10,0.0646400307646334,Fibroblast,F1_Young
Ints11,0.0735206543832406,Fibroblast,F1_Young
Ints13,0.0944929267094727,Fibroblast,F1_Young
Ints14,0.753661080449035,Fibroblast,F1_Young
Ints2,0.185421894705949,Fibroblast,F1_Young
Ints3,0.667676691138995,Fibroblast,F1_Young
Ints4,0.117800161073497,Fibroblast,F1_Young
Ints6,0.352906950255433,Fibroblast,F1_Young
Ints7,0.263552476571459,Fibroblast,F1_Young
Ints8,0.506954330733056,Fibroblast,F1_Young
Ints9,0.662495216854092,Fibroblast,F1_Young
Intu,0.531614576881612,Fibroblast,F1_Young
Invs,0.0335366901719731,Fibroblast,F1_Young
Ip6k1,0.706456579866502,Fibroblast,F1_Young
Ip6k2,0.798100244983513,Fibroblast,F1_Young
Ipmk,0.024933650717741,Fibroblast,F1_Young
Ipo11,0.587754646076957,Fibroblast,F1_Young
Ipo4,0.293510595442498,Fibroblast,F1_Young
Ipo5,0.79563601911229,Fibroblast,F1_Young
Ipo7,0.759993131435856,Fibroblast,F1_Young
Ipo8,0.765594483995764,Fibroblast,F1_Young
Ipo9,0.1751212693383,Fibroblast,F1_Young
Ipp,0.0325094446457196,Fibroblast,F1_Young
Ippk,0.9473126528668,Fibroblast,F1_Young
Iqcc,0.0290490221619406,Fibroblast,F1_Young
Iqce,1,Fibroblast,F1_Young
Iqck,0.827259346562711,Fibroblast,F1_Young
Iqgap1,0.575801974586669,Fibroblast,F1_Young
Iqgap2,0.00272589940626375,Fibroblast,F1_Young
Iqsec1,0.123812223821332,Fibroblast,F1_Young
Irag1,0.00844817539249037,Fibroblast,F1_Young
Irak1bp1,1,Fibroblast,F1_Young
Irak2,0.0275245856234205,Fibroblast,F1_Young
Irak3,0.00836328020512871,Fibroblast,F1_Young
Irak4,0.179802404283042,Fibroblast,F1_Young
Ireb2,0.70735190941652,Fibroblast,F1_Young
Irf1,0.317310507862911,Fibroblast,F1_Young
Irf2,0.386429785414338,Fibroblast,F1_Young
Irf2bp2,0.637351888233937,Fibroblast,F1_Young
Irf2bpl,0.818545807632622,Fibroblast,F1_Young
Irf3,0.630954041184171,Fibroblast,F1_Young
Irf5,0.133614402537716,Fibroblast,F1_Young
Irf8,0.0433517500827719,Fibroblast,F1_Young
Irf9,0.62187343575325,Fibroblast,F1_Young
Irs1,0.0214674427868485,Fibroblast,F1_Young
Irs2,0.0357428068004864,Fibroblast,F1_Young
Isca1,1,Fibroblast,F1_Young
Isca2,0.166187042959745,Fibroblast,F1_Young
Iscu,0.654720846018577,Fibroblast,F1_Young
Isg20,1,Fibroblast,F1_Young
Isg20l2,0.612089880089257,Fibroblast,F1_Young
Ism1,0.28504940740261,Fibroblast,F1_Young
Isoc1,0.34577858615116,Fibroblast,F1_Young
Isoc2a,0.869417060741239,Fibroblast,F1_Young
Isoc2b,0.22525290636065,Fibroblast,F1_Young
Ist1,0.00887822136010179,Fibroblast,F1_Young
Isy1,0.419697258109485,Fibroblast,F1_Young
Itfg1,0.53287216758113,Fibroblast,F1_Young
Itfg2,0.841480581121794,Fibroblast,F1_Young
Itga1,0.270571366747441,Fibroblast,F1_Young
Itga10,0.317310507862911,Fibroblast,F1_Young
Itga11,0.3231600635277,Fibroblast,F1_Young
Itga2,0.475375092209339,Fibroblast,F1_Young
Itga5,0.00446263264740724,Fibroblast,F1_Young
Itga6,0.974831206058236,Fibroblast,F1_Young
Itga8,5.5757755709062e-06,Fibroblast,F1_Young
Itga9,0.00996898641914907,Fibroblast,F1_Young
Itgav,0.817942235639133,Fibroblast,F1_Young
Itgb1,0.00557416208702043,Fibroblast,F1_Young
Itgb1bp1,0.616553866998721,Fibroblast,F1_Young
Itgb3,0.00408099038287468,Fibroblast,F1_Young
Itgb3bp,0.431108715102935,Fibroblast,F1_Young
Itgb5,0.000524229579781498,Fibroblast,F1_Young
Itgb8,0.725132974757474,Fibroblast,F1_Young
Itgbl1,0.259173224390026,Fibroblast,F1_Young
Itih5,0.346962991455583,Fibroblast,F1_Young
Itm2b,0.33959737045583,Fibroblast,F1_Young
Itm2c,0.405380558014064,Fibroblast,F1_Young
Itpa,0.189783400240594,Fibroblast,F1_Young
Itpk1,0.324755765402616,Fibroblast,F1_Young
Itpkb,0.899350693908677,Fibroblast,F1_Young
Itpkc,0.0373686445895982,Fibroblast,F1_Young
Itpr1,8.82415599038742e-12,Fibroblast,F1_Young
Itpr2,8.16246880392824e-09,Fibroblast,F1_Young
Itpr3,0.563702861650773,Fibroblast,F1_Young
Itprid2,0.0105388382059434,Fibroblast,F1_Young
Itprip,0.354539479773501,Fibroblast,F1_Young
Itpripl2,0.0154927645022545,Fibroblast,F1_Young
Itsn1,0.233803114014127,Fibroblast,F1_Young
Itsn2,0.569140665373984,Fibroblast,F1_Young
Ivd,0.492206992655816,Fibroblast,F1_Young
Ivns1abp,0.290047043009334,Fibroblast,F1_Young
Iws1,0.0443200143825202,Fibroblast,F1_Young
Izumo4,0.256839257957853,Fibroblast,F1_Young
Jade1,0.459413755835932,Fibroblast,F1_Young
Jade2,0.0577795701714431,Fibroblast,F1_Young
Jag1,0.305058859261675,Fibroblast,F1_Young
Jagn1,0.196705602458943,Fibroblast,F1_Young
Jak1,0.721305384772257,Fibroblast,F1_Young
Jak2,0.000246675277992098,Fibroblast,F1_Young
Jam2,0.468890189580804,Fibroblast,F1_Young
Jarid2,0.450934721794662,Fibroblast,F1_Young
Jcad,0.00456233891853489,Fibroblast,F1_Young
Jdp2,0.106073084171877,Fibroblast,F1_Young
Jkamp,0.205903210732065,Fibroblast,F1_Young
Jmjd1c,0.914691229458386,Fibroblast,F1_Young
Jmjd6,0.725495756296993,Fibroblast,F1_Young
Jmy,0.802398431723841,Fibroblast,F1_Young
Josd1,1,Fibroblast,F1_Young
Josd2,0.0718606361554069,Fibroblast,F1_Young
Jph1,0.0832645166635503,Fibroblast,F1_Young
Jph2,0.583102431841636,Fibroblast,F1_Young
Jpt2,0.251349107611467,Fibroblast,F1_Young
Jtb,0.0801183122124248,Fibroblast,F1_Young
Jun,1,Fibroblast,F1_Young
Junb,0.633443242420867,Fibroblast,F1_Young
Jund,0.328971774410622,Fibroblast,F1_Young
Junos,0.375704395278898,Fibroblast,F1_Young
Jup,0.132227274369683,Fibroblast,F1_Young
Kalrn,0.584258059789479,Fibroblast,F1_Young
Kank1,0.0131508907123275,Fibroblast,F1_Young
Kank2,0.856265752136124,Fibroblast,F1_Young
Kank3,0.0389474557420254,Fibroblast,F1_Young
Kansl1,0.0038654147946951,Fibroblast,F1_Young
Kansl1l,0.928005440672636,Fibroblast,F1_Young
Kansl2,0.000661968450656651,Fibroblast,F1_Young
Kansl3,0.075240030837328,Fibroblast,F1_Young
Kars1,0.869417060741239,Fibroblast,F1_Young
Kat14,0.0882186712812145,Fibroblast,F1_Young
Kat2a,0.196705602458943,Fibroblast,F1_Young
Kat2b,0.767014598721415,Fibroblast,F1_Young
Kat5,0.317310507862911,Fibroblast,F1_Young
Kat6a,0.291921397212487,Fibroblast,F1_Young
Kat6b,0.452587687096475,Fibroblast,F1_Young
Kat7,0.0758890162878809,Fibroblast,F1_Young
Kat8,0.705456986111273,Fibroblast,F1_Young
Katna1,0.770310320056646,Fibroblast,F1_Young
Katnal1,0.000893490605346948,Fibroblast,F1_Young
Katnbl1,0.775908492967435,Fibroblast,F1_Young
Katnip,0.847920177923885,Fibroblast,F1_Young
Kazn,0.197465517350946,Fibroblast,F1_Young
Kbtbd2,0.855790885780237,Fibroblast,F1_Young
Kbtbd3,1,Fibroblast,F1_Young
Kbtbd4,0.131668016022814,Fibroblast,F1_Young
Kcmf1,0.912461049991547,Fibroblast,F1_Young
Kcnab1,5.49244335410146e-31,Fibroblast,F1_Young
Kcnb1,0.930032647737146,Fibroblast,F1_Young
Kcnb2,6.33424836662399e-05,Fibroblast,F1_Young
Kcnc2,3.85561071562035e-05,Fibroblast,F1_Young
Kcnd2,0.114341841113426,Fibroblast,F1_Young
Kcnd3,0.24821307898992,Fibroblast,F1_Young
Kcng2,0.637351888233937,Fibroblast,F1_Young
Kcnip1,5.12160643502005e-22,Fibroblast,F1_Young
Kcnip2,0.405380558014064,Fibroblast,F1_Young
Kcnip3,0.00558098382895917,Fibroblast,F1_Young
Kcnip4,0.112352220858768,Fibroblast,F1_Young
Kcnj3,0.317310507862911,Fibroblast,F1_Young
Kcnk13,2.46744540499227e-05,Fibroblast,F1_Young
Kcnk2,0.390948692924771,Fibroblast,F1_Young
Kcnk6,0.796253414737639,Fibroblast,F1_Young
Kcnma1,0.666051970326866,Fibroblast,F1_Young
Kcnn2,0.371093369522698,Fibroblast,F1_Young
Kcnn3,0.716160220325064,Fibroblast,F1_Young
Kcnq1,9.90769851359845e-10,Fibroblast,F1_Young
Kcnq1ot1,8.75692388285258e-132,Fibroblast,F1_Young
Kcnq4,0.000789112989015631,Fibroblast,F1_Young
Kcnq5,0.00194619182201544,Fibroblast,F1_Young
Kcnrg,0.102470434859749,Fibroblast,F1_Young
Kcns3,0.0123820938621989,Fibroblast,F1_Young
Kcnt2,4.29686908772797e-07,Fibroblast,F1_Young
Kcp,0.271678678944924,Fibroblast,F1_Young
Kctd1,0.734640157582879,Fibroblast,F1_Young
Kctd10,0.694886602372473,Fibroblast,F1_Young
Kctd11,0.432767580667785,Fibroblast,F1_Young
Kctd12,0.317310507862911,Fibroblast,F1_Young
Kctd13,0.763024600552995,Fibroblast,F1_Young
Kctd15,0.102470434859749,Fibroblast,F1_Young
Kctd16,0.020921335337794,Fibroblast,F1_Young
Kctd18,0.00408891260342878,Fibroblast,F1_Young
Kctd2,0.157299207050281,Fibroblast,F1_Young
Kctd20,0.696117531495131,Fibroblast,F1_Young
Kctd21,1,Fibroblast,F1_Young
Kctd3,0.312629830064852,Fibroblast,F1_Young
Kctd4,1,Fibroblast,F1_Young
Kctd5,0.157299207050281,Fibroblast,F1_Young
Kctd6,0.479500122186953,Fibroblast,F1_Young
Kctd9,0.0194087479901952,Fibroblast,F1_Young
Kdelr1,1,Fibroblast,F1_Young
Kdelr2,0.921509126549602,Fibroblast,F1_Young
Kdelr3,0.194365910803105,Fibroblast,F1_Young
Kdm1a,0.217626597128745,Fibroblast,F1_Young
Kdm1b,0.0629790512144552,Fibroblast,F1_Young
Kdm2a,0.471374583338857,Fibroblast,F1_Young
Kdm2b,0.600990704060921,Fibroblast,F1_Young
Kdm3a,0.959079192884108,Fibroblast,F1_Young
Kdm3b,0.399630919661978,Fibroblast,F1_Young
Kdm4a,0.352146419940885,Fibroblast,F1_Young
Kdm4b,0.465802911309675,Fibroblast,F1_Young
Kdm4c,0.797384538100332,Fibroblast,F1_Young
Kdm5a,0.736200751999476,Fibroblast,F1_Young
Kdm5b,0.977456010229471,Fibroblast,F1_Young
Kdm6b,0.022709951308765,Fibroblast,F1_Young
Kdm6bos,0.144399792213059,Fibroblast,F1_Young
Kdm7a,0.0602937032683083,Fibroblast,F1_Young
Kdm8,0.108809430040546,Fibroblast,F1_Young
Kdr,0.979343976437286,Fibroblast,F1_Young
Kdsr,0.0015224194440999,Fibroblast,F1_Young
Keap1,0.285750629933477,Fibroblast,F1_Young
Khdc4,0.225879427582664,Fibroblast,F1_Young
Khdrbs1,0.338271980029019,Fibroblast,F1_Young
Khdrbs3,0.180613946424369,Fibroblast,F1_Young
