gene,condition
Abca6,F1_Aged
Abhd17b,F1_Aged
Adamts2,F1_Aged
Adap2,F1_Aged
Ankrd17,F1_Aged
Apbb2,F1_Aged
Arhgap29,F1_Aged
Arhgap42,F1_Aged
Atp2b1,F1_Aged
Atrnl1,F1_Aged
B3galt1,F1_Aged
Braf,F1_Aged
Btaf1,F1_Aged
Ccnl2,F1_Aged
Cd2ap,F1_Aged
Cep112,F1_Aged
Cnot4,F1_Aged
Cobll1,F1_Aged
Col25a1,F1_Aged
Colec12,F1_Aged
Creb5,F1_Aged
Crim1,F1_Aged
Ddx50,F1_Aged
Dennd2b,F1_Aged
Dlc1,F1_Aged
Fbxl7,F1_Aged
Fcho2,F1_Aged
Fmnl2,F1_Aged
Frmd6,F1_Aged
Gab1,F1_Aged
Gli3,F1_Aged
Gm14964,F1_Aged
Gnb4,F1_Aged
Gpcpd1,F1_Aged
Igf1r,F1_Aged
Il34,F1_Aged
Ipo7,F1_Aged
Itpr2,F1_Aged
Itsn2,F1_Aged
Kcnab1,F1_Aged
Magi1,F1_Aged
Malat1,F1_Aged
Man2a1,F1_Aged
Map4k3,F1_Aged
Meis1,F1_Aged
Nedd4,F1_Aged
Nktr,F1_Aged
Nostrin,F1_Aged
Nrdc,F1_Aged
Oxct1,F1_Aged
Pbx1,F1_Aged
Pde4b,F1_Aged
Pde8b,F1_Aged
Pdzd2,F1_Aged
Phlpp1,F1_Aged
Pitpna,F1_Aged
Ptpra,F1_Aged
Rap1a,F1_Aged
Rbms3,F1_Aged
Rbpms,F1_Aged
Rock1,F1_Aged
Rtn3,F1_Aged
Sash1,F1_Aged
Septin8,F1_Aged
Slc24a3,F1_Aged
Slmap,F1_Aged
Sntb2,F1_Aged
St7,F1_Aged
Stard13,F1_Aged
Tbx2,F1_Aged
Tcf12,F1_Aged
Timp3,F1_Aged
Tlr4,F1_Aged
Trabd2b,F1_Aged
Trip11,F1_Aged
Ube2d3,F1_Aged
Ube3a,F1_Aged
Usp24,F1_Aged
Wwox,F1_Aged
Zbtb7c,F1_Aged
Zfp948,F1_Aged
Adam22,F1_Young
Adamts17,F1_Young
Agtr1a,F1_Young
Ank2,F1_Young
Arhgef11,F1_Young
Atg10,F1_Young
Btg2,F1_Young
Cacna1c,F1_Young
Cacna2d1,F1_Young
Cdk14,F1_Young
Cmss1,F1_Young
Csnk1a1,F1_Young
Cyp7b1,F1_Young
Dock6,F1_Young
Dyrk1a,F1_Young
Egfr,F1_Young
Enox1,F1_Young
Erbin,F1_Young
Fam110b,F1_Young
Garem1,F1_Young
Gcnt2,F1_Young
Gm17501,F1_Young
Hnrnph1,F1_Young
Igf2r,F1_Young
Ldb2,F1_Young
Myh9,F1_Young
Myo9a,F1_Young
Ntn4,F1_Young
Nup98,F1_Young
Pard3,F1_Young
Parp8,F1_Young
Pawr,F1_Young
Peli2,F1_Young
Pip4k2a,F1_Young
Plekhh2,F1_Young
Prickle2,F1_Young
Rap1gds1,F1_Young
Rasal2,F1_Young
Rsrc1,F1_Young
Slco3a1,F1_Young
Sparc,F1_Young
Steap4,F1_Young
Strn3,F1_Young
Synpo2,F1_Young
Tmem131l,F1_Young
Tmem135,F1_Young
Tnpo1,F1_Young
Usp25,F1_Young
Vapa,F1_Young
Vti1a,F1_Young
Wapl,F1_Young
Ythdf3,F1_Young
Zcchc14,F1_Young
