gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Adam22,0.543543543543544,0.626580850502608,0.675,0.0258954715896935
Adamts17,0.441176470588235,1,0.741935483870968,0.0441505531346
Agtr1a,0.53363914373088694,1,0.620689655172414,0.0575144535594251
Ank2,0.512202380952381,0.75405710228936,0.586546184738956,0.00318495435362194
Arhgef11,0.475160256410256,1,0.356884057971014,0.0771154289418683
Atg10,0.546296296296296,0.843618810697331,0.693693693693694,0.0361145622337949
Btg2,0.43855981416957,1,0.333333333333333,0.0381101644334057
Cacna1c,0.523145528838598,0.125155076242572,0.576419904150097,0.00286868670177451
Cacna2d1,0.533093531319338,0.1121113485894,0.564766749723145,0.0295896255652416
Cdk14,0.56280637254902,0.198756933504417,0.622432859399684,0.00109070643955054
Cmss1,0.423333333333333,1,0.285353535353535,0.0299945345920605
Csnk1a1,0.416354556803995,0.325492023425949,0.353479853479854,0.0258954715896935
Cyp7b1,0.401975308641975,0.22527570670379,0.386349206349206,0.0711799419001186
Dock6,0.529842342342342,0.156213193645122,0.605128205128205,0.019788352447636
Dyrk1a,0.431352459016393,0.1419549182388,0.370238095238095,0.0393590946492504
Egfr,0.404385964912281,0.118275495393667,0.376984126984127,0.0543952738152805
Enox1,0.337837837837838,0.109028265267248,0.290540540540541,0.0490083821385443
Erbin,0.473509933774834,0.871652654981175,0.625322997416021,0.0376871392756069
Fam110b,0.570281124497992,0.330505226164777,0.692307692307692,0.0213435038334857
Garem1,0.5,1,0.366847826086957,0.0944315278146929
Gcnt2,0.47572410407462,1,0.365384615384615,0.0175095806433953
Gm17501,0.607060185185185,0.114042492273217,0.634146341463415,0.0893359509149302
Hnrnph1,0.547043010752688,0.130028993906939,0.643790849673203,0.00335087401193658
Igf2r,0.604519774011299,0.1121113485894,0.756349206349206,1.00127870894333e-5
Ldb2,0.489501312335958,1,0.355140186915888,0.0393038584874405
Myh9,0.477671451355662,1,0.376984126984127,0.0997757400155841
Myo9a,0.475452196382429,1,0.36085626911315,0.0393590946492504
Ntn4,0.449685534591195,1,0.357142857142857,0.0890108018750131
Nup98,0.471291866028708,0.769355057518927,0.378250591016548,0.0796719031278215
Pard3,0.538356164383562,0.165638891865891,0.563372093023256,0.0808780336150507
Parp8,0.547592494246769,0.22527570670379,0.609227871939736,0.0171585777353161
Pawr,0.549586776859504,0.465601128421102,0.67351598173516,0.00724054880664937
Peli2,0.401546391752577,0.62198313125523,0.376025641025641,0.0151805871351623
Pip4k2a,0.457482993197279,1,0.355797101449275,0.0432707041391847
Plekhh2,0.549698795180723,0.459123506811625,0.636231884057971,0.00878904474960663
Prickle2,0.563705583756345,0.120295700935644,0.662751677852349,1.8950179440879e-4
Rap1gds1,0.565586419753086,0.474730396688354,0.635802469135803,0.0686848695462878
Rasal2,0.440868183904714,0.254982163476099,0.410225251926497,0.0321573264341041
Rsrc1,0.574940047961631,0.252779530002338,0.64375,0.0291908689543966
Slco3a1,0.449175824175824,0.551517103530844,0.401664427526497,0.0393038584874405
Sparc,0.414923325262308,0.483851782986213,0.301906779661017,8.61292438825337e-6
Steap4,0.548910256410256,0.144867277222577,0.632635253054101,0.00330897837514711
Strn3,0.545722222222222,0.212608783763712,0.618048359240069,0.0115698319241484
Synpo2,0.496819338422392,1,0.592289098380469,0.0478680230800164
Tmem131l,0.395833333333333,0.186576177035606,0.295774647887324,0.0128075902087283
Tmem135,0.565677966101695,0.639188037663125,0.646048109965636,0.0625459860977363
Tnpo1,0.538738738738739,0.587862913669342,0.676308539944904,2.3649463075451e-4
Usp25,0.407619047619048,0.167966625930612,0.413003663003663,0.0834017385648012
Vapa,0.555031446540881,0.539916607292834,0.638888888888889,0.0190366760439462
Vti1a,0.5210027100271,0.716866048507626,0.60218253968254,0.0158009019973335
Wapl,0.558282208588957,0.702379397870252,0.623052959501558,0.0786395871752553
Ythdf3,0.511997126436782,0.711133449880343,0.599031007751938,0.0519684725543167
Zcchc14,0.421080368906456,0.622628403598825,0.370748299319728,0.0299945345920605
