"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"0610043K17Rik",0.6589,0.652777777777778,72,3e-04,0.471551580389442,0.720042447114808,0.949373926930032,0.303309315634174,1,1
"1110059E24Rik",0.4478,0.445378151260504,119,1.7219,1.05082850539254,0.606263403902867,-0.267104070142841,-1.04889773646164,0.14751168811352,1
"1500004A13Rik",0.4563,0.457746478873239,142,3.0541,1.51468872736894,0.542056582934833,-0.325986311461715,-0.42599880122836,0.355987839323937,1
"1600010M07Rik",0.4911,0.489795918367347,196,1.1922,0.750410176304671,0.454650475942667,-0.02487466863903,-0.0266112952052424,0.817547704448913,1
"1600020E01Rik",0.4122,0.403846153846154,104,0.5742,0.638044829981013,0.641471136991,-0.451379346342564,-1.80799033690199,0.0572269730269171,1
"1700025G04Rik",0.4849,0.490051282051282,325,0.5322,0.443071843870179,0.368042396204386,-0.101402032208213,-0.0758353147456887,0.696943930046061,1
"2210408F21Rik",0.5136,0.511947565543071,445,0.5447,0.428406548251124,0.338393601362216,0.0810146883730596,-0.375636348737487,0.386073586145585,1
"2210408I21Rik",0.5612,0.560833333333333,100,1.5479,0.986340446745454,0.608688642329224,0.29176612437711,-0.244539407023595,0.484338512374812,1
"2610035D17Rik",0.6201,0.624034334763949,233,0.6809,0.528943611263358,0.412951208936235,0.668794091524627,0.0609170867784314,1,1
"2610037D02Rik",0.4137,0.414448669201521,263,0.8877,0.606850295083233,0.411996684023791,-0.50653585376434,0.0551515665674458,1,1
"2610307P16Rik",0.4783,0.473086419753086,135,0.5614,0.528148458877869,0.481046746192798,-0.0710830980614823,-2.17628276761863,0.0369532391070633,1
"2700097O09Rik",0.6109,0.614341085271318,86,1.9498,1.18945851148464,0.685815633207535,0.560714954474479,-0.982823703945463,0.160910623969334,1
"2900093K20Rik",0.5233,0.528571428571429,70,0,0.469746745480633,0.717459862597421,0.134301091711591,0.759864243677406,1,1
"3110056K07Rik",0.4318,0.422514619883041,114,0.0811,0.432533866296047,0.613585391789496,-0.388565287917653,-1.01171333188169,0.154889266912216,1
"4632427E13Rik",0.5242,0.521872265966754,381,0.4858,0.423852841900233,0.36560057386229,0.158989523761157,-0.0258825782248664,0.820019750627758,1
"4732440D04Rik",0.3285,0.327134646962233,406,0.4195,0.387534911478022,0.348584988130766,-1.02553509210714,-0.102453425644399,0.65078899229815,1
"4732471J01Rik",0.4446,0.447058823529412,85,1.7401,1.11313910166763,0.690876454613693,-0.389042290745899,-0.315318589132993,0.427121689044978,1
"4833420G17Rik",0.7632,0.764462809917355,121,4.411,2.06575983530863,0.596723855128051,1.61381736339334,-0.179533513760902,0.549024841593957,1
"4930438E09Rik",0.5853,0.581683168316832,101,0.2766,0.530149922266368,0.6492876479415,0.489805267680817,-0.908891528020277,0.177577392422881,1
"4930503L19Rik",0.462,0.468503937007874,127,0.5467,0.584907460098492,0.576262660723763,-0.263034405833794,0.0021746503135347,1,1
"4930523C07Rik",0.4704,0.46969696969697,198,1.7004,0.949233223889706,0.463563543954211,-0.169925001442313,-0.214092030439929,0.512881349766397,1
"4930578G10Rik",0.77,0.770422535211268,213,1.1288,0.70530500287413,0.422531841056421,1.78135971352466,-0.58952857665335,0.27754802399706,1
"4930590L20Rik",0.6417,0.641176470588235,85,0.5211,0.65348095570054,0.695845246339958,0.843274496312547,-0.240376911669529,0.488081063913233,1
"4930599N23Rik",0.5158,0.513636363636364,110,0.7977,0.711186715490457,0.623553176792425,0.117356950638158,-0.0135908947126211,0.86904708746531,1
"4933406I18Rik",0.2721,0.274193548387097,93,6.854,3.01770916769567,0.633727802127184,-1.6338721012021,-1.15243405367058,0.12896922757469,1
"5031425E22Rik",0.5869,0.593967721316715,596,0.1996,0.282871017690756,0.316270334353014,0.494490909598479,-0.152807492512636,0.580383554855124,1
"5330438D12Rik",0.4474,0.45398773006135,163,1.3401,0.839891731274432,0.505536637566482,-0.396658969963989,-2.79689982940459,0.018024157193128,1
"5430405H02Rik",0.5458,0.545454545454545,88,45.4202,17.6972053469277,0.685815633207535,0.321928094887362,0.0156910004613877,1,1
"6720427I07Rik",0.5675,0.561930783242259,183,0.2106,0.398585885453824,0.486625509049807,0.410788026277486,-0.169239866181471,0.560708066375048,1
"6820431F20Rik",0.7175,0.718660968660969,234,0.3246,0.408804710263054,0.436113060808438,1.32970544547908,-0.0374370540559426,0.784367949998893,1
"9330159M07Rik",0.1604,0.159420289855072,69,16.0398,6.56250094747805,0.720042447114808,-2.46948528330122,0.216585765525572,1,1
"9530026P05Rik",0.4488,0.449550975505714,707,0.7319,0.472723986801939,0.297505102508828,-0.304365532357335,-1.16973534198837,0.126132406305037,1
"9630014M24Rik",0.424,0.413690476190476,56,0.2939,0.600174974094057,0.746205243766323,-0.381870635343645,-0.0199668435956326,0.841610292750376,1
"A4galt",0.6763,0.678571428571429,105,1.5913,1.01255380409805,0.623553176792425,0.947532580105864,-0.00878032554092556,0.894575688521716,1
"A730049H05Rik",0.5262,0.531446540880503,53,0.6629,0.758794374867488,0.774449941880943,0.084888897586513,-0.0473153564282711,0.758370697825991,1
"A830012C17Rik",0.5228,0.523584905660377,106,1.2257,0.860820618863326,0.603854025210586,0.110182917750422,-0.131484342397727,0.608087925067952,1
"A930015D03Rik",0.7493,0.745098039215686,119,0.3329,0.518659533781206,0.599083994595163,1.59946207041627,-0.180932550726567,0.547472226167216,1
"AU040320",0.5961,0.607007575757576,176,0.4817,0.505416008386574,0.492552716809094,0.498250867527825,-0.0313473230768011,0.802286543453222,1
"AW554918",0.5131,0.507201646090535,324,0.9314,0.599006139745814,0.374670044105106,0.128642151439105,0.0250696650437874,1,1
"Aak1",0.4935,0.494270833333333,320,0.6683,0.502542679231066,0.379936185412248,-0.0372810160794597,0.0537757126149074,1,1
