ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0030001,metal ion transport,134/2029,295/6105,0.4542372881355932,1.3667415692793476,4.555271631337087,5.482558634046309e-6,0.012625855895019822,0.012128429553185025,Abcc5/Abcc8/Abcc9/Adra1a/Afg3l2/Akap7/Akt2/Akt3/Ank2/Ank3/Arhgap1/Asph/Atp1a1/Atp1b1/Atp1b3/Atp2a2/Atp2b2/Atp2c1/Bcl2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2a/Camk2d/Casq2/Cav3/Ccn2/Chd7/Chp1/Cltc/Cp/Dmpk/Dnm1l/Dnm2/Dysf/Egf/Epb41/Epm2a/Ero1a/Flvcr1/Fxyd1/Fyn/Gas6/Gck/Ghitm/Gja1/Gnao1/Gnaq/Gpd1l/Hfe/Homer1/Homer2/Hspa9/Ibtk/Ikbkb/Inhca/Itpr2/Jph2/Kcnd2/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnq5/Kcnv2/Kif5b/Letm2/Mcur1/Mfsd4b1/Mllt6/Myo5a/Ndfip1/Nedd4/Nipal3/Nr3c2/Opa1/Oxsr1/P2rx4/P2rx5/Pkd2/Plcb1/Plcb4/Plce1/Pln/Prkce/Prkd1/Prnp/Ptpn3/Rgs7/Rnf207/Ryr2/Saraf/Serpine1/Sestd1/Slc10a6/Slc11a2/Slc22a4/Slc22a5/Slc24a2/Slc25a23/Slc30a5/Slc38a2/Slc38a4/Slc39a11/Slc39a14/Slc41a3/Slc4a7/Slc8a1/Snta1/Snx3/Sri/Srl/Stc2/Strit1/Tcn2/Tesc/Tfrc/Tgfb2/Tmco3/Tmem165/Tmem168/Tmem38b/Tmx1/Trdn/Trpc1/Tusc3/Wnk1/Wnk2/Zdhhc13/Zfas1,134
GO:0006811,monoatomic ion transport,169/2029,387/6105,0.43669250645994834,1.3139515780867348,4.502225834684917,6.3622352708590685e-6,0.012625855895019822,0.012128429553185025,Abcc5/Abcc8/Abcc9/Adra1a/Afg3l2/Akap7/Akt2/Akt3/Ank2/Ank3/Ano4/Ano5/Arhgap1/Asph/Atp10d/Atp13a3/Atp1a1/Atp1b1/Atp1b3/Atp2a2/Atp2b2/Atp2c1/Atp5f1c/Atp5mc1/Atp6v0b/Atp6v1g1/Atpsckmt/Bcl2/Best3/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2a/Camk2d/Casq2/Cav3/Ccn2/Chd7/Chp1/Chrna9/Clcn3/Clcn7/Clic4/Cltc/Cp/Dmpk/Dnm1l/Dnm2/Dysf/Egf/Epb41/Epm2a/Ero1a/Flvcr1/Fxyd1/Fyn/Gas6/Gck/Ghitm/Gja1/Gjc1/Gnao1/Gnaq/Gpd1l/Hfe/Homer1/Homer2/Hspa9/Ibtk/Ikbkb/Inhca/Itpr2/Jph2/Kcnd2/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnq5/Kcnv2/Kif5b/Letm2/Lrrc8a/Mcur1/Mfsd4b1/Mllt6/Mtor/Myo5a/Ndfip1/Ndufs4/Ndufv2/Nedd4/Nipal3/Nr3c2/Opa1/Oxsr1/P2rx4/P2rx5/Pirt/Pkd2/Pkd2l2/Plcb1/Plcb4/Plce1/Pln/Prkce/Prkd1/Prnp/Ptpn3/Pxk/Rgs7/Rnf207/Ryr2/Saraf/Serpine1/Sestd1/Slc10a6/Slc11a2/Slc16a1/Slc22a4/Slc22a5/Slc24a2/Slc25a12/Slc25a13/Slc25a23/Slc25a4/Slc26a4/Slc26a7/Slc30a5/Slc36a2/Slc38a2/Slc38a4/Slc39a11/Slc39a14/Slc41a3/Slc47a1/Slc4a3/Slc4a7/Slc8a1/Snta1/Snx3/Sri/Srl/Stc2/Strit1/Tcn2/Tesc/Tfrc/Tgfb2/Tmco3/Tmem165/Tmem168/Tmem38b/Tmx1/Tomm40/Trdn/Trpc1/Tusc3/Ucp3/Vdac2/Wnk1/Wnk2/Ywhaq/Zdhhc13/Zfas1,169
GO:0006812,monoatomic cation transport,153/2029,349/6105,0.4383954154727794,1.3190754122529906,4.330887057654575,1.3782898544044188e-5,0.0152518463888237,0.01465096275618131,Abcc5/Abcc8/Abcc9/Adra1a/Afg3l2/Akap7/Akt2/Akt3/Ank2/Ank3/Arhgap1/Asph/Atp10d/Atp13a3/Atp1a1/Atp1b1/Atp1b3/Atp2a2/Atp2b2/Atp2c1/Atp5f1c/Atp5mc1/Atp6v0b/Atp6v1g1/Atpsckmt/Bcl2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2a/Camk2d/Casq2/Cav3/Ccn2/Chd7/Chp1/Chrna9/Clcn3/Cltc/Cp/Dmpk/Dnm1l/Dnm2/Dysf/Egf/Epb41/Epm2a/Ero1a/Flvcr1/Fxyd1/Fyn/Gas6/Gck/Ghitm/Gja1/Gnao1/Gnaq/Gpd1l/Hfe/Homer1/Homer2/Hspa9/Ibtk/Ikbkb/Inhca/Itpr2/Jph2/Kcnd2/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnq5/Kcnv2/Kif5b/Letm2/Mcur1/Mfsd4b1/Mllt6/Myo5a/Ndfip1/Ndufs4/Ndufv2/Nedd4/Nipal3/Nr3c2/Opa1/Oxsr1/P2rx4/P2rx5/Pirt/Pkd2/Plcb1/Plcb4/Plce1/Pln/Prkce/Prkd1/Prnp/Ptpn3/Rgs7/Rnf207/Ryr2/Saraf/Serpine1/Sestd1/Slc10a6/Slc11a2/Slc16a1/Slc22a4/Slc22a5/Slc24a2/Slc25a12/Slc25a13/Slc25a23/Slc25a4/Slc30a5/Slc36a2/Slc38a2/Slc38a4/Slc39a11/Slc39a14/Slc41a3/Slc47a1/Slc4a7/Slc8a1/Snta1/Snx3/Sri/Srl/Stc2/Strit1/Tcn2/Tesc/Tfrc/Tgfb2/Tmco3/Tmem165/Tmem168/Tmem38b/Tmx1/Trdn/Trpc1/Tusc3/Ucp3/Wnk1/Wnk2/Zdhhc13/Zfas1,153
GO:0060047,heart contraction,67/2029,132/6105,0.5075757575757576,1.5272301626416953,4.320382066314784,1.9755487377204875e-5,0.0152518463888237,0.01465096275618131,Abcc9/Actc1/Adra1a/Ank2/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav3/Ccn2/Cdc42/Chrm2/Cxadr/Dmpk/Dnm1l/Dsc2/Dsg2/Ext1/Fxyd1/Gja1/Gjc1/Gnao1/Gpd1l/Hbegf/Hdac4/Hopx/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mtor/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pik3r1/Pln/Rgs2/Rnf207/Rnls/Ryr2/Sema3a/Slc4a3/Slc8a1/Snta1/Sri/Strit1/Tbx18/Tgfb2/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnni3k/Tnnt2/Tpm1/Trdn/Ttn/Zfas1,67
GO:0003015,heart process,69/2029,137/6105,0.5036496350364964,1.5154169649570284,4.304629562547687,2.0799423116334336e-5,0.0152518463888237,0.01465096275618131,Abcc9/Actc1/Adra1a/Ank2/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav3/Ccn2/Cdc42/Chrm2/Cxadr/Dmpk/Dnm1l/Dsc2/Dsg2/Ext1/Fxyd1/Fyn/Gja1/Gjc1/Gnao1/Gpd1l/Hbegf/Hdac4/Hopx/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mtor/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pik3r1/Pln/Rgs2/Rnf207/Rnls/Ryr2/Sema3a/Slc4a3/Slc8a1/Snta1/Sri/Strit1/Tbx18/Tgfb2/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnni3k/Tnnt2/Tpm1/Trdn/Ttn/Wwtr1/Zfas1,69
GO:0043269,regulation of monoatomic ion transport,89/2029,187/6105,0.47593582887700536,1.4320296871829066,4.233290888478897,2.50645118265058e-5,0.0152518463888237,0.01465096275618131,Abcc8/Abcc9/Afg3l2/Akap7/Akt2/Akt3/Ank2/Ank3/Asph/Atp1a1/Atp1b1/Atp1b3/Atp2b2/Atpsckmt/Bcl2/Best3/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2a/Camk2d/Casq2/Cav3/Chd7/Chp1/Dmpk/Dysf/Egf/Epb41/Fxyd1/Fyn/Gck/Gja1/Gnao1/Gnaq/Gpd1l/Hfe/Homer1/Homer2/Ikbkb/Jph2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kif5b/Mllt6/Mtor/Myo5a/Nedd4/Nr3c2/Oxsr1/P2rx4/P2rx5/Pirt/Pkd2/Plcb1/Plcb4/Pln/Prkce/Prkd1/Prnp/Ptpn3/Pxk/Rgs7/Rnf207/Ryr2/Saraf/Serpine1/Sestd1/Slc36a2/Slc8a1/Snta1/Sri/Stc2/Strit1/Tesc/Tgfb2/Tmem168/Tmem38b/Tmx1/Trdn/Trpc1/Wnk1/Wnk2/Ywhaq/Zfas1,89
GO:0008016,regulation of heart contraction,57/2029,109/6105,0.5229357798165137,1.5734464937308112,4.261932202854171,2.689919998028871e-5,0.0152518463888237,0.01465096275618131,Abcc9/Adra1a/Ank2/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Casq2/Cav3/Ccn2/Chrm2/Cxadr/Dmpk/Dsc2/Dsg2/Fxyd1/Gja1/Gjc1/Gnao1/Gpd1l/Hbegf/Hdac4/Hopx/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pik3r1/Pln/Rgs2/Rnf207/Rnls/Ryr2/Sema3a/Slc4a3/Slc8a1/Snta1/Sri/Strit1/Tbx18/Tgfb2/Thra/Thrb/Tmem38b/Tmem65/Tnni3k/Tnnt2/Tpm1,57
GO:0010959,regulation of metal ion transport,81/2029,170/6105,0.4764705882352941,1.4336387093033367,4.045510572294505,5.480279384556601e-5,0.02718903609663144,0.026117857803768435,Abcc8/Abcc9/Afg3l2/Akap7/Akt2/Akt3/Ank2/Ank3/Asph/Atp1a1/Atp1b1/Atp1b3/Atp2b2/Bcl2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2a/Camk2d/Casq2/Cav3/Chd7/Chp1/Dmpk/Dysf/Egf/Epb41/Fxyd1/Fyn/Gck/Gja1/Gnao1/Gnaq/Gpd1l/Hfe/Homer1/Homer2/Ikbkb/Jph2/Kcnip2/Kcnip4/Kcnn2/Kcnq1/Kif5b/Mllt6/Myo5a/Nedd4/Nr3c2/Oxsr1/P2rx4/P2rx5/Pkd2/Plcb1/Plcb4/Pln/Prkce/Prkd1/Prnp/Ptpn3/Rgs7/Rnf207/Ryr2/Saraf/Serpine1/Sestd1/Slc8a1/Snta1/Sri/Stc2/Strit1/Tesc/Tgfb2/Tmem168/Tmem38b/Tmx1/Trdn/Trpc1/Wnk1/Wnk2/Zfas1,81
GO:0060048,cardiac muscle contraction,44/2029,82/6105,0.5365853658536586,1.614516342304872,3.952438580120566,9.973551586227603e-5,0.043983362495263724,0.04225053081323553,Abcc9/Actc1/Adra1a/Ank2/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav3/Ccn2/Dsc2/Dsg2/Fxyd1/Gpd1l/Hdac4/Kcnd3/Kcnn2/Kcnq1/Mtor/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pln/Rgs2/Rnf207/Ryr2/Slc8a1/Snta1/Sri/Strit1/Tmem38b/Tnnc1/Tnni3k/Tnnt2/Tpm1/Ttn/Zfas1,44
GO:0034220,monoatomic ion transmembrane transport,133/2029,308/6105,0.4318181818181818,1.2992853622474125,3.802685273514991,1.1887075186977806e-4,0.047179801417114905,0.045321038239193284,Abcc5/Abcc9/Adra1a/Afg3l2/Akap7/Ank2/Ank3/Ano4/Ano5/Asph/Atp13a3/Atp1a1/Atp1b1/Atp1b3/Atp2a2/Atp2b2/Atp2c1/Atp5f1c/Atp5mc1/Atp6v0b/Atp6v1g1/Atpsckmt/Bcl2/Best3/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav3/Ccn2/Chd7/Chp1/Chrna9/Clcn3/Clcn7/Clic4/Dysf/Ero1a/Fxyd1/Fyn/Gas6/Ghitm/Gja1/Gjc1/Gpd1l/Homer1/Hspa9/Ibtk/Ikbkb/Itpr2/Jph2/Kcnd2/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnq5/Kcnv2/Letm2/Lrrc8a/Mcur1/Mtor/Myo5a/Ndufs4/Ndufv2/Nedd4/Nipal3/Nr3c2/Opa1/Oxsr1/P2rx4/P2rx5/Pirt/Pkd2/Pkd2l2/Plcb1/Plcb4/Plce1/Pln/Prkce/Prkd1/Prnp/Ptpn3/Rgs7/Rnf207/Ryr2/Sestd1/Slc11a2/Slc16a1/Slc24a2/Slc25a12/Slc25a13/Slc25a23/Slc25a4/Slc26a4/Slc26a7/Slc30a5/Slc36a2/Slc38a2/Slc38a4/Slc39a11/Slc39a14/Slc41a3/Slc47a1/Slc4a3/Slc4a7/Slc8a1/Snta1/Sri/Strit1/Tcn2/Tesc/Tfrc/Tgfb2/Tmco3/Tmem165/Tmem168/Tmem38b/Trdn/Trpc1/Tusc3/Ucp3/Vdac2/Wnk1/Wnk2/Ywhaq/Zdhhc13/Zfas1,133
