"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"1700025G04Rik",0.6375,0.649470899470899,36,0.8218,0.376985629508434,0.584962500721156,-1.49844403922015,0.0834246150558295,0.460900348526266
"5031425E22Rik",0.6589,0.613333333333333,25,0.662,0.372102113437547,0.547487795302493,-0.624444845206085,0.263764646383608,0.75092179939823
"9530026P05Rik",0.5196,0.530148423005566,28,0.1516,0.123114476483514,-0.137503523749935,0.0933869453334353,1,1
"AW554918",0.5617,0.546875,32,0.7154,0.392783905908259,0.275634442613427,-0.235074655096547,0.492918486899717,0.925599484783752
"Abca1",0.4407,0.401515151515151,33,1e-04,0.0693277833837583,-0.111031312388744,0.128009802339669,1,1
"Abca8a",0.6948,0.688746438746439,21,0.7107,0.34751390675013,1.58496250072116,-4.11150673386088,0.00413624580120397,0.088770198348916
"Abhd17b",0.6105,0.568181818181818,33,0.1335,0.130076581721923,0.584962500721156,-0.715301081594742,0.231666190281991,0.716877220908911
"Abi1",0.5478,0.519503546099291,47,0.047,0.0979389454198545,-0.125530882083859,0.425462926285803,1,1
"Abi3bp",0.541,0.532490014693405,59,0.3381,0.196061671220762,0.176156955153827,-0.533953256573724,0.301418794084185,0.778665218050812
"Ablim1",0.3923,0.385507246376812,23,1.1472,0.52610116270518,-0.758991900496205,-0.676341938423057,0.244809465337681,0.738398279234737
"Acyp2",0.4244,0.421320346320346,22,0.1492,0.132979387879062,0.0824621601919726,0.351839011725378,1,1
"Adam12",0.7193,0.736111111111111,24,1.3114,0.61305484536278,0.884522782580064,-1.9622951483244,0.0475847838382205,0.385012686449546
"Adamtsl1",0.5549,0.576798941798942,45,0.8588,0.410977516155526,-0.178970141045319,-0.44912980883155,0.343248800613449,0.806691792978563
"Adgrf5",0.4529,0.480392156862745,34,1e-04,0.0865181727894569,0,0.160168215175968,1,1
"Agap1",0.5103,0.475609756097561,41,0.3069,0.180938352210083,-0.299560281858908,0.175971212893877,1,1
"Agfg1",0.5447,0.523529411764706,34,0.1111,0.153747699669544,0.125530882083859,0.103949011794381,1,1
"Ago3",0.4014,0.41260162601626,41,0.3648,0.203441325710966,-1.04439411935845,-1.8976964103673,0.0513938125207079,0.392845854610342
"Ahnak",0.4492,0.479166666666667,40,0,0.0676810720720209,-0.15754127698648,-0.0931212816187923,0.666062474114318,1
"Airn",0.8543,0.867149758454106,46,2.6714,1.10478507012429,2.38702312310925,-17.4798449580921,3.36602097718203e-09,9.39119852633786e-07
"Akap13",0.4932,0.487172011661808,49,0.199,0.166888675449423,-0.211504105193712,-0.0131752519319264,0.871047264839822,1
"Akt3",0.3912,0.387619047619048,40,0.1176,0.117697019179283,-0.646363045385299,-0.919232511983559,0.175130962421546,0.63456543526768
