gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
2610035D17Rik,F1_Aged,0.00125256574996676,0.7058,shared,1.22747212748131e-6,0.8361,Fibroblast
4732440D04Rik,F1_Aged,1.12263913553768e-10,0.3168,shared,0.00207128221375216,0.3771,Fibroblast
4833420G17Rik,F1_Aged,0.0784455673503866,0.7146,shared,0.00561490583409877,0.7673,Fibroblast
4930578G10Rik,F1_Aged,5.428853597455139e-16,0.8276,shared,5.23182485091413e-5,0.719,Fibroblast
4933406I18Rik,F1_Aged,0.00159186198155808,0.3546,shared,0.0123556341260852,0.2535,Fibroblast
5830417I10Rik,F1_Aged,7.94340368177329e-6,0.8492,shared,4.68098471059765e-10,0.922,Fibroblast
6820431F20Rik,F1_Aged,7.63710101687726e-7,0.7122,shared,0.00619257004596725,0.6362,Fibroblast
9330159M07Rik,F1_Aged,1.3308466111015e-19,0.1357,shared,8.8603762461476e-17,0.0951,Fibroblast
9330162G02Rik,F1_Aged,0.0110998177669621,0.2881,shared,9.67768114911199e-5,0.1787,Fibroblast
Abca6,F1_Aged,0.0734941749515042,0.56,shared,0.0513507449490159,0.5775,Fibroblast
Abca8a,F1_Aged,9.97107839345343e-21,0.6445,shared,1.91516652163621e-20,0.6582,Fibroblast
Abi1,F1_Aged,7.39726906401918e-102,0.7728,shared,9.485908186343288e-19,0.6998,Fibroblast
Abi3bp,F1_Aged,0.0177935959767993,0.5837,shared,1.1180363033674e-4,0.655,Fibroblast
Actc1,F1_Aged,0.025441023296376,0.3744,shared,0.0313227094930391,0.3782,Fibroblast
Acyp2,F1_Aged,4.47278296060288e-6,0.4066,shared,0.00492536132363219,0.4396,Fibroblast
Adam22,F1_Aged,0.0107437793572633,0.6874,shared,0.0118189778664902,0.7441,Fibroblast
Adamts12,F1_Aged,2.36143700182734e-5,0.3777,shared,1.88695669261764e-10,0.2745,Fibroblast
Adcy8,F1_Aged,0.00526004539578367,0.1985,shared,0.0399396693084673,0.1911,Fibroblast
Adgrd1,F1_Aged,2.2506815744929e-4,0.4015,shared,0.0436322147820491,0.4154,Fibroblast
Aff1,F1_Aged,0.0043426750217543,0.4222,shared,3.2502833061685e-4,0.4071,Fibroblast
Agap1,F1_Aged,6.67519692315599e-5,0.4149,shared,0.0702038009067442,0.4283,Fibroblast
Agmo,F1_Aged,9.62507649138292e-14,0.7341,shared,4.77029928434826e-5,0.6783,Fibroblast
Airn,F1_Aged,2.02771252185262e-62,0.275,shared,4.52753672013877e-88,0.8316,Fibroblast
Aldh1a1,F1_Aged,0.00569216224989343,0.6269,shared,3.5035165241372e-4,0.6379,Fibroblast
Aldh1a2,F1_Aged,0.012022807813343,0.3591,shared,0.00406546789996468,0.3407,Fibroblast
Ankrd6,F1_Aged,3.8974933241097e-4,0.2811,shared,0.00168627449447837,0.2939,Fibroblast
Ano4,F1_Aged,0.00489950836946097,0.3834,shared,0.0376869925713746,0.3344,Fibroblast
Aox1,F1_Aged,3.0568804297604e-4,0.7027,shared,7.41226798247096e-7,0.7602,Fibroblast
Aox3,F1_Aged,1.08668271514909e-5,0.2727,shared,0.00164667409738737,0.2396,Fibroblast
Apbb2,F1_Aged,0.00101859528979957,0.5946,shared,0.0517186775760426,0.5879,Fibroblast
Art1,F1_Aged,0.0235794427044062,0.385,shared,6.1084902478858e-4,0.351,Fibroblast
Atad2,F1_Aged,1.4778561513166e-4,0.3049,shared,0.00564005860705074,0.295,Fibroblast
Axl,F1_Aged,3.04881678037856e-6,0.4073,shared,0.0064520526736157,0.4013,Fibroblast
B230216N24Rik,F1_Aged,0.0018384249585052,0.6384,shared,0.0200353442641087,0.6709,Fibroblast
B3galt1,F1_Aged,3.3980126440715e-4,0.4218,shared,0.0157556340064083,0.415,Fibroblast
Bend6,F1_Aged,3.2875941419117595e-11,0.1706,shared,1.95168047455598e-7,0.1478,Fibroblast
Bnc2,F1_Aged,9.93401100528884e-5,0.4186,shared,7.3246880671866e-4,0.4016,Fibroblast
Btaf1,F1_Aged,4.00131257881387e-6,0.3739,shared,3.6091496742927204e-9,0.3006,Fibroblast
Cacna1c,F1_Aged,1.6607041960644802e-9,0.5795,shared,9.10762258578519e-9,0.5773,Fibroblast
Cacna2d1,F1_Aged,1.1458153017635e-4,0.6091,shared,2.66343241358583e-7,0.6367,Fibroblast
Camkmt,F1_Aged,0.0277106028161829,0.4193,shared,1.2029906175417e-4,0.3318,Fibroblast
Carmil1,F1_Aged,0.00148961835272114,0.3907,shared,0.0730116881291167,0.4246,Fibroblast
Ccdc171,F1_Aged,3.6110163956432e-6,0.7607,shared,1.5173474313576e-4,0.7835,Fibroblast
Cd55,F1_Aged,7.21100740833961e-5,0.3755,shared,2.07477657208591e-5,0.2909,Fibroblast
Cdc42,F1_Aged,0.00308014537172285,0.3837,shared,0.00320130982149983,0.3855,Fibroblast
Cdcp3,F1_Aged,2.71576194721331e-13,0.0098,shared,7.197430614114421e-14,0.0178,Fibroblast
Cdh19,F1_Aged,1.61088252271979e-16,0.8147,shared,1.92023118815874e-8,0.8759,Fibroblast
Ces1d,F1_Aged,2.77597507400438e-8,0.2762,shared,2.0034705337577e-5,0.2936,Fibroblast
Chmp4c,F1_Aged,0.0513278551753872,0.3309,shared,0.0689840556351051,0.222,Fibroblast
Chn2,F1_Aged,0.00326290917798511,0.8088,shared,0.00119209253229679,0.8582,Fibroblast
Chrm3,F1_Aged,0.0578746765893312,0.5703,shared,0.0118189778664902,0.6291,Fibroblast
Chst11,F1_Aged,0.08038104839409,0.6023,shared,0.0778381207694654,0.5974,Fibroblast
Cisd2,F1_Aged,3.94872764921757e-7,0.7639,shared,0.00190492326619687,0.7585,Fibroblast
Clic4,F1_Aged,3.4816339098323996e-50,0.2933,shared,3.65659840260367e-38,0.2361,Fibroblast
Clip1,F1_Aged,0.0440558291522187,0.5634,shared,0.094678329091717,0.5512,Fibroblast
Cobll1,F1_Aged,9.8314498209375e-8,0.6687,shared,1.7207718342277e-4,0.6493,Fibroblast
Col8a1,F1_Aged,0.00885046321956728,0.563,shared,3.0075987977922e-4,0.6279,Fibroblast
Colgalt2,F1_Aged,1.01905333946499e-7,0.7914,shared,2.6997451784139e-4,0.781,Fibroblast
Corin,F1_Aged,1.74570071546813e-5,0.5978,shared,3.1368111640163e-4,0.6079,Fibroblast
Cp,F1_Aged,1.2719279538155399e-11,0.6578,shared,1.67730598338919e-5,0.6464,Fibroblast
Cpne8,F1_Aged,3.3205144799599904e-9,0.3516,shared,1.31614852175061e-10,0.2721,Fibroblast
Cradd,F1_Aged,3.8031192247629596e-11,0.3209,shared,6.15040156919722e-7,0.3183,Fibroblast
Crlf3,F1_Aged,0.075650496122561,0.5994,shared,0.0267761994839167,0.6272,Fibroblast
Cst3,F1_Aged,8.9819842813489e-4,0.7269,shared,5.3877079338098e-4,0.7448,Fibroblast
Cuedc1,F1_Aged,3.3205144799599904e-9,0.7453,shared,7.62618193969314e-6,0.7253,Fibroblast
D630003M21Rik,F1_Aged,0.0169272731777843,0.3691,shared,0.0206194137729704,0.3666,Fibroblast
D830005E20Rik,F1_Aged,6.9869754703886e-4,0.4281,shared,9.83370671974826e-5,0.415,Fibroblast
D830032E09Rik,F1_Aged,3.4911108622250797e-19,0.954,shared,4.20102601306629e-15,0.95,Fibroblast
Dcbld2,F1_Aged,3.7100631510215297e-19,0.3311,shared,1.34439021279015e-15,0.30620000000000003,Fibroblast
Ddx39b,F1_Aged,0.00139734965975383,0.331,shared,0.00619604574667083,0.3369,Fibroblast
Dennd5b,F1_Aged,0.0218412230947345,0.4181,shared,0.0729824434645309,0.4071,Fibroblast
Dip2c,F1_Aged,6.138893812442e-4,0.5639,shared,0.0377175442537392,0.5458,Fibroblast
Dock4,F1_Aged,0.00886388726745057,0.5883,shared,0.0199327174025859,0.5678,Fibroblast
Dpep1,F1_Aged,0.00125256574996676,0.5934,shared,0.0730116881291167,0.5746,Fibroblast
Dse,F1_Aged,6.6643549556256396e-12,0.2718,shared,1.47958525567726e-6,0.2725,Fibroblast
