gene,condition
5031425E22Rik,F1_Aged
6030458C11Rik,F1_Aged
Abca9,F1_Aged
Abra,F1_Aged
Acat1,F1_Aged
Acin1,F1_Aged
Acss3,F1_Aged
Adam10,F1_Aged
Adamts5,F1_Aged
Adamtsl3,F1_Aged
Adamtsl5,F1_Aged
Adarb1,F1_Aged
Adra1a,F1_Aged
Aff3,F1_Aged
Afg1l,F1_Aged
Aig1,F1_Aged
Alcam,F1_Aged
Amd1,F1_Aged
Amn1,F1_Aged
Anapc10,F1_Aged
Ano6,F1_Aged
Anxa1,F1_Aged
Anxa2,F1_Aged
Anxa6,F1_Aged
Ap1g1,F1_Aged
Apba1,F1_Aged
Arih2,F1_Aged
Arl15,F1_Aged
Arl8b,F1_Aged
Ash1l,F1_Aged
Atp10d,F1_Aged
Atp6v1b2,F1_Aged
BC034090,F1_Aged
Bmp4,F1_Aged
Bmper,F1_Aged
Btbd10,F1_Aged
Btbd9,F1_Aged
Cab39,F1_Aged
Cables1,F1_Aged
Camk1d,F1_Aged
Camk2d,F1_Aged
Canx,F1_Aged
Car8,F1_Aged
Cav1,F1_Aged
Ccbe1,F1_Aged
Cd47,F1_Aged
Cdh11,F1_Aged
Cdk14,F1_Aged
Cebpb,F1_Aged
Cemip2,F1_Aged
Cep112,F1_Aged
Cep128,F1_Aged
Cers6,F1_Aged
Chp1,F1_Aged
Clasp2,F1_Aged
Clec3b,F1_Aged
Clpx,F1_Aged
Cmya5,F1_Aged
Cnot4,F1_Aged
Col3a1,F1_Aged
Col4a4,F1_Aged
Col6a3,F1_Aged
Commd10,F1_Aged
Coro6,F1_Aged
Cpeb3,F1_Aged
Cped1,F1_Aged
Cryab,F1_Aged
Cstf3,F1_Aged
Cul4a,F1_Aged
Cwc27,F1_Aged
Dcun1d3,F1_Aged
Ddi2,F1_Aged
Dmpk,F1_Aged
Dock7,F1_Aged
Dock9,F1_Aged
Dpt,F1_Aged
Dpysl3,F1_Aged
Dysf,F1_Aged
Ebf3,F1_Aged
Elp4,F1_Aged
Epb41,F1_Aged
Epm2a,F1_Aged
Eprs1,F1_Aged
Eps8,F1_Aged
Esrrg,F1_Aged
Fam135a,F1_Aged
Fam78b,F1_Aged
Fancc,F1_Aged
Farp1,F1_Aged
Fbxo30,F1_Aged
Fbxw7,F1_Aged
Fer,F1_Aged
Fgf1,F1_Aged
Fkbp5,F1_Aged
Flnb,F1_Aged
Flrt2,F1_Aged
Fmo1,F1_Aged
Fnbp1,F1_Aged
Fnip2,F1_Aged
Frmd6,F1_Aged
Fstl4,F1_Aged
Gab2,F1_Aged
Galnt1,F1_Aged
Gas7,F1_Aged
Ghr,F1_Aged
Gli2,F1_Aged
Glis3,F1_Aged
Gm17276,F1_Aged
Gm17501,F1_Aged
Gm35041,F1_Aged
Gm44127,F1_Aged
Gmds,F1_Aged
Gns,F1_Aged
Golim4,F1_Aged
Gon4l,F1_Aged
Gpbp1,F1_Aged
Gsta3,F1_Aged
Gtf2i,F1_Aged
Gucy1a2,F1_Aged
Hcfc2,F1_Aged
Heatr5a,F1_Aged
Heg1,F1_Aged
Herpud1,F1_Aged
Hibadh,F1_Aged
Hmcn2,F1_Aged
Homer1,F1_Aged
Icosl,F1_Aged
Il1r1,F1_Aged
Il6ra,F1_Aged
Irak3,F1_Aged
Itga5,F1_Aged
Jak2,F1_Aged
Kank1,F1_Aged
Kcnn2,F1_Aged
Kcnq1,F1_Aged
Kcnt2,F1_Aged
Kdm5a,F1_Aged
Kifap3,F1_Aged
Klhl5,F1_Aged
Lactb2,F1_Aged
Lclat1,F1_Aged
Limd1,F1_Aged
Lrrc2,F1_Aged
Lrrfip1,F1_Aged
Lrrk2,F1_Aged
Ltbp1,F1_Aged
Map2k5,F1_Aged
Mapk10,F1_Aged
Mapk14,F1_Aged
Mast4,F1_Aged
Med13l,F1_Aged
Meis2,F1_Aged
Mfap5,F1_Aged
Mgat5,F1_Aged
Mia3,F1_Aged
Micos10,F1_Aged
Mir99ahg,F1_Aged
Mmp16,F1_Aged
Mt2,F1_Aged
Mtpap,F1_Aged
Mtus1,F1_Aged
Myo1e,F1_Aged
Myo9a,F1_Aged
Myof,F1_Aged
Nbea,F1_Aged
Nbeal1,F1_Aged
Nckap1,F1_Aged
Ndfip1,F1_Aged
Ndrg3,F1_Aged
Nek7,F1_Aged
Nfic,F1_Aged
Nfkb1,F1_Aged
Nfkbiz,F1_Aged
Ngf,F1_Aged
Nid1,F1_Aged
Nisch,F1_Aged
Nktr,F1_Aged
Nova1,F1_Aged
Nr1d2,F1_Aged
Nr3c2,F1_Aged
Nrip1,F1_Aged
Nt5dc3,F1_Aged
Nt5e,F1_Aged
Nvl,F1_Aged
Oga,F1_Aged
Osbpl9,F1_Aged
P2rx4,F1_Aged
P4ha2,F1_Aged
Pals2,F1_Aged
Pappa,F1_Aged
Pde1a,F1_Aged
Pds5b,F1_Aged
Pdzrn3,F1_Aged
Pfkp,F1_Aged
Phactr4,F1_Aged
Phf12,F1_Aged
Phf14,F1_Aged
Picalm,F1_Aged
Pip4k2a,F1_Aged
Pitpnb,F1_Aged
Pkp4,F1_Aged
Plcl1,F1_Aged
Plekha5,F1_Aged
Plekhm2,F1_Aged
Plpp3,F1_Aged
Pnisr,F1_Aged
Ppfibp2,F1_Aged
Pphln1,F1_Aged
Ppm1d,F1_Aged
Ppp2ca,F1_Aged
Ppp3cc,F1_Aged
Pptc7,F1_Aged
Prdm5,F1_Aged
Prdx1,F1_Aged
Preb,F1_Aged
Prkab2,F1_Aged
Prkacb,F1_Aged
Prkca,F1_Aged
Prkd1,F1_Aged
Ptbp2,F1_Aged
Ptprg,F1_Aged
Rab1a,F1_Aged
