gene,condition
Rab3gap1,F1_Aged
Rad51b,F1_Aged
Ralgapa2,F1_Aged
Rap1a,F1_Aged
Rbm24,F1_Aged
Resf1,F1_Aged
Rftn1,F1_Aged
Rgs17,F1_Aged
Rmdn1,F1_Aged
Rnd3,F1_Aged
Rnf13,F1_Aged
Rnf150,F1_Aged
Ror2,F1_Aged
Rp1,F1_Aged
Rpl3l,F1_Aged
Rras2,F1_Aged
Rsrc1,F1_Aged
Rufy3,F1_Aged
Sacm1l,F1_Aged
Scaf11,F1_Aged
Scfd2,F1_Aged
Sema5a,F1_Aged
Serinc1,F1_Aged
Sh3rf1,F1_Aged
Sik2,F1_Aged
Sipa1l2,F1_Aged
Skil,F1_Aged
Slain2,F1_Aged
Slc10a6,F1_Aged
Slc16a1,F1_Aged
Slc1a5,F1_Aged
Slc25a21,F1_Aged
Slc25a26,F1_Aged
Slc25a4,F1_Aged
Slc25a40,F1_Aged
Slc44a2,F1_Aged
Slc4a4,F1_Aged
Slf2,F1_Aged
Smc5,F1_Aged
Smc6,F1_Aged
Snhg7,F1_Aged
Sntb1,F1_Aged
Sobp,F1_Aged
Socs2,F1_Aged
Sppl3,F1_Aged
Spred1,F1_Aged
Srsf2,F1_Aged
St3gal4,F1_Aged
Steap3,F1_Aged
Stim2,F1_Aged
Stk38,F1_Aged
Ston1,F1_Aged
Stxbp3,F1_Aged
Supt3,F1_Aged
Syncrip,F1_Aged
Tab2,F1_Aged
Taf2,F1_Aged
Tango6,F1_Aged
Tbk1,F1_Aged
Tcf7l1,F1_Aged
Thsd7a,F1_Aged
Tmem234,F1_Aged
Tnfaip6,F1_Aged
Tnnc1,F1_Aged
Tnrc6a,F1_Aged
Tox,F1_Aged
Tpm1,F1_Aged
Tpp2,F1_Aged
Tpr,F1_Aged
Tra2a,F1_Aged
Trappc6b,F1_Aged
Trappc9,F1_Aged
Trim54,F1_Aged
Ttpal,F1_Aged
Tut7,F1_Aged
Ubac2,F1_Aged
Ube2b,F1_Aged
Ube2d2a,F1_Aged
Ube2e2,F1_Aged
Ube4a,F1_Aged
Ubn1,F1_Aged
Uck2,F1_Aged
Ugdh,F1_Aged
Usp24,F1_Aged
Usp3,F1_Aged
Usp4,F1_Aged
Vcan,F1_Aged
Vegfc,F1_Aged
Vim,F1_Aged
Vldlr,F1_Aged
Vps35l,F1_Aged
Vps36,F1_Aged
Vti1a,F1_Aged
Wapl,F1_Aged
Wdr43,F1_Aged
Wnk1,F1_Aged
Xdh,F1_Aged
Ythdc2,F1_Aged
Zcchc8,F1_Aged
Zfp36l1,F1_Aged
Zfp445,F1_Aged
Zfp53,F1_Aged
Zfp697,F1_Aged
Zfp799,F1_Aged
Zfp948,F1_Aged
Zfp950,F1_Aged
Zfr,F1_Aged
Zhx1,F1_Aged
Zmym4,F1_Aged
9530026P05Rik,F1_Young
Abcc1,F1_Young
Abcc5,F1_Young
Abhd18,F1_Young
Acss1,F1_Young
Adam17,F1_Young
Adam19,F1_Young
Adamts10,F1_Young
Adcy7,F1_Young
Ago2,F1_Young
Ago3,F1_Young
Aida,F1_Young
Aldh2,F1_Young
Alpk2,F1_Young
Ank3,F1_Young
Ankra2,F1_Young
Ankrd1,F1_Young
Ankrd10,F1_Young
Ankrd33b,F1_Young
Anks1,F1_Young
Antxr1,F1_Young
Ap3b1,F1_Young
Apoe,F1_Young
Appl1,F1_Young
Arb2a,F1_Young
Arhgap20,F1_Young
Atp11a,F1_Young
Atp6v1h,F1_Young
Atp8a1,F1_Young
Atp8b1,F1_Young
B830012L14Rik,F1_Young
Baz1a,F1_Young
Bicc1,F1_Young
Bmp2k,F1_Young
Brd8,F1_Young
C7,F1_Young
Cald1,F1_Young
Casc3,F1_Young
Cast,F1_Young
Cbl,F1_Young
Ccdc50,F1_Young
Ccdc77,F1_Young
Ccnd3,F1_Young
Cd9,F1_Young
Cdh2,F1_Young
Cgnl1,F1_Young
Chd7,F1_Young
Chic2,F1_Young
Ckmt2,F1_Young
Clptm1,F1_Young
Cltc,F1_Young
Cnn3,F1_Young
Col1a2,F1_Young
Cox6c,F1_Young
Creb5,F1_Young
Crebzf,F1_Young
Csgalnact1,F1_Young
Ctdspl,F1_Young
Ctnnal1,F1_Young
Cul5,F1_Young
Cyp4f13,F1_Young
Cyp7b1,F1_Young
Cyrib,F1_Young
Cyth1,F1_Young
Dach1,F1_Young
Dennd1b,F1_Young
Diaph1,F1_Young
Dnm3,F1_Young
Dsp,F1_Young
Dtna,F1_Young
Dtnb,F1_Young
Ebf2,F1_Young
Efna5,F1_Young
Egln1,F1_Young
Ehd4,F1_Young
Eif2b3,F1_Young
Eif2s1,F1_Young
Eif3c,F1_Young
Eml1,F1_Young
Eml4,F1_Young
Epha4,F1_Young
Evl,F1_Young
Fam234a,F1_Young
Far1,F1_Young
Fars2,F1_Young
Fbln1,F1_Young
Fgf2,F1_Young
Filip1,F1_Young
Flnc,F1_Young
Fmo2,F1_Young
Foxo1,F1_Young
Fxr1,F1_Young
Fxyd1,F1_Young
Gas1,F1_Young
Gbe1,F1_Young
Gfpt1,F1_Young
Glcci1,F1_Young
Gm12092,F1_Young
Gm12353,F1_Young
Gm20757,F1_Young
Gm35546,F1_Young
Gm36372,F1_Young
Gm43361,F1_Young
Golga4,F1_Young
Hacd3,F1_Young
Hdac9,F1_Young
Hectd2os,F1_Young
Hibch,F1_Young
Hipk3,F1_Young
Hivep2,F1_Young
Idh3b,F1_Young
Ifi205,F1_Young
Ifi211,F1_Young
Igf2r,F1_Young
Ikzf2,F1_Young
Il1rap,F1_Young
Insr,F1_Young
Invs,F1_Young
Iqgap1,F1_Young
Itfg1,F1_Young
Itga1,F1_Young
Itgb5,F1_Young
Jam2,F1_Young
Jarid2,F1_Young
Junb,F1_Young
Kank2,F1_Young
Kif13a,F1_Young
Kif16b,F1_Young
Kras,F1_Young
Ktn1,F1_Young
Ldb2,F1_Young
Ldlr,F1_Young
Lepr,F1_Young
Lonp2,F1_Young
Lpar1,F1_Young
Lpin1,F1_Young
Lrrfip2,F1_Young
Lypla1,F1_Young
Maml2,F1_Young
Manba,F1_Young
Map2k1,F1_Young
Map3k14,F1_Young
Mapkapk2,F1_Young
Mapre2,F1_Young
Micu3,F1_Young
Mllt10,F1_Young
Mms19,F1_Young
Mpc1,F1_Young
Mtcl1,F1_Young
Mtr,F1_Young
Mtss1,F1_Young
Mybpc3,F1_Young
Myl3,F1_Young
Neo1,F1_Young
Nexn,F1_Young
Nf2,F1_Young
Nfx1,F1_Young
Nipsnap2,F1_Young
Nrdc,F1_Young
Nsmaf,F1_Young
Nxn,F1_Young
Orc4,F1_Young
Osbpl2,F1_Young
P4ha1,F1_Young
Papola,F1_Young
Parp4,F1_Young
Pcnx1,F1_Young
Pcolce2,F1_Young
Pdgfra,F1_Young
Pdgfrb,F1_Young
Pdlim1,F1_Young
Pdzrn4,F1_Young
Per2,F1_Young
Phip,F1_Young
Phkg1,F1_Young
Phldb1,F1_Young
Pigk,F1_Young
Pitpna,F1_Young
Plekhg2,F1_Young
Plod2,F1_Young
Pon2,F1_Young
Ppargc1a,F1_Young
Ppp1r3a,F1_Young
Ppp6r3,F1_Young
Prepl,F1_Young
Prkaa2,F1_Young
Prune2,F1_Young
Psmb2,F1_Young
Ptp4a2,F1_Young
Ptpn3,F1_Young
Pus10,F1_Young
Pxn,F1_Young
R3hcc1l,F1_Young
Rab30,F1_Young
Ralgapa1,F1_Young
Rapgef4,F1_Young
Rbm27,F1_Young
Rcan2,F1_Young
Rian,F1_Young
Rnf14,F1_Young
Rnf169,F1_Young
Rttn,F1_Young
Runx1,F1_Young
Sap130,F1_Young
Sav1,F1_Young
Sec14l1,F1_Young
Sec61a2,F1_Young
Sec62,F1_Young
Sh3pxd2b,F1_Young
Slc43a3,F1_Young
Slc49a4,F1_Young
Slc8a1,F1_Young
Slit3,F1_Young
Snapc3,F1_Young
Snrk,F1_Young
Snta1,F1_Young
Socs5,F1_Young
Spata6,F1_Young
Sptan1,F1_Young
Srek1,F1_Young
Stard9,F1_Young
Strip2,F1_Young
Sumo1,F1_Young
Swap70,F1_Young
Swt1,F1_Young
Taf1d,F1_Young
Tasor,F1_Young
Tbc1d9b,F1_Young
Tcf7l2,F1_Young
Tecrl,F1_Young
Tfdp2,F1_Young
Thap2,F1_Young
Thap3,F1_Young
Tle4,F1_Young
Tmem116,F1_Young
Tmem131,F1_Young
Togaram1,F1_Young
Tpd52l2,F1_Young
Tshz2,F1_Young
Tsnax,F1_Young
Ube3a,F1_Young
Uggt2,F1_Young
Unc5c,F1_Young
Urgcp,F1_Young
Usp25,F1_Young
Usp54,F1_Young
Usp7,F1_Young
Vdac1,F1_Young
Wasl,F1_Young
Wbp1l,F1_Young
Wdpcp,F1_Young
Wdr26,F1_Young
Wipf1,F1_Young
Wwc2,F1_Young
Xkr4,F1_Young
Xpo6,F1_Young
Xpr1,F1_Young
Yaf2,F1_Young
Yap1,F1_Young
Zfc3h1,F1_Young
Zfp236,F1_Young
Zswim6,F1_Young
