"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.5206,0.533809523809524,70,0.4529,0.236673322407263,0.0987970544233593,0,0.0309059044828643,1,1
"2210408F21Rik",0.5256,0.550678119349005,79,0.2233,0.14950662457503,0.0988324512675965,0.071553261025034,0.0888404727987506,1,1
"2310014F06Rik",0.3357,0.303225806451613,31,0.395,0.237466046956133,0.133589809051,-0.881355503501381,-0.972039562082077,0.163226312826446,1
"2610037D02Rik",0.4665,0.452651515151515,44,1e-04,0.0843403076817323,0.128757763265899,-0.192645077942396,0.0266987744606411,1,1
"2610307P16Rik",0.5315,0.543817807706697,54,0.1414,0.117621659301357,0.0976354809729387,0.123382415505282,0.0499806051841816,1,1
"4632427E13Rik",0.5319,0.57037037037037,63,1e-04,0.064186994782917,0.0979769366984419,0.185555653156077,-0.13836396635773,0.598853909675923,1
"4732440D04Rik",0.3685,0.399216027874564,82,0.1436,0.119272231569081,0.0988804550165098,-0.852442811586142,0.579332276514407,1,1
"4933431K23Rik",0.5154,0.521739130434783,23,0.1581,0.157276429985527,0.148515534064562,0.211504105193712,-0.0243294585487384,0.825413507899543,1
"5031425E22Rik",0.5269,0.49531746031746,70,0.1241,0.112111689192631,0.0992539199602123,0.195256291398934,-0.0391885526949807,0.779508873488436,1
"5330438D12Rik",0.5771,0.586274509803922,34,0,0.0885843185627656,0.135297782551531,0.447458976971221,-0.352764892146606,0.400931821490084,1
"5430431A17Rik",0.5576,0.536904761904762,28,0,0.0885843185627656,0.135297782551531,0.334419039070559,-0.0975725288340037,0.658668489411665,1
"9330159M07Rik",0.0588,0.0927884615384615,52,2e-04,0.0640132204294376,0.0976535253358944,-4,-8.70067272258049,3.02611692718709e-05,0.0542582765044645
"9530026P05Rik",0.5767,0.567260864135864,88,0.2547,0.160859915463463,0.0979607108845294,0.572787786775054,-0.177097265103384,0.551748258422646,1
"A330102I10Rik",0.2388,0.230769230769231,13,23.8758,9.18048594360168,0.173698197860966,-1.77760757866355,6.36581348352787,1,1
"AU040320",0.6534,0.682291666666667,32,1e-04,0.0903890972896402,0.137996281260377,0.91253715874966,-0.0126562019861396,0.873591093531758,1
"AW554918",0.4671,0.443650793650794,42,0.0284,0.0920948858936602,0.124187589054917,-0.175086706558091,-0.0750877718708765,0.698367658853881,1
"Aak1",0.4792,0.492047619047619,75,0.2773,0.170373826831518,0.0993836248473384,-0.210566985939658,-0.375016642295463,0.386465692877978,1
"Abca8a",0.6464,0.669047619047619,27,0.0722,0.10533751157641,0.119009492681036,0.854149133536545,0.192286405818773,1,1
"Abcc5",0.3899,0.364870509607352,57,0.3009,0.178740438509467,0.0984742297501256,-0.551015168797818,-0.0440668446939014,0.766563327192088,1
"Abcd3",0.5823,0.580555555555555,60,0.0926,0.103119425744563,0.103789736253863,0.46948528330122,-0.114996931230301,0.631528379420451,1
"Abhd18",0.4678,0.431388888888889,60,0.1317,0.114820688800759,0.0989834653616919,-0.100928908850781,-0.0404892912021921,0.775975620650698,1
"Abi1",0.5826,0.558095238095238,70,0.0316,0.0759701856172248,0.097703796832708,0.489805267680816,-0.0389525336986196,0.78015673129907,1
"Abl2",0.3954,0.472222222222222,30,0.1129,0.136000729083102,0.142236446886258,-0.719892080807265,-0.561796786358148,0.289145978588482,1
"Ablim1",0.4662,0.489748954394032,124,0.0426,0.0654139928256182,0.0752009717089942,-0.260460462169967,-0.164503790902842,0.566244045005272,1
"Ablim3",0.4217,0.428739316239316,78,0.0224,0.0736634137143397,0.0995165872130348,-0.45567948377619,-1.73840618720844,0.0622345132944023,1
"Abra",0.2889,0.33844696969697,44,0.1528,0.127226246996268,0.1056928879123,-1.4594316186373,-1.42268129726163,0.0916379182470485,1
"Abtb2",0.5382,0.516250944822373,63,0.4343,0.229062961184648,0.0979614960493526,0.296393002780225,-1.47377469993626,0.0860078877867346,1
"Acacb",0.5156,0.505051892551893,78,0.0817,0.0955927499929339,0.0986159934892077,0.110182917750423,-0.690036410761067,0.240088743571124,1
"Acadl",0.3281,0.277293844367015,41,0.0029,0.081922462552416,0.123440907805057,-1.03242147769238,0.0239055554894705,1,1
"Acadm",0.4515,0.445454545454545,44,1e-04,0.0779577647409666,0.119009492681036,-0.277533975528909,-0.0375574980333937,0.784029943088134,1
"Acat1",0.5678,0.57051282051282,39,0.0699,0.111876041832643,0.130330007892391,0.400537929583729,-0.00272210032656517,0.94118160064091,1
"Acbd6",0.3333,0.365151515151515,22,2e-04,0.1045456496859,0.159560055620264,-1,0.144147927031817,1,1
"Acer2",0.506,0.476934523809524,32,1.295,0.578693271386741,0.132757523164683,0.369233809665719,-0.100401656947749,0.654073214055938,1
"Ackr3",0.7287,0.713768115942029,46,0.4438,0.251323166029145,0.126450248915181,1.55458885167764,-0.120649346622294,0.623269699622696,1
"Aco2",0.4972,0.46310309408901,71,1e-04,0.0649016271509508,0.0990684185352189,-0.0159415438690215,-0.0899056764931032,0.671535410931552,1
"Acot11",0.6115,0.625,28,1.4132,0.628269528182958,0.139920992711438,0.308122295362332,-0.126250074487494,0.61532012162109,1
"Acot13",0.4426,0.431111111111111,45,0.503,0.272322733994926,0.124187589054917,-0.351472370501377,-1.18501138057731,0.123685248093804,1
"Acox1",0.5559,0.568292682926829,41,1.0788,0.489036703672815,0.121218058742946,0.0824621601919728,-2.09523191244597,0.0406519736103531,1
"Acsl1",0.4624,0.465625,48,0.12,0.109497045721169,0.0976384878314662,-0.249359468936717,-0.0854943020919094,0.679234694330745,1
"Acss1",0.6161,0.609173807657305,59,0.4303,0.228403031440164,0.0992735633529444,0.661831264105427,0.499683962115611,1,1
"Actc1",0.482,0.499436090225564,57,0.2254,0.150364806556816,0.0989251812144436,-0.120294233717712,0.0917839284665263,1,1
"Actn2",0.485,0.491741844575178,90,0.0846,0.0901079316884456,0.088556847665486,-0.0963683944722311,-0.0385840573026144,0.781172420460507,1
"Actr3",0.5667,0.55995115995116,39,1e-04,0.0843403076817323,0.128757763265899,0.387023123109247,0.0251229736519747,1,1
"Acvr2a",0.6547,0.648148148148148,36,1.4324,0.630333693024592,0.131937660479561,0.961525852185364,-0.0542109776994302,0.741947919183507,1
"Acyp2",0.4184,0.38430302901166,107,0.0481,0.077045582860621,0.0897762868891217,-0.446683125895309,-0.185261664409609,0.542719147221543,1
"Adam10",0.4395,0.427083333333333,56,0.3789,0.213534445270461,0.106376276076418,-0.358453970912476,-1.01831780534928,0.153548931806407,1
"Adam19",0.2529,0.225490196078431,51,0,0.0687691024377577,0.105033342456602,-1.56390088519333,-0.523412477328591,0.30623946317058,1
"Adam22",0.7464,0.75,27,0.1277,0.137077989448842,0.135297782551531,1.58496250072116,0.0371837996015962,1,1
"Adamts6",0.4759,0.490740740740741,36,1.2184,0.55184351342544,0.136176992838455,-0.283792966000591,-1.19306305906258,0.122416649451395,1
"Adamts9",0.5344,0.521864442746796,85,0.1873,0.135420037658641,0.0981975375172978,0.172315548867307,0.0751235574036713,1,1
"Adamtsl3",0.3527,0.356481481481482,36,0.6319,0.317381550014812,0.118245420722623,-0.970853654340483,0.10827939046262,1,1
"Adamtsl5",0.3998,0.355333333333333,50,0.146,0.125553702803943,0.107082355415889,-0.53051471669878,0.0222276951866291,1,1
"Adarb1",0.5011,0.507309941520468,57,0.4098,0.225268622485651,0.106376276076418,-0.0324214776923775,-0.0248033195710704,0.82374916978117,1
"Adcy6",0.4581,0.47108843537415,49,0.0453,0.0882788515401631,0.108557232585676,-0.269186632815389,-0.00382493345736634,0.930303082986536,1
"Adcy9",0.498,0.494318181818182,44,1.3262,0.582023280081815,0.119747556444959,-0.0801703486839831,-0.248670371830613,0.480670912544449,1
"Adgrf5",0.623,0.632316468253968,64,0.3377,0.19284093729139,0.0986663915563829,0.681470481574503,0.300166919683875,1,1
"Adgrl2",0.6203,0.649451264880952,64,0.3179,0.185643706895336,0.0991578216648101,0.578173335058517,-0.74726341403391,0.221515423104679,1
"Adgrl4",0.5657,0.565310846560847,96,0.3117,0.182195439484258,0.0974871679056235,0.293196376344046,-0.631161663110746,0.261211774393494,1
"Adhfe1",0.6425,0.637931034482759,29,0.6218,0.334625184068763,0.150440197801024,0.893084796083488,0.313430721158394,1,1
"Adipor2",0.4866,0.479251700680272,49,0.5805,0.291030005029435,0.107809827681624,-0.0331668639351992,-0.544794332990357,0.296562365148196,1
"Adk",0.4769,0.460733915039628,104,0.1182,0.101774826717509,0.0868880853398748,-0.0250909809628304,0.103328329083496,1,1
"Adprhl1",0.354,0.314545454545455,55,0.2566,0.162236705279513,0.0989615278635763,-0.678071905112638,0.013668696437712,1,1
"Adra1a",0.3764,0.392629295307867,56,0.3199,0.18622659810074,0.0988880908325307,-0.850252880495318,1.33181184769211,1,1
"Aebp2",0.518,0.521929824561404,38,0.1124,0.13014959125993,0.133589809051,0.106915203916512,-0.0871367933256408,0.676341332343351,1
"Afap1l1",0.5999,0.568910256410256,52,1e-04,0.0742546624788289,0.113353621159331,0.584962500721156,0.0176460459343346,1,1
"Aff1",0.4539,0.46099679541238,77,0.3574,0.200612466163843,0.0991101066542421,-0.209923069374231,-3.34818854859654,0.00966090191371432,1
"Afg1l",0.5021,0.476545842217484,67,0.1984,0.140110160436843,0.0989229183738718,0.0406419844973458,-0.299013923747736,0.439331482444496,1
"Afg2a",0.4018,0.366666666666667,55,0.4245,0.237044647579069,0.115836191735765,-0.415037499278844,-0.548530358268209,0.294912060215617,1
"Afg3l2",0.4277,0.419871794871795,52,0.2913,0.183231549885827,0.110901653858953,-0.45567948377619,0.0981319512135315,1,1
"Aftph",0.5627,0.574561403508772,38,0.536,0.292704272919111,0.136176992838455,0.283792966000591,-0.215507268893926,0.511491549497684,1
"Agap1",0.5002,0.523611111111111,60,1e-04,0.0640783780016982,0.0978110426679271,0,-0.116713846507572,0.628993811420674,1
"Agfg1",0.4474,0.434188034188034,39,0,0.0853317380351751,0.130330007892391,-0.299560281858908,0.0887607632982537,1,1
"Agl",0.5075,0.508908045977011,58,0.474,0.244012811332137,0.0977689005079508,-0.117356950638159,-0.365920306915108,0.392287223775355,1
"Agmo",0.8947,0.864285714285714,35,9e-04,0.0861965650483876,0.131128887017237,3.08746284125034,-0.0932766667646518,0.665800864777443,1
"Ago3",0.5094,0.509836065573771,61,0.1293,0.11533180849886,0.101156115513926,0.0588936890535685,-0.015302088081512,0.861126391887968,1
"Agtpbp1",0.6005,0.575012626262626,60,0.1777,0.132633443266148,0.0995094790151635,0.662965012722429,-0.301425087081668,0.437492617226028,1
"Ahnak",0.4134,0.4295670995671,55,0.082,0.0970812137797645,0.100715373846294,-0.560714954474479,-0.337472345402702,0.411332956211613,1
"Aig1",0.3903,0.424404761904762,56,0.5829,0.285291701442096,0.0976535253358944,-0.821662758741488,-1.60094763405736,0.073552986717295,1
"Airn",0.8647,0.867540559645823,111,0.3368,0.18719008718717,0.0905576598305375,2.8281134822244,1.52431545656574,1,1
"Akap10",0.4898,0.487841945288754,47,0.1376,0.13065619147422,0.119747556444959,-0.0801703486839831,-0.219525934061025,0.507580433557315,1
