"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.509457364341085,0.4995,0.3143,0.331752838950652,0.324403169357296,0.268402154398564,215
"2210408F21Rik",0.474226804123711,0.4765,1.0523,0.634155085082071,0.358232199948683,0.102333931777379,97
"2210408I21Rik",0.423076923076923,0.4363,2.6199,1.52155891113008,0.804385643599339,0.0385996409335727,26
"2610307P16Rik",0.493078449328449,0.5047,0.3594,0.316138690051895,0.274397159272594,0.490125673249551,312
"2900026A02Rik",0.644345238095238,0.6314,0.1544,0.262356657022232,0.311154067491956,0.120287253141831,112
"4732440D04Rik",0.317708333333333,0.317,2.0746,1.01298906297611,0.343903962185504,0.105924596050269,96
"4732471J01Rik",0.308771929824561,0.3059,0.839,0.523725007293445,0.313282661139522,0.118491921005386,114
"4930523C07Rik",0.499183006535948,0.5005,0.1071,0.258145334833401,0.332155974735548,0.10951526032316,102
"5031425E22Rik",0.534722222222222,0.5319,1.0735,0.609429111011437,0.308171395551468,0.123877917414722,120
"5330438D12Rik",0.574626865671642,0.5664,0.8696,0.718868568420936,0.593583926834909,0.0700179533213645,67
"9530026P05Rik",0.437946172933766,0.4502,0.4548,0.333139266729069,0.245030706717531,0.736086175942549,403
"9630014M24Rik",0.49,0.4865,0.9877,0.584835872052719,0.320373321915186,0.173249551166966,130
"AU020206",0.585227272727273,0.6033,0.2689,0.371744536212609,0.411815821642057,0.09245960502693,88
"AW554918",0.534632034632035,0.5253,0.9355,0.565185836883512,0.320637168200084,0.174147217235189,154
"Aak1",0.448863636363636,0.4407,1.0331,0.594638208410833,0.309012756979479,0.142728904847397,132
"Abca8a",0.683760683760684,0.6914,0.3955,0.62426800156291,0.724075327720418,0.0556552962298025,39
"Abcb1a",0.679324894514768,0.6761,1.3204,0.800496141517797,0.456792440144849,0.0861759425493716,79
"Abcc4",0.779696493982208,0.7725,0.9249,0.583267123626942,0.354401320152882,0.103231597845601,91
"Abcc5",0.510869565217391,0.5037,0.5519,0.464842080697929,0.38986680458597,0.0960502692998205,92
"Abcg2",0.582554517133956,0.5753,0.3892,0.351521213984257,0.311154067491956,0.120287253141831,107
"Abhd17b",0.367924528301887,0.3659,4.5677,2.18070640343693,0.681399580182664,0.0601436265709156,53
"Abi1",0.559055118110236,0.5565,0.0843,0.238232929455381,0.314967094254853,0.295332136445242,254
"Abi2",0.428571428571429,0.4423,0.6479,0.681454779272157,0.665026599541675,0.0619389587073609,56
"Ablim1",0.473479645826585,0.4715,0.0917,0.142511798837247,0.164477020757422,1.77468581687612,735
