"gene","phi_hat","phi_trend","df","statistic","p_over","p_under","p_two","padj_over","padj_two"
"Ablim1",1.71259035919015,1.70072481451386,31,31.2162794837976,0.455352501062751,0.544647498937249,0.910705002125502,0.50001855901662,0.999962881966761
"Airn",1.77990605447447,1.75908593835421,21,21.2485509257919,0.443857586292114,0.556142413707886,0.887715172584229,0.50001855901662,0.999962881966761
"Akap13",1.6626073782873,1.656967920392,22,22.0748765695279,0.455427075780883,0.544572924219117,0.910854151561765,0.50001855901662,0.999962881966761
"Akt3",1.46326907585158,1.46669497439674,24,23.9439409239692,0.464806727562549,0.535193272437451,0.929613455125097,0.50001855901662,0.999962881966761
"Ankrd11",1.64169289847493,1.63445990248832,35,35.1548859406988,0.460869055568197,0.539130944431803,0.921738111136394,0.50001855901662,0.999962881966761
"Ankrd44",1.51863981473249,1.52294800830488,39,38.8896747962457,0.47484738533346,0.52515261466654,0.949694770666921,0.50001855901662,0.999962881966761
"Apbb1ip",1.27892090582531,1.292607822944,28,27.7035189850154,0.480239060960074,0.519760939039926,0.960478121920149,0.50001855901662,0.999962881966761
"App",1.43932743784448,1.44474302683551,17,16.9362758558876,0.458691504697272,0.541308495302728,0.917383009394544,0.50001855901662,0.999962881966761
"Arb2a",1.57935600158926,1.57506748902912,31,31.0844052018662,0.461964844004236,0.538035155995764,0.923929688008472,0.50001855901662,0.999962881966761
"Arhgap15",1.41348775845711,1.4220671538892,46,45.722479920307,0.483799808377951,0.51620019162205,0.967599616755901,0.50001855901662,0.999962881966761
"Arhgap26",1.43261572062863,1.43754314212252,22,21.9245912907313,0.464397409811294,0.535602590188706,0.928794819622587,0.50001855901662,0.999962881966761
"Arid1b",1.23950484157152,1.25512721885243,29,28.6390414180002,0.483977076193102,0.516022923806898,0.967954152386204,0.50001855901662,0.999962881966761
"Arl15",1.05997381246132,1.08282624001423,29,28.3879716111924,0.497248823608692,0.502751176391308,0.994497647217384,0.50001855901662,0.999962881966761
"Atp2b1",1.46953237374518,1.47176415343098,26,25.9605736614146,0.465273643330542,0.534726356669458,0.930547286661084,0.50001855901662,0.999962881966761
"Atxn1",1.84532285384295,1.82341944944725,30,30.3603680612654,0.447312936205212,0.552687063794788,0.894625872410424,0.50001855901662,0.999962881966761
"Bach2",1.26455522990561,1.28215182397797,24,23.6706175900242,0.480555952216645,0.519444047783355,0.961111904433289,0.50001855901662,0.999962881966761
"Bcl2",1.42077224116436,1.43030756508045,45,44.7000018830216,0.484567883095964,0.515432116904036,0.969135766191927,0.50001855901662,0.999962881966761
"Birc6",1.5122901640955,1.51169366295744,26,26.0102593732909,0.462540901729843,0.537459098270157,0.925081803459687,0.50001855901662,0.999962881966761
"Camk1d",1.47577886476159,1.47771232579502,29,28.9620559638092,0.467043786898699,0.532956213101301,0.934087573797397,0.50001855901662,0.999962881966761
"Camk4",1.51906518478627,1.52026206547613,25,24.9803178557657,0.463477165234082,0.536522834765918,0.926954330468164,0.50001855901662,0.999962881966761
"Cblb",1.51736379041439,1.51802361350063,31,30.9865255615976,0.466891685596592,0.533108314403408,0.933783371193185,0.50001855901662,0.999962881966761
"Ccnd3",1.73179211065085,1.72475853101357,38,38.1549643161119,0.462438567082774,0.537561432917226,0.924877134165547,0.50001855901662,0.999962881966761
"Cd44",1.86171840371697,1.8321652493623,20,20.3226035900959,0.437918843336783,0.562081156663217,0.875837686673567,0.50001855901662,0.999962881966761
"Celf2",1.80801070989061,1.80117806415869,41,41.1555306943735,0.463811386861119,0.536188613138881,0.927622773722238,0.50001855901662,0.999962881966761
"Chst11",1.05153467110599,1.0802137903059,25,24.3362628894093,0.50001855901662,0.49998144098338,0.999962881966761,0.50001855901662,0.999962881966761
"Crebbp",1.68446259540868,1.67173827931349,26,26.1978971365127,0.452268903483839,0.547731096516161,0.904537806967677,0.50001855901662,0.999962881966761
"Crim1",1.56077004348085,1.55776803451899,29,29.055886536355,0.462158299589287,0.537841700410713,0.924316599178574,0.50001855901662,0.999962881966761
"Dennd1b",1.17783774721737,1.19682902404782,26,25.5874321330195,0.48595280877703,0.51404719122297,0.97190561755406,0.50001855901662,0.999962881966761
"Dennd4a",1.77639896950269,1.75340565075981,21,21.2753839041133,0.442240354470446,0.557759645529554,0.884480708940891,0.50001855901662,0.999962881966761
"Dlc1",2.13730724715,2.06668721338959,17,17.5809009540238,0.41572938690869,0.58427061309131,0.831458773817379,0.50001855901662,0.999962881966761
"Dleu2",1.52534461326327,1.52419068062194,28,28.0211982098879,0.463324601328987,0.536675398671013,0.926649202657973,0.50001855901662,0.999962881966761
"Dock10",1.46117429652845,1.46614815401258,41,40.860908901811,0.476735424431797,0.523264575568203,0.953470848863594,0.50001855901662,0.999962881966761
"Dock2",1.40525611344825,1.4141235187513,50,49.6864699163312,0.485902079263283,0.514097920736717,0.971804158526567,0.50001855901662,0.999962881966761
"Dst",1.47692563810959,1.48976193766504,16,15.8621385150912,0.462623342097678,0.537376657902322,0.925246684195355,0.50001855901662,0.999962881966761
"Ebf1",1.62603342470162,1.61591561986164,20,20.1252268957069,0.450121074067219,0.549878925932781,0.900242148134438,0.50001855901662,0.999962881966761
"Eif4g3",1.39420156016803,1.40112395666051,25,24.8764849380462,0.469312763634624,0.530687236365376,0.938625527269249,0.50001855901662,0.999962881966761
"Elmo1",1.38853763949662,1.39704187648784,43,42.7382453620206,0.482563653579853,0.517436346420147,0.965127307159707,0.50001855901662,0.999962881966761
"Emb",1.43451201510663,1.43924058735632,30,29.9014360984974,0.470710122603573,0.529289877396427,0.941420245207145,0.50001855901662,0.999962881966761
"Entpd1",2.72043587507363,2.55767341601664,12,12.7636430423262,0.386451684698782,0.613548315301218,0.772903369397564,0.50001855901662,0.999962881966761
"Esyt2",1.31606426992558,1.32552723657798,32,31.7715513310323,0.478117041025656,0.521882958974344,0.956234082051312,0.50001855901662,0.999962881966761
"Ets1",1.40026304387183,1.40546266287768,36,35.8668151853801,0.474891841085276,0.525108158914724,0.949783682170553,0.50001855901662,0.999962881966761
"Etv6",1.50119022642795,1.50387825919454,22,21.9606771887928,0.462237929520715,0.537762070479285,0.924475859041429,0.50001855901662,0.999962881966761
"Ext1",1.35310738762312,1.36711788560167,24,23.7540431918664,0.475731690345042,0.524268309654958,0.951463380690085,0.50001855901662,0.999962881966761
"Fbxl17",1.46205131918428,1.46488206677301,28,27.9458926187422,0.467317711533915,0.532682288466085,0.934635423067829,0.50001855901662,0.999962881966761
"Fli1",1.4123333613073,1.41886578094905,27,26.8756927309858,0.470516997361463,0.529483002638537,0.941033994722926,0.50001855901662,0.999962881966761
"Foxp1",1.46884410553982,1.4711993532051,25,24.9599774214802,0.464618480177517,0.535381519822483,0.929236960355034,0.50001855901662,0.999962881966761
"Frmd4b",1.32863215450359,1.34808644002509,13,12.8123965168177,0.462405004128243,0.537594995871757,0.924810008256486,0.50001855901662,0.999962881966761
"Fryl",1.50935164007485,1.50835412640167,23,23.015210496051,0.459882949105313,0.540117050894687,0.919765898210627,0.50001855901662,0.999962881966761
"Fyb1",1.29812304490182,1.30938002380717,32,31.7248901629616,0.480449037220823,0.519550962779177,0.960898074441646,0.50001855901662,0.999962881966761
"Fyn",1.52235531761193,1.52247239723638,25,24.9980774754165,0.462481413348568,0.537518586651432,0.924962826697135,0.50001855901662,0.999962881966761
"Gab2",1.37419914074737,1.38962723378199,16,15.8223628016543,0.465425960162802,0.534574039837198,0.930851920325605,0.50001855901662,0.999962881966761
"Gm2682",2.20604752069992,2.167431383656,31,31.5523128701507,0.43864654952911,0.56135345047089,0.877293099058221,0.50001855901662,0.999962881966761
"Gnaq",1.0502431283806,1.07976745495339,22,21.398449007125,0.496243843423088,0.503756156576912,0.992487686846176,0.50001855901662,0.999962881966761
"Gramd2b",1.96848455659644,1.93336011400493,21,21.3815188329781,0.435866497371873,0.564133502628127,0.871732994743746,0.50001855901662,0.999962881966761
"Grap2",1.96092223864158,1.93819218497162,36,36.4221882321388,0.449012814488336,0.550987185511664,0.898025628976672,0.50001855901662,0.999962881966761
"Heg1",1.50370613592085,1.50597771321442,22,21.9668157768736,0.461870923857178,0.538129076142822,0.923741847714356,0.50001855901662,0.999962881966761
"Hivep2",1.51862488500353,1.51837083557456,35,35.0058560990541,0.467924839378062,0.532075160621938,0.935849678756125,0.50001855901662,0.999962881966761
"Igf1r",1.85382516264522,1.82992844627604,28,28.3656471157103,0.445203267005005,0.554796732994995,0.890406534010009,0.50001855901662,0.999962881966761
"Il7r",1.82129326225866,1.79604867562971,24,24.3373349994996,0.442448980507493,0.557551019492507,0.884897961014986,0.50001855901662,0.999962881966761
"Itk",1.42472397378411,1.42926621963156,34,33.8919471007625,0.472948334486806,0.527051665513194,0.945896668973612,0.50001855901662,0.999962881966761
"Itpr2",1.61629528081415,1.61012784922505,28,28.1072511630539,0.458774886607449,0.541225113392551,0.917549773214899,0.50001855901662,0.999962881966761
"Jak1",1.49137492683523,1.49697906657099,24,23.9101528159868,0.466744647075163,0.533255352924837,0.933489294150326,0.50001855901662,0.999962881966761
"Kansl1",1.2191753500512,1.23268045212353,35,34.6165441159408,0.486494055034907,0.513505944965093,0.972988110069814,0.50001855901662,0.999962881966761
"Kcnq5",1.72017637347115,1.70086283617178,16,16.1816822557458,0.440354212870368,0.559645787129632,0.880708425740736,0.50001855901662,0.999962881966761
"Kcnt2",1.33003215041676,1.35296392667967,11,10.8135578237396,0.459012561072352,0.540987438927648,0.918025122144704,0.50001855901662,0.999962881966761
"Lama2",2.04321255566909,1.9791260953809,14,14.4533366752774,0.41651179846584,0.58348820153416,0.833023596931681,0.50001855901662,0.999962881966761
"Ldlrad4",2.04372600833769,2.00056887975571,24,24.5177382775712,0.432332636744711,0.567667363255289,0.864665273489421,0.50001855901662,0.999962881966761
"Lncpint",1.60774897143513,1.60883548248194,41,40.9723110576536,0.471837695669722,0.528162304330278,0.943675391339443,0.50001855901662,0.999962881966761
"Lpp",1.49245327106235,1.49577254594367,21,20.953398815417,0.461793358172492,0.538206641827508,0.923586716344985,0.50001855901662,0.999962881966761
"Lrch3",1.95796718147224,1.91772157218854,16,16.3357785394281,0.429781648980183,0.570218351019817,0.859563297960366,0.50001855901662,0.999962881966761
"Magi1",1.70639939666103,1.69503402266401,17,17.1139867137568,0.446669679891737,0.553330320108263,0.893339359783474,0.50001855901662,0.999962881966761
"Malat1",1.56688444226665,1.56693425510292,61,60.9980608101441,0.475986762644,0.524013237356,0.951973525288,0.50001855901662,0.999962881966761
"Man1a",1.74066974360873,1.72791571053874,34,34.2509596514082,0.455702723829549,0.544297276170451,0.911405447659097,0.50001855901662,0.999962881966761
"Mbnl2",1.58274045732412,1.57948500339353,25,25.0515271421317,0.459488864805432,0.540511135194568,0.918977729610863,0.50001855901662,0.999962881966761
"Mdfic",1.323950795085,1.34154149477788,22,21.7115293155302,0.477215605960511,0.522784394039489,0.954431211921022,0.50001855901662,0.999962881966761
"Mir99ahg",1.20142124903289,1.25103598816859,12,11.5240929315711,0.484615907077146,0.515384092922854,0.969231814154291,0.50001855901662,0.999962881966761
"Mllt10",1.70769372836279,1.69683383389297,22,22.1408020476512,0.451511771170656,0.548488228829344,0.903023542341312,0.50001855901662,0.999962881966761
