ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0008152,metabolic process,11,-0.4006832912274545,-0.9194857918861196,0.5941176470588235,0.9837758112094396,0.9837758112094396,13,"tags=82%, list=72%, signal=58%",Adk/Gpr39/Ptprk/Gli2/Smc5/Tll1/Plcb1/Adra1a/Fmn1
GO:0032501,multicellular organismal process,12,-0.3917412311892684,-0.872927020589911,0.6636085626911316,0.9837758112094396,0.9837758112094396,15,"tags=92%, list=83%, signal=46%",Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Tll1/Plcb1/Adra1a/Fmn1
GO:0008150,biological_process,14,-0.32594086298000985,-0.6910847631636038,0.8701298701298701,0.9837758112094396,0.9837758112094396,15,"tags=86%, list=83%, signal=64%",Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Itpr2/Tll1/Plcb1/Adra1a/Fmn1
GO:0009987,cellular process,14,-0.32594086298000985,-0.6910847631636038,0.8701298701298701,0.9837758112094396,0.9837758112094396,15,"tags=86%, list=83%, signal=64%",Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Itpr2/Tll1/Plcb1/Adra1a/Fmn1
GO:0050896,response to stimulus,11,-0.2977292921802294,-0.6832275265319935,0.8529411764705882,0.9837758112094396,0.9837758112094396,15,"tags=91%, list=83%, signal=39%",Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Itpr2/Plcb1/Adra1a
GO:0051716,cellular response to stimulus,10,-0.2617770632205817,-0.614342411693211,0.8736842105263158,0.9837758112094396,0.9837758112094396,12,"tags=70%, list=67%, signal=52%",Gpr39/Ptprk/Gli2/Smc5/Itpr2/Plcb1/Adra1a
GO:0050789,regulation of biological process,13,0.2466540009342717,0.530618087595288,0.9837758112094396,0.9837758112094396,0.9837758112094396,12,"tags=77%, list=67%, signal=92%",Fmo2/Mpp7/Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Itpr2
GO:0050794,regulation of cellular process,13,0.2466540009342717,0.530618087595288,0.9837758112094396,0.9837758112094396,0.9837758112094396,12,"tags=77%, list=67%, signal=92%",Fmo2/Mpp7/Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Itpr2
GO:0065007,biological regulation,13,0.2466540009342717,0.530618087595288,0.9837758112094396,0.9837758112094396,0.9837758112094396,12,"tags=77%, list=67%, signal=92%",Fmo2/Mpp7/Fhl2/Ryr2/Adk/Gpr39/Ptprk/Gli2/Smc5/Itpr2
