"","AR","N","log2FC","llr","pval"
"1600010M07Rik",0.575,10,0.362570079384708,-12.9027371070123,3.77615949284058e-07
"1700025G04Rik",0.600574712643678,29,0.594361198723406,11.9360664339681,1
"2210408F21Rik",0.514987429030511,71,0.0512253233551734,-0.97970352373035,0.161576747867575
"2310014F06Rik",0.455555555555556,15,-0.695145418471579,-19.1660533185911,5.96727392785105e-10
"2610035D17Rik",1,10,Inf,-1.31848547937352e-05,0.995902765450261
"2610037D02Rik",0.377777777777778,15,-0.569365645670138,-23.1344790258754,1.03084272499655e-11
"2700097O09Rik",0.715277777777778,12,0.772589503896928,-13.7353537610347,1.59491963327272e-07
"3222401L13Rik",0.25462962962963,18,-1.22239242133645,-8.94440652509168,2.34193705098738e-05
"4632427E13Rik",0.531904761904762,35,-0.100928908850781,-0.456028211216577,0.339569377491006
"4732440D04Rik",0.302927306188176,69,-1.13159688278321,-1.93819545298946,0.0489697182127375
"4933406I18Rik",0.606666666666667,10,-0.563900885193326,-12.7983192560788,4.20771769280047e-07
"4933431K23Rik",0.405128205128205,13,-0.750021746991653,-17.9407234691115,2.09696021576674e-09
"5031425E22Rik",0.523753968253968,50,0.128007612376072,-0.365149756145868,0.392786122131625
"5330438D12Rik",0.522222222222222,15,0,-20.4154803617275,1.65982490620292e-10
"5430431A17Rik",0.42156862745098,17,-0.357552004618084,-10.4549523804088,4.81398982651175e-06
"9330159M07Rik",0.0596917450365726,29,-3.85244281158614,-0.322616121532512,0.421822452527234
"9530026P05Rik",0.682565547659887,53,1.15686884861687,-0.224395604036943,0.502909549999036
"AW554918",0.470238095238095,14,-0.253756592245783,15.3005975279273,1
"Aak1",0.464174085872199,53,-0.136204383598311,-2.66895816009031,0.0208664002320124
"Abca1",0.468915343915344,54,-0.29218075149331,0.942936555995217,1
"Abca9",0.502604166666667,32,-0.0489096004809466,-1.66930194800231,0.0676720048167229
"Abcc1",0.722222222222222,12,0.782408564927373,-14.2520642579932,9.34989060869515e-08
"Abcc4",0.65,10,0.758991900496205,-9.08552818170409,2.0192439477064e-05
"Abcc5",0.521561771561772,33,0,1.23863121133061,1
"Abcd3",0.589331501831502,40,0.678071905112638,-0.098235482709299,0.657584588232944
"Abhd12",0.47,10,-0.176877762084079,-11.2488975487539,2.10384944505846e-06
"Abhd18",0.453796296296296,30,-0.505235308250422,6.62700315153375,1
"Abhd6",0.253333333333333,10,-1.09310940439148,-11.1968869298368,2.22092820688212e-06
"Abi1",0.59702380952381,28,0.249359468936717,-0.50644537935608,0.314211297362184
"Abl2",0.480392156862745,17,0.234465253637023,-22.7345886470995,1.55059859569386e-11
"Ablim1",0.430354094359812,111,-0.34623850229354,-0.333463742259113,0.414124881056085
"Abra",0.328107089428999,43,-0.904652123412519,-1.73064322614898,0.0628214208606744
"Abtb2",0.569502314814815,48,0.315775867905767,-0.173833185186595,0.555437123128639
"Acacb",0.504427639870678,79,0.0644887264517136,-1.08654296270622,0.140444157545494
"Acad10",0.591428571428571,10,0,-13.2334480238128,2.68093237531206e-07
"Acadl",0.438333333333333,30,-0.258734268400168,0.645589752945234,1
"Acadm",0.448534798534798,28,0,-1.28353982864531,0.109108988175236
"Acap2",0.4,10,-0.485426827170242,-17.2340902072895,4.33276786424073e-09
"Acat1",0.494540229885057,29,0.258734268400168,-17.3819257931735,3.72220921844659e-09
"Acer3",0.455234159779614,11,-0.459431618637298,-15.1265794271983,3.79173206323112e-08
"Ackr3",0.493055555555556,12,-0.476438043942987,-16.171258459775,1.29254005343161e-08
"Aco2",0.459126984126984,48,-0.230780206829167,-0.311996483867603,0.42956733288717
"Acot13",0.415,15,-0.187627003175771,-20.2013774496037,2.06649513006517e-10
"Acox1",0.576388888888889,24,0.144389909335175,-10.0648033432088,7.23677320079326e-06
"Acsl1",0.382395382395382,33,-0.463400520840243,0.162869115858733,1
"Acss1",0.587537973722184,66,0.16533773194666,0.34113202102138,1
"Actc1",0.296033932397569,66,-0.946061192889196,-0.608357438602468,0.270006323469313
"Actc1dt",0.354166666666667,18,-1.09953567355091,-8.68871862593563,3.06442225551662e-05
"Actn2",0.512165936117357,110,0.04020632239502,-0.049267264779445,0.753595393953897
"Actr2",0.368055555555556,12,-0.215728691055437,-18.1920745538893,1.62015488409582e-09
"Actr3",0.527777777777778,15,0,-6.98428230443762,0.000185892867657913
"Actr3b",0.483333333333333,10,-0.497499659470817,-12.3172692472075,6.92985141079468e-07
"Acvr2a",0.625,12,1.14438990933517,-17.9821371479507,2.00968695931027e-09
