"","AR","N","log2FC","llr_mean","pval_mean"
"1600010M07Rik",0.575,10,0.362570079384708,0.665864806949394,1
"1700025G04Rik",0.600574712643678,29,0.594361198723405,-1.03252458315774,0.150710067986297
"2210408F21Rik",0.514987429030511,71,0.0512253233551736,0.0218270411752002,1
"2310014F06Rik",0.455555555555556,15,-0.695145418471579,-0.907539553919715,0.17790014229055
"2610035D17Rik",1,10,Inf,-31.0747580220923,3.18345251293056e-15
"2610037D02Rik",0.377777777777778,15,-0.569365645670137,0.229958623351308,1
"2700097O09Rik",0.715277777777778,12,0.772589503896927,0.93806985015744,1
"3222401L13Rik",0.25462962962963,18,-1.22239242133645,1.91229759562354,1
"4632427E13Rik",0.531904761904762,35,-0.100928908850781,0.478398010253585,1
"4732440D04Rik",0.302927306188176,69,-1.13159688278321,-11.6046382845587,1.45294762484748e-06
"4933406I18Rik",0.606666666666667,10,-0.563900885193326,2.43440739387883,1
"4933431K23Rik",0.405128205128205,13,-0.750021746991653,-1.48133676647445,0.0852069451533873
"5031425E22Rik",0.523753968253968,50,0.128007612376071,-0.120049929419338,0.624134000762601
"5330438D12Rik",0.522222222222222,15,0,0.0290948859895224,1
"5430431A17Rik",0.42156862745098,17,-0.357552004618084,0.404199952454654,1
"9330159M07Rik",0.0596917450365726,29,-3.85244281158614,-63.3246872266755,2.21672790663042e-29
"9530026P05Rik",0.682565547659887,53,1.15686884861687,-9.96401563476047,8.04126331338342e-06
"AW554918",0.470238095238095,14,-0.253756592245783,-0.0157419934604519,0.859164929791999
"Aak1",0.464174085872199,53,-0.136204383598311,-0.214462855630117,0.512516556672572
"Abca1",0.468915343915344,54,-0.29218075149331,-0.56499748464573,0.28777641194736
"Abca9",0.502604166666667,32,-0.0489096004809462,-0.0104714850440075,0.884934425521574
"Abcc1",0.722222222222222,12,0.782408564927374,0.855830159179241,1
"Abcc4",0.65,10,0.758991900496205,0.186114512291354,1
"Abcc5",0.521561771561772,33,0,0.049189015686963,1
"Abcd3",0.589331501831502,40,0.678071905112638,-2.22858816634729,0.0347549032001312
"Abhd12",0.47,10,-0.17687776208408,0.0349255961133252,1
"Abhd18",0.453796296296296,30,-0.505235308250422,-0.991581834394751,0.159057517220066
"Abhd6",0.253333333333333,10,-1.09310940439148,1.80730467627673,1
"Abi1",0.59702380952381,28,0.249359468936718,-0.0133175466348519,0.870358908000033
"Abl2",0.480392156862745,17,0.234465253637024,1.1091509514069,1
"Ablim1",0.430354094359812,111,-0.346238502293541,-4.65141658147741,0.00228799754580867
"Abra",0.328107089428999,43,-0.904652123412522,-8.40464341646728,4.13305432154817e-05
"Abtb2",0.569502314814815,48,0.315775867905767,0.241747404353532,1
"Acacb",0.504427639870678,79,0.0644887264517138,-0.0306125038688094,0.804570138115097
"Acad10",0.591428571428571,10,4.44089209850063e-16,0.537928790785372,1
"Acadl",0.438333333333333,30,-0.258734268400168,0.608634783792567,1
"Acadm",0.448534798534798,28,0,0.0737630851011488,1
"Acap2",0.4,10,-0.485426827170242,0.38240808025374,1
"Acat1",0.494540229885057,29,0.258734268400168,-0.167723080256707,0.562469653357968
"Acer3",0.455234159779614,11,-0.459431618637297,0.585706031411881,1
"Ackr3",0.493055555555556,12,-0.476438043942988,-0.255880970516415,0.474377118454411
"Aco2",0.459126984126984,48,-0.230780206829167,-0.0558785861275908,0.738152420507186
"Acot13",0.415,15,-0.187627003175771,-0.21967894683327,0.507432535643834
"Acox1",0.576388888888889,24,0.144389909335175,-0.010409727038784,0.885271885017258
"Acsl1",0.382395382395382,33,-0.463400520840243,-0.174085963861017,0.555149786044358
"Acss1",0.587537973722184,66,0.165337731946661,-0.452072516491157,0.341672701538468
"Actc1",0.296033932397569,66,-0.946061192889195,-9.64735631785982,1.12016115076396e-05
"Actc1dt",0.354166666666667,18,-1.09953567355091,-4.42284166457134,0.00293782885987171
"Actn2",0.512165936117357,110,0.0402063223950204,-0.050194781788889,0.751362642456537
"Actr2",0.368055555555556,12,-0.215728691055437,0.75790061508814,1
"Actr3",0.527777777777778,15,0,0.481936272522475,1
"Actr3b",0.483333333333333,10,-0.497499659470818,-0.295581141281339,0.441970022895759
"Acvr2a",0.625,12,1.14438990933518,-3.26445048025566,0.0106135516072818
"Acyp2",0.447324552773117,110,-0.254849773133113,-1.50375497643759,0.0828795187018547
"Adam10",0.606060606060606,11,-0.206450877467426,2.95534363225161,1
"Adam19",0.372822822822823,37,-0.756728848987636,-3.56240250719395,0.00760246821768946
"Adam22",0.716326530612245,14,0.868755466721748,-2.01383515767725,0.0447597094178499
"Adamts1",0.652777777777778,12,0.658963082164933,-0.87907952664871,0.184854304671456
"Adamts6",0.512820512820513,13,0,0.137533606832111,1
"Adamts9",0.641269841269841,14,0.830074998557688,-0.387993906857297,0.378371024625341
"Adamtsl5",0.46031746031746,28,-0.235628248493142,-0.24707911490934,0.482078253697143
"Adarb1",0.451754385964912,19,-0.571156701196126,-1.10415090200257,0.137269704856348
"Adck1",0.516666666666667,15,0.0443941193584534,0.00282648105567773,1
"Adcy6",0.412481962481963,33,-0.421826664941483,-0.899819779966535,0.179756076433772
"Adcy9",0.669318181818182,20,0.597240830499593,2.27612594569754,1
"Adgre1",0.573684210526316,19,0.404390255079335,-0.173601135004489,0.555701145813743
"Adgrg6",0.287878787878788,11,-0.447458976971221,1.14932014620139,1
"Adgrl2",0.477891156462585,14,0.736965594166205,-0.79384480784546,0.207656534071022
"Adhfe1",0.576923076923077,13,0.253756592245783,0.452551728174747,1
"Adipor2",0.53030303030303,11,0.383328639551506,-0.332452922826626,0.414833319196964
"Adk",0.484023492551639,113,0.0309603091834454,0.0933331301967257,1
"Adprhl1",0.485706492089471,47,0.0588936890535674,0.00703692289445712,1
"Adra1a",0.30612693757855,62,-1.03069679722292,-9.29235840603812,1.62518262648149e-05
"Aebp2",0.716666666666667,10,0.584962500721156,1.56443801958262,1
"Aff1",0.468735431235431,52,-0.15754127698648,-0.0675428900846953,0.713216130263646
"Aff4",0.508333333333333,10,-0.295455883526171,0.57520249299705,1
"Afg1l",0.42,35,-0.485426827170242,-1.42963672842718,0.0908485239806234
"Afg2a",0.441176470588235,17,-0.211504105193712,0.0391941499977122,1
"Afg3l2",0.381333333333333,25,-0.415037499278844,-1.22012083024801,0.118258005849397
"Aftph",0.4265625,32,-0.453717967442904,-0.209615884821794,0.517320625363467
"Agap1",0.334114583333333,32,-0.893084796083488,-2.59776458829833,0.0226450595184064
"Agfg1",0.62987012987013,11,0.618909832644494,0.280691426717659,1
"Agl",0.467098301308828,36,-0.208946890271496,-0.264430583384524,0.467086042464448
"Agmo",0.485858585858586,15,0.234465253637023,-0.0790570711413991,0.690898748115095
"Ago3",0.477422003284072,29,-0.206450877467427,0.249364179439127,1
"Agps",0.509375,16,-0.0801703486839829,-0.00544335972517729,0.916899977409195
"Agtpbp1",0.535580899026277,42,0.446256229889564,-1.24836139379764,0.114083476252657
"Agtr1a",0.7,15,1.22239242133645,-2.51344754636253,0.0249566005687919
"Ahnak",0.524509803921569,17,-0.0780025120012726,0.0240704888284924,1
"Aig1",0.285002405002405,45,-1.29545588352617,-10.0492469521174,7.35545755459789e-06
"Airn",0.592815488144267,90,0.870308923360363,1.07217249341983,1
"Akap10",0.432291666666667,16,-0.270089163367745,-0.197374380535315,0.529813753559176
"Akap13",0.504137906496833,47,0.136061549576028,0.0914779048271441,1
"Akap6",0.486671056074252,112,-0.115749861291273,-0.077502080330504,0.693798349039634
"Alcam",0.392857142857143,28,-0.514573172829758,-1.74869954897703,0.0614652892685874
"Alpk1",0.515151515151515,11,-0.459431618637298,0.86816336664652,1
"Alpk2",0.454819335141464,63,-0.268488835925902,-1.18917675670295,0.123027152380865
"Alpk3",0.468478260869565,46,-0.192645077942397,-0.116011643562842,0.630027633047047
"Ambra1",0.57258064516129,31,-0.0931094043914823,1.70210598711981,1
"Amd1",0.482738095238095,20,0,1.01985887528519,1
"Ammecr1l",0.545454545454545,11,0.432959407276106,-0.382019844837487,0.382067261344489
"Amy1",0.575757575757576,11,0.770518153877234,-1.02342535519389,0.152521401830029
