"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"Ablim1",TRUE,3,188.509733479694,188.478187500532,87,86,0.00016734403353913
"Actn2",TRUE,3,121.028972503247,119.586702283835,72,71,0.0119167352211793
"Acyp2",TRUE,3,146.920467958528,146.32546748607,74,73,0.00404981334952859
"Adk",TRUE,3,108.418703486312,107.940676640605,79,78,0.00440908100111526
"Airn",TRUE,5,383.581748785717,362.729918024356,53,52,0.0543608522234715
"Akap6",TRUE,3,142.020848129329,141.463470286519,64,63,0.00392461987202442
"Ank2",TRUE,3,144.869855023108,144.299396584522,84,83,0.00393773044429679
"Arhgap26",TRUE,4,120.022459802236,112.968626054244,76,75,0.0587709480343543
"Atp2a2",TRUE,3,213.873200037739,213.870069279396,115,114,1.463838546234e-05
"Cacna1c",TRUE,4,363.370023474886,345.10473755759,123,122,0.0502663531312421
"Cacnb2",TRUE,3,281.355771914857,281.308995536805,106,105,0.000166253486587831
"Camk2d",TRUE,3,69.13398916984,67.8617929828599,54,53,0.0184018917793788
"Cd36",TRUE,3,144.90878193896,144.138727651255,76,75,0.00531406224937481
"Cdh2",TRUE,3,230.858252472754,229.006191154431,90,89,0.00802250427907591
"Celf2",TRUE,3,171.810133459802,171.525931304739,79,78,0.00165416410161801
"Ckmt2",TRUE,3,226.636421917133,224.889483223914,82,81,0.0077081109842867
"Clip1",TRUE,4,89.0954251992805,87.0135407698037,49,48,0.0233669060428217
"Corin",TRUE,3,217.293616052716,217.143401428468,63,62,0.000691297917425948
"Cpeb3",TRUE,3,143.716361624077,137.174692320323,71,70,0.0455179161915122
"D830005E20Rik",TRUE,4,300.206545481289,278.025771893936,99,98,0.0738850432184713
"Dlc1",TRUE,3,125.36932337866,120.607630509988,56,55,0.0379813238226555
"Dst",TRUE,3,66.1945734311396,66.047530420657,49,48,0.00222137560317559
"Efna5",TRUE,4,177.412781404098,177.382153287532,52,51,0.000172637598732317
"Esrrg",TRUE,3,147.064898028312,145.994514771696,66,65,0.00727830550298525
"F13a1",TRUE,4,105.766541305244,95.805863827959,52,51,0.0941760726441695
"Fhl2",TRUE,3,865.810543718352,865.500588067707,115,114,0.000357994774831893
"Fhod3",TRUE,4,252.526717277718,252.49513862432,102,101,0.00012505074211
"Filip1",TRUE,3,84.1152745040877,83.039376534766,61,60,0.0127907562052767
"Gpcpd1",TRUE,3,221.885972464317,213.385638070466,78,77,0.0383094717500355
"Grm1",TRUE,6,24.4985299717966,23.7247596687663,75,74,0.0315843564459216
"Kcnd2",TRUE,4,203.772645006724,203.75078202624,55,54,0.00010729104725149
"Lama2",TRUE,4,242.444447244198,240.228832374129,85,84,0.00913864967935019
"Ldb3",TRUE,3,133.617420716745,132.197600180167,80,79,0.0106260136512329
"Limch1",TRUE,3,143.999156562401,143.241574119177,88,87,0.00526102000393236
"Lmo7",TRUE,3,145.776933704251,145.722291892429,86,85,0.000374831672156906
"Lncpint",TRUE,3,164.340670501043,164.310179474042,81,80,0.00018553549105238
"Luc7l2",TRUE,3,69.6064389672946,69.5398817479811,70,69,0.00095619342550679
"Malat1",TRUE,3,326.576467255225,323.620183520995,123,122,0.00905234770611663
"Mast2",TRUE,4,117.613013075103,116.389292284755,73,72,0.0104046377042174
"Mbnl2",TRUE,3,98.5971925115724,96.1724003890596,69,68,0.0245929124424932
"Mhrt",TRUE,3,102.713851425084,100.831889832458,88,87,0.018322373920508
"Mir99ahg",TRUE,3,137.94821928322,134.735598773525,76,75,0.0232885971735438
"Mlip",TRUE,3,137.858668968717,129.06139091757,77,76,0.0638137457510443
"Myh6",TRUE,4,341.742527475103,339.800043015141,123,122,0.00568405832985897
"Myocd",TRUE,3,186.206496438073,184.902938902911,71,70,0.00700060180550899
"Myom1",TRUE,3,150.238612204274,150.146785768542,94,93,0.000611203966710772
"Myzap",TRUE,4,70.4972983486006,70.4628775480781,56,55,0.000488257015925697
"Neat1",TRUE,3,149.53516963661,147.867089702129,116,115,0.0111551010945069
"Ogdh",TRUE,3,137.701149067359,137.068432329128,61,60,0.0045948544548573
"Palld",TRUE,3,228.098203670983,227.159806608312,87,86,0.004114004615418
"Pcdh7",TRUE,4,178.983032618115,176.116589480179,108,107,0.0160151668904407
"Pde3a",TRUE,4,96.2796347205089,87.1192840590523,50,49,0.0951431804664432
"Pde4b",TRUE,4,165.101870118476,163.560315182978,76,75,0.00933699257550313
"Pde7b",TRUE,4,116.963253989806,101.847811564065,59,58,0.129232403426963
"Pdlim5",TRUE,4,260.705714278182,258.419205744189,104,103,0.0087704580635054
"Pln",TRUE,4,144.080558149486,143.862377982895,81,80,0.00151429290247673
"Ptprm",TRUE,3,125.693396752856,124.688295009884,73,72,0.00799645620961864
"Qki",TRUE,3,85.3289291056955,84.776673559919,70,69,0.00647207871427136
"Rbm20",TRUE,3,246.437758454313,242.247310865612,116,115,0.0170040809289296
"Rbpms",TRUE,4,133.355784880685,120.579136424851,54,53,0.0958087305118845
"Ryr2",TRUE,3,696.620517736465,695.365495915631,122,121,0.00180158607000513
"Slc8a1",TRUE,3,395.864771156034,395.52564383701,123,122,0.000856674661990242
"Sorbs1",TRUE,3,232.548939156082,232.032436851574,117,116,0.00222104777765042
"Sorbs2",TRUE,3,271.577834045334,271.576504845632,93,92,4.89436005235433e-06
"Sptbn1",TRUE,3,82.9007352359339,82.8377971775289,52,51,0.0007591978313084
"Synpo2",TRUE,4,167.084590204393,166.546576062346,56,55,0.0032200105430904
"Tnni3k",TRUE,4,88.9090667685496,87.2291007255079,50,49,0.0188953287229409
"Tnnt2",TRUE,3,62.8436019143093,62.2509089411395,66,65,0.00943123810722968
"Trdn",TRUE,3,173.301659493307,172.322731667493,96,95,0.00564869274002477
"Ttn",TRUE,3,471.649912114386,452.774433439554,123,122,0.0400201042977272
"Zbtb16",TRUE,4,159.207636621346,149.121870094632,88,87,0.0633497660084084
"Zfpm2",TRUE,3,76.8136741141328,72.601736309784,50,49,0.0548331772034562
