"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"1600010M07Rik",10,0.575,2.6,0.711111111111111,0.107561219924818,0.0672257625097881,0.615384615184717,5.72124986695812,2.33459842159436,1,0.99849949090751,2.82638001772799,0.99849949090751,4.72275037605061,0.487179487179487,10,0.234465253637024,-25.7249941084542,-26.6673205098471,0.94232640139289,1
"1700025G04Rik",29,0.600574712643678,3.3448275862069,2.16256157635468,0.356185902826785,0.229407869617253,0.608247422680411,1.70766843340289,2.47720412509067,2,0.451675317683665,0.944209739670892,0.451675317683665,1.25599311571923,0.574691358024691,29,0.68225970207607,-55.1210375864297,-54.2669205703044,-0.854117016125251,0.191214656181676
"2210408F21Rik",71,0.514987429030511,4.40845070422535,7.7307847082495,1.87344836900189,1.79148500232357,0.511182108700749,0.272856256494054,1.73066760007701,3,0.312330638414203,0.30811038881324,0.312330638414203,-0.0394743819201487,0.494791666666667,71,-0.0513468800002212,-119.3743529652,-119.442202458735,0.067849493534581,1
"2310014F06Rik",15,0.455555555555556,2.53333333333333,1.12380952380952,0.123016833873984,0.151961971256098,0.447368421052632,3.63664392070849,2.199706217739,4,1.1758222364712,2.15085707801099,1.1758222364712,2.46082168423729,0.298850574712644,15,-0.719892080807266,-26.8910401930335,-25.7709557195769,-1.12008447345661,0.13446628749945
"2610035D17Rik",10,1,2.3,0.455555555555555,999999.999994827,5.17275111633353e-06,0.999999999994827,1e-06,2.97435409634458e-11,5,NA,1e-06,2.63216645235656,-2.63216545235656,1,10,Inf,-23.2205811738968,0,-23.2205811738968,9.44112161925702e-12
"2610037D02Rik",15,0.377777777777778,2.26666666666667,0.352380952380952,0.643015489399936,1.17886173056655,0.352941176470588,0.548884408367758,1.44603445723794,6,3.06800225676188,2.21716840699379,3.06800225676188,-2.51911784839412,0.418238993710692,15,-0.550197082560479,-43.5859919552215,-43.1593626350609,-0.4266293201606,0.355632115807893
"2700097O09Rik",12,0.715277777777778,2.66666666666667,0.424242424242424,0.410325579532551,0.16056218329565,0.718749999999618,1.75165779530106,2.06990971452718,7,0.867770239697077,1.23334685353886,0.867770239697077,0.883887555603981,0.615384615384615,12,0.563900885193327,-30.8260988836361,-30.6989971630421,-0.127101720594023,0.614130734255686
"3222401L13Rik",18,0.25462962962963,2.72222222222222,0.918300653594771,0.196638527181478,0.766890256007763,0.204081632653061,1.03785171491197,1.87806611012262,8,0.783656328073458,0.907208853812136,0.783656328073458,0.254195386838515,0.411711711711712,18,-0.46948528330122,-33.7361032530736,-37.8570354362176,4.12093218314398,1
"4632427E13Rik",35,0.531904761904762,3,2.23529411764706,0.753321571725329,0.860938939114662,0.466666666666667,0.61947869831719,1.76315618194813,9,0.542104544626102,0.590180394794897,0.542104544626102,0.0773741536910881,0.555787037037037,35,0.226275855823676,-65.4537956128708,-66.3217344271538,0.867938814282965,1
"4732440D04Rik",69,0.302927306188176,3.68115942028985,5.04390451832907,1.32870404743468,2.94333175064597,0.311023622047279,0.234080435479796,1.50857152824616,10,0.414634968137883,0.360367713258074,0.414634968137883,-0.180554532658087,0.291715257531584,69,-1.06102943339756,-116.96181827774,-103.9251119829,-13.0367062948392,3.28678953851602e-07
"4933406I18Rik",10,0.606666666666667,2.6,1.15555555555556,0.287022365849249,0.210483068543394,0.576923076628595,2.01002829490858,2.06664378542839,11,0.99849949090751,1.41705537011424,0.99849949090751,1.01152880400107,0.358974358974359,10,-0.362570079384708,-33.7501738522076,-35.7949164458914,2.04474259368387,1
"4933431K23Rik",13,0.405128205128205,2.46153846153846,0.769230769230769,0.584905278145307,0.85486156003956,0.406250000092171,0.694556905658914,1.60088691740032,12,1.44592711398227,1.21045621077986,1.44592711398227,-0.751370208323354,0.373873873873874,13,-0.695145418471579,-32.2061716439573,-30.9580959792226,-1.24807566473466,0.114124889544406
"5031425E22Rik",50,0.523753968253968,3.32,4.91591836734694,1.37741339958455,1.25075469617448,0.524096385542169,0.380493166176723,1.63987827530036,13,0.454638756139019,0.442159401476333,0.454638756139019,-0.0741455899622964,0.515042016806723,50,0.274859841230584,-88.625513825313,-88.4674945916231,-0.158019233689913,0.573998164136605
"5330438D12Rik",15,0.522222222222222,2.6,1.11428571428571,1.6009185261428,1.52087259983552,0.512820512820535,0.320328926454557,1.39256126914279,14,0.99849949090751,0.775397382093728,0.99849949090751,-0.678170564452953,0.528455284552846,15,0.289506617194985,-35.1391993712049,-35.098661190326,-0.0405381808789258,0.775844023583359
