"","AR","N","log2FC","llr_var","pval_var"
"1600010M07Rik",0.575,10,0.362570079384708,-3288.18086803089,0
"1700025G04Rik",0.600574712643678,29,0.594361198723406,5244.01344911729,1
"2210408F21Rik",0.514987429030511,71,0.0512253233551734,3444.17075541563,1
"2310014F06Rik",0.455555555555556,15,-0.695145418471579,-2955.1198623852,0
"2610035D17Rik",1,10,Inf,-3501.20426713396,0
"2610037D02Rik",0.377777777777778,15,-0.569365645670138,-3183.01926245802,0
"2700097O09Rik",0.715277777777778,12,0.772589503896928,-2768.23567482719,0
"3222401L13Rik",0.25462962962963,18,-1.22239242133645,12.9385638714243,1
"4632427E13Rik",0.531904761904762,35,-0.100928908850781,2923.87466950159,1
"4732440D04Rik",0.302927306188176,69,-1.13159688278321,3217.50287396698,1
"4933406I18Rik",0.606666666666667,10,-0.563900885193326,-2979.05096210021,0
"4933431K23Rik",0.405128205128205,13,-0.750021746991653,-2999.28716084486,0
"5031425E22Rik",0.523753968253968,50,0.128007612376072,3009.82305953671,1
"5330438D12Rik",0.522222222222222,15,0,-2905.53225802789,0
"5430431A17Rik",0.42156862745098,17,-0.357552004618084,-179.349065320881,5.40833611534537e-80
"9330159M07Rik",0.0596917450365726,29,-3.85244281158614,5147.5010545773,1
"9530026P05Rik",0.682565547659887,53,1.15686884861687,3370.19710894561,1
"AW554918",0.470238095238095,14,-0.253756592245783,-307.266129123976,1.15605769674248e-135
"Aak1",0.464174085872199,53,-0.136204383598311,2934.08160662111,1
"Abca1",0.468915343915344,54,-0.29218075149331,3207.87331830561,1
"Abca9",0.502604166666667,32,-0.0489096004809466,2862.23936437158,1
"Abcc1",0.722222222222222,12,0.782408564927373,-2799.24101039398,0
"Abcc4",0.65,10,0.758991900496205,-2796.50266759706,0
"Abcc5",0.521561771561772,33,0,2991.44478148338,1
"Abcd3",0.589331501831502,40,0.678071905112638,2936.06356714997,1
"Abhd12",0.47,10,-0.176877762084079,-2634.84846231979,0
"Abhd18",0.453796296296296,30,-0.505235308250422,4157.99400059996,1
"Abhd6",0.253333333333333,10,-1.09310940439148,-2657.4601754656,0
"Abi1",0.59702380952381,28,0.249359468936717,2925.77037175049,1
"Abl2",0.480392156862745,17,0.234465253637023,-2985.88099982073,0
"Ablim1",0.430354094359812,111,-0.34623850229354,4973.26749988115,1
"Abra",0.328107089428999,43,-0.904652123412519,3413.43961576316,1
"Abtb2",0.569502314814815,48,0.315775867905767,3195.02421141158,1
"Acacb",0.504427639870678,79,0.0644887264517136,3318.42740338557,1
"Acad10",0.591428571428571,10,0,-2636.20655511353,0
"Acadl",0.438333333333333,30,-0.258734268400168,3201.57758660215,1
"Acadm",0.448534798534798,28,0,2849.56353588654,1
"Acap2",0.4,10,-0.485426827170242,-3495.82584408573,0
"Acat1",0.494540229885057,29,0.258734268400168,-486.396179642002,1.47335651958196e-213
"Acer3",0.455234159779614,11,-0.459431618637298,-3238.10960462776,0
"Ackr3",0.493055555555556,12,-0.476438043942987,-3763.96608532565,0
"Aco2",0.459126984126984,48,-0.230780206829167,3163.38707843228,1
"Acot13",0.415,15,-0.187627003175771,-3018.30660470214,0
"Acox1",0.576388888888889,24,0.144389909335175,4.76360615596468,1
"Acsl1",0.382395382395382,33,-0.463400520840243,3064.10967038614,1
"Acss1",0.587537973722184,66,0.16533773194666,3322.58528094228,1
"Actc1",0.296033932397569,66,-0.946061192889196,3396.81224037811,1
"Actc1dt",0.354166666666667,18,-1.09953567355091,-26.1683192740738,4.67569064740439e-13
"Actn2",0.512165936117357,110,0.04020632239502,4193.11813440512,1
"Actr2",0.368055555555556,12,-0.215728691055437,-3138.14261377575,0
"Actr3",0.527777777777778,15,0,-13.245892104394,2.64661321354083e-07
"Actr3b",0.483333333333333,10,-0.497499659470817,-4334.18240435811,0
"Acvr2a",0.625,12,1.14438990933517,-3144.54961095839,0
"Acyp2",0.447324552773117,110,-0.254849773133113,4195.89800953778,1
"Adam10",0.606060606060606,11,-0.206450877467427,-2991.65228354956,0
"Adam19",0.372822822822823,37,-0.756728848987636,2973.81183501138,1
"Adam22",0.716326530612245,14,0.868755466721747,-2837.29198580996,0
"Adamts1",0.652777777777778,12,0.658963082164933,-2614.40482074559,0
"Adamts6",0.512820512820513,13,0,-3002.86956791882,0
"Adamts9",0.641269841269841,14,0.830074998557688,-3242.64132069752,0
"Adamtsl5",0.46031746031746,28,-0.235628248493142,3086.20912372629,1
"Adarb1",0.451754385964912,19,-0.571156701196126,-55.2625294737777,7.51889208341599e-26
"Adck1",0.516666666666667,15,0.0443941193584536,-3062.28493737019,0
"Adcy6",0.412481962481963,33,-0.421826664941483,3027.31765625673,1
"Adcy9",0.669318181818182,20,0.597240830499593,152.669574137147,1
"Adgre1",0.573684210526316,19,0.404390255079335,2.08362162534831,1
"Adgrg6",0.287878787878788,11,-0.447458976971221,-2945.4996402129,0
"Adgrl2",0.477891156462585,14,0.736965594166206,-116.524401666015,1.28963858344229e-52
"Adhfe1",0.576923076923077,13,0.253756592245783,-3782.94760382908,0
"Adipor2",0.53030303030303,11,0.383328639551506,-6092.64096156237,0
"Adk",0.484023492551639,113,0.0309603091834452,4036.54847168796,1
"Adprhl1",0.485706492089471,47,0.0588936890535685,2973.31742423143,1
"Adra1a",0.30612693757855,62,-1.03069679722292,3303.83283559964,1
"Aebp2",0.716666666666667,10,0.584962500721156,-2976.36589229761,0
"Aff1",0.468735431235431,52,-0.15754127698648,3091.7769172451,1
"Aff4",0.508333333333333,10,-0.295455883526171,-2270.51482409799,0
"Afg1l",0.42,35,-0.485426827170242,2989.72942092953,1
"Afg2a",0.441176470588235,17,-0.211504105193712,-3267.32089219163,0
"Afg3l2",0.381333333333333,25,-0.415037499278844,2698.12248385452,1
"Aftph",0.4265625,32,-0.453717967442903,-15.3132227013866,3.12801027918098e-08
"Agap1",0.334114583333333,32,-0.893084796083488,2811.18659235749,1
"Agfg1",0.62987012987013,11,0.618909832644494,-3052.87226583494,0
"Agl",0.467098301308828,36,-0.208946890271496,2962.65832103314,1
"Agmo",0.485858585858586,15,0.234465253637023,-2960.61973103211,0
"Ago3",0.477422003284072,29,-0.206450877467427,3098.94646479486,1
"Agps",0.509375,16,-0.0801703486839831,-2304.53890006969,0
"Agtpbp1",0.535580899026277,42,0.446256229889564,3313.71044568817,1
"Agtr1a",0.7,15,1.22239242133645,-2776.0546712788,0
