"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"1700025G04Rik",0.5965,0.601388888888889,60,0.3337,0.283201067689783,0.527247002864868,-1.15634636622417,0.128321581609874,0.381981567752818
"2210408F21Rik",0.3947,0.38855421686747,83,0,0.121925371155239,-0.616671360448494,-2.69242378004741,0.0203123627515993,0.12363351501564
"2610035D17Rik",0.9768,0.976190476190476,42,2.3182,1.05885265088426,5.83289001416474,-27.5090106736942,1.19429738835944e-13,1.420295201849e-11
"2610307P16Rik",0.3778,0.388888888888889,27,0.3552,0.286278277332921,-0.807354922057604,-1.27384221861913,0.110456033871678,0.348054689951412
"3110082I17Rik",0.493,0.49685534591195,53,1.1207,0.602483882939512,-0.129283016944966,-0.0350367609772064,0.791229762352379,0.925996375924888
"4632427E13Rik",0.4806,0.452380952380952,70,0.1361,0.209837791691026,-0.0703893278913981,-0.135560163990363,0.602581235115324,0.841545247956903
"4732440D04Rik",0.1976,0.203125,64,1.1699,0.602420070172039,-2.15919859484925,-15.2066243676428,3.49135466573413e-08,1.6867607228828e-06
"4732471J01Rik",0.6302,0.634408602150538,93,0.1273,0.175169553891257,0.758991900496205,-3.11852780458327,0.012510429498608,0.0883156347253334
"4933406I18Rik",0.4396,0.432831325301205,166,0.381,0.263963318786108,-0.347923303420307,-1.95515443445956,0.0479907765057752,0.213200403672208
"5031425E22Rik",0.6213,0.60974358974359,130,0.2777,0.226765243418279,0.750021746991652,-4.23983876692007,0.00359135756690982,0.0340628147143717
"5033421B08Rik",0.5114,0.507575757575758,66,0.1967,0.236142220676668,0.0721497857558351,-0.00218669383757231,0.947273057824732,1
"9530026P05Rik",0.4933,0.524702380952381,48,0.3642,0.270971062008386,-0.145850866463455,-0.0438741762869412,0.767059415444366,0.923766185897273
"AW554918",0.4997,0.48952380952381,70,0.5221,0.330933087324842,0.0874628412503395,-0.00157611752454301,0.95522647991915,1
"Aak1",0.415,0.396713615023474,71,0.4515,0.30300887185198,-0.406625259462643,-1.37597013742895,0.097136487428397,0.320759122906809
"Abca1",0.5172,0.502294447190641,289,0.1723,0.178556361906575,0.134509935811679,-0.0933712371831916,0.665641770795287,0.879557416794457
"Abca8a",0.5219,0.568025493025493,18,0.0903,0.206657432747564,0,-0.0413394062714332,0.773699463343473,0.923766185897273
"Abca9",0.5323,0.542272727272727,220,0.336,0.241193979148522,0.186654640100013,-0.392685134288087,0.375503736286222,0.670555797348648
"Abcc1",0.5827,0.601449275362319,92,3e-04,0.121743986698462,0.481126689736616,-1.34338411723786,0.101184849606713,0.330722573978812
"Abcc3",0.4875,0.5,57,0.8108,0.484058757234529,-0.169925001442312,-0.0679997323424431,0.712290928699307,0.901885156240073
"Abhd12",0.49,0.508771929824561,76,0.1282,0.179178050676335,-0.0857298740258843,-0.0481600089381615,0.756291265485823,0.918044524908791
"Abi1",0.5391,0.517202181876095,184,0.1367,0.1676201621601,0.313660478903762,-0.47394950350278,0.330254664168419,0.621375290537718
"Abl2",0.5329,0.538617886178862,82,0.9445,0.482761932203094,0.132450296023649,-0.106869735958938,0.64385210006863,0.865561171048785
"Ablim1",0.5192,0.461022050865801,64,0.0713,0.148424091391101,0.15200309344505,-0.00121624169716483,0.960664111603503,1
"Ablim3",0.5367,0.47463768115942,23,0,0.139044695419778,0.211504105193712,0.000395156658228757,1,1
"Abr",0.5979,0.59775641025641,104,0.1692,0.185594147423397,0.559427408614019,-2.11993224807854,0.0394853183472286,0.190169165622478
"Abtb2",0.4076,0.413690476190476,42,1.5997,0.782811011678741,-0.29373120305671,-0.977248989510677,0.162102974078169,0.438131464903583
"Acap2",0.4314,0.434959349593496,82,2e-04,0.129567986451358,-0.398549376490275,-1.11141624697257,0.1359833761825,0.395169736049145
"Acer3",0.5621,0.562141541699553,181,0.0666,0.143657267086156,0.36118752533459,-1.44177796840293,0.0894882046732662,0.303677126178309
"Actr2",0.4888,0.515151515151515,154,0.0634,0.145322536659132,-0.084888897586513,-0.0838793583115631,0.682111437231228,0.885697340675218
"Actr3",0.4491,0.446687370600414,161,0.5002,0.310662826491499,-0.284303022587445,-1.32368798909079,0.103720979187487,0.335569067547117
"Acvr1",0.6104,0.617021276595745,47,3.1428,1.37200239010527,0.454565863465481,-1.00967847015063,0.155304900146846,0.431078272344615
"Acvr2a",0.4031,0.414814814814815,90,0.1558,0.181808212738143,-0.574236094128098,-2.29318255162896,0.0322272906631114,0.167192588473726
"Acyp2",0.3631,0.367222222222222,60,0.5236,0.332671284154749,-0.84799690655495,-3.36732570511759,0.00945577082608062,0.0709641829957312
"Adam10",0.5437,0.535140562248996,83,0.3111,0.245797425076407,0.278301162487104,-0.264075285360263,0.467385437359573,0.748785374256891
"Adam17",0.4286,0.407142857142857,70,0.2771,0.255016786699718,-0.366782330671623,-0.997281079987793,0.157864681766326,0.431962474355291
"Adam19",0.5943,0.56980056980057,117,0.4143,0.278832123454302,0.666576266274808,-2.41972392259234,0.0278157999043227,0.150888514568712
"Adam22",0.2943,0.284722222222222,60,0.4257,0.331707020398007,-1.14886338591448,-6.21692248325471,0.000421622988708585,0.00603545500503215
"Adam9",0.5228,0.4996336996337,91,0.1399,0.17475664492631,0.175849835399418,-0.0428259908334212,0.769779296637867,0.923766185897273
"Adamts9",0.5545,0.568475073313783,31,0.4424,0.332589591210199,0.148098638989134,-0.199739911502867,0.527358020225699,0.796016835852844
"Adamtsl3",0.4031,0.417233560090703,21,0.2204,0.250592694709926,-0.658963082164933,-0.745476108801643,0.222068776675273,0.50814870417806
"Adap2",0.4815,0.48478835978836,126,0.1564,0.180705326593009,-0.131244533278252,-0.206569555822853,0.520380501086077,0.787961072163638
"Adap2os",0.5448,0.561224489795918,49,0.426,0.340631197898582,0.229481846122768,-0.150759870454912,0.582931244677539,0.826459595155034
"Adarb1",0.2828,0.258771929824561,38,0,0.174219049153672,-1.34103691783507,-5.31821733326905,0.00110881232061789,0.0128388571381188
"Adcy7",0.5832,0.582352941176471,85,0.0643,0.160749555574192,0.485426827170242,-1.07512854056667,0.142546019517025,0.405353415344629
