"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"1700025G04Rik",0.4995,0.509457364341085,215,0.3143,0.331467294448271,0.0132968226134578,0.0402350875639854,1,1
"2210408F21Rik",0.4765,0.474226804123711,97,1.0523,0.633624450904545,-0.498805856971441,-0.400663002989717,0.370697211029871,0.747590385901823
"2210408I21Rik",0.4363,0.423076923076923,26,2.6199,1.8621502602912,-0.299560281858908,-0.123863353562761,0.618680340967075,0.939640396027151
"2610307P16Rik",0.5047,0.493078449328449,312,0.3594,0.316149056779468,-0.0897301606560124,0.0278349440725663,1,1
"2900026A02Rik",0.6314,0.644345238095238,112,0.1544,0.263149263456389,0.678071905112637,-2.59558553878947,0.0227019136244044,0.159446304141357
"4732440D04Rik",0.317,0.317708333333333,96,2.0746,1.01261933909503,-1.62015192918346,-8.51382797092258,3.68393185224402e-05,0.00119807870672979
"4732471J01Rik",0.3059,0.308771929824561,114,0.839,0.524410744036628,-1.3536369546147,-9.7071946997734,1.05211352066023e-05,0.000389220064045048
"4930523C07Rik",0.5005,0.499183006535948,102,0.1071,0.258024274469572,-0.314873337353411,-0.0545009964846557,0.741283225716968,1
"5031425E22Rik",0.5319,0.534722222222222,120,1.0735,0.610351509365608,0.251538766995964,-0.242234805155391,0.486404711724427,0.843176649756365
"5330438D12Rik",0.5664,0.574626865671642,67,0.8696,0.736968293393164,0.403355694231209,-0.290629211186278,0.445819481872275,0.81088478529987
"9530026P05Rik",0.4502,0.437946172933766,403,0.4548,0.333165221128605,-0.375821102882565,-4.84460783850437,0.00185352640564741,0.0298158656220271
"9630014M24Rik",0.4865,0.49,130,0.9877,0.584168915609971,0.0671141958585366,0.249774006153586,1,1
"AU020206",0.6033,0.585227272727273,88,0.2689,0.371569336428314,0.814444346843923,-2.57538350716087,0.023236107061327,0.160817366164791
"AW554918",0.5253,0.534632034632035,154,0.9355,0.564551245994756,0.195256291398934,-0.222415734993547,0.504799681580237,0.851421338912351
"Aak1",0.4407,0.448863636363636,132,1.0331,0.59510290869943,-0.496425826119499,-1.60846578562476,0.0728801262773107,0.318797277517125
"Abca8a",0.6914,0.683760683760684,39,0.3955,0.701750869758673,1.08746284125034,-2.96797720299004,0.0148350326995479,0.126818336677278
"Abcb1a",0.6761,0.679324894514768,79,1.3204,0.801694029296276,1.42449782852791,-5.10479174960872,0.00139712722710429,0.0234842958623373
"Abcc4",0.7725,0.779696493982208,91,0.9249,0.582766786138769,1.75207248655641,-13.5504077415415,1.93116461044424e-07,1.0317936632945e-05
"Abcc5",0.5037,0.510869565217391,92,0.5519,0.464355688271006,-0.479992941119614,0.00100928678156009,1,1
"Abcg2",0.5753,0.582554517133956,107,0.3892,0.352313820418414,0.280107919192735,-0.156669650408546,0.575638249556503,0.912240276839543
"Abhd17b",0.3659,0.367924528301887,53,4.5677,2.2334713952651,-1.32192809488736,-2.83128929289718,0.0173306253391412,0.138645002713129
"Abi1",0.5565,0.559055118110236,254,0.0843,0.237974993599725,0.665882496104724,-3.78263620052633,0.00595036602336399,0.069005795123663
"Abi2",0.4423,0.428571428571429,56,0.6479,0.726011395432589,-0.912537158749661,-1.05071439170757,0.147161567066167,0.466401192172293
"Ablim1",0.4715,0.473479645826585,735,0.0917,0.142490962213392,-0.0834379431448897,-0.236323024618855,0.491772374208802,0.845820845362758
"Ablim3",0.468,0.477808002808003,370,0.3184,0.28990132639759,-0.194219213440507,-1.12940679547546,0.132855808423281,0.452853332193287
"Acer2",0.348,0.36235632183908,232,0.2356,0.294446596305297,-1.08341600818764,-14.3627604113116,8.33974299825408e-08,4.79855981745696e-06
"Acer3",0.602,0.605555555555556,60,0.573,0.631633289327743,0.807354922057604,-1.12367399731398,0.133843609571551,0.452853332193287
"Ackr3",0.5624,0.555645161290323,124,1.0629,0.610738434133826,0.790076930625768,-2.49857644310813,0.0253890502445179,0.168610834875316
"Actn1",0.7203,0.73030303030303,75,0.5214,0.503201232346736,1.07400058144378,-4.52219008475984,0.00263503550770386,0.0382719720342231
"Actn4",0.5183,0.53859649122807,95,0.1697,0.303772361409704,0.436099114806674,-0.24685589199035,0.482276218204038,0.840406887957372
"Actr2",0.4667,0.478371501272265,131,1e-04,0.201459459935414,-0.222392421336448,-0.337714814111706,0.411164971925996,0.782448304972673
"Actr3",0.4774,0.470873786407767,103,0.6064,0.453052015602433,-0.523561956057013,-0.611011955143347,0.268963824230061,0.638682350870113
"Acvr2a",0.4504,0.453125,128,1.4085,0.737870007895613,0.096215315259303,0.173663571053481,1,1
"Acyp2",0.391,0.392505411255411,264,1.2271,0.661353119042942,-0.3040061868901,-4.54735181282797,0.00256350747981946,0.0375981097040187
"Adam10",0.4008,0.415631469979296,161,0.348,0.346348695259902,-0.330148601692331,-1.67715805103458,0.0670290477992913,0.301127494017237
"Adamts1",0.6099,0.601025641025641,65,1.6481,0.891446858890684,0.854149133536546,-2.1018370534596,0.0403364960623873,0.229442578362477
"Adamts9",0.5218,0.530151482612766,452,0.386,0.269095735977302,0.104668810165204,-0.360406438181997,0.395877400368506,0.771136186134487
"Adamtsl1",0.5986,0.596774193548387,31,5.1798,2.68869276550259,-0.0703893278913972,-0.292534729352756,0.444332087088814,0.81088478529987
"Adamtsl3",0.3319,0.326923076923077,130,1.5644,0.800176534025173,-0.968291140272661,-9.88452055126793,8.73867297695938e-06,0.000335206532654647
"Adarb1",0.5151,0.525413711583924,141,0.0667,0.233334663553937,0.25964381663302,-0.135891874008195,0.602137721320475,0.925794482112468
"Adcy9",0.5311,0.534552845528455,82,0.7504,0.580440107511635,0,-0.0882062632486651,0.674474559967118,0.985365177451962
"Adgrf5",0.5303,0.524254087599952,399,0.1065,0.213677414379511,0.235155373258357,-1.11890455432092,0.134671675986691,0.452853332193287
"Adgrl2",0.6111,0.617460317460317,315,0.7185,0.457461087865437,0.46534258112691,-6.56208715298607,0.000291509803229963,0.00605692591155589
"Adgrl4",0.518,0.515277777777778,574,0.2149,0.214720408984655,0.268615438097094,-1.41035502360847,0.0930552303407042,0.376224105720306
"Adh1",0.4542,0.454861111111111,48,1.9995,1.31086479380931,-0.540568381362703,-0.53308768067749,0.30181094185808,0.672429623111847
"Adipor2",0.5594,0.554226475279107,209,1.2932,0.709922823278348,0.34444553144879,-1.69659705410361,0.0654660140573974,0.297736499244168
"Adk",0.4969,0.503472222222222,96,0.8027,0.520580242508244,0.0679040645018039,0.0560408324616191,1,1
"Afap1",0.497,0.488636363636364,88,0.4942,0.445916957272879,0.0395283641866371,0.0275167496511344,1,1
"Afap1l1",0.6048,0.602845528455285,205,0.3715,0.3599101650505,0.646890249864358,-3.90617888032162,0.00518901595579243,0.0616092688084561
"Afdn",0.4488,0.437308868501529,109,0.4011,0.358870831697936,-0.3890422907459,-0.749128916941039,0.220939617324454,0.585001181446696
"Aff1",0.5127,0.501164874551971,186,0.383,0.363746360200056,0.449802917439521,-0.302344506394959,0.436794527324844,0.807718928155707
"Afg1l",0.4982,0.494871794871795,130,2.5456,1.16842315734206,-0.0981803939389039,0.0648925632640527,1,1
"Afg2a",0.6053,0.606,100,3e-04,0.234130780018469,0.925999418556223,-3.06224404028676,0.0133321888619803,0.118719967485253
"Agap1",0.506,0.5125,200,0.2982,0.332128962656547,0.0138057995250307,-0.00301951043337567,0.938057834583634,1
"Agmo",0.8279,0.830795739348371,152,0.6831,0.475341620976247,2.12928301694497,-31.5660511318849,1.93297933119817e-15,3.61467134934057e-13
"Ago3",0.4807,0.4760348583878,153,0.3029,0.323919110582333,0.174497731232136,0.249881686543659,1,1
"Ahnak",0.4542,0.473892100192678,173,1e-04,0.219041434343622,-0.182478051785397,-0.122651185117874,0.62040242115332,0.941300225198141
"Aig1",0.5626,0.5625,80,43.7439,16.9070856771319,0.231325546106455,-0.244186180210832,0.484654256888107,0.841116900585392
"Airn",0.2894,0.286438679245283,424,3.4629,1.47851586163272,-1.33498424771281,-44.4737396310087,4.05434881050247e-21,1.51632645512792e-18
"Akap10",0.4174,0.431034482758621,87,3e-04,0.269569336428314,-0.353636954614701,-1.12857899618425,0.132997939535719,0.452853332193287
"Akap12",0.5708,0.555968778696051,99,1.3003,0.699478439890663,0.276840205358825,-0.268531052365347,0.463652842265263,0.826727833169051
"Akap13",0.5049,0.500721153846154,208,0.0957,0.253106042253609,0.166897308744745,-0.0135670486529023,0.869160984133457,1
"Akap6",0.4069,0.402203856749311,121,0.3431,0.331605193925851,-0.578173335058517,-3.39405235459881,0.00917672856892329,0.0933903805381581
"Akt3",0.4796,0.471571786609381,399,0.3358,0.299235949314585,0.0121235590824895,-0.352679988068644,0.400988504337747,0.775037212518436
"Ambra1",0.5303,0.530510018214936,183,0.3033,0.331312802492709,0.321928094887362,-0.583762577296469,0.279910338707,0.64521705193478
"Amotl1",0.4422,0.446886446886447,91,0,0.265586099397013,-0.366782330671623,-0.471812147086268,0.331347505627685,0.714849051766766
"Anapc1",0.449,0.46141975308642,108,0.149,0.279355813070788,-0.584962500721156,-1.25074218263493,0.11373905051395,0.413999074376809
"Angpt1",0.5009,0.5,22,2.9579,1.96664179671208,0.415037499278844,0.0132010238393789,1,1
"Ank",0.521,0.519736842105263,76,5.4875,2.41543716191713,0.158697746019058,-0.0349142621753913,0.79158661207995,1
"Ank2",0.4915,0.5,88,0.2539,0.315471354824497,0.0607540310790964,0.0368217050565107,1,1
"Ankhd1",0.5715,0.567930489731438,211,0.3672,0.358056188163933,0.352301743930881,-1.98428843040358,0.0463569358787395,0.242187285640908
"Ankib1",0.5369,0.542168674698795,83,0.0054,0.307251865258128,0.459431618637297,-0.443923488402206,0.346061424369768,0.726098023642599
"Ankrd11",0.5134,0.516060606060606,275,0.0747,0.226358364779546,-0.00915999928547562,-0.0334151412391464,0.796009060146949,1
"Ankrd12",0.5306,0.533333333333333,195,1.9128,0.943758482118687,0.0740005814437765,-0.194996159125452,0.532303439623516,0.868462724413318
"Ankrd17",0.4633,0.469763513513514,296,0.3644,0.333017605930931,-0.21191909010694,-0.905069782753998,0.178491488595834,0.515937944621202
"Ankrd28",0.4594,0.455284552845528,82,0.6865,0.534154692160377,-0.228268987673117,-0.415455971584201,0.362008963638997,0.74288807901775
"Ankrd33b",0.61,0.616352201257862,106,1.2657,0.682746061712854,0.767826557870968,-3.30820557345815,0.010104324299487,0.0994478233686352
"Ankrd44",0.5087,0.507699275362319,184,0.9832,0.591446317903512,-0.0313641709093351,-0.0457716070450402,0.762224369857531,1
"Anks1",0.5146,0.521024464831804,109,0.4257,0.363531058258446,-0.0931094043914813,0.0720985448184805,1,1
"Ano6",0.5308,0.525982256020279,263,0.533,0.406235456407411,-0.0548619350345181,0.484977117850406,1,1
"Anxa2",0.5178,0.511217948717949,104,0.7072,0.491330496615092,0.32930762525296,-0.169993472538863,0.559836757561927,0.892873975813051
"Anxa3",0.4842,0.486545138888889,192,0.3079,0.335839890746967,0.103622631074157,0.203911498101817,1,1
"Aopep",0.4919,0.486299435028249,236,0.3178,0.330323773167822,-0.169925001442312,-0.202469490729641,0.524549521054528,0.862096209706639
"Ap2a2",0.6182,0.614427860696517,67,1.3019,0.894018258828976,1.03394733192334,-1.65943185321976,0.0684891510633333,0.305094382304622
"Ap2b1",0.5236,0.537170263788969,139,0.0726,0.230356073256392,-0.159198594849253,0.294840461172384,1,1
"Ap3b1",0.6213,0.625874125874126,143,0.374,0.347925989055271,1.01748742672884,-4.62678734905093,0.00235036188466679,0.0355165795905204
"Ap3s1",0.4875,0.496862745098039,85,0.0685,0.287862598870307,-0.0874628412503391,-0.0146697651683496,0.863997427197339,1
"Apaf1",0.5042,0.515503875968992,86,0.4053,0.431507036055891,-0.0406419844973458,0.00205210465427541,1,1
"Apba1",0.5774,0.589711934156379,162,0.3488,0.351470494059907,0.391424942056894,-2.0078144992403,0.0450804049507212,0.238762222283803
"Apbb2",0.5748,0.577171085690639,537,0.1511,0.201364302554697,0.488801553950898,-9.35760976596157,1.51766308120938e-05,0.000528005574299821
"Apc",0.4971,0.50187265917603,178,0.0777,0.244818673748473,-0.0824621601919726,-0.0683753800437614,0.711532804762997,1
"Aplp2",0.5147,0.505420054200542,123,3e-04,0.203603587760542,0.328054197684203,-0.11394502780071,0.633092752959744,0.948247093884197
"Apold1",0.6056,0.608585858585859,66,0.3467,0.538398673139999,0.584962500721156,-0.878276061246474,0.185055154995935,0.5253178593433
"App",0.4636,0.479882232462878,465,0.1713,0.225336148536273,-0.112110366321537,-0.086003456595904,0.678334324986251,0.988850410040767
"Appl1",0.4083,0.411858974358974,104,1.3259,0.715086748894426,-0.68684211474037,-2.26979358271858,0.0331195786080648,0.202232202439449
"Aqp1",0.4935,0.499579124579125,297,1e-04,0.188180613470953,-0.0703893278913981,-0.102417739523645,0.65084577444089,0.964980454473312
"Arap3",0.4413,0.441558441558442,77,1.8692,1.04698037486908,-0.491853096329675,-0.701867165367368,0.236099321321765,0.598651838470104
"Arb2a",0.4184,0.420726144864076,261,0.3333,0.324829795237544,-0.458290697232728,-3.84495276169127,0.00555305344017628,0.0654123460354623
"Arfgef1",0.518,0.531912878787879,176,0.5906,0.441657216295902,0.217591435072626,-0.290277272615896,0.446095038971787,0.81088478529987
"Arfgef2",0.4727,0.472602739726027,73,0.9612,0.725443683990899,0.084888897586513,0.101750172125882,1,1
"Arglu1",0.493,0.501355013550135,123,0.0022,0.202522669598993,-0.022026306329999,-0.013632374374609,0.868849211155411,1
"Arhgap10",0.5594,0.552884615384615,104,0.9942,0.600317838387244,1.15380533607904,-2.47658001238186,0.0260430246384228,0.170878793241581
"Arhgap18",0.466,0.485028248587571,177,0.2808,0.325521367719838,-0.014213859219701,0.130327287984485,1,1
"Arhgap21",0.5536,0.553435114503817,131,0.6723,0.45769488991761,0.779874185635497,-1.79048843933263,0.0584447728216138,0.277381391797271
"Arhgap24",0.5228,0.525252525252525,33,0.0045,0.84509749291461,0.304854581528421,-0.00435461780077517,0.925646733716012,1
