"","bb_mu","AR","N","bb_theta","thetaCorrected","log2FC","llr_mean","pval_mean","padj_mean"
"1700025G04Rik",0.4995,0.509457364341085,215,0.3143,0.331467294448271,-0.0675632838126345,-0.00745393984428233,0.902821541735444,0.971979058204296
"2210408F21Rik",0.4765,0.474226804123711,97,1.0523,0.633624450904545,-0.101283335837181,-0.144931265301238,0.590308637352686,0.847542748012248
"2210408I21Rik",0.4363,0.423076923076923,26,2.6199,1.8621502602912,-0.0671141958585375,-0.236653445051811,0.491469765312794,0.785511505243526
"2610307P16Rik",0.5047,0.493078449328449,312,0.3594,0.316149056779468,0.0740005814437767,-0.00207672135275061,0.948614141044348,0.988559975944387
"2900026A02Rik",0.6314,0.644345238095238,112,0.1544,0.263149263456389,0.748461233004036,-4.28729763125166,0.00340885723712306,0.0374974296083536
"4732440D04Rik",0.317,0.317708333333333,96,2.0746,1.01261933909503,-1.13039663725568,-7.50238169556926,0.000107240144754587,0.00229187509361231
"4732471J01Rik",0.3059,0.308771929824561,114,0.839,0.524410744036628,-1.25375659224578,-9.99640618245763,7.77338102525715e-06,0.000252803869864885
"4930523C07Rik",0.5005,0.499183006535948,102,0.1071,0.258024274469572,0,-0.00194772967525125,0.950233452812853,0.988559975944387
"5031425E22Rik",0.5319,0.534722222222222,120,1.0735,0.610351509365608,0.167456745851563,-0.19793293396188,0.529232055510859,0.811111530572611
"5330438D12Rik",0.5664,0.574626865671642,67,0.8696,0.736968293393164,0.296981737757132,-0.548834376635121,0.294778285305484,0.620236729700428
"9530026P05Rik",0.4502,0.437946172933766,403,0.4548,0.333165221128605,-0.211504105193712,-3.1887489668822,0.0115576253707285,0.0909729059356435
"9630014M24Rik",0.4865,0.49,130,0.9877,0.584168915609971,-0.134649526694782,-0.11168171751477,0.636489013672128,0.868784274136408
"AU020206",0.6033,0.585227272727273,88,0.2689,0.371569336428314,0.655351828612554,-1.85747015877311,0.0539275526537892,0.243732987220751
"AW554918",0.5253,0.534632034632035,154,0.9355,0.564551245994756,0.0595010117486616,-0.11436340006675,0.632469498140797,0.868669333231825
"Aak1",0.4407,0.448863636363636,132,1.0331,0.59510290869943,-0.457472765599241,-1.27882536909819,0.109761580299762,0.358522541765162
"Abca8a",0.6914,0.683760683760684,39,0.3955,0.701750869758673,1.28950661719499,-3.1379690415239,0.0122388313147386,0.0943777919940669
"Abcb1a",0.6761,0.679324894514768,79,1.3204,0.801694029296276,1,-5.18831957826912,0.00127619792669807,0.0183286452636855
"Abcc4",0.7725,0.779696493982208,91,0.9249,0.582766786138769,1.50250034052918,-15.0283343497375,4.1960307146262e-08,2.0249232093809e-06
"Abcc5",0.5037,0.510869565217391,92,0.5519,0.464355688271006,-0.0269670476002695,1.20268164636173e-05,1,1
"Abcg2",0.5753,0.582554517133956,107,0.3892,0.352313820418414,0.43389652653016,-1.2431817169693,0.114836793515987,0.368592780526373
"Abhd17b",0.3659,0.367924528301887,53,4.5677,2.2334713952651,-0.935869662580284,-2.20874991980923,0.0355721209273928,0.187105773724694
"Abi1",0.5565,0.559055118110236,254,0.0843,0.237974993599725,0.325875279404025,-1.67776738063034,0.0669794527747156,0.273798172216347
