"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.509457364341085,215,-178.845047256275,-178.847772284303,0.00272502802857844,1,1
"2210408F21Rik",0.474226804123711,97,-73.9860394107969,-73.491939267223,-0.49410014357386,0.320182638186569,0.933993464980353
"2210408I21Rik",0.423076923076923,26,-22.4080192510123,-22.1675342167488,-0.240485034263507,0.487983243729989,0.94931460678812
"2610307P16Rik",0.493078449328449,312,-293.521137443559,-293.306286936838,-0.214850506721518,0.512135692854336,0.964651075950753
"2900026A02Rik",0.644345238095238,112,-81.3883691995266,-81.3239313247563,-0.0644378747703342,0.719600559833691,1
"4732440D04Rik",0.317708333333333,96,-68.3718614359994,-66.7380994933889,-1.63376194261048,0.0706642063018326,0.661969691340568
"4732471J01Rik",0.308771929824561,114,-76.0844232735382,-75.8582521279294,-0.226171145608731,0.501224731339006,0.956464158086509
"4930523C07Rik",0.499183006535948,102,-78.0567052131785,-77.9415218439284,-0.115183369250133,0.631252030678838,0.98988788039365
"5031425E22Rik",0.534722222222222,120,-90.3251586641332,-89.717955956152,-0.607202707981159,0.270461392308768,0.931398314993882
"5330438D12Rik",0.574626865671642,67,-50.1213148233401,-50.0843299671834,-0.0369848561567494,0.785642215103685,1
"9530026P05Rik",0.437946172933766,403,-410.385762367125,-408.257697540888,-2.12806482623694,0.0391089290047773,0.531881434464971
"9630014M24Rik",0.49,130,-113.894688972282,-112.418661272748,-1.4760276995332,0.0857684109865304,0.705025532253963
"AU020206",0.585227272727273,88,-65.1316261028604,-65.1130998213806,-0.0185262814798506,0.847358068955128,1
"AW554918",0.534632034632035,154,-122.730912422795,-121.887885113545,-0.843027309249734,0.194121874848315,0.891158200171406
"Aak1",0.448863636363636,132,-100.715395161163,-100.015695270954,-0.699699890209104,0.236824092794743,0.917608282403767
"Abca8a",0.683760683760684,39,-31.0076736405107,-30.8446177928691,-0.163055847641623,0.567957682959523,0.967728771190845
"Abcb1a",0.679324894514768,79,-55.8842310619417,-55.4110406386284,-0.473190423313326,0.330642235720226,0.937146136835964
"Abcc4",0.779696493982208,91,-56.2472536301104,-55.7305930930389,-0.516660537071523,0.309379917282401,0.932006862804087
"Abcc5",0.510869565217391,92,-69.4686127675883,-69.4385389210228,-0.0300738465655854,0.806262657632548,1
"Abcg2",0.582554517133956,107,-82.5641881381406,-82.5429586820366,-0.0212294561040238,0.836747476904662,1
"Abhd17b",0.367924528301887,53,-38.9073733295288,-37.7802853849685,-1.12708794456022,0.133254378197141,0.814353622216653
"Abi1",0.559055118110236,254,-200.931035878384,-200.400311820876,-0.530724057507769,0.302885135769203,0.932006862804087
"Abi2",0.428571428571429,56,-43.375822354208,-43.3745637375306,-0.00125861667741134,0.959985294260916,1
"Ablim1",0.473479645826585,735,-832.544231228818,-831.403571937511,-1.14065929130697,0.130940508778406,0.809450417902871
"Ablim3",0.477808002808003,370,-356.998551203234,-356.810602024517,-0.187949178717076,0.53980658198727,0.964651075950753
"Acer2",0.36235632183908,232,-184.293743402351,-184.253850785908,-0.0398926164431543,0.777588667651794,1
"Acer3",0.605555555555556,60,-46.8233668110778,-46.8232411226941,-0.000125688383761258,0.987350177396049,1
"Ackr3",0.555645161290323,124,-105.276941102129,-103.661460785445,-1.61548031668431,0.0722582907709422,0.661969691340568
"Actn1",0.73030303030303,75,-49.5830971728905,-49.576185215925,-0.00691195696554558,0.906404302401881,1
"Actn4",0.53859649122807,95,-71.8425000920647,-71.7575227061186,-0.0849773859460754,0.680152006451865,1
"Actr2",0.478371501272265,131,-96.6891904333323,-95.9381571882239,-0.751033245108431,0.220353672240098,0.913068271707652
"Actr3",0.470873786407767,103,-77.6748276419428,-77.5644432047089,-0.110384437233847,0.638454698097175,0.992561740205517
"Acvr2a",0.453125,128,-100.968720111225,-99.1737528012384,-1.79496730998633,0.0581305301016268,0.634768416292217
"Acyp2",0.392505411255411,264,-224.378403418817,-219.212399678892,-5.1660037399252,0.0013074292704939,0.0884188947101586
"Adam10",0.415631469979296,161,-127.746665738055,-127.742340008708,-0.00432572934712994,0.925893060423073,1
"Adamts1",0.601025641025641,65,-55.1357708729411,-53.7598703929127,-1.37590048002839,0.097144950581698,0.71584872566265
"Adamts9",0.530151482612766,452,-585.649410367795,-580.095060042773,-5.5543503250218,0.000859236680334759,0.0699244460618598
"Adamtsl1",0.596774193548387,31,-24.8492668915817,-23.8782815947863,-0.970985296795376,0.163454729792929,0.85499397122455
"Adamtsl3",0.326923076923077,130,-99.8163888358915,-97.2743062799089,-2.5420825559826,0.0241452994396823,0.435197204358611
"Adarb1",0.525413711583924,141,-114.188186665912,-113.888006205385,-0.300180460526477,0.438440351478354,0.940901836015162
"Adcy9",0.534552845528455,82,-62.5637828070702,-62.4789242880403,-0.0848585190299147,0.680363407401552,1
"Adgrf5",0.524254087599952,399,-348.436962630264,-347.594922721953,-0.842039908310653,0.19438322174211,0.891158200171406
"Adgrl2",0.617460317460317,315,-275.352333685128,-272.708042421113,-2.64429126401529,0.021465685132741,0.426202611263294
"Adgrl4",0.515277777777778,574,-622.160116544035,-622.132421646437,-0.027694897597712,0.813936805629361,1
"Adh1",0.454861111111111,48,-37.7818089479552,-37.4921696461387,-0.289639301816486,0.446595224262749,0.940901836015162
"Adipor2",0.554226475279107,209,-162.524599873181,-160.547140864404,-1.97745900877698,0.0467345945838,0.592499605909871
"Adk",0.503472222222222,96,-77.2556456608307,-76.7989980535581,-0.456647607272529,0.339241610483228,0.940901836015162
"Afap1",0.488636363636364,88,-68.0193732414437,-67.9990713310592,-0.020301910384589,0.840304582053162,1
"Afap1l1",0.602845528455285,205,-155.793901682501,-155.78301515891,-0.0108865235906137,0.882692448891488,1
"Afdn",0.437308868501529,109,-83.4646309134847,-83.4466521336897,-0.0179787797950297,0.849603162918328,1
"Aff1",0.501164874551971,186,-156.727975563106,-156.702076303714,-0.0258992593923608,0.819962756055583,1
"Afg1l",0.494871794871795,130,-100.135632727428,-97.500243899076,-2.63538882835202,0.0216863226020839,0.426202611263294
"Afg2a",0.606,100,-71.8811844306489,-71.6841119789363,-0.197072451712572,0.530128671497298,0.964651075950753
"Agap1",0.5125,200,-158.448292194013,-158.446717629652,-0.00157456436065218,0.955248522930283,1
"Agmo",0.830795739348371,152,-87.947715276568,-87.4551741915684,-0.492541084999601,0.32094731287007,0.934119027341683
"Ago3",0.4760348583878,153,-120.327149113192,-120.328434081009,0.00128496781765364,1,1
"Ahnak",0.473892100192678,173,-144.20407219598,-142.262707088835,-1.94136510714497,0.0487851635117057,0.598484522644
"Aig1",0.5625,80,-61.3439876887797,-55.2537840094353,-6.09020367934437,0.000482940964390889,0.048165312181918
"Airn",0.286438679245283,424,-381.46738963684,-327.241031413928,-54.2263582229122,2.13892521695363e-25,3.19983212456263e-22
"Akap10",0.431034482758621,87,-65.1514805720876,-64.7410095856527,-0.410470986434817,0.364904899011201,0.940901836015162
"Akap12",0.555968778696051,99,-90.6754003557723,-87.8603511265594,-2.81504922921285,0.0176546398152666,0.413383362520106
"Akap13",0.500721153846154,208,-167.390089586988,-166.935269018273,-0.454820568714894,0.340209653442857,0.940901836015162
"Akap6",0.402203856749311,121,-91.2186688610717,-91.2131551818867,-0.00551367918497192,0.916366897951895,1
"Akt3",0.471571786609381,399,-360.148200960287,-359.93752820232,-0.210672757966677,0.516266420446823,0.964651075950753
"Ambra1",0.530510018214936,183,-141.56476354137,-141.565267578583,0.000504037212266439,1,1
"Amotl1",0.446886446886447,91,-67.3280051124233,-66.8899610048029,-0.438044107620328,0.34927532882518,0.940901836015162
"Anapc1",0.46141975308642,108,-78.5963653424786,-78.5610565789383,-0.0353087635403284,0.790439774639811,1
"Angpt1",0.5,22,-20.3030454316105,-19.8991666452563,-0.40387878635422,0.368784056580898,0.940901836015162
"Ank",0.519736842105263,76,-57.9785921746045,-55.7485287254299,-2.23006344917461,0.0346949199843331,0.524278790874367
"Ank2",0.5,88,-72.1444394125317,-72.127837773259,-0.0166016392727073,0.855411908018314,1
"Ankhd1",0.567930489731438,211,-162.548319963518,-162.540866575934,-0.00745338758437697,0.902825123908768,1
"Ankib1",0.542168674698795,83,-62.0593676190493,-61.7628217860571,-0.296545832992251,0.441226074751925,0.940901836015162
"Ankrd11",0.516060606060606,275,-225.005853981659,-224.101171880161,-0.904682101498366,0.178584518532628,0.872562144761044
"Ankrd12",0.533333333333333,195,-150.274546782524,-147.29845711251,-2.97608967001474,0.0146991027568435,0.399815594986143
"Ankrd17",0.469763513513514,296,-242.850630810958,-242.788734607972,-0.0618962029866168,0.724957170968527,1
"Ankrd28",0.455284552845528,82,-64.2503680686792,-64.1594420267917,-0.090926041887414,0.6697863967741,1
"Ankrd33b",0.616352201257862,106,-84.0570357119498,-82.5842295439097,-1.47280616804008,0.0861110576691307,0.705025532253963
"Ankrd44",0.507699275362319,184,-148.293175230622,-146.953848816067,-1.3393264145549,0.10170173091884,0.727970284471698
"Anks1",0.521024464831804,109,-86.7528887787496,-86.7167432630476,-0.0361455157020316,0.788029788773581,1
"Ano6",0.525982256020279,263,-210.943711986035,-210.594016619464,-0.349695366570415,0.402988492486785,0.940901836015162
"Anxa2",0.511217948717949,104,-78.0015552739624,-77.8547474434294,-0.146807830532993,0.587912791801071,0.978023819783637
"Anxa3",0.486545138888889,192,-153.427427003106,-153.428118880818,0.000691877711801681,1,1
"Aopep",0.486299435028249,236,-190.252749852835,-190.254650418541,0.00190056570582442,1,1
"Ap2a2",0.614427860696517,67,-48.7309360204005,-48.5824317272969,-0.148504293103571,0.585763874567694,0.978023819783637
"Ap2b1",0.537170263788969,139,-103.657096720929,-103.511551418877,-0.145545302052042,0.589522491756808,0.978568463079011
"Ap3b1",0.625874125874126,143,-105.791144265234,-105.778215107458,-0.0129291577759005,0.872246821684014,1
"Ap3s1",0.496862745098039,85,-66.2001176796002,-66.0235935845706,-0.176524095029563,0.552392674850113,0.964651075950753
"Apaf1",0.515503875968992,86,-65.554599750976,-65.555239131712,0.000639380735975692,1,1
"Apba1",0.589711934156379,162,-139.553935518128,-139.5512984829,-0.00263703522821856,0.942106286263547,1
"Apbb2",0.577171085690639,537,-536.264250484925,-535.898386851758,-0.365863633167351,0.392323886580808,0.940901836015162
"Apc",0.50187265917603,178,-138.475092525043,-138.177347534432,-0.297744990610767,0.440303994879391,0.940901836015162
"Aplp2",0.505420054200542,123,-90.0239546665193,-89.8430752996806,-0.180879366838695,0.547531098636474,0.964651075950753
"Apold1",0.608585858585859,66,-48.8383817002702,-48.7868317558543,-0.051549944415882,0.748140889357029,1
"App",0.479882232462878,465,-435.675411120445,-435.466899237863,-0.208511882581945,0.518425875879086,0.964651075950753
"Appl1",0.411858974358974,104,-78.9745097850507,-78.0269690631103,-0.947540721940427,0.168629896771039,0.863243906481586
"Aqp1",0.499579124579125,297,-257.04464863771,-254.200215349741,-2.84443328796897,0.0170728781787169,0.413383362520106
"Arap3",0.441558441558442,77,-57.4970034459423,-56.9347322585844,-0.562271187357943,0.288942461382464,0.932006862804087
"Arb2a",0.420726144864076,261,-216.602128273893,-216.585294116916,-0.0168341569769836,0.854414133412047,1
"Arfgef1",0.531912878787879,176,-142.823360873848,-142.505018550469,-0.318342323378431,0.424913890586406,0.940901836015162
"Arfgef2",0.472602739726027,73,-55.1823827468263,-55.0847376260392,-0.0976451207870213,0.658549590456816,1
