"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"1700025G04Rik",0.509457364341085,0.4995,0.3143,0.331467294448271,0.323967047720659,0.268402154398564,215
"2210408F21Rik",0.474226804123711,0.4765,1.0523,0.633624450904545,0.357421744681542,0.102333931777379,97
"2210408I21Rik",0.423076923076923,0.4363,2.6199,1.8621502602912,1.32458216421808,0.0385996409335727,26
"2610307P16Rik",0.493078449328449,0.5047,0.3594,0.316149056779468,0.274412992721174,0.490125673249551,312
"2900026A02Rik",0.644345238095238,0.6314,0.1544,0.263149263456389,0.312364641719058,0.120287253141831,112
"4732440D04Rik",0.317708333333333,0.317,2.0746,1.01261933909503,0.343339270577812,0.105924596050269,96
"4732471J01Rik",0.308771929824561,0.3059,0.839,0.524410744036628,0.314330009725276,0.118491921005386,114
"4930523C07Rik",0.499183006535948,0.5005,0.1071,0.258024274469572,0.331971075206526,0.10951526032316,102
"5031425E22Rik",0.534722222222222,0.5319,1.0735,0.610351509365608,0.309580205304406,0.123877917414722,120
"5330438D12Rik",0.574626865671642,0.5664,0.8696,0.736968293393164,0.621228240109159,0.0700179533213645,67
"9530026P05Rik",0.437946172933766,0.4502,0.4548,0.333165221128605,0.245070347737089,0.736086175942549,403
"9630014M24Rik",0.49,0.4865,0.9877,0.584168915609971,0.319354657108295,0.173249551166966,130
"AU020206",0.585227272727273,0.6033,0.2689,0.371569336428314,0.411548233171511,0.09245960502693,88
"AW554918",0.534632034632035,0.5253,0.9355,0.564551245994756,0.319667936382658,0.174147217235189,154
"Aak1",0.448863636363636,0.4407,1.0331,0.59510290869943,0.309722509220262,0.142728904847397,132
"Abca8a",0.683760683760684,0.6914,0.3955,0.701750869758673,0.84241749507808,0.0556552962298025,39
"Abcb1a",0.679324894514768,0.6761,1.3204,0.801694029296276,0.458622014078513,0.0861759425493716,79
"Abcc4",0.779696493982208,0.7725,0.9249,0.582766786138769,0.35363713802928,0.103231597845601,91
"Abcc5",0.510869565217391,0.5037,0.5519,0.464355688271006,0.389123921219249,0.0960502692998205,92
"Abcg2",0.582554517133956,0.5753,0.3892,0.352313820418414,0.312364641719058,0.120287253141831,107
"Abhd17b",0.367924528301887,0.3659,4.5677,2.2334713952651,0.761989311034895,0.0601436265709156,53
"Abi1",0.559055118110236,0.5565,0.0843,0.237974993599725,0.314573140224646,0.295332136445242,254
"Abi2",0.428571428571429,0.4423,0.6479,0.726011395432589,0.733079404624041,0.0619389587073609,56
"Ablim1",0.473479645826585,0.4715,0.0917,0.142490962213392,0.164445196287254,1.77468581687612,735
"Ablim3",0.477808002808003,0.468,0.3184,0.28990132639759,0.258103959184586,0.611310592459605,370
"Acer2",0.36235632183908,0.348,0.2356,0.294446596305297,0.313070101423623,0.299820466786355,232
"Acer3",0.605555555555556,0.602,0.573,0.631633289327743,0.63237457723324,0.0691202872531418,60
"Ackr3",0.555645161290323,0.5624,1.0629,0.610738434133826,0.316319168400397,0.161579892280072,124
"Actn1",0.73030303030303,0.7203,0.5214,0.503201232346736,0.466144015537581,0.085278276481149,75
"Actn4",0.53859649122807,0.5183,0.1697,0.303772361409704,0.365535653326422,0.100538599640934,95
"Actr2",0.478371501272265,0.4667,1e-04,0.201459459935414,0.307637748474689,0.134649910233393,131
