gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
1110002L01Rik,0.950520833333333,4.2290504834675595e-20,0.943502824858757,8.065134179269729e-30,above,above,consistent_above
1110004F10Rik,0.440251572327044,0.0443485912851351,0.445141065830721,0.0736754135560908,below,below,consistent_below
1500002F19Rik,0.624537037037037,0.0891962925689137,0.595930232558139,0.0155591918942883,above,above,consistent_above
1600020E01Rik,0.300226537216828,3.61474356794145e-10,0.305898653998416,3.74926181275347e-9,below,below,consistent_below
1700017G19Rik,0,1.0369051785020498e-42,0.00510204081632653,3.21910590970374e-39,below,below,consistent_below
1700025G04Rik,0.574480803498109,3.93427658993e-4,0.568190924259389,2.43560811835276e-5,above,above,consistent_above
1700087I21Rik,0.10653073286052,5.23301623423625e-54,0.10556586270872,9.30756675442544e-52,below,below,consistent_below
1700109H08Rik,0.401736111111111,0.0733983240850025,0.410189982728843,0.00784991770717974,below,below,consistent_below
1700120C14Rik,0.754777070063694,5.22369340539534e-7,0.752873563218391,6.11837153624756e-8,above,above,consistent_above
1700123O12Rik,0.0169491525423729,2.0501020203302598e-26,0.0260416666666667,3.36415445938218e-29,below,below,consistent_below
1810037I17Rik,0.108614232209738,1.76946269935988e-11,0.105978260869565,1.1605869211657098e-25,below,below,consistent_below
2010001K21Rik,0.926666666666667,6.95814230198104e-13,0.987341772151899,5.51307080344963e-38,above,above,consistent_above
2310002L09Rik,0.432507987220447,4.9403028975417e-4,0.474910394265233,0.0432569831457946,below,below,consistent_below
2310014F06Rik,0.364048964218456,1.3879989862138801e-14,0.373422459893048,6.7819382158013e-15,below,below,consistent_below
2310069G16Rik,0.264309764309764,7.76360478391339e-6,0.223563218390805,3.00617401966773e-5,below,below,consistent_below
2500002B13Rik,0.641156462585034,0.0400530578005783,0.58656330749354,0.0876443604637906,above,above,consistent_above
2610008E11Rik,0.784134881149807,1.6975295077077302e-15,0.75537139349294,3.2705532012808004e-16,above,above,consistent_above
2610035D17Rik,0.972298534798535,3.31591591417472e-57,0.984917043740573,2.94297902603209e-88,above,above,consistent_above
2610037D02Rik,0.430695346320346,3.87599134500869e-5,0.469327731092437,0.0218892803309931,below,below,consistent_below
2700097O09Rik,0.617464273845131,0.0403296395544741,0.600753660637382,0.00547823603330416,above,above,consistent_above
2810449D17Rik,0.758974358974359,0.00180359003409426,0.781767955801105,3.6206145812663e-4,above,above,consistent_above
3222401L13Rik,0.404060471398074,8.476523206436101e-10,0.414662658650635,4.18209494119765e-6,below,below,consistent_below
3300002I08Rik,0.389795918367347,0.0733490320162749,0.307453416149068,1.9968124590762e-4,below,below,consistent_below
4631405J19Rik,0.287790697674419,2.2377127495612e-4,0.328703703703704,0.0082008216144507,below,below,consistent_below
4732440D04Rik,0.316263475087004,1.78863301849243e-90,0.342457468375155,3.0305871076473403e-63,below,below,consistent_below
