gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
1500004A13Rik,0.454098360655738,0.0128585875164541,0.520525451559934,1
1600010M07Rik,0.476684515841142,0.0130469899228581,0.48499743983615,0.563055617622003
1600014C10Rik,0.446127946127946,0.0524284166384075,0.452620967741935,0.154583124735545
1700123M08Rik,0.663865546218487,1.5399747910577e-4,0.617021276595745,0.131241139307088
2210408F21Rik,0.492955118829191,0.0119745923767949,0.492879824532687,0.160460236044845
2310022A10Rik,0.482561235356762,0.0980170822411311,0.50230642504118606,0.748659286799951
3110056K07Rik,0.475114603798297,0.0588911266952443,0.452659574468085,0.103513563205509
4921524J17Rik,0.442899584076055,0.0119367728156659,0.450980392156863,0.205904343518144
4930470G03Rik,0.615440115440115,0.0785351462403148,0.530042918454936,1
4930512H18Rik,0.443132611637348,0.0782554220641706,0.471857923497268,0.118748560221788
A330032B11Rik,0.440409683426443,0.0997220389229886,0.471041666666667,0.195086240041751
Aars1,0.414163090128755,0.0549190616359527,0.468586387434555,1
Abca5,0.438628158844765,0.0439919421274122,0.426616915422886,1
Abcc5,0.473828443357783,4.5998267545244e-6,0.495868624129494,0.262937494255774
Abtb2,0.474460397092969,2.96161707871884e-6,0.503959481040856,0.377883350665837
Acaca,0.469362745098039,0.0716792041434072,0.468910256410256,0.532747862384122
Acacb,0.476481107320208,2.03039003620683e-7,0.49309300448086,0.192473867358596
Acadsb,0.4449423815621,0.00154681282569495,0.456275720164609,0.151320387589387
Acot13,0.446039603960396,4.0243321091481e-4,0.489934155480374,0.194164675717888
Acss3,0.241721854304636,0.00684477626698171,0.317757009345794,0.151357144892011
Adamts17,0.384210526315789,0.0577221753577194,0.478527607361963,0.936759202918397
Adk,0.48566764831031,7.8441202638351e-4,0.495756902061855,1
Adprhl1,0.483643824417289,0.0326838931595123,0.487971477262064,0.239919321823147
Afg1l,0.496004094132019,0.0188479086159179,0.493931544080177,0.884281135933765
Akap7,0.454822097378277,0.0377138111856329,0.454470198675497,0.238221126537549
Akt3,0.398381294964029,0.00687137834278264,0.507482993197279,1
Aldh6a1,0.58383893102203,5.85390639430648e-6,0.539713216957606,0.63803931724335206
Alpk3,0.47741364586273,2.72229843747758e-5,0.495175527320141,0.12440314502370001
Ankib1,0.468341085271318,0.00249114767533591,0.475703463203463,0.133279134028307
Ankmy2,0.418032786885246,0.0745486040197316,0.449799196787149,0.233577186970338
