gene,condition
1500004A13Rik,F1_Aged
1600010M07Rik,F1_Aged
1600014C10Rik,F1_Aged
1700123M08Rik,F1_Aged
2210408F21Rik,F1_Aged
2310022A10Rik,F1_Aged
3110056K07Rik,F1_Aged
4921524J17Rik,F1_Aged
4930470G03Rik,F1_Aged
4930512H18Rik,F1_Aged
A330032B11Rik,F1_Aged
Aars1,F1_Aged
Abca5,F1_Aged
Abcc5,F1_Aged
Abtb2,F1_Aged
Acaca,F1_Aged
Acacb,F1_Aged
Acadsb,F1_Aged
Acot13,F1_Aged
Acss3,F1_Aged
Adamts17,F1_Aged
Adk,F1_Aged
Adprhl1,F1_Aged
Afg1l,F1_Aged
Akap7,F1_Aged
Akt3,F1_Aged
Aldh6a1,F1_Aged
Alpk3,F1_Aged
Ankib1,F1_Aged
Ankmy2,F1_Aged
Aplp2,F1_Aged
Arhgap1,F1_Aged
Arhgap21,F1_Aged
Arhgap26,F1_Aged
Arhgap5,F1_Aged
Arhgef12,F1_Aged
Arhgef7,F1_Aged
Arid1a,F1_Aged
Arih1,F1_Aged
Armc1,F1_Aged
Arnt,F1_Aged
Arrdc3,F1_Aged
Atf7,F1_Aged
Atp6v1g1,F1_Aged
B430010I23Rik,F1_Aged
BC004004,F1_Aged
Babam1,F1_Aged
Bcl2l13,F1_Aged
Blcap,F1_Aged
Bnip3,F1_Aged
Bptf,F1_Aged
C87436,F1_Aged
Cabcoco1,F1_Aged
Cabin1,F1_Aged
Calcoco1,F1_Aged
Calm2,F1_Aged
Capza1,F1_Aged
Carf,F1_Aged
Casc3,F1_Aged
Cav3,F1_Aged
Cavin4,F1_Aged
Ccdc28a,F1_Aged
Ccdc88a,F1_Aged
Ccnl1,F1_Aged
Ccny,F1_Aged
Ccser2,F1_Aged
Cd44,F1_Aged
Cd46,F1_Aged
Cdan1,F1_Aged
Cdc5l,F1_Aged
Cdh2,F1_Aged
Cdk13,F1_Aged
Cdk7,F1_Aged
Celf1,F1_Aged
Cenpp,F1_Aged
Cenpv,F1_Aged
Cep162,F1_Aged
Cep192,F1_Aged
Cfap20dc,F1_Aged
Cflar,F1_Aged
Cgnl1,F1_Aged
Chn1,F1_Aged
Chrm2,F1_Aged
Cir1,F1_Aged
Clasp2,F1_Aged
Clcn3,F1_Aged
Clcn7,F1_Aged
Clip4,F1_Aged
Cmtr1,F1_Aged
Cnih4,F1_Aged
Cnot4,F1_Aged
Cnot7,F1_Aged
Cog2,F1_Aged
Cop1,F1_Aged
Cops8,F1_Aged
Cox11,F1_Aged
Cox7a2l,F1_Aged
Cox8a,F1_Aged
Cpeb4,F1_Aged
Cpne8,F1_Aged
Cript,F1_Aged
Cs,F1_Aged
Csde1,F1_Aged
Csnk1g3,F1_Aged
Ctsh,F1_Aged
Cutc,F1_Aged
D830013O20Rik,F1_Aged
Daam1,F1_Aged
Dbt,F1_Aged
Dcaf11,F1_Aged
Dcbld2,F1_Aged
Dctn6,F1_Aged
Dcun1d2,F1_Aged
Ddhd1,F1_Aged
Ddhd2,F1_Aged
Ddx10,F1_Aged
Desi2,F1_Aged
Dgkd,F1_Aged
Dhrs3,F1_Aged
Dis3l2,F1_Aged
Dlc1,F1_Aged
Dld,F1_Aged
Dlst,F1_Aged
Dmxl1,F1_Aged
Dnaja1,F1_Aged
Dnajb4,F1_Aged
Dnajc25,F1_Aged
Dnajc7,F1_Aged
Doc2g,F1_Aged
Dock9,F1_Aged
Dsc2,F1_Aged
Dusp1,F1_Aged
E130307A14Rik,F1_Aged
Ehmt1,F1_Aged
Eif2s1,F1_Aged
Elf1,F1_Aged
Emcn,F1_Aged
Eml4,F1_Aged
Entpd1,F1_Aged
Entpd6,F1_Aged
Epc2,F1_Aged
Ercc6,F1_Aged
Ern1,F1_Aged
Ero1a,F1_Aged
Erp44,F1_Aged
Esrrb,F1_Aged
Eva1c,F1_Aged
Ewsr1,F1_Aged
Exd2,F1_Aged
Fam120b,F1_Aged
Fam133b,F1_Aged
Fam20b,F1_Aged
Fbxl2,F1_Aged
Fbxo30,F1_Aged
Fbxw2,F1_Aged
Fbxw4,F1_Aged
Fgfr1,F1_Aged
Fra10ac1,F1_Aged
Fut8,F1_Aged
Fyttd1,F1_Aged
Gadd45g,F1_Aged
Garre1,F1_Aged
Gas6,F1_Aged
Gigyf1,F1_Aged
Gm11266,F1_Aged
Gm12353,F1_Aged
Gm12519,F1_Aged
Gm15787,F1_Aged
Gm16576,F1_Aged
Gm17036,F1_Aged
Gm19522,F1_Aged
Gm19710,F1_Aged
Gm26542,F1_Aged
