gene,condition
1700025G04Rik,F1_Aged
Aak1,F1_Aged
Ackr3,F1_Aged
Adgrd1,F1_Aged
Adgrg6,F1_Aged
Ankhd1,F1_Aged
Ankrd17,F1_Aged
Aopep,F1_Aged
Ap3b1,F1_Aged
Ap4e1,F1_Aged
Arfgef1,F1_Aged
Arid2,F1_Aged
Asap1,F1_Aged
Atp2a2,F1_Aged
Atxn1,F1_Aged
Bcam,F1_Aged
Bcl2,F1_Aged
Birc6,F1_Aged
Bmpr1a,F1_Aged
C330020E22Rik,F1_Aged
Ccdc171,F1_Aged
Cdh3,F1_Aged
Cdk13,F1_Aged
Cdon,F1_Aged
Celf1,F1_Aged
Chd9,F1_Aged
Chrna9,F1_Aged
Cnot4,F1_Aged
Cobll1,F1_Aged
Cog5,F1_Aged
Col14a1,F1_Aged
Col3a1,F1_Aged
Cpeb1,F1_Aged
Creb3l2,F1_Aged
Cxadr,F1_Aged
Dennd6a,F1_Aged
Dmxl1,F1_Aged
Dock9,F1_Aged
Dpp4,F1_Aged
Egr1,F1_Aged
Elf1,F1_Aged
Epb41l3,F1_Aged
Erc1,F1_Aged
Fam13b,F1_Aged
Fam168a,F1_Aged
Fam193a,F1_Aged
Fmo2,F1_Aged
Fyn,F1_Aged
Gab1,F1_Aged
Gas1,F1_Aged
Gli2,F1_Aged
Gm37376,F1_Aged
Gnaq,F1_Aged
Hs2st1,F1_Aged
Igfbp7,F1_Aged
Il16,F1_Aged
Ints6,F1_Aged
Itga6,F1_Aged
Jak2,F1_Aged
Kdm4c,F1_Aged
Kidins220,F1_Aged
Kmt2e,F1_Aged
Lrba,F1_Aged
Macf1,F1_Aged
Marchf3,F1_Aged
Mb21d2,F1_Aged
Mctp1,F1_Aged
Mcu,F1_Aged
Med13,F1_Aged
Mkln1,F1_Aged
Msi2,F1_Aged
Msln,F1_Aged
Mtmr3,F1_Aged
Mtss1,F1_Aged
Mtus1,F1_Aged
Nhsl1,F1_Aged
Nr3c2,F1_Aged
Nufip2,F1_Aged
Numb,F1_Aged
Oxct1,F1_Aged
Pawr,F1_Aged
Paxbp1,F1_Aged
Pbrm1,F1_Aged
Pcnx1,F1_Aged
Pde3a,F1_Aged
Per3,F1_Aged
Phf14,F1_Aged
Pkhd1l1,F1_Aged
Pkia,F1_Aged
Ppp2r3a,F1_Aged
Prkce,F1_Aged
Ptp4a2,F1_Aged
Ptpn13,F1_Aged
Rapgef2,F1_Aged
Rapgef5,F1_Aged
Raph1,F1_Aged
Rbm25,F1_Aged
Rbms3,F1_Aged
Rock1,F1_Aged
Rtn3,F1_Aged
Schip1,F1_Aged
Septin7,F1_Aged
Setd2,F1_Aged
Sh3tc2,F1_Aged
Slc2a13,F1_Aged
Slco2a1,F1_Aged
Slco3a1,F1_Aged
Smg1,F1_Aged
Smg6,F1_Aged
Snd1,F1_Aged
Sos2,F1_Aged
Sparc,F1_Aged
Spop,F1_Aged
Sptan1,F1_Aged
St3gal6,F1_Aged
Stim2,F1_Aged
Stk10,F1_Aged
Susd6,F1_Aged
Tbc1d5,F1_Aged
Tcf25,F1_Aged
Tead4,F1_Aged
Tfdp2,F1_Aged
Tgfbr3,F1_Aged
Tmem65,F1_Aged
Tnrc6c,F1_Aged
Tom1l2,F1_Aged
Ttc28,F1_Aged
Uvrag,F1_Aged
Vgll4,F1_Aged
Wnk1,F1_Aged
Wwc1,F1_Aged
Ythdf3,F1_Aged
Zfand6,F1_Aged
Zfyve9,F1_Aged
Abca8a,F1_Young
Abcb1b,F1_Young
Abi1,F1_Young
Ablim1,F1_Young
Adamts9,F1_Young
Adcy9,F1_Young
Aebp2,F1_Young
Aldh1a1,F1_Young
Ankrd12,F1_Young
Anxa2,F1_Young
Asph,F1_Young
Ate1,F1_Young
Atxn7,F1_Young
Bcas3,F1_Young
Bicd1,F1_Young
Braf,F1_Young
Camkmt,F1_Young
Cdh11,F1_Young
Cdh8,F1_Young
Cpq,F1_Young
Csnk1a1,F1_Young
Cstf3,F1_Young
Cul1,F1_Young
Daam1,F1_Young
Dab2,F1_Young
Dapk1,F1_Young
Dcbld2,F1_Young
Dennd1b,F1_Young
Dleu2,F1_Young
Dock1,F1_Young
Dock5,F1_Young
Ecpas,F1_Young
Elmo1,F1_Young
Erbin,F1_Young
Faf1,F1_Young
Fcho2,F1_Young
Fndc3a,F1_Young
Frk,F1_Young
Fry,F1_Young
Fryl,F1_Young
Fus,F1_Young
Gas6,F1_Young
Gbf1,F1_Young
Gm38407,F1_Young
Gucy1a2,F1_Young
Has1,F1_Young
Hectd1,F1_Young
Il6ra,F1_Young
Ildr2,F1_Young
Itpr2,F1_Young
Jarid2,F1_Young
Jmjd1c,F1_Young
Kat6b,F1_Young
Kcnq1ot1,F1_Young
Klf13,F1_Young
Kpna4,F1_Young
Krit1,F1_Young
Lamc1,F1_Young
Lims1,F1_Young
Lrp6,F1_Young
Ltbp4,F1_Young
Maml3,F1_Young
Man2a1,F1_Young
Mdm4,F1_Young
Med13l,F1_Young
Medag,F1_Young
Meis1,F1_Young
Memo1,F1_Young
Mpp7,F1_Young
Mprip,F1_Young
Mtdh,F1_Young
Nfkb1,F1_Young
Osmr,F1_Young
Pals1,F1_Young
Parp8,F1_Young
Pcsk6,F1_Young
Pde1a,F1_Young
Pde4b,F1_Young
Pde8a,F1_Young
Pdzd2,F1_Young
Phf20l1,F1_Young
Ppfibp2,F1_Young
Ppp1r13b,F1_Young
Ptk2b,F1_Young
Ptpn12,F1_Young
Ptprm,F1_Young
Pum1,F1_Young
Rab10,F1_Young
Rap1gds1,F1_Young
Rasal2,F1_Young
Rbfox2,F1_Young
Rbpj,F1_Young
Samd12,F1_Young
Scaf8,F1_Young
Sec63,F1_Young
Senp6,F1_Young
Serinc3,F1_Young
Sf3b1,F1_Young
Sh3d19,F1_Young
Slc44a1,F1_Young
Smap1,F1_Young
Smim14,F1_Young
Sox5,F1_Young
Sptlc2,F1_Young
Srgap2,F1_Young
Ssh2,F1_Young
Suclg2,F1_Young
Tanc1,F1_Young
Tasor,F1_Young
Tbx18,F1_Young
Top1,F1_Young
Txndc11,F1_Young
Uap1,F1_Young
Ubap2l,F1_Young
Ube2e2,F1_Young
Ubr1,F1_Young
Vps54,F1_Young
Wac,F1_Young
Wasl,F1_Young
Wdr70,F1_Young
Xkr4,F1_Young
Ywhaz,F1_Young
Zc3h7a,F1_Young
Zdbf2,F1_Young
Zfp809,F1_Young
Zswim5,F1_Young
