"gene_id","glm_phi_raw","glm_phi_shrunk","aspen_theta_raw","aspen_theta_shrunk"
"AW146154",1.44359886910649,1.42578993649798,2.9594,1.45964491269589
"AW554918",1.52390441186693,1.51089514231589,1.1953,0.70799237878436
"Aamdc",1.46703760056764,1.45638266930288,0.7982,0.600468813302715
"Aars1",1.41110417356153,1.38755216838441,0.5035,0.561062983269817
"Abca5",1.47257328003579,1.44690875282525,0.8075,0.646466564502327
"Abca8a",1.23754892136534,1.2571873374845,0.004,0.330257612457758
"Abcb4",1.58689899219167,1.56706183243397,0.8744,0.581217447756145
"Abcb8",1.48113617804786,1.46443743768162,0.8564,0.64822292766152
"Abcc4",1.49746572039991,1.48270580257589,1.255,0.776147100667621
"Abcc5",1.52044961414883,1.51909513698004,0.2779,0.276949857883603
"Abhd12",1.45304152948577,1.44409275124974,0.6106,0.533645433231039
"Abhd13",1.29953058645949,1.30224514353249,0.0909,0.405686893043513
"Abhd18",1.64944639543378,1.64598794083521,0.3325,0.270609835656344
"Abi3bp",1.50747506223078,1.23345928187964,6.4941,3.02604172455257
"Ablim1",1.86137548200197,1.86374760305869,0.0925,0.106870634832733
"Abraxas2",1.41187860740081,1.40243564762082,0.1838,0.39963378378062
"Abtb2",1.75298155117673,1.74793724326754,0.3036,0.242879501104357
"Acaa2",1.56090715602295,1.54334713584332,1.103,0.674257943551115
"Acacb",1.46742856674064,1.47171260437145,0.0756,0.132968244423905
"Acad11",1.39434244025388,1.39251653914168,0.3228,0.39128210395327
"Acad12",1.30127905228576,1.3107588133935,0.2852,0.433002166856099
"Acadsb",1.44598512148493,1.4403022035226,0.3317,0.377740232906075
"Acadvl",1.39962643170216,1.31538183940039,0.2167,0.528351276427693
"Acbd6",1.49459897471649,1.48211808032086,1.0074,0.661435325366809
"Aco2",1.55643564063918,1.55829440872605,0.1419,0.170670100848895
"Acot11",1.58108606106179,1.56671265430596,0.8756,0.56154941889538
"Acot13",1.51824556331021,1.51458609117236,0.3674,0.333294636144654
"Acsl1",1.57378480412429,1.57333822009204,0.2212,0.224482766105338
"Acss3",1.10735095935198,1.10945786053328,2.942,1.57754241207045
"Actl6a",1.38240775350363,1.37562816914292,0.8401,0.664976567725633
"Actn2",1.85097400546487,1.85312573717944,0.0961,0.110393534490356
"Adam10",1.44367072155105,1.43981956228813,0.2282,0.318579431601352
"Adamts17",1.48883978161786,1.42155882600666,5.2904,2.40763256199128
"Adamts3",1.54788786546816,1.5264801605925,1.7923,0.973755400573816
"Adamtsl4",1.35950777664691,1.3615260139641,0.0256,0.305788697332778
"Adarb1",1.50227195459343,1.49698757187363,0.2899,0.320053949652166
"Adcy9",1.56257857349994,1.55626926181471,0.4973,0.382752993271883
"Adgrl2",1.62641684345246,1.61395930259216,0.8776,0.537607792697607
"Adhfe1",1.4719780606268,1.46717599685366,0.3661,0.361118044988148
"Adk",1.52433032820663,1.52999284585149,0.0571,0.100382161780074
"Adprm",1.40558653861272,1.39704766685258,0.6705,0.585082737138608
"Aebp2",1.5321453073758,1.52035106265999,0.7,0.50400334132194
"Afap1",1.47136666177637,1.46226326561628,0.476,0.445511459400655
"Afap1l1",1.46386256069115,1.44880900717373,0.9442,0.684065882733569
"Agap1",1.46351606828325,1.46442361960532,0.2233,0.257876106594443
"Ago4",1.45156748650508,1.43657234658174,1.3199,0.828891933345513
"Agpat3",1.30581867433804,1.31436932700401,3e-04,0.313083824333549
"Ahcyl2",1.52001803920639,1.4992036148492,2.1451,1.1333249191794
"Ahsa2",1.42453206067504,1.4144516038634,0.3433,0.457979790949677
"Aida",1.4203352010911,1.41267288876428,1.0535,0.723677103247147
"Ak3",1.42017388223728,1.41574330446569,0.2808,0.379332689839905
"Akap13",1.36681205944283,1.37212356684911,0.0022,0.146802590593404
"Akap6",1.67183098817908,1.67559304898052,0.0869,0.112474947966321
"Akap7",1.47156004829009,1.45215356058422,1.1491,0.765282084818056
"Akr1b1",1.53676943668582,1.50787731685752,1.198,0.780119942699437
"Akt3",1.36767692610375,1.36436826071869,0.2121,0.421842912628571
"Aldh2",1.26340702116836,1.27950944688408,0.9669,0.698772635399796
"Aldh4a1",1.41611787388991,1.39420934906167,2.2838,1.23274542668491
"Aldh6a1",1.44171790404691,1.43779492700556,0.4087,0.389632723324724
"Aldh9a1",1.4334982684781,1.42956097310854,0.2952,0.354825200088059
"Alg14",1.40222666021522,1.25760332432101,5.0409,2.41660100827985
"Alpk3",1.50143212051203,1.50344039727541,0.1361,0.188223429525636
"Amd1",1.6489839653422,1.64265369145391,0.3628,0.299259101959578
"Angel2",1.42344440330347,1.41824252097257,0.7073,0.566133923660422
"Angpt1",2.51213453946078,2.46901816380604,0.7267,0.398359282170812
"Ankib1",1.5152862557618,1.50829620729724,0.565,0.432830956881123
"Ankrd1",3.17704697447894,3.07660466921222,1.7419,0.791215230519605
"Ankrd50",1.35355990544461,1.29102352801341,0.6032,0.669769157453681
"Anxa11",1.42706641397419,1.41799625248238,0.464,0.501043065499899
"Anxa4",1.47228607339916,1.44864411682822,1.5532,0.92564491269589
"Ap2b1",1.49634261190017,1.49260320692776,0.4123,0.36122250241596
"Ap4b1",1.37880439081903,1.36925346325766,0.2111,0.438265804161493
"Ap4e1",1.43206062665544,1.42343489121154,0.6087,0.552491133170505
"Ap4s1",1.41276721497423,1.40745699609511,0.5204,0.515818222913368
"Apc",1.48973163496298,1.49035295843924,0.2005,0.238956582355799
"Aplp2",1.54540249707883,1.53488917129983,0.4701,0.399404298679164
"Apmap",1.40274822462426,1.39380577481162,0.7193,0.606190503433419
"Appl1",1.47919823848669,1.46930243409624,0.6244,0.503594215563455
"Arfgap2",1.28356942424877,1.29676165502604,0,0.341298608831103
"Arhgap21",1.57105761146012,1.57248499892108,0.1624,0.17824756905261
"Arhgap44",1.50186866727393,1.49185108529396,0.793,0.547367499088428
"Arhgap5",1.50503829041006,1.50340369694536,0.2974,0.294713496789467
"Arhgef10l",1.43531910613218,1.43236432038771,0.3163,0.349157013832089
"Arhgef7",1.44543231244056,1.44258071314466,0.2042,0.29963703232992
"Arid1a",1.4614609708426,1.4575195696679,0.2909,0.332425910667214
"Arl8b",1.49738481981582,1.48438628455401,0.6803,0.536219592591206
"Armc1",1.41361154500568,1.40739312221671,0.2438,0.415033880303614
"Arrdc3",1.724674815394,1.69805420137711,0.9744,0.589527538511113
"Asap1",1.59639263393898,1.59737625707314,0.1724,0.180455672318576
"Asb7",1.41429248560666,1.40745987449116,0.4732,0.50363661655023
"Ascc1",1.48669294715408,1.47411041276229,0.8398,0.60895967198693
"Atad1",1.51841267928996,1.51479613998958,0.3708,0.334671903562295
"Atad3a",1.40715527542431,1.4068482681564,0.1232,0.268809920565078
"Atf6",1.7136378480611,1.71246748433904,0.2189,0.192848949063123
"Atf7",1.41306157284071,1.41254190344934,0.0977,0.257324570894416
"Atg16l1",1.40837963493646,1.40509702709082,0.3905,0.441974434182618
"Atp13a3",1.39136005959333,1.3896845328766,0.3591,0.445018315608371
"Atp2c1",1.51923292487213,1.51785411643104,0.2887,0.281916274488478
"Atp5mc1",1.38861230834691,1.38732892734684,0.0761,0.31661392971421
"Atp6v0b",1.34487038120111,1.35041976144347,0.0028,0.156183517321685
"Atp8a2",1.442254390417,1.42195732002949,0.7795,0.637625929179988
"Atp9a",1.38654116516778,1.37867405727039,1.5125,0.921559390512268
"Atpsckmt",1.36968701001839,1.37003991009032,0.175,0.386073427998797
"Atrn",1.43012400210257,1.42893037644037,0.2038,0.293645991223315
"Auh",1.46515011436745,1.46431218334958,0.2091,0.273266840271156
"B130024G19Rik",1.36681851664032,1.0323864992115,0.1314,0.736017527340347
"B230369F24Rik",1.4515475196997,1.43567707368547,0.6284,0.56697974239516
"B3galnt2",1.48820264592127,1.48018474595559,0.4327,0.401997921029142
"B430010I23Rik",1.47613906338656,1.46093689655333,1.303,0.813670288677852
"B4galt6",1.43545953754627,1.42677157080049,0.6726,0.57427788361456
"BC004004",1.42302367484457,1.41387304722536,0.3967,0.476933050842266
"Babam1",1.43504178955647,1.41687799061002,1.0337,0.739736605702141
"Baz2b",1.51478605249758,1.51234063180099,0.345,0.316367642302508
"Bbip1",1.45613561999799,1.4432173529537,1.1421,0.757238820857809
"Bcap29",1.52932821208377,1.51342666855425,0.7084,0.537263357247423
"Bcas2",1.3582626023455,1.35427603173019,2e-04,0.355583896902891
"Bcas3",1.54030428169912,1.54076413892042,0.207,0.220729717812707
"Bcat2",1.50963690855207,1.49467871186201,0.6323,0.520679507953899
"Bcl11a",1.3835589277404,1.37301897967081,1.5625,0.949884105333562
"Bcl2",1.61737440187893,1.56478663141632,1.5571,0.918813837092502
"Bcl2l13",1.52048370439315,1.51741201699673,0.2612,0.285657576423609
"Bcl6",1.40127791840859,1.39358503690971,0.1131,0.372642028690358
"Bet1",1.46306925852848,1.43933465200261,3.1001,1.52126405824175
"Bfar",1.41116786809594,1.40613769140488,0.5469,0.526016216347634
"Bicd1",1.48912571272339,1.47289700976965,1.7833,0.99526466243354
"Bik",1.26789244616732,1.2551167807803,0.4264,0.576465968627304
"Blcap",0.984210361129588,1.0510042933077,0,0.330462483974051
"Bltp3b",1.49131736692835,1.49125751550997,0.2705,0.273535270502965
"Bmal1",1.43401663917426,1.41694690942425,0.2158,0.417968801714429
"Bmper",1.44714459329849,1.26409910808285,0.7841,0.818051862695136
"Bptf",1.40336108765287,1.40426419191266,0.0653,0.236134720736122
"Brd9",1.25686738072856,1.26904721835977,0.0061,0.374147654292994
"Brms1l",1.4963741059623,1.479830740554,0.7572,0.601180683527246
"Btf3l4",1.48002169571476,1.46306559500913,1.0684,0.729581586649206
"C330018D20Rik",1.43149721715759,1.42105103407656,1.1539,0.764363180150438
"C87436",1.44815819137628,1.43485438350993,0.6792,0.584267959027179
"Cabcoco1",1.74165504366756,1.71861786997919,0.857,0.530670073230872
"Cabin1",1.37774511602195,1.3762904573177,0.9284,0.676886462350209
"Calcoco1",1.37605750491027,1.37363051492955,0.1075,0.369169615812881
"Calm2",1.41679082694808,1.39554889846551,1.111,0.785006417116189
"Camk1",1.29090924123111,1.27906173776861,1.1495,0.840830798568187
"Camk2a",1.38880956107773,1.38326498660316,0.3445,0.461370040273754
"Camk2d",1.58651089642967,1.59048307475187,0.0899,0.122381980674767
"Canx",1.4850077077233,1.47313526805227,0.3956,0.423085262269698
"Car14",1.3538604545916,1.35614089919009,0.2051,0.400432786071116
"Carf",1.41154919173559,1.40661734788768,0.5796,0.537467077253774
"Carm1",1.4447408907637,1.436284035685,0.7035,0.576333062351701
"Carmil1",1.30091916924812,1.31055905614499,1.2951,0.842054536452992
"Carmn",1.43004829186368,1.42559960959603,0.2621,0.355538831655369
"Casc3",1.40798625900166,1.40463758131776,0.2061,0.36651700277757
"Casp7",1.36390887876957,1.32898669720688,0.4447,0.575155134279186
"Casp8ap2",1.41473603495554,1.33288786539421,0.5255,0.638954598070196
"Casq2",1.59101524329159,1.58859738900681,0.2939,0.265059695199922
"Cat",1.52333670564232,1.51699598496264,0.3793,0.352937646099469
"Cav1",1.32618129021208,1.22685294537292,2e-04,0.487838584604904
"Cav3",1.45346872769453,1.43981824480514,0.3078,0.440245633011319
"Cavin4",1.47122450577394,1.46012822223404,0.3891,0.441077259619904
"Cbfa2t2",1.48310097749683,1.48011725820106,0.3192,0.325608868314357
"Cblb",1.59737966484775,1.59560766488879,0.3008,0.26063867750936
"Ccar1",1.48273201871544,1.48368614444533,0.1836,0.231297399996543
"Ccdc122",1.30775192970776,1.23074535509962,0.4036,0.624367768511852
"Ccdc152",1.3657604257245,1.26761616050512,1.8233,1.16509018911805
"Ccdc174",1.48533351055223,1.45780653706036,5.0504,2.25516932159731
"Ccdc191",1.45022922604582,1.43841891088235,0.4445,0.491055898933772
"Ccdc28a",1.40106842757163,1.38943881167785,0.2315,0.437260971409839
"Ccdc57",1.51185904648608,1.48077493679422,2.0258,1.10260746086494
"Ccnd3",1.49186508129513,1.48217124496058,0.6351,0.485698344496207
"Cd163",1.57451844634825,1.1276710668215,0.3692,0.767732026995734
"Cd36",1.75543669388797,1.7585413207107,0.0895,0.109545845545129
"Cd44",1.31743497448031,1.13596952930983,4.4793,2.26619352554313
"Cd46",1.49879753896059,1.4779717790999,1.9147,1.05241673275895
"Cdan1",1.40493262916027,1.38941929650406,1.4341,0.903770388423937
"Cdc14b",1.4942242002412,1.48091735213822,0.9738,0.660206972991812
"Cdc16",1.38410465369267,1.37645598705568,0.1913,0.421554644721808
"Cdc23",1.43206381426169,1.42512226809896,0.8926,0.651088090158216
"Cdc42ep3",1.40887405043777,1.4029529127276,0.2317,0.412085892304449
"Cdc5l",1.43800790968349,1.43101540872173,0.3316,0.423831301445247
"Cdip1",1.41375486417284,1.41180644524599,0.1312,0.285134097524254
"Cdk7",1.51677710832043,1.50466454362829,0.9031,0.592327534054418
"Cdkal1",1.5265598991912,1.5287497219401,0.1365,0.17125743001579
"Cdkn1a",1.42319576600549,1.39443053322406,1.354,0.883393396496305
"Cebpb",1.00854827911366,1.04161904079416,1e-04,0.250057001745928
"Cecr2",1.52474613772724,1.5192948838586,0.4487,0.374270969598014
"Celf1",1.4680049336978,1.46756059439644,0.2184,0.271119407568272
"Cenpp",1.72379436583767,1.67957865577951,2.0418,1.0544130797058
"Cenpv",1.50948377494862,1.48785038045456,2.051,1.10288066484491
"Cep104",1.43519430278916,1.38187633174646,1.0209,0.792975676115714
"Cep120",1.46942079934316,1.45966081535569,0.5239,0.467799478142086
"Cep126",1.4269809352751,1.41733473946681,1.9623,1.07074936465675
"Cep162",1.31288900463597,1.316188791101,0.3799,0.507373505723784
"Cep192",1.47123004986297,1.44677790792048,3.0082,1.48059657495861
"Cep68",1.43722137218724,1.43261879886161,0.417,0.4075212452245
"Cers4",1.49084614226775,1.47674828664425,1.3865,0.830305421614054
"Ces1d",1.63174792335395,1.62549969524523,0.3616,0.303263370094225
"Cfap61",1.45084866073394,1.38865650758046,0.7321,0.683304790039764
"Cgnl1",1.339047427661,1.24479627983716,2e-04,0.479308638299851
"Chd1l",1.34511396447313,1.32227788500747,2.2841,1.26508192717228
"Chd2",1.59909412562864,1.59876119527817,0.2412,0.222447169168168
"Chd7",1.55422912104891,1.55181775593591,0.3469,0.299792171819336
"Chn1",1.48798185118691,1.47591028351379,0.7496,0.568842260366501
"Chrm2",2.45613829035101,2.44189269017669,0.3439,0.218039662135113
"Cir1",1.41461002209465,1.40597239053132,0.2671,0.429145912828178
"Clcn3",1.49307011414005,1.49164856205851,0.2848,0.293875138498125
"Cldnd1",1.37058419073859,1.33503369344878,0.2687,0.508319691241212
"Clec16a",1.49213766145342,1.48399431480461,0.4133,0.392341264084327
"Clec2d",1.45915643333424,1.44952858336687,0.9645,0.655413607292365
"Clns1a",1.43493737083491,1.35426285941464,1.6263,1.05061613132508
"Clpp",1.35914431088986,1.36132033722344,0.4233,0.462885933727082
"Cltb",1.4579980678556,1.3449348809332,5.5698,2.56814684069943
"Cltc",1.48495001715399,1.4843020231218,0.2378,0.271434768969474
"Cmc1",1.46923512842274,1.44665121496949,1.7969,1.01612266690858
"Cmss1",1.47655504588879,1.47931792442826,0.1172,0.177298795715675
"Cmtm8",1.30270825694465,1.26235463400903,3.7644,1.86255284018583
"Cnih4",1.42329034389744,1.40082448524822,0.5443,0.569803885470619
"Cnot7",1.47147727044905,1.46019149622172,0.6201,0.53817012077433
"Cnst",1.49207354421255,1.48943786649957,0.2609,0.295903495040639
"Cntnap5b",0.0734882360216394,0.113954421422193,4e-04,0.310905497443406
"Cntrob",1.12833267408572,1.15642439322115,1e-04,0.414579892677937
"Cobl",1.47787968341151,1.26268193306094,1.6184,1.14346551110292
"Cog2",1.47129691171001,1.44528871885573,4.3645,2.00376563513257
"Col3a1",1.50919015016454,1.25731438371954,2.8833,1.63749699412605
"Col8a1",1.43111205755894,1.29647909437818,0.8505,0.80727517180458
"Colq",1.48970073553583,1.46769914855991,1.5266,0.906177040658284
"Commd1",1.51776047210716,1.49926320317706,1.3841,0.834081594139678
"Commd10",1.56247021974452,1.5418885241401,0.9559,0.635857414168432
"Cops8",1.3789652721874,1.37142839722278,0.2398,0.444105443221935
"Coq10a",1.40562465151284,1.40326354676408,0.1322,0.306951430599924
"Cox10",1.4829653257089,1.48459671029138,0.1456,0.206823762974708
"Cox6a1",1.4253949099223,1.42262306898532,0.2131,0.317044856826586
"Cox6b1",1.44137506235452,1.43567878509593,0.2278,0.343255228068278
"Cox7a2",1.41412117612784,1.41059625835073,0.2993,0.378552604717
"Cox7a2l",1.45705532830013,1.44328944645596,0.7103,0.594713925812365
"Cox7c",1.39487155331911,1.39794815694883,0.078,0.214719012343812
"Cox8a",1.40274475584143,1.39997225937874,0.0794,0.307863841795282
"Cpne8",1.45972916798203,1.37801225386557,1.6478,1.0491908891113
"Cpsf3",1.43462287242834,1.41775778659804,0.6346,0.581380753906473
"Cpsf7",1.42517488691408,1.42163362357615,0.2837,0.356170151375567
"Cpt1a",1.3328954777625,1.33819725385492,2e-04,0.319937321839706
"Cpxm2",1.50658246210418,1.49552082655616,0.2747,0.34418274186101
"Crebbp",1.48139331018572,1.48359468672862,0.1288,0.190285425064246
"Crem",1.52050547714341,1.50810628035639,0.3411,0.370512186977287
"Cript",1.35965964957715,1.33732488904876,0.0103,0.392071611825283
"Crtc3",1.46238173379893,1.45920594010146,0.3072,0.332230899745656
"Cry1",1.44993588733882,1.4271646336645,1.3179,0.847660656335053
"Cryab",1.60401205599646,1.58487010524876,0.6185,0.466103198864431
"Crybg3",1.54134556639099,1.53444848080498,0.4708,0.384803542973074
"Cs",1.48246130257303,1.47875671109312,0.3014,0.324308021514377
"Csde1",1.47817803419821,1.47851388114656,0.176,0.239486382429261
"Csnk1a1",1.45523968392522,1.45793584897326,0.1126,0.188078057755326
"Csnk1g3",1.48982712996596,1.4815880798348,0.4531,0.410829965434903
"Cspp1",1.48955697070384,1.47948150463995,0.7577,0.544732671975944
"Cst3",1.29287486676962,1.30374472910557,0.4507,0.500988214160367
"Ctdspl",1.33453894267486,1.22725180062859,1.8021,1.17563629359247
"Ctnna1",1.49776207663144,1.49597430894511,0.3015,0.300998878829348
"Ctsh",1.40708292855718,1.4000079227577,0.5366,0.53102510084003
"Cul4a",1.4138296736995,1.41105069793892,0.1605,0.311076198867374
"Cutc",1.48789870846779,1.42528373307264,2.4779,1.33334907121589
"Cux2",1.49336080542479,1.48491622072707,0.3615,0.372670378008378
"Cwc27",1.48832361748745,1.48615719619712,0.3113,0.31320911033225
"Cwf19l2",1.39558222451269,1.39775031868075,0.0642,0.225648651946855
"Cxxc5",1.39006022674095,1.3540129673894,0.7396,0.679480663257098
"Cyb5r4",1.43564652587793,1.42779724601917,0.4262,0.475484480995601
"Cycs",1.38347824477052,1.38195689773241,0.0886,0.353506942092871
"Cyp2b10",2.84147625997528,2.11792721035953,32.3902,12.6673965036101
"Cyp2d22",0.64254351974476,0.759711268052651,2.8502,1.43305324026338
"Cyyr1",1.49738544656111,1.46099045381594,0.4121,0.502040730740076
"D230022J07Rik",1.21421017212772,1.24148865911494,1.0439,0.74361002342366
"D830013O20Rik",1.46523520631278,1.44646813498596,0.8781,0.662252465621362
"D830024N08Rik",1.52663439216628,1.5243019424737,0.2817,0.284365780703498
"Daam1",1.59177385688255,1.59328612427998,0.1573,0.169541980070546
"Dbp",1.3694894753192,1.31979571533862,0.1066,0.463925066326492
"Dcaf10",1.47355050480562,1.46200721476788,0.7599,0.589974269275448
"Dcaf11",1.40624266938874,1.40251544450019,0.2612,0.412327135445779
"Dcaf8",1.4469035347686,1.44960784571558,0.1067,0.192227202033842
"Dcbld1",1.45985163503584,1.43417244078976,1.2576,0.828268430136794
"Dcbld2",1.41669643535099,1.4048220078592,0.3805,0.479390059648994
"Dctn6",1.34735460498263,1.34944500945726,1.0713,0.735446902727414
"Dcun1d2",1.47329950185757,1.46397327880932,0.6217,0.50126868976253
"Ddhd1",1.44624604476868,1.43340689841395,0.7997,0.62997102552581
"Ddi2",1.47369662172373,1.46759936493914,0.3823,0.377021290096191
"Ddx10",1.48575928167338,1.47274110504712,1.7488,0.969343592740844
"Ddx17",1.272910995065,1.28132375121927,2e-04,0.17460862793181
"Dennd10",1.44939129622399,1.43509160830209,0.7926,0.628343309845096
"Dennd4c",1.53290691742322,1.53160843877821,0.269,0.267731961561375
"Dennd5b",1.62446275223273,1.61708113106209,0.5104,0.372066886077306
"Desi2",1.45832763133277,1.45388978790268,0.26,0.326450899220165
"Dgat2",1.79644699048795,1.78392842754894,0.5479,0.364881595070025
"Dhps",1.40098400583776,1.3846641653221,0.4682,0.540326605902779
"Dhrs3",1.46148590774989,1.45201105438319,0.3884,0.431328934538879
"Dhrs7b",1.42466697218774,1.34261843285935,37.0642,14.5118295874582
"Dipk1a",1.38726700978616,1.36021067341389,2.9155,1.49129358972205
"Dipk2a",1.54350380487883,1.51065162296467,1.1214,0.753101050207119
"Dlc1",1.89846891905143,1.89798931551301,0.1606,0.14454865976189
"Dlst",1.44330575333764,1.44072708986659,0.2252,0.306404298679164
"Dmpk",1.43575923092024,1.43702039203396,0.1338,0.236422613865615
"Dmxl2",1.44037545536123,1.43829870743699,0.1905,0.290359941581912
"Dnai4",1.20266675784962,1.17464461476368,1.0508,0.857880091137518
"Dnaja1",1.64573708524295,1.60014206180753,0.9979,0.695883618387658
"Dnajb4",1.54836136096368,1.54808628850379,0.2099,0.227625801226387
"Dnajc11",1.49215827848126,1.48794516882963,0.3902,0.35769168277936
"Dnajc15",1.46600125615529,1.45986479870838,0.4325,0.401096846912938
"Dnajc25",1.51331566413972,1.5007987178476,0.7574,0.545374621693115
"Dnm1l",1.50543527703082,1.50442916756321,0.2882,0.284510162930384
"Dnm2",1.42736975056998,1.42602129942547,0.178,0.287031972354378
"Doc2g",1.41401708364537,1.40278971250487,0.7074,0.602697266769219
"Dock1",1.47387792229914,1.47156068789972,0.2805,0.309683685006015
"Dock4",1.61318353995309,1.60913240125283,0.3981,0.311136597547252
"Dock5",1.43697375113473,1.42323391397785,2.501,1.27903436934112
"Dock7",1.44799922237836,1.44050985479433,0.5042,0.469346174869687
"Dock8",1.29045454025119,1.3006832413761,0.6604,0.550349632313191
"Dock9",1.47934352332447,1.45701658213823,0.4498,0.499606896001108
"Dok7",1.43034162898697,1.42454467867628,0.6381,0.531464240203757
"Dot1l",1.4004679499741,1.40025381333212,0.0621,0.249423600778685
"Dpf3",1.54692575695988,1.54768390708235,0.176,0.202468636478041
"Dph6",1.57651772358599,1.5610031976367,0.9458,0.595856868964638
"Dsc2",1.49295546611053,1.48867246713015,0.3762,0.352543932808719
"Dtd1",1.27350499214806,1.21856995840743,2e-04,0.461901567437986
"Dtwd2",1.43182105063455,1.41910440120274,0.7025,0.595932262182722
"Dusp1",1.34622789936573,1.34753130604085,5e-04,0.338936160317805
"Dusp12",1.40492483993097,1.39357760832592,0.2921,0.454570535319612
"Dusp18",1.3917472163913,1.38485060316067,0.5815,0.554282432165722
"Dvl1",1.40050858234134,1.39875268307098,0.1171,0.297383447501627
"Dync1i2",1.44389556591193,1.43491151841953,0.9058,0.658757198447751
"Dync1li2",1.37814526695277,1.37712606405306,0.2868,0.430669376832244
"Dyrk1a",1.55400043173186,1.55493857747672,0.1776,0.19780025944047
"E130307A14Rik",1.46346471039672,1.44555185225131,0.9836,0.701131689683854
"E330017L17Rik",1.12291820013943,1.14849511468974,0.2992,0.531422831516816
"Ebf2",1.39830911161893,1.36426535312474,0.4173,0.549983836556288
"Echs1",1.43682114214054,1.43070974242263,0.6445,0.519035324683196
"Eci2",1.46839934483821,1.45468201572697,1.6554,0.948968402691307
"Eef1g",1.42399110366451,1.41487770619514,0.6447,0.5707022442939
"Eepd1",1.60550682124849,1.57823022158571,1.1637,0.714926718405676
"Efr3a",1.51931752308334,1.51591888786824,0.3499,0.324250263294277
"Egflam",1.08157962298947,1.09000802961422,3.2215,1.68669181582933
"Egfr",1.31382188103456,1.32093935572461,0,0.349794678483888
"Ehd1",1.18076513860621,1.21446906875279,0.5378,0.5563182428522
"Ehmt1",1.51879929480936,1.51802732029829,0.2656,0.267152778584363
"Eif2ak3",1.46450663194499,1.44830966252385,1.1789,0.774194284446685
"Eif2s1",1.397793929196,1.33088390055144,3.6891,1.8327199668196
"Eif4h",1.39088441182226,1.3880822912398,0.3547,0.456351048491353
"Elf1",1.68523193168039,1.67454192448923,0.7505,0.464470194248746
"Elmod3",1.31674329490312,1.28811080301433,0.7893,0.716439694903505
"Elovl5",1.31366760619936,1.32156361023334,1.4586,0.893719729059289
"Elp4",1.53744485617908,1.53414913329616,0.3724,0.323710273514858
"Emcn",1.45189647846796,1.35114305230863,0.6379,0.681638142373994
"Eml1",1.54419026013051,1.53784460040453,0.3938,0.349742794092019
"Eml4",1.45081115240025,1.44372788632593,0.6246,0.503816096995543
"Eno1",1.32024030466445,1.32055116275388,2e-04,0.366163214059204
"Enox1",1.38023727773658,1.35121084601663,1.5998,0.99650611074541
"Enpp1",1.53114228751104,1.44444357048563,2.1033,1.19920306465085
"Entpd1",1.44175472402405,1.30149192695232,0.2761,0.580782508751528
