gene,beta0,beta_sex
2900089D17Rik,1.4096496884371,0.987466253568346
3110009E18Rik,-0.362024372275625,-0.158687682013343
3110056K07Rik,-0.119365072933175,0.103517495558906
3110082I17Rik,0.00316167390877374,-0.472487196636546
3222401L13Rik,-0.405128131345426,-0.00776289882943642
3300002I08Rik,-0.508743005135864,0.224850751894452
3425401B19Rik,0.859858900257592,1.08323900767745
4631405J19Rik,-1.0232142018849,0.12081321577888
4632427E13Rik,-0.0504236239234922,0.0920856957348617
4732440D04Rik,-0.787308833282234,-0.155978941130374
4732465J04Rik,-1.25415229767489,-0.370583455355359
4732471J01Rik,-0.439762399212907,-0.224439827696467
4732491K20Rik,0.0451245322836385,0.0586548168752765
4833420G17Rik,2.21377520072341,1.28122288815001
4833439L19Rik,0.254761846711323,-0.321837843259848
4921504A21Rik,1.14377389712092,0.281643851036505
4921511C10Rik,-0.626429111481145,-1.81027915259729
4921524J17Rik,-0.338636327974183,-0.209411103670638
4930402D18Rik,1.88651543853752,0.35373707740711
4930412C18Rik,3.48650378369421,0.066561546666317
4930428N03Rik,-3.79520035141626,1.17267765793306
4930432B10Rik,0.190499947591994,-0.131971058880118
4930447C04Rik,-3.21797751856933,-0.913383728689039
4930453N24Rik,-0.0397560270163217,-0.445457092811299
4930458D05Rik,3.06097187776117,1.1125850071325
4930470G03Rik,0.394389265836693,-0.598049242461767
4930473A02Rik,-0.501493919398671,-0.0698206816568546
4930481A15Rik,3.50157835872419,2.10277971876272
4930506C21Rik,-0.339793411984715,0.104604645614977
4930511M06Rik,-0.164277126544109,0.0889569537725803
4930512B01Rik,0.0378172569247296,0.949133417633935
4930512H18Rik,-0.237860663267454,0.00831834591074401
4930517O19Rik,0.410098893726205,0.67799432809909
4930522O17Rik,3.55703405151716,0.242067455905405
4930523C07Rik,-0.455002316023318,-0.47935200709279
4930544I03Rik,1.23326964837766,-1.17557342910923
4930549G23Rik,0.0226575494724029,0.258233646059425
4930551O13Rik,0.394207858239709,-0.107083368573507
4930557K07Rik,-0.105642890424726,-0.768123906719768
4930558N01Rik,0.101613893796964,0.0927069026002687
4930567K20Rik,26.4365377180378,-0.267268715935865
4930581F22Rik,0.117361014372572,0.163188936002092
4930594M22Rik,-0.168921174287946,-0.503094756137171
4931414P19Rik,-0.0699657850444195,-0.414016365814423
4932441J04Rik,-0.639149328571038,0.118148540663911
4933406I18Rik,-0.397872323622979,-0.190783617649969
4933424G05Rik,-0.254887197687236,0.019941363180728
4933427D14Rik,0.406057423361004,0.298672335831202
4933431K23Rik,-0.277927367325302,-0.0973952388948377
4933434E20Rik,0.166632150000228,0.373760269278259
5031425E22Rik,0.0737073424543986,-0.096682475008821
5330438D12Rik,-0.0256494732906271,0.029042363202956
5330439K02Rik,0.290872346928011,0.13996682705623
5430402O13Rik,-0.578885414998461,0.0421325519105121
5430405H02Rik,-0.115348563722023,0.0909292196741074
5430431A17Rik,0.198936197642659,-0.0148682752293034
5730480H06Rik,0.0510344004736601,0.486262419088437
5730507A11Rik,-0.176853739409465,-0.39436197092456
5830417I10Rik,2.76768235719783,0.17631899913015
5830418P13Rik,0.116127224041603,-0.377574785338918
6030443J06Rik,1.07468852790093,0.0711754589981061
6030458C11Rik,-0.228399180406659,-0.0140134812634189
6230400D17Rik,-0.116173234210582,0.254713648809193
6430548M08Rik,-0.522847138558991,-0.427246867792187
6430590A07Rik,0.235774575590324,-0.316128285119228
6530409C15Rik,-0.465185709963254,0.0644731177893397
6720427I07Rik,0.0754639631346588,0.0315280292370011
6820431F20Rik,0.884073505150941,-0.299502240363671
9230114K14Rik,-0.94168567919256,0.528781175562794
9330111N05Rik,0.547045834693033,0.201884662983105
9330136K24Rik,0.188790250086888,0.211920631686087
9330158H04Rik,-0.572840055688757,-0.625116514068931
9330159M07Rik,-2.54324573263917,-0.309682818239534
9330162G02Rik,-0.937993722191225,-0.369883563142241
9430037G07Rik,-1.63873706456684,-1.06433330706292
9430038I01Rik,-0.240866834636915,0.0903008257817651
9530026P05Rik,0.491160783944009,0.220707984155525
9630014M24Rik,0.0344838050337669,0.596357132660265
9630050E16Rik,-0.08399247141713,-0.651542131959158
9930024M15Rik,0.152158137166396,0.377563626733749
A330023F24Rik,-0.280822178332581,0.352872872400997
A330032B11Rik,-0.137717503320369,0.0920226344451742
A330102I10Rik,-1.1725311223316,0.474185932535171
A430033K04Rik,0.0457195960183611,-0.12660844388789
A430046D13Rik,0.427828924869132,0.457841464244765
A530016L24Rik,0.140725129145559,0.671450175614652
A630072M18Rik,0.203862716885228,0.227895238613095
A730017L22Rik,2.14479546850695,1.13010104058723
A730056A06Rik,-0.790561011846188,-0.350531460107747
A930002C04Rik,3.62915582670376,-2.38381041728918
A930005H10Rik,-0.296755469729729,-0.0383246700592312
A930007I19Rik,0.123346904900949,0.021824788674504
A930015D03Rik,0.947784718774946,-0.0540581908599566
A930029G22Rik,0.684907772029202,-0.233485263240218
A930033H14Rik,0.456343084139368,0.415710154921396
A930037H05Rik,0.041380971628619,-0.112719141178393
AA465934,-0.490358327097812,0.247625694829363
AA672651,-0.792090915377943,-0.351481554987987
AI480526,0.216394219783897,0.396856320297375
AI839979,2.81470491834074,0.806913820208474
AU020206,-0.29371587504959,-0.255059019876249
AU040320,0.277172520908472,0.0405273684926552
AW011738,1.24816369370231,0.202966648714363
AW146154,0.479127368430476,-0.239661962782362
AW554918,0.316860584150516,-0.295399310978472
Aaas,-3.3602662651197,-0.0615890468414892
Aagab,-0.483635279991933,-0.689294677390258
Aak1,0.0118932677062111,-0.10224772054936
Aamdc,-0.203757821207978,0.0418024145027679
Aars1,-0.369200839547751,0.0589756644719115
Aarsd1,0.0363315141617715,0.0355560714385721
Aasdh,0.00222302098866611,-0.562537153248444
Aasdhppt,0.0972122242773204,0.293732540319488
Aatf,0.059858850833494,-0.493271583620117
Abca1,-0.164943248655602,-0.150756012513164
Abca12,0.389012553104733,0.00712039820244062
Abca3,-0.387572204270997,-0.223914894445567
Abca5,-0.234234082383558,0.52306685241452
Abca8a,1.15528323263411,0.601563597389347
Abca8b,0.129909503223938,-0.081897331416913
Abcb10,-0.455218651375058,-0.112448599012101
Abcb1b,0.65081658425843,0.0916756785028543
Abcb4,-0.300460354144461,-0.00217399059234836
Abcb8,0.403892936384737,-0.253043625914336
Abcb9,0.373856282222931,0.0926051195314904
Abcc1,0.168930302652814,-0.170591973332116
Abcc4,0.442303613023393,-0.057063284883712
Abcc5,-0.162213580874236,-0.185770992826547
Abcc8,-0.523553913567811,-0.151212708731178
Abcc9,-0.4008524176884,0.00821132710645242
Abcd2,-1.04491279780484,0.164902384113635
Abcd3,0.333568918437428,0.0236653994750021
Abce1,0.198127762027746,-0.522000324690962
Abcf3,-0.216496121157078,-0.526264581359872
Abcg2,-0.0719127711207855,-0.353451026937752
Abhd12,-0.349453607256233,-0.285356839864886
Abhd13,-0.73891648747123,-0.47729914915342
Abhd14b,-0.239145077287775,0.016007794108835
Abhd17b,-0.107483858893759,0.0495809249577703
Abhd17c,-0.192019592634698,0.0211699442239835
Abhd18,-0.138346042430832,-0.215858975328555
Abhd2,-1.29344480419223,-0.507123812168916
Abhd4,0.170323509182025,1.12769773409253
Abhd5,0.0705294018177868,-0.334191418244251
Abhd6,-1.00059265177245,-0.324262847549472
Abi1,0.229086298052833,0.00906016043487422
Abi2,-0.349171373336849,-1.71286208325521
Abi3bp,0.916053079620126,0.740319445742973
Abl2,-0.0497834267764022,0.00468166078713803
Ablim1,-0.054104759781835,-0.00456924283793075
Ablim2,0.157975253191441,0.153513172096755
Ablim3,-0.429949387097604,-1.10377800377793
Abra,-0.477903542302344,0.282176573925662
Abraxas1,0.470371967406601,-0.490805589210543
Abraxas2,-0.27635893413816,0.0627451065845364
Abtb2,-0.116868091230065,-0.105560360206391
Abtb3,0.0585068445737498,-0.780708826014416
Acaa2,-0.450076825213416,-0.360817460575504
Acaca,0.0176407422051221,-0.321750135334539
Acacb,-0.0843105163341187,0.0297270796369859
Acad10,-0.0133254424352199,-0.146452608959206
Acad11,0.477994917039708,-0.0228207817251691
Acad12,-0.755316947168685,-0.655200863771193
Acadl,-0.251553876373568,-0.165188649709931
Acadm,0.133495291649784,0.0551988901116048
Acadsb,-0.0590405886315852,0.13109049274941
Acadvl,-0.577470952877322,0.316756381759806
Acap2,0.137946928958162,-0.0453266830693209
Acat1,0.157265694727444,-0.144176143140592
Acbd3,-0.161506965812733,0.236833285896759
Acbd5,-0.097893877377128,0.0202190478004649
Acbd6,-0.295775249146378,-0.0854222184712762
Acer2,0.0021591697544206,-0.30650023924653
Acer3,0.12514411668053,0.106290194531881
Acin1,-0.118992108549644,0.0805405855265406
Ackr3,-0.0340293203377119,-0.182300157065926
Acly,0.270942006519404,-0.218055025765414
Aco1,0.291009864330218,0.0868036115108754
Aco2,-0.0310625127760747,-0.018120501020801
Acot11,-0.249953457366312,-0.110866529290685
Acot13,-0.139320804863949,0.0387555219372414
Acot7,0.0287603153128253,-0.424485295302764
Acox1,0.0779957822790715,-0.0374565564434923
Acsf2,0.20868639787095,0.474488803076371
Acsl1,-0.0251005867837909,0.0821011441066353
Acsl6,-0.953146541624744,0.841200013259416
Acsm5,-1.98507455943294,0.545737395360419
Acss1,0.261138644100842,0.160602603980346
Acss2,0.382835312979652,0.726955461122515
Acss3,-1.85922240150168,-2.6201825952163
Actb,-0.104743708806,-0.0612691968512801
Actc1,-0.393892437972097,-0.0249871352976274
Actc1dt,-0.253021181163404,0.154434367895554
Actg1,-1.54256807639718,-1.0150316854981
Actl6a,0.59062785362443,0.0547326585613342
Actn1,0.302970791049891,0.0668987621147398
Actn2,0.0528957808938456,-0.00851345993928183
Actn4,-0.0685661424900555,0.388876969597668
Actr10,-0.167499896796195,0.337456891113341
Actr1a,0.0160559388381315,0.0252997601469491
Actr1b,-0.109308302024751,-0.354440381860592
Actr2,-0.0133573486295177,0.103772961547612
Actr3,0.0929960641158083,0.132005051393516
Actr3b,0.0889450750699453,-0.0680525309886467
Actr6,-0.391589678024366,-0.0159710283246014
Acvr1,0.064899795353332,-0.125746838777292
Acvr2a,-0.0155869204962395,0.107844635831301
Acyp2,-0.294799020256157,-0.024544123567835
Adal,0.00181433688029072,0.349829492198898
Adam10,-0.197064933753641,-0.0808084752054731
Adam17,-0.43498006963335,-0.0311641605560065
Adam19,-0.912515780523071,-0.130176213855345
Adam22,1.53132758367968,0.0954615498769504
Adam9,0.000807842254326196,-0.427539364560882
Adamts1,0.034453232718181,0.0877257746011156
Adamts17,-0.159046652234234,0.296490464307857
Adamts2,-0.13913380653353,-0.180799873922965
Adamts3,0.313860083378685,-0.130829015154585
Adamts6,0.079080268642496,-0.152662837869659
Adamts7,0.464848931685466,-0.061641341777624
Adamts9,0.104534306762521,0.746663083638762
Adamtsl4,-0.213400253992291,0.191474461502329
Adamtsl5,-0.262816243762145,0.0627983781244204
Adar,0.0961158584734673,-0.0231752805054151
Adarb1,-0.182237990066425,-0.116329487867569
Adat1,0.0136680404492881,0.0530248495474671
Adck1,0.352246806935019,0.00289135983123068
Adcy5,-0.519029068806897,0.0261539228456482
Adcy6,-0.290511703354859,-0.218351034607622
Adcy8,-1.28017077298469,-0.0790903949424144
Adcy9,0.185186676762125,-0.246750872930662
Add1,0.160642217003157,-0.157936833545837
Adgra3,-0.186841796712855,-0.144947187399853
Adgrl2,0.273278160297175,-0.165320636063417
Adgrl4,0.529968821879972,1.23259775934078
Adh5,0.889908723854496,2.04878617259234
Adhfe1,0.38345030864681,0.0620284922138108
Adipor1,0.300915632268862,0.672370646190611
Adipor2,0.256644633451662,-0.0502995497836384
Adk,-0.0429454585600465,0.00864664671539207
Adnp2,-0.198109784000244,0.190749775238736
Adora1,0.085239883239112,0.0366399965625599
Adprhl1,-0.00933660854157355,0.24390638252392
Adprm,0.478314044000978,-0.23636762898704
Adra1a,-0.680164020296838,-0.1784753999318
Adra1b,-0.0696378873498244,0.00165317773874083
Adrb1,-0.124411850957905,-0.442999402737656
Adss1,-0.609310526627021,-0.388163501520654
Adss2,-0.317459260303772,-0.0911935482598693
Aebp2,-0.215854699288532,-0.251064157016293
Afap1,-0.247692708132989,-0.173592659832145
Afap1l1,0.333778651479336,0.292110943891491
Afdn,0.242813386594943,-0.434207472741846
Aff1,0.00204592952686857,-0.00973157837105114
Aff4,-0.115747704159874,-0.207580041616266
Afg1l,-0.0131657895149746,-0.052555941278663
Afg2a,0.114440473614241,0.105425192394877
Afg3l1,0.213019122272319,-0.0611035605060819
Afg3l2,-0.310470124190484,0.158712079488399
Aftph,-0.0156097725688876,0.0522580706836115
Agap1,-0.240551047801142,-0.0423200600044616
Agap3,-0.13875274017991,-0.256629039539246
Agbl3,-1.68953746005332,-0.403955502355735
Agfg1,0.00107431417399221,0.214790438744095
Agfg2,0.10635594742514,-0.228208400873406
Aggf1,0.0153648631133189,0.268961608545748
Agl,0.014321149883561,-0.249054868780985
Ago2,0.166266563223839,-0.156612639018856
Ago3,0.00402617880132335,0.0792256393521899
Ago4,-0.637859469451504,-0.0519392538303788
Agpat3,0.529459131987997,0.0234830173128873
Agpat5,0.0922789169951789,-0.268692913120749
Agps,0.213295887264552,-0.420537995697575
Agrn,-0.0808850240201797,-0.0128561981821467
Agt,-1.00476467330153,0.677418492312646
Agtpbp1,0.39809890449627,0.0557677695462397
Agtr1a,0.414427317898586,0.20081405098465
Ahctf1,0.116462034957911,0.174883297769544
Ahcyl1,-0.159694063598743,0.0342929759817891
Ahcyl2,0.3645273387505,-0.125874532455006
Ahdc1,0.185430909445309,0.250430849709695
Ahi1,0.191450472602114,-0.316963139222979
Ahnak,0.176747285114484,-0.0471357471485596
Ahsa2,-0.266343209818888,0.593529917855699
Aida,0.56511083254294,-0.11955454049144
Aifm2,0.431775048921058,0.417887978746166
Aig1,-0.575543009330037,-0.105184240165923
Aimp1,0.198404171989321,-0.0108432940885005
Airn,-0.244858475852557,0.651319648354886
Ak2,-0.191618006850025,-0.543844337423206
Ak3,-0.317556294331896,0.228111026445965
Ak6,-0.0950276725987177,-0.476154308184681
Akap10,-0.105841494640443,-0.114385922827262
Akap11,-0.0469696200908018,0.0883355082729285
Akap13,-0.0842939954923102,-0.0260699372057668
Akap6,0.0603182879772124,-0.0206235406433649
Akap7,-0.411285924257623,0.783370017693592
Akap8l,0.092108469663899,0.652671640399488
Akap9,0.221797081225561,-0.0739389577023206
Akirin2,0.285336293511583,0.497415076400386
Akr1a1,-0.375995612207338,-0.0910638899613535
Akr1b1,-0.180813944720325,0.0590686938455815
Akr1b10,-0.550695102364977,-0.364919208851542
Akr1e1,0.315996000479597,0.15528190555616
Akt1,-0.169177256974262,-0.485901764456101
Akt2,-0.600179577405936,0.257587973321472
Akt3,-0.655316147729197,-0.52666113543427
Alas1,0.314216910455936,-0.147149882045889
Alcam,-0.805722430577469,-1.13158293506628
Aldh2,0.7909712856023,-0.558462159937712
Aldh4a1,0.376793921183397,-0.560897286912305
Aldh5a1,0.73917286140357,0.443378758752214
Aldh6a1,0.298292165424086,-0.547112262806833
Aldh7a1,-0.190949414728368,0.114332970859669
Aldh9a1,0.272646155832714,-0.23573201228616
Aldoa,0.196454717855154,0.231049801019966
Alg14,0.854428827411225,0.800917167662111
Alg6,0.00953024137566887,-0.261019614304895
Alg9,0.0878295788645113,0.198206810365529
Alkbh1,0.340213385473222,0.289048894221083
Alkbh3,0.0816816343305429,-0.126696709354208
Alkbh8,0.00226726425808947,0.00157484260228801
Alms1,0.209375548561435,0.150852645104689
Alpk2,0.0258993964974344,-0.0679182378825354
Alpk3,-0.0574209127782128,0.00017151144662906
Alpl,-0.828778802538827,0.245993191118154
Als2,0.0548071636450035,0.10182753132979
Ambra1,0.194304113413324,-0.154463425375907
Amd1,-0.179669148474414,-0.171469100299804
Amfr,-0.0727116825841759,-0.156409779751188
Ammecr1l,-0.145403158004344,0.363058887960442
Amn1,-0.592990354872477,-0.0124931554066029
Amotl1,0.281208184751942,-0.0368652027208637
Ampd3,0.764604061648592,0.245939222121303
Amph,0.162855592650728,2.5870950750425
Amy1,1.08858350304803,-0.215074447074065
Amz2,0.394343437904599,-0.730642093742823
Anapc1,0.0263048495974258,0.2330498673468
Anapc10,0.268077507634179,-0.525053583956078
Anapc11,0.113014361126429,-0.415244347766952
Anapc16,0.0866102219154154,0.110363170562196
Anapc4,-0.0868161262279462,0.217860407131023
Anapc5,0.197521075285315,0.205079959756371
Anapc7,-0.0459726123683806,-0.228471348772413
Angel2,-0.33220400136332,0.215518465380492
Angpt1,-0.135443184236751,0.0538099256783271
Ank,-0.0328647780705159,0.208299657406345
Ank2,-0.0252712028435036,-0.0595978230371365
Ank3,0.220176018595277,-0.159749769478566
Ankhd1,-0.0746410597125055,-0.135068518715243
Ankib1,-0.205178361750631,0.166353178443305
Ankle2,0.100180924261148,-0.612596859361276
Ankmy2,-0.280142441924391,-0.256190627359029
Ankra2,-1.61718131516875,-0.27475645020872
Ankrd1,-0.199662702113255,0.12141110919328
Ankrd10,0.589964832198057,-0.0707586849115593
Ankrd11,0.0548221756636329,-0.032045971139373
Ankrd12,0.0726697938971548,0.121561647215977
Ankrd13c,-0.0190746669160749,0.27024781101916
Ankrd16,-0.906612430594977,0.18563810157461
Ankrd17,0.103730515282293,0.0721082984692693
Ankrd23,0.352582325391232,-0.194377542294146
Ankrd28,0.0752889244013648,-0.0443505587250386
Ankrd33b,0.213639177143962,-0.0696882119828524
Ankrd39,-0.25027495316062,0.290303918573305
Ankrd40,-0.0430798151278203,-0.0841974810201912
Ankrd44,-0.0606813727149549,-0.128747745346436
Ankrd50,0.631401916233727,0.246136642025399
Ankrd52,-0.0148553575860238,-0.150198341172639
Ankrd55,-3.45992599315207,0.332926713678871
Ankrd6,-1.08402385193448,-0.511055576339079
Ankrd9,0.156087317875498,0.139840993707692
Anks1,0.263979877779038,-0.129355098325655
Anks3,0.0769621959430869,0.043922599519628
Anks6,-1.20523305670171,-1.20517886245112
Ankzf1,0.496759461416359,-0.0635631472539295
Ano10,-0.0808906795083106,0.119376672261213
Ano4,-0.462932863443284,-0.202997826672447
Ano5,1.35958419513935,-0.833730521101091
Ano6,0.316318736029669,0.523928613498589
Anp32b,-0.302466029617908,-0.0626437977908138
Antxr2,0.264462472687989,-0.179576136413058
Anxa11,-0.374456870301761,0.376673943276296
Anxa4,-0.132430209550363,0.417469065954754
Anxa5,0.184350238063673,0.47985703326554
Anxa6,0.143829261347359,0.276008033918636
Anxa7,-0.00826373965427631,0.304083446564624
Aopep,-0.19369499407233,0.175685359917204
Aox1,1.44235323503962,0.401780281082646
Ap1ar,-0.173631960143562,-0.0619526477161199
Ap1b1,0.0570083553488473,-0.0509112711176196
Ap1g1,0.176782479422637,-0.152452760520426
Ap1m1,-0.108930152235967,-0.350373718383
Ap2a2,-0.150285962138004,-0.132221309289064
Ap2b1,0.261088090252864,-0.0307175021750666
Ap3b1,-0.0200009798050521,-0.0655580213515358
Ap3d1,0.16112477546988,-0.32235273200108
Ap3s1,0.00187315880335665,0.351101363430371
Ap3s2,-0.179105254607854,0.38243452188558
Ap4b1,0.441090805733209,0.0379877204170496
Ap4e1,0.352259566046028,0.163669586966452
Ap4m1,0.120295572046584,0.720360824506405
Ap4s1,0.388764586299845,-0.0209188349477031
Apaf1,-0.109819086003269,-0.197083495482586
Apba1,-0.216057751057753,-0.84227763627716
Apba3,-0.286666491197069,0.165135677827584
Apbb2,0.750440369558653,0.316234731513299
Apc,-0.117550937663497,-0.213266642649943
Aph1a,0.123782298334521,-0.0053885902475157
Api5,0.063821744052018,0.399404666805061
Apip,0.137029127950969,0.178433307675509
Aplp2,-0.286389679016997,-0.117003814299398
Apmap,-0.526244269543394,0.153198014270345
Apobec2,-0.050232171320498,-0.466560853361248
Apoe,0.125831376612543,0.509622026004622
App,0.181500505939325,0.145508363394983
Appbp2,0.170954943742426,0.272956256949029
Appl1,-0.0514956572185899,0.0389981551954665
Appl2,1.33590273726134,0.0908180055972305
Aptx,0.330061352976662,-0.26548051544115
Aqr,-0.0797400327768686,-0.0592972947785986
Arap2,-0.243548098335353,-0.0141585312255469
Arb2a,0.0592091510250261,-0.0948937101438435
Arc,-1.18305708042545,0.913249886745671
Arcn1,-0.13543156631265,-0.194595018305739
Arel1,0.01757391095199,-0.163923352781346
Arf1,0.181971655217959,-0.0127695232336124
Arf3,0.507088443341974,-1.07949582571721
Arf4,0.043768373017588,-0.0588778864288515
Arfgap1,0.453734682291119,0.270581274774382
Arfgap2,-0.496383118999108,-0.434647217020529
Arfgef1,0.0532120541861805,-0.109405087101117
Arfgef2,0.213273729944996,0.267745085687186
Arfip1,0.0842027497388113,0.123932338294023
Arglu1,-0.0605124682073713,-0.0577202310465086
Arhgap1,1.11699995652358,0.445391742471038
Arhgap10,0.0810563183670387,-0.0595413175942952
Arhgap12,0.167394657627525,0.150450112644165
Arhgap15,0.051258097766126,0.20033768708619
Arhgap17,0.0535429975938144,-0.0586128147401158
Arhgap18,-0.313864954032494,-0.788427705665668
Arhgap20,1.40627752030002,-0.219839800255578
Arhgap21,-0.060196249880623,-0.026794558161044
Arhgap24,-0.443038366634673,-0.465458673034215
Arhgap26,-0.065297120180983,-0.103365960759187
Arhgap29,0.37026038462121,0.135526988577955
Arhgap32,-0.0770251415869477,-0.138866650148909
Arhgap35,0.43940590036362,0.125740578235789
Arhgap39,-0.21865162811751,0.0400226160419124
Arhgap42,0.125873744682185,0.269544462096091
Arhgap44,0.258454926864564,-0.346600621314192
Arhgap5,-0.190489329220558,-0.129682066166771
Arhgef1,-0.0747559918540689,0.264045346575618
Arhgef10,0.166960598226714,-0.0808260599026171
Arhgef10l,-0.258565462745139,0.00646195906089517
Arhgef11,-0.0329641126615808,0.198843295978294
Arhgef12,0.0128543572137019,-0.107497516542728
Arhgef18,-0.231078833503568,-0.596838177263971
Arhgef3,0.286318195548594,0.263005198619314
Arhgef7,-0.156204548646671,-0.0853013987099058
Arid1a,-0.276611919512489,-0.288776589778526
Arid1b,0.195157468346521,-0.00333352746210684
Arid2,0.167998496476828,0.0305803254751199
Arid3b,0.0639066590883629,-0.131964249975198
Arid4a,0.0511965758291191,-0.318934423680345
Arid4b,0.0193893148379304,0.0364860340663335
Arid5a,-0.222063826633874,0.203828236500332
Arid5b,-0.03147157608159,-0.0839087858805846
Arih1,0.0320908595359181,-0.0437077300395627
Arih2,0.0981239512787386,0.167190362919902
Ark2n,-0.0905899687732914,-0.371403695133462
Arl1,0.00401330848760382,-0.373835288740147
Arl13b,0.061207124133247,-0.591895508772443
Arl15,0.0361172213993407,0.18930648433629
Arl3,0.00281792106325556,0.048978366282406
Arl5a,0.147947049498138,0.407454317693447
Arl5b,0.234710453723358,0.197751893938753
Arl6ip5,-0.0596937159163654,-0.175511608519369
Arl6ip6,0.084871570246266,0.174250319688571
Arl8b,-0.213795791425843,-0.148784541432899
Armc1,-0.259501132575852,0.290120792934656
Armc2,-0.287686599619985,-0.469793796984595
Armc8,0.0813768665791015,0.0632795332433294
Armh3,-0.0197248494647917,-0.137288697967493
Armt1,-0.092141577247971,-0.137583814466712
Arnt,-0.0358496478980631,0.128910965448967
Arpc1a,-0.425250870735049,-0.551398828694879
Arpc2,-0.0581145322203365,0.108888434204947
Arpc3,0.189929216731879,0.625023997654303
Arpc5,-0.213710970611808,-0.670768107531867
Arpp19,-0.153594246106825,0.228767045574545
Arrdc2,1.01031947551542,-0.368055895901748
Arrdc3,-0.217756193576643,-0.199688307713926
Arrdc4,-0.270777612974528,-0.0391408272755124
Arsg,-0.524193670907941,-0.386036471308478
Art1,-0.55544967887044,-0.0481908651606426
Art3,0.203289672489438,0.268618019760609
Art5,0.169940372207714,0.00786989110089617
Arv1,0.227063913410619,0.276370477886362
As3mt,-0.723760857574387,-0.181992413774623
Asah1,-0.326188566131025,0.0235264021505113
Asap1,-0.10445808328326,0.092826215777386
Asap3,0.43604577507926,-0.0425718959306016
Asb10,-0.069767789888969,0.41834617188546
Asb14,0.267159838222289,0.24098454955782
Asb15,0.0303620078796768,-0.320623075824578
Asb18,2.2216109675393,-0.438527263344566
Asb2,0.51196975010518,0.410202886976527
Asb3,0.14271482518113,-0.112131391530942
Asb4,0.0172537302340109,-0.305001358992783
Asb5,0.0898809559948324,0.149281059201597
Asb7,-0.374757767832379,-0.143278145753481
Asb8,0.0112611734820013,-0.0207049690895821
Ascc1,-0.359785217095751,0.156557381138628
Ascc2,0.326147559770373,0.389692451943834
Ascc3,-0.00894072767234408,-0.191028726121084
Ash1l,0.0814919754344275,0.000788741173678222
Ash2l,0.144607616644314,-0.501243932661514
Asph,-0.143177341532484,-0.0156481506340993
