gene,group,abs_diff
Dtd1,ASPEN_only,0.00418495854672701
Dtna,Overlap,0.00129939102889698
Dtnb,Overlap,0.006594087270752
Dtwd2,ASPEN_only,0.00982840187037198
Dusp1,ASPEN_only,0.000599042662661975
Dusp10,Overlap,0.027686139439321
Dusp12,ASPEN_only,0.0537827920182801
Dusp18,ASPEN_only,0.041569712935418
Dvl1,ASPEN_only,0.01774061741958
Dync1i2,ASPEN_only,0.0270006574172159
Dync1li2,ASPEN_only,0.00174047935191801
Dyrk1a,ASPEN_only,0.00567769153832298
Dysf,Overlap,0.011900054220409
E130307A14Rik,ASPEN_only,0.045505960076412
E330011O21Rik,Overlap,0.045920216301499
E330017L17Rik,ASPEN_only,0.015439259468352
Ebf2,ASPEN_only,0.0432998556101281
Echdc3,GLM_only,0.00371830714573795
Echs1,ASPEN_only,0.000955930154429019
Eci2,ASPEN_only,0.00836798261072402
Eef1g,ASPEN_only,0.026461226279171
Eepd1,ASPEN_only,0.007626684657212
Efna5,Overlap,0.00401942088163904
Efr3a,ASPEN_only,0.029240572013807
Egf,Overlap,0.010150063939336
Egflam,ASPEN_only,0.0669432317525229
Egfr,ASPEN_only,0.086327545721091
Ehd1,ASPEN_only,0.020829622661836
Ehd4,Overlap,0.00211174773199901
Ehmt1,ASPEN_only,0.00215323448652599
Eif1ax,Overlap,0.019882971141037
Eif2ak3,ASPEN_only,0.033154557171132
Eif2s1,ASPEN_only,0.047787067833376
Eif4g3,Overlap,0.00545080083573502
Eif4h,ASPEN_only,0.00732772855281894
Elf1,ASPEN_only,0.00289137110803001
Ell2,Overlap,0.039773694691541
Elmod3,ASPEN_only,0.0217900198858351
Elovl5,ASPEN_only,0.034558640826429
Elp4,ASPEN_only,0.00290722161720403
Emcn,ASPEN_only,0.011108633257492
Eml1,ASPEN_only,0.0283951474826321
Eml4,ASPEN_only,0.00892802094002299
Eml6,Overlap,0.0164581299326
Enah,Overlap,0.021189678505609
Eno1,ASPEN_only,0.013809530935414
Enox1,ASPEN_only,0.00496574075561895
Enox2,Overlap,0.021046119529955
Enpp1,ASPEN_only,0.029773108605844
Enpp2,Overlap,0.028509412710199
Entpd1,ASPEN_only,0.089758248006651
Entpd4,Overlap,0.022630362887447
Entpd5,ASPEN_only,0.0306483149639699
Entpd6,ASPEN_only,0.000450539148601992
Entrep1,Overlap,0.013341824838461
Epb41,ASPEN_only,0.00389773057679999
Epb41l3,Overlap,0.023183155791599
Epc1,ASPEN_only,0.010879576348111
Epc2,ASPEN_only,0.00682790834144098
Epha4,Overlap,0.034711554652641
Ephb1,Overlap,0.0096821096530242
Ephx2,Overlap,0.01996112861743
Epm2a,Overlap,0.00120647171404797
Epm2aip1,ASPEN_only,0.025325061830047
Eprs1,ASPEN_only,0.012065952251382
Eps15,ASPEN_only,0.00240774765613999
Ercc6,ASPEN_only,0.017454685772886
Erlec1,Overlap,0.01289449369261
Ern1,ASPEN_only,0.013364756624301
Ero1a,ASPEN_only,0.00356335160878596
Erp44,ASPEN_only,0.010884426083994
Errfi1,Overlap,0.0495754888703159
Esrrb,ASPEN_only,0.011132342771241
Esyt2,Overlap,0.00930080963854607
Etf1,ASPEN_only,0.00226496645989399
Etfdh,ASPEN_only,0.00629810674087
Etfrf1,ASPEN_only,0.007082704178763
Ethe1,Overlap,0.049046033811601
Eva1c,ASPEN_only,0.00969142747027502
Evl,ASPEN_only,0.061662788595313
Ewsr1,ASPEN_only,0.00291926871586801
Exd1,GLM_only,0.043787425405289
Exd2,ASPEN_only,0.031710069629906
Exoc3,Overlap,0.00738527563184799
Exoc6,ASPEN_only,0.011459773297165
Ext1,Overlap,0.000530871359974983
Ezr,ASPEN_only,0.060839595525102
Fabp3,Overlap,0.00453543877250495
Fah,Overlap,3.91633620629994e-05
Fam120a,ASPEN_only,0.00731720748577303
Fam120b,ASPEN_only,0.00401677066143402
Fam13a,Overlap,0.0321630668554891
Fam151b,ASPEN_only,0.030310664919959
Fam204a,ASPEN_only,0.010613789716703
Fam20a,Overlap,0.023487911800221
Fam20b,ASPEN_only,0.0427432235103531
Fam227b,ASPEN_only,0.168714738835525
Fam228b,ASPEN_only,0.026569323570027
Fam241a,Overlap,0.017155821377361
Fancc,Overlap,0.00681174076833301
Fance,ASPEN_only,0.033280611881826
Fancl,ASPEN_only,0.00509986495275899
Fancm,ASPEN_only,0.036375350991334
Fastk,ASPEN_only,0.0100059736617699
Fblim1,Overlap,0.00352780635879302
Fbxl2,ASPEN_only,0.011924039822932
Fbxl4,ASPEN_only,0.00524901794743804
Fbxo10,Overlap,0.033214438277927
Fbxo3,ASPEN_only,0.030972670316903
Fbxo30,ASPEN_only,0.00911787576101997
Fbxo4,ASPEN_only,0.01752373145871
Fbxo40,ASPEN_only,0.01027099443448
Fbxo42,ASPEN_only,0.010485626596276
Fbxo9,ASPEN_only,0.0264204497944229
Fbxw2,ASPEN_only,0.044294660463256
Fbxw4,ASPEN_only,0.009842181505203
Fbxw7,ASPEN_only,0.00374754195038202
Fcho2,ASPEN_only,0.0262435048018109
Fech,ASPEN_only,0.026753582311258
Fem1a,ASPEN_only,0.020302698636029
Fgd4,ASPEN_only,0.006290523276546
Fgd6,ASPEN_only,0.017978950498029
Fgf1,Overlap,0.00438712743533709
Fgf13,ASPEN_only,0.082478475628976
Fgf16,GLM_only,0.039144144695911
Fgf7,ASPEN_only,0.146009469514308
Fgfr1,ASPEN_only,0.038306742037546
Fggy,ASPEN_only,0.016521372495039
Fhip1a,ASPEN_only,0.00631968844521302
Fhl1,ASPEN_only,0.0306656091671721
Fhl2,Overlap,0.00601468750748901
Fhod3,Overlap,0.000761977668540026
Filip1,Overlap,0.00669932000378298
Fitm2,ASPEN_only,0.00802785751756802
Fkbp15,ASPEN_only,0.012406523859751
Fkbp3,Overlap,0.068690794139015
Fkrp,Overlap,0.009404901684402
Flad1,Overlap,0.041588404370117
Flcn,ASPEN_only,0.00414512881630902
Flnc,Overlap,0.020497052530704
Flrt2,ASPEN_only,0.0570474377497761
Flvcr1,Overlap,0.020515059716833
Flvcr2,GLM_only,0.073585824190277
Fmn1,Overlap,0.0021551658777058
Fmnl2,ASPEN_only,0.0276842913964239
Fmr1,ASPEN_only,0.032658332011357
Fnbp1,Overlap,0.020513943635747
Fnip2,Overlap,0.044285633313694
Fntb,ASPEN_only,0.00305819522814599
Focad,Overlap,0.00219567841830903
Foxn3,Overlap,0.0145640513603811
Foxo3,ASPEN_only,0.00670429290473806
Foxo6os,Overlap,0.022585219887457
Foxp2,ASPEN_only,0.030586317425626
Fpgt,ASPEN_only,0.04103564205561
Fra10ac1,ASPEN_only,0.000643842185743038
Frem2,Overlap,0.01160931100637
Frmd4a,Overlap,0.00329000019318004
Frmd5,Overlap,0.0155576626023499
Frmd8os,Overlap,0.061715384548396
Frs2,Overlap,0.000902432542712939
Fry,Overlap,0.00245160928426896
Fsd1l,GLM_only,0.00337722290006504
Fsd2,Overlap,0.028145836271215
Fstl4,Overlap,0.012372220769612
Fto,GLM_only,0.00541526630835698
Furin,ASPEN_only,0.0212190722210509
Fut8,ASPEN_only,0.0455075774469671
Fxyd1,Overlap,0.000153738610149001
Fyco1,GLM_only,0.01586284507084
Fyn,Overlap,0.045797058846964
Fyttd1,ASPEN_only,0.00351748169340599
Fzd6,ASPEN_only,0.0209161757553841
G0s2,ASPEN_only,0.052968449994014
G3bp2,Overlap,0.0176815423648179
Gabarapl1,ASPEN_only,0.028008296515736
Gabrb3,GLM_only,0.130346402729553
Gadd45b,Overlap,0.00809610094325297
Gak,ASPEN_only,0.01486353581512
Galk2,ASPEN_only,0.046270021298476
Galm,Overlap,0.0166102764368581
Galnt1,ASPEN_only,0.00506149928205396
Galnt18,Overlap,0.00167304030158805
Galnt7,ASPEN_only,0.0287577978200481
Garem1,Overlap,0.00165494714233605
Garre1,ASPEN_only,0.014531110790413
Gart,ASPEN_only,0.047039365026808
Gas6,ASPEN_only,0.02775882936187
Gcfc2,ASPEN_only,0.064239517404614
Gch1,Overlap,0.05824305560466
Gck,Overlap,0.00276045684172499
Gcnt1,Overlap,0.039445158843404
Gdnf,ASPEN_only,0.092790512072227
Gemin2,ASPEN_only,0.016828115683745
Gfm2,Overlap,0.046268123010673
Gfod1,Overlap,0.033866896645382
Ggnbp1,ASPEN_only,0.00379585578369396
Ggps1,Overlap,0.000849919069145999
Ghitm,ASPEN_only,0.03095548448343
Ghr,GLM_only,0.000103985446210042
Gigyf1,ASPEN_only,0.038255948003625
Gipc2,Overlap,0.00514904924414605
Gja1,Overlap,0.036427284105341
Gjc1,ASPEN_only,0.046239211230138
Gk,Overlap,0.010511100558408
Glis1,GLM_only,0.032877657829081
Glt8d1,GLM_only,0.012435973200712
Glul,Overlap,0.0162020996383589
Gm10069,ASPEN_only,0.00570681870593304
Gm10649,ASPEN_only,0.054920651013581
Gm11266,ASPEN_only,0.019341980141091
Gm11613,ASPEN_only,0.003333524396049
Gm11734,Overlap,0.02136267152968
Gm11816,ASPEN_only,0.00319930121745451
Gm11884,Overlap,0.0048958102685955
Gm11967,Overlap,0.024289600737204
Gm12092,Overlap,0.00676138901048501
Gm12153,Overlap,0.073944934146044
Gm12216,ASPEN_only,0.042007432018007
Gm12224,Overlap,0.0061641342312426
Gm12295,Overlap,0.013425431164138
Gm12353,ASPEN_only,0.00477458909244899
Gm12519,ASPEN_only,0.00344309153089101
Gm13274,Overlap,0.039241264493879
Gm13481,Overlap,0.000609694532481053
Gm13483,Overlap,0.011525030102384
Gm14221,Overlap,0.00188950606208602
Gm14305,Overlap,0.00889746483088699
Gm14634,Overlap,0.04584521392794
Gm14636,ASPEN_only,0.038655171593224
Gm14902,GLM_only,0.044686126571608
Gm14964,Overlap,0.01795298290514
Gm15270,ASPEN_only,0.012322736555383
Gm15328,Overlap,0.046552110588411
Gm15336,ASPEN_only,0.049822118924849
Gm15337,ASPEN_only,0.029488575383009
Gm15506,ASPEN_only,0.00668398897538602
Gm15545,Overlap,0.039916581052758
Gm15737,Overlap,0.011420484717741
Gm15738,Overlap,0.0100277073120999
Gm15932,Overlap,0.0078103030028821
Gm15943,Overlap,0.026926311928815
Gm15952,ASPEN_only,0.027774552449085
Gm15958,Overlap,0.026775928016383
Gm16023,Overlap,0.0303362910657981
Gm16168,Overlap,0.00435785101559599
Gm16316,Overlap,0.0047171306296122
Gm16386,Overlap,0.0435502573309829
Gm16573,GLM_only,0.00347719034088401
Gm16599,ASPEN_only,0.00258209237291596
Gm16685,Overlap,0.0125219374301251
Gm16793,ASPEN_only,0.00562306127956402
Gm17106,ASPEN_only,0.000232826224957017
Gm17197,Overlap,0.02340300797387
Gm18258,Overlap,0.011397916216942
Gm19299,Overlap,0.014934117873622
Gm19324,Overlap,0.098057522294158
Gm19410,Overlap,0.043424603343598
Gm19461,ASPEN_only,0.00555306302474801
Gm19522,ASPEN_only,0.054690633862858
Gm19689,GLM_only,0.090778877332119
Gm19710,ASPEN_only,0.016306203763918
Gm1976,Overlap,0.00331703103273795
Gm20186,Overlap,0.039065798476643
Gm20618,Overlap,0.0245633297678907
Gm20619,Overlap,0.016044752475139
Gm20647,ASPEN_only,0.019050747979781
Gm20732,Overlap,0.00687107997973702
Gm20757,Overlap,0.00563502259848703
Gm24474,Overlap,0.00488037024481702
Gm26532,ASPEN_only,0.02657246138391
Gm26542,ASPEN_only,0.00556866924461602
Gm26549,Overlap,0.053047776017158
Gm26724,ASPEN_only,0.034792953222815
Gm26779,Overlap,0.0080752919700071
Gm26862,Overlap,0.00212189279032698
Gm26881,Overlap,0.010674438295037
Gm26901,Overlap,0.000831667515527101
Gm28376,ASPEN_only,0.051881097283278
Gm28403,Overlap,0.0148879579418311
Gm28609,ASPEN_only,0.0400387326255349
Gm30054,ASPEN_only,0.010363664888336
Gm30085,Overlap,0.00239493157138204
Gm30262,GLM_only,0.061755004712051
Gm30307,Overlap,0.000254005755018993
Gm30382,Overlap,0.00112929877332202
Gm30735,ASPEN_only,0.021197141400071
Gm30963,GLM_only,0.00323920516227802
Gm31224,Overlap,0.0219563222536771
Gm31356,Overlap,0.047401485411801
Gm31663,Overlap,0.00759184395137796
Gm31763,ASPEN_only,0.00734903106477203
Gm31870,Overlap,0.024439139199367
Gm32027,Overlap,0.00533770778060494
Gm32591,Overlap,0.028767164505348
Gm32718,ASPEN_only,0.025742683972307
Gm32828,Overlap,0.0325033409006831
Gm33424,Overlap,0.037239482565938
Gm33609,Overlap,0.00139186518121803
Gm34240,Overlap,0.015346170707504
Gm34961,ASPEN_only,0.073323483958201
Gm35041,Overlap,0.022568917427363
Gm35212,Overlap,0.0204425837470063
Gm35268,Overlap,0.0110639610965669
Gm35330,Overlap,0.00911934306425
Gm35533,ASPEN_only,0.000699838781232032
Gm35546,Overlap,0.032119281143675
Gm3587,Overlap,0.0166359346752341
Gm36037,Overlap,0.000706395031485008
Gm36235,Overlap,0.00575515582352804
Gm36372,Overlap,0.00361245499225804
Gm36703,Overlap,0.017332234942965
Gm37184,Overlap,0.023042456881374
Gm37376,Overlap,0.00938636378168101
Gm37459,Overlap,0.003576101365944
Gm37677,ASPEN_only,0.013968567158252
Gm37829,ASPEN_only,0.015487059799431
Gm38134,Overlap,0.016481687914833
Gm39214,Overlap,0.032495558089625
Gm40124,Overlap,0.0070167511400797
Gm40457,Overlap,0.022085173156753
Gm40528,Overlap,0.0537247838217351
Gm40604,Overlap,0.00866754121801994
Gm40649,Overlap,0.00710153317806606
Gm40652,Overlap,0.0026185315626583
Gm40999,Overlap,0.032833838412807
Gm4107,GLM_only,0.0681537889843841
Gm41505,Overlap,0.039169631115024
Gm41664,Overlap,0.023782904142625
Gm42209,Overlap,0.012185985231724
Gm42413,GLM_only,0.083068284452193
Gm42993,ASPEN_only,0.00850476422850099
Gm43361,Overlap,0.000160771768708101
Gm43713,ASPEN_only,0.00778608746315201
Gm44127,Overlap,0.019027618795563
Gm44710,Overlap,0.042276157917865
Gm45037,Overlap,0.0049843162126077
Gm45670,Overlap,0.00297537974109607
Gm45871,Overlap,0.068375280408057
Gm46218,Overlap,0.0287779575608921
Gm47200,Overlap,0.0516175947972221
Gm47603,Overlap,0.04790002224908
Gm47889,Overlap,0.051503478489081
Gm48606,ASPEN_only,0.015887575196044
Gm48630,ASPEN_only,0.044874348019484
Gm48882,ASPEN_only,0.010721412396781
Gm49171,ASPEN_only,0.000946033659056988
Gm49223,ASPEN_only,0.020321916247519
Gm4924,ASPEN_only,0.014949602641368
Gm49417,ASPEN_only,0.024593499032073
Gm49661,ASPEN_only,0.00938779210795199
Gm49891,Overlap,0.029640275838592
Gm49959,ASPEN_only,0.070841106926808
Gm50020,ASPEN_only,0.032399038211134
Gm50100,Overlap,0.018586066668607
Gm50114,Overlap,0.00708531456403605
Gm50194,Overlap,0.019898483695525
Gm5427,Overlap,0.000644418969039995
Gm5481,Overlap,0.00598062934419402
Gm55759,ASPEN_only,0.015483906515962
Gm56450,Overlap,0.00645404159861102
Gm56583,ASPEN_only,0.046415524837234
Gm56602,GLM_only,0.057475179549339
Gm56624,Overlap,0.058191847066668
Gm56646,Overlap,0.00226230082339796
Gm56707,Overlap,0.029818035801875
Gm56730,Overlap,0.00762425744156303
Gm56843,Overlap,0.0139985509539351
Gm56874,ASPEN_only,0.00468501433048601
Gm56919,ASPEN_only,0.027690070035785
Gm57127,Overlap,0.00407077177916793
Gm57146,ASPEN_only,0.00136273150974398
Gm57184,ASPEN_only,0.0252265465307781
Gm57242,ASPEN_only,0.000844700624994033
Gm57283,Overlap,0.014531363039632
Gm57403,Overlap,0.040744012189372
Gm57414,Overlap,0.00778608940206294
Gm5817,ASPEN_only,0.0244221741672289
Gm5860,Overlap,0.0359427894322879
Gm6994,Overlap,0.0030887448552531
Gm7933,Overlap,0.022834230529805
Gm8189,Overlap,0.00524349118366907
Gm9895,Overlap,0.023427946315649
Gm9934,Overlap,0.021000411740404
Gmeb1,ASPEN_only,0.00664709055982304
Gmpr,ASPEN_only,0.00660515318045402
Gnai3,ASPEN_only,0.059907041276088
Gnao1,Overlap,0.0586063886852239
Gnaq,ASPEN_only,0.00699167806372197
Gnb1l,Overlap,0.013920494611532
Gng2,ASPEN_only,0.060588729138798
Gnl3,ASPEN_only,0.00732018384092203
Gnptab,ASPEN_only,0.017641584813611
Gns,ASPEN_only,0.00335129848093596
Golga4,ASPEN_only,0.00128796832988398
Gon4l,ASPEN_only,0.032954340197466
Gosr2,ASPEN_only,0.05716048368327
Got1,ASPEN_only,0.00211950938516298
Gpam,ASPEN_only,0.00491638201142097
Gpatch2,ASPEN_only,0.018646709528041
Gpatch8,ASPEN_only,0.016139525477189
Gpcpd1,GLM_only,0.0186175218889181
Gpd1l,ASPEN_only,0.053986290089528
Gpd2,ASPEN_only,0.00594068253767999
Gpi1,Overlap,0.032939912924237
Gpkow,ASPEN_only,0.00785369168830802
Gpr107,ASPEN_only,0.012348528435539
Gpr137c,ASPEN_only,0.004762280238164
Gpr146,ASPEN_only,0.034806679982501
Gpsm1,ASPEN_only,0.02351227150332
Gpt2,ASPEN_only,0.0416881203259569
Gramd1a,Overlap,0.006493669941429
Gramd1b,Overlap,0.00310085108793901
Gramd4,ASPEN_only,0.0353200044496981
Grb10,Overlap,0.106237373288782
Grb14,ASPEN_only,0.00479811211808201
Grip1,ASPEN_only,0.060197501519715
Gripap1,GLM_only,0.020549677321641
Grk4,ASPEN_only,0.035292941489084
Grk5,Overlap,0.010360463066768
Grm1,Overlap,0.000736990005892002
Grpel2,ASPEN_only,0.012832175055916
Gsap,Overlap,0.00283352383548499
Gsdma3,ASPEN_only,0.00339971256653141
Gsg1l,Overlap,0.00413741173539001
Gsk3b,ASPEN_only,0.012938086061233
Gsta5,Overlap,0.0090625602711996
Gsto1,ASPEN_only,0.0135147334821381
Gtf2a2,ASPEN_only,0.01256938513817
Gtf2f2,ASPEN_only,0.020387477808379
Gtf2ird1,Overlap,0.02151619533128
Gtf3c1,ASPEN_only,0.000151433515026
Gtf3c3,ASPEN_only,0.000753908210814003
Gzf1,ASPEN_only,0.00846413391338297
Gzmm,Overlap,0.024875614016677
H2bc4,ASPEN_only,0.051871461002204
H6pd,ASPEN_only,0.051129743659078
Hace1,ASPEN_only,0.023729983124009
Hadh,Overlap,0.00725728307679002
Hagh,ASPEN_only,0.029370107749754
Hand2os1,Overlap,0.00855004882868204
Hbegf,Overlap,0.035666199385837
Hdac4,ASPEN_only,0.000490876842735966
Hdac5,ASPEN_only,0.013510706553982
Hdac7,ASPEN_only,0.017271271324522
Hdac9,Overlap,0.00250285247108206
Hdnr,Overlap,0.025225206441053
Heatr5a,Overlap,0.000526053466901988
Heatr5b,Overlap,0.019275992346628
Hebp1,Overlap,0.044686706674974
Hectd2os,Overlap,0.00889437471578292
Hecw2,ASPEN_only,0.00290190266590401
Heg1,Overlap,0.00515288975952499
Helb,ASPEN_only,0.048801655642092
Herc1,ASPEN_only,0.00140930946711598
Herpud1,Overlap,0.00759530309890399
Hexb,Overlap,0.007052426736739
Hfe,Overlap,0.016096899732444
Hhat,Overlap,0.039056688333339
Hibadh,Overlap,0.000108299071919005
Hibch,Overlap,0.00098633174844398
Hip1,ASPEN_only,0.084923536876592
Hipk2,ASPEN_only,0.000392171220874982
Hipk3,GLM_only,0.01692956538136
Hivep2,Overlap,0.00958889512596794
Hivep3,ASPEN_only,0.0661936630457159
Hk1,ASPEN_only,0.00364437639314508
Hltf,ASPEN_only,0.0513016272074159
Hmcn1,Overlap,0.00121372315936397
Hmg20b,ASPEN_only,0.0288678842272161
Hmgn1,ASPEN_only,0.04164558005659
Hmox2,ASPEN_only,0.0209602414121
Hnrnpa1,ASPEN_only,0.041634078250821
Hnrnpa2b1,ASPEN_only,0.00560643056432397
Hnrnpc,GLM_only,0.00579451052872104
Hnrnph1,Overlap,0.022094895342279
Homer1,Overlap,0.00853191857777802
Hopx,Overlap,0.00809282167942604
Hp1bp3,ASPEN_only,0.00524475303502203
Hpf1,ASPEN_only,0.046939635006126
Hps5,ASPEN_only,0.00606956009080995
Hs3st5,Overlap,0.011230320545109
Hspa9,ASPEN_only,0.017199111843796
Hspb8,ASPEN_only,0.013034610671498
Hspg2,Overlap,0.029216177388401
Htra1,ASPEN_only,0.00563115185777202
Huwe1,ASPEN_only,0.016411143316152
Hycc1,ASPEN_only,0.00225081568616198
Ibtk,Overlap,0.002222632671187
Ica1,Overlap,0.00711679071775206
Ice1,Overlap,0.000600001442996101
Idh1,ASPEN_only,0.009846526402364
Idh3b,Overlap,0.014465952039476
Ifrd1,ASPEN_only,0.011109090263564
Igf1r,Overlap,0.04323273765905
Igf2r,Overlap,0.04332798600286
Ikbkb,ASPEN_only,0.013767271088848
Ikbkg,Overlap,0.025568881051441
Ikzf2,ASPEN_only,0.00508374452714
Ikzf5,ASPEN_only,0.045871849694027
Il10rb,ASPEN_only,0.0332297276292259
Il15,GLM_only,0.0414785532462391
Il15ra,Overlap,0.028641726519187
Il6st,ASPEN_only,0.00197964451348798
Ilrun,ASPEN_only,0.044730522284658
Immp1l,ASPEN_only,0.012008302490468
Inca1,ASPEN_only,0.033701874684569
Ing1,ASPEN_only,0.00933545495448301
Ing3,ASPEN_only,0.00700316599238204
Inhca,ASPEN_only,0.0148955350559821
Ino80c,Overlap,0.0052974120071506
Inpp1,ASPEN_only,0.0144226553228231
Inpp5a,ASPEN_only,0.00224006473448202
Inppl1,ASPEN_only,0.00824204270649398
Insr,Overlap,0.004188236407907
Ints10,ASPEN_only,0.006582594466087
Ints3,ASPEN_only,0.036383836808441
Ints6l,Overlap,0.028905584617703
Ints7,Overlap,0.00913365334382998
Intu,Overlap,0.016834286824016
Invs,Overlap,0.008673490736543
Ip6k2,ASPEN_only,0.00155911607364601
Ip6k3,Overlap,0.028496219179581
Ipmk,ASPEN_only,0.052693529218136
Ipo5,Overlap,0.00691872002014504
Ipo7,ASPEN_only,0.00781481687026503
Ipo9,ASPEN_only,0.0474073441308229
Iqgap1,ASPEN_only,0.00719732022332698
Iqub,Overlap,0.00405426938432701
Irf2,Overlap,0.00353725934959598
Irs1,ASPEN_only,0.009371591426721
Isca1,ASPEN_only,0.00980785956623503
Itfg2,ASPEN_only,0.019961561312428
Itga1,Overlap,0.048085107648784
Itga5,ASPEN_only,0.00112935892581501
Itgb1bp2,Overlap,0.0598838203237909
Itgb3bp,Overlap,0.027914132667643
Itgb5,Overlap,0.010445849012513
Itpr1,GLM_only,0.021386440350104
Itpr2,Overlap,0.000293120785303996
Itsn1,ASPEN_only,0.00113466599328493
Ivd,ASPEN_only,0.00418445124746203
Jmjd1c,ASPEN_only,0.000148306551349009
Jmjd6,ASPEN_only,0.026172750217381
Josd2,ASPEN_only,0.038740665141522
Jph1,Overlap,0.00923773487384499
Jph2,Overlap,0.00135056766949404
Kalrn,ASPEN_only,0.00989250064352304
Kank1,Overlap,0.018709504233814
Kansl1,ASPEN_only,0.00288483498787001
Kansl2,Overlap,0.017701880584588
Kantr,ASPEN_only,0.063973062341476
Kbtbd12,Overlap,0.0047469183767439
Kcnd2,Overlap,0.027812816503747
Kcnd3,ASPEN_only,0.00334710767783897
Kcng2,ASPEN_only,0.00612191234348603
Kcnip2,Overlap,0.016116409655614
Kcnip4,Overlap,0.044093473663271
Kcnj3,Overlap,0.00466384380053198
Kcnn2,Overlap,0.00051336381011502
Kcnq1,ASPEN_only,0.00454648562016802
Kcnq1ot1,Overlap,0.092561552861787
Kcnq5,Overlap,0.00204965866447381
Kcnv2,Overlap,0.00488843261338301
Kctd14,Overlap,0.00171274282327899
Kctd16,Overlap,0.017538106033692
Kctd18,ASPEN_only,0.016550634462795
Kctd8,ASPEN_only,0.00684351776383396
Kdm4c,ASPEN_only,0.010531480812469
Kdm6b,ASPEN_only,0.056903050746572
Kdm7a,ASPEN_only,0.011972064931076
Khdrbs3,Overlap,0.012502587839947
Kidins220,Overlap,0.010966739555591
Kif16b,Overlap,0.001392733509053
Kif1b,Overlap,0.00509958144134298
Kif26b,ASPEN_only,0.00874054674913499
Kif2a,ASPEN_only,0.00809299648200301
Kif5b,Overlap,0.010881674460729
Kitl,Overlap,0.00100106500919694
Kiz,ASPEN_only,0.029951346612848
Klf15,ASPEN_only,0.019715034468511
Klf6,ASPEN_only,7.00398155530357e-05
Klhl15,ASPEN_only,0.013261898290142
Klhl22,ASPEN_only,0.054816575461083
Klhl3,GLM_only,0.055426502223253
Klhl31,ASPEN_only,0.020327020329569
Klhl32,Overlap,0.0264275853509109
Klhl33,ASPEN_only,0.042775016648771
Klhl38,Overlap,0.0155515963319151
Klhl40,GLM_only,0.106456426173965
Klhl7,ASPEN_only,0.029188940210163
Klhl9,ASPEN_only,0.0334596462545009
Kmt2e,ASPEN_only,0.00277297844691604
Kmt5a,ASPEN_only,0.022431012581085
Kpna2,Overlap,0.072510532726612
Kpna3,ASPEN_only,0.016987967403161
Kremen1,Overlap,0.00638625226521805
Krt222,ASPEN_only,0.00739657601816002
Ktn1,Overlap,0.00181500257713596
Kyat3,ASPEN_only,0.047163642891929
L2hgdh,ASPEN_only,0.045243498405248
L3mbtl3,ASPEN_only,0.00578390748180702
Lactb2,Overlap,0.00303940716859502
Lama2,Overlap,0.013877841383018
Lamp2,ASPEN_only,0.026251865926272
Lancl3,Overlap,0.062609158640977
Laptm4b,ASPEN_only,0.024745976453321
Lars2,ASPEN_only,0.00221462171826703
Las1l,ASPEN_only,0.034258772474459
Lats1,ASPEN_only,0.022135520047478
Lclat1,ASPEN_only,0.003070082091579
Lcmt1,ASPEN_only,0.049188276265399
Ldlrad3,ASPEN_only,0.056114469528149
Lekr1,Overlap,0.009379419328021
Leng9,ASPEN_only,0.015744611559583
Lgals4,ASPEN_only,0.034187457597024
Lgr6,Overlap,0.00750670459355796
Lhfpl6,Overlap,0.020157540554103
Lhpp,ASPEN_only,0.00435294755731497
Lifr,Overlap,0.019717700966737
Lima1,ASPEN_only,0.08261588641289
Limch1,Overlap,0.000386345588486992
Limd1,ASPEN_only,0.0118418543268369
Lims1,ASPEN_only,0.005441489752257
Lin28b,ASPEN_only,0.060672305173012
Lipe,ASPEN_only,0.00821421844826897
Lmod3,ASPEN_only,0.00854427451527495
Lncbate10,Overlap,0.0851132677047269
Lncpint,Overlap,1.49577712870164e-05
Lnpep,ASPEN_only,0.012507098957705
Lnx2,GLM_only,0.011392943751476
Lonp2,Overlap,0.01040095028821
Lonrf1,Overlap,0.022691165931839
Lpin1,Overlap,0.00704539428008499
Lpl,Overlap,0.00482770465497601
Lrba,ASPEN_only,0.000815493417109958
Lrch1,Overlap,0.00536512316240201
Lrig1,Overlap,0.019692242318535
Lrp12,ASPEN_only,0.015382998470065
Lrp6,ASPEN_only,0.00999071927010398
Lrpap1,ASPEN_only,0.02264179609429
Lrpprc,Overlap,0.012043232436914
Lrrc10,Overlap,0.034537519317344
Lrrc2,Overlap,0.015672700653557
Lrrc28,ASPEN_only,0.028018158393883
Lrrc39,ASPEN_only,0.000258455905576993
Lrrc3b,Overlap,0.00151018743966103
Lrrc69,Overlap,0.0271816867866239
Lrrfip1,Overlap,0.003843319358248
Lrrfip2,Overlap,0.000568507038767985
Lrrk1,ASPEN_only,0.059577078543859
Lrtm1,Overlap,0.000434819533259023
Lsamp,Overlap,0.041961690011961
Lsm1,ASPEN_only,0.0230020907288659
Lsmem1,Overlap,0.014047753639795
Luc7l,ASPEN_only,0.00949840165459098
Luc7l2,ASPEN_only,0.00106058979491497
Luc7l3,ASPEN_only,0.00580045793220996
Lynx1,ASPEN_only,0.00402663207049503
Lypla1,ASPEN_only,0.011079575972511
Lyrm4,Overlap,0.001353551683365
Lyrm7,ASPEN_only,0.032288066721913
Lyrm9,Overlap,0.03655481851548
Lztfl1,ASPEN_only,0.00473787646083101
