gene,group,abs_diff
Magi1,Overlap,0.00493686825490597
Magi3,ASPEN_only,0.009253905921145
Malat1,Overlap,0.001335824237365
Malt1,Overlap,0.00536469199668302
Man1a,Overlap,0.00987175113290001
Man1a2,ASPEN_only,0.025735860599404
Man1c1,Overlap,0.0119945009940939
Man2a1,Overlap,0.006648807241458
Manba,Overlap,0.0022313719423479
Map2k2,ASPEN_only,0.0205902810027701
Map2k4,ASPEN_only,0.014653841603959
Map3k20,ASPEN_only,0.00362455351644903
Map3k5,Overlap,0.0163384036215389
Map4,ASPEN_only,0.00823953508333797
Map4k3,Overlap,0.049504638573432
Map7,Overlap,0.00124525170158507
Mapk10,Overlap,0.013754661583097
Mapk14,ASPEN_only,0.0109562676832741
Mapk4,ASPEN_only,0.00388548708762898
Mapk9,ASPEN_only,0.025207872361929
Mapkapk2,Overlap,0.00678751673462202
Mapre1,ASPEN_only,0.0243031174407521
Marchf3,GLM_only,0.012764673699443
Marchf6,ASPEN_only,0.00426571915859997
Mark3,ASPEN_only,0.00245587383033702
Mark4,ASPEN_only,0.000985048528386989
Masp1,ASPEN_only,0.016765549602272
Mat2a,ASPEN_only,0.00820888341715098
Matr3,ASPEN_only,0.013694273584205
Mb,Overlap,0.00330956715571101
Mb21d2,ASPEN_only,0.000258625137199986
Mbd1,ASPEN_only,0.016537745627823
Mblac2,Overlap,0.0999528087271
Mbnl1,Overlap,0.011672868704606
Mbnl2,ASPEN_only,0.00758106212329801
Mboat2,ASPEN_only,0.02137291986073
Mccc1,Overlap,0.010114531684428
Mccc2,ASPEN_only,0.00622330562103096
Mcee,ASPEN_only,0.00424203243291404
Mcm3ap,ASPEN_only,0.00890310758056201
Mctp1,ASPEN_only,0.067528607493814
Mcur1,ASPEN_only,0.00875495365093498
Mdga2,ASPEN_only,0.036024477764926
Mdh2,Overlap,0.020337910068559
Mdm1,Overlap,0.00411804207593799
Mecom,ASPEN_only,0.055191358186667
Mecp2,Overlap,0.019818744769287
Mecr,ASPEN_only,0.013991066401037
Med13l,ASPEN_only,0.002921059862872
Med14,ASPEN_only,0.00807025509661297
Med23,ASPEN_only,0.00106361767214197
Med24,ASPEN_only,0.00965151721197999
Med6,ASPEN_only,0.058368176272659
Mef2d,Overlap,0.010067527438867
Metap1d,Overlap,0.01770836906718
Mettl1,ASPEN_only,0.036357619888105
Mettl15,Overlap,0.027070648790562
Mettl2,ASPEN_only,0.020402968769422
Mettl24,Overlap,0.001464644815799
Mettl25,ASPEN_only,0.0217430112056991
Mettl3,ASPEN_only,0.029683911253752
Mfap3l,GLM_only,0.083519962445443
Mff,ASPEN_only,0.00717666513424098
Mfhas1,Overlap,0.018496670880496
Mfn1,Overlap,0.00359519222659399
Mfsd4b1,Overlap,0.0129219720679
Mgat4b,ASPEN_only,0.014810092197284
Mgat5,Overlap,0.00932398921886002
Mgll,ASPEN_only,0.038283701639616
Mgmt,Overlap,0.051201107711377
Mgst1,ASPEN_only,0.009245514500278
Mgst3,ASPEN_only,0.024089870263114
Mhrt,Overlap,0.00107246952293794
Mia2,Overlap,0.011206315437582
Mib1,ASPEN_only,0.00312849662509501
Mical2,ASPEN_only,0.000124947112225993
Micos10,ASPEN_only,0.000410502571261018
Mid1,Overlap,0.014308975032962
Mier1,ASPEN_only,0.013255556574313
Mier3,ASPEN_only,0.017182496960589
Miga1,ASPEN_only,0.014785976883618
Miga2,ASPEN_only,0.00413366716508701
Mindy2,ASPEN_only,0.020713158566166
Mindy3,ASPEN_only,0.011294376465431
Mir133a-1hg,ASPEN_only,0.00304515564090202
Mir155hg,ASPEN_only,0.021048588222925
Mir99ahg,Overlap,0.000407965788496001
Mitf,Overlap,0.00399073637997799
Mkks,Overlap,0.012643112100014
Mkln1os,ASPEN_only,0.00214209776400598
Mknk2,Overlap,0.034474492948904
Mlh1,Overlap,0.0142814414896
Mlip,ASPEN_only,0.000642840178605997
Mllt10,GLM_only,0.00263461733841197
Mllt3,ASPEN_only,0.016465228730156
Mllt6,ASPEN_only,0.00674936556914702
Mlxip,ASPEN_only,0.00880079542719703
Mmaa,ASPEN_only,0.020152907909104
Mmadhc,ASPEN_only,0.0487969773241661
Mme,Overlap,0.00719753224433101
Mmut,ASPEN_only,0.018702847254914
Mn1,ASPEN_only,0.015156483854479
Mnat1,ASPEN_only,0.000376632508081953
Mnt,ASPEN_only,0.075462828250892
Mob1b,ASPEN_only,0.009184837601379
Mospd1,Overlap,0.00600891613443999
Mov10,ASPEN_only,0.019003242207554
Mpc1,Overlap,0.00192280398596401
Mpc2,ASPEN_only,0.024798678831074
Mpi,ASPEN_only,0.027133626672466
Mpp7,ASPEN_only,0.053941440328721
Mpped2,Overlap,0.026602447487836
Mpv17,ASPEN_only,0.0214001609561909
Mrap,Overlap,0.039516055639287
Mroh1,ASPEN_only,0.016208383315925
Mrpl15,ASPEN_only,0.05741778164818
Mrpl3,ASPEN_only,0.00248827474583602
Mrpl42,ASPEN_only,0.00535955179949998
Mrpl45,ASPEN_only,0.0477168356198791
Mrpl48,ASPEN_only,0.023187411558992
Mrps10,Overlap,0.015688032197299
Mrps17,ASPEN_only,0.02782432908305
Mrps21,Overlap,0.024434829258248
Mrps27,ASPEN_only,0.012287817329022
Mrps36,Overlap,0.033629300268938
Mrps5,ASPEN_only,0.04071264571682
Msh3,ASPEN_only,0.02139818483667
Msi2,ASPEN_only,0.00386361498028198
Msrb1,Overlap,0.003157022207261
Mtarc2,ASPEN_only,0.036500678449325
Mtch1,GLM_only,0.12921730003325
Mtch2,ASPEN_only,0.010524376044914
Mtcl1,ASPEN_only,0.022089124668547
Mterf2,ASPEN_only,0.096551251198016
Mterf3,ASPEN_only,0.079154488277167
Mtg2,ASPEN_only,0.014149558766184
Mthfs,Overlap,0.018283260189938
Mtif2,ASPEN_only,0.04136356155241
Mtmr1,ASPEN_only,0.00352691433112595
Mtmr10,ASPEN_only,0.019784282028727
Mtmr12,ASPEN_only,0.028744656236731
Mtmr14,ASPEN_only,0.000506056218420981
Mtor,Overlap,0.00521885624312501
Mtpap,ASPEN_only,0.021699573598699
Mtr,Overlap,0.020670947243562
Mtres1,ASPEN_only,0.024557475941582
Mtss1,Overlap,0.00309606697495196
Mtus1,ASPEN_only,0.010367573753465
Mtus2,ASPEN_only,0.058732956092841
Mtx2,ASPEN_only,0.044052626296569
Muc16,ASPEN_only,0.081605702415223
Muc4,ASPEN_only,0.00969925578733799
Mvp,ASPEN_only,0.00296781220864401
Myadml2os,ASPEN_only,0.00191766517938902
Mybpc3,GLM_only,0.000142121054188094
Mycbp2,ASPEN_only,0.000426019100766006
Myh14,ASPEN_only,0.00632591780166697
Myh6,Overlap,0.00355580517161702
Myh7b,Overlap,0.011181274589851
Myl12b,Overlap,0.0190900749323281
Myl2,Overlap,0.00380024225414
Myl3,Overlap,0.000822223295802949
Mylk3,ASPEN_only,0.00526884544268502
Mylk4,Overlap,0.00234360871920697
Myo10,ASPEN_only,0.022075717827489
Myo16,Overlap,0.0032051847913121
Myo18b,GLM_only,0.00521588956242292
Myo19,Overlap,0.022766995625172
Myo1d,ASPEN_only,0.076253688529756
Myo1e,ASPEN_only,0.032342829130973
Myo3b,Overlap,0.088376260292253
Myo5a,Overlap,0.00371567151650504
Myo5b,GLM_only,0.0237975415036921
Myo5c,Overlap,0.010596390722473
Myo6,Overlap,0.004144693183807
Myocd,Overlap,0.00596525974650802
Myom1,Overlap,0.00239605294799694
Myot,Overlap,0.00799973296113399
Myoz2,Overlap,0.00600390753880198
Mypn,Overlap,0.00465940410327304
Myrfl,Overlap,0.00438775067489394
Myzap,Overlap,0.000455250103742977
Naa15,ASPEN_only,0.00348165636715997
Naa16,ASPEN_only,0.023556287562121
Nampt,Overlap,4.95425077330358e-05
Napb,Overlap,0.039350110682926
Narf,Overlap,0.0237873593204899
Nasp,ASPEN_only,0.006302599046073
Nav2,Overlap,0.00162776563719302
Nbea,Overlap,0.00263356804158499
Nbeal1,ASPEN_only,0.000807811059797992
Ncald,Overlap,0.0272399832946459
Nceh1,Overlap,0.00680840473906702
Nckap1,ASPEN_only,0.00830547504592499
Ncoa1,ASPEN_only,0.00182380347216105
Nde1,ASPEN_only,0.048454402618382
Ndfip1,ASPEN_only,0.01527036969768
Ndnf,Overlap,0.056034726508874
Ndrg1,ASPEN_only,0.095863466802001
Ndrg3,Overlap,0.00487659336302199
Ndrg4,Overlap,0.00371975214113007
Ndufa6,ASPEN_only,0.018566978902765
Ndufaf4,ASPEN_only,0.014036989998781
Ndufb3,ASPEN_only,0.018270810021182
Ndufb8,ASPEN_only,0.013316077241094
Ndufb9,Overlap,0.00475147766295703
Ndufs4,ASPEN_only,0.00212033329627098
Ndufv2,Overlap,0.000504308343220961
Neat1,Overlap,0.00331497877895404
Neb,Overlap,0.033581437208306
Nebl,GLM_only,0.00572049118606099
Nedd1,Overlap,0.042076327959408
Nek10,Overlap,0.0124196262027591
Nek9,ASPEN_only,0.00851684735662101
Nenf,ASPEN_only,0.032137097365664
Neo1,Overlap,0.00682206018017395
Nexn,ASPEN_only,0.00309811705904295
Nfe2l2,GLM_only,0.048146274136869
Nfix,ASPEN_only,0.0136516015551511
Nfkb1,ASPEN_only,0.012533023577257
Nfs1,Overlap,0.0190157511758681
Ngly1,ASPEN_only,0.00628714911075601
Nhlrc2,Overlap,0.00453920559682197
Nim1k,Overlap,0.025681119402361
Nipal3,ASPEN_only,0.0103942139069201
Nipsnap2,Overlap,0.0122584765984399
Nisch,Overlap,0.022533484248853
Nkiras1,ASPEN_only,0.00368283307682293
Nle1,Overlap,0.00474964293973998
Nlrp5-ps,ASPEN_only,0.022609234445797
Nme7,ASPEN_only,0.024961672025254
Nmnat1,ASPEN_only,0.011420543613317
Nmrk1,ASPEN_only,0.020393372774958
Nmrk2,ASPEN_only,0.035408103111921
Nmt2,ASPEN_only,0.031028213524457
Nnt,Overlap,0.00706281498713601
Noct,Overlap,0.00714640601210004
Nolc1,ASPEN_only,0.042214044207111
Nosip,ASPEN_only,0.037589524544799
Nphp3,Overlap,0.066236784043347
Nprl3,ASPEN_only,0.03910368917046
Nr1d2,GLM_only,0.00216851965782894
Nr3c2,Overlap,0.00104050038098796
Nr4a2,ASPEN_only,0.041873208338953
Nr6a1,Overlap,0.026355056525255
Nr6a1os,ASPEN_only,0.043619471263634
Nrdc,ASPEN_only,0.0361778947840961
Nrg4,Overlap,0.0239000092118801
Nrxn1,ASPEN_only,0.00322912652949603
Nsd3,ASPEN_only,0.00514100985742899
Nsun6,ASPEN_only,0.020298100096688
Nt5dc1,Overlap,0.00355325341076396
Nt5dc3,Overlap,0.041548052932653
Nt5e,Overlap,0.01010139365962
Ntmt1,ASPEN_only,0.013962804096504
Ntmt2,ASPEN_only,0.00541922472671602
Ntn1,ASPEN_only,0.013758792658201
Ntn4,ASPEN_only,0.061343440982249
Ntng1,ASPEN_only,0.00549870086361199
Nuak1,Overlap,0.0123817521654861
Nudt13,ASPEN_only,0.013302306686082
Nudt3,ASPEN_only,0.017094028051758
Nudt4,Overlap,0.020082508207124
Nudt7,ASPEN_only,0.013590502697952
Nufip2,GLM_only,0.018430024392612
Numa1,ASPEN_only,0.00901633165638599
Numb,ASPEN_only,0.010824567282492
Nup133,ASPEN_only,0.040511572193369
Nup50,ASPEN_only,0.00412509589077803
Oat,ASPEN_only,0.0287153458163539
Oaz1,ASPEN_only,0.059723445550383
Obscn,ASPEN_only,0.00346692643216001
Obsl1,ASPEN_only,0.010819182487562
Ocrl,Overlap,0.00581749064499604
Odf2l,ASPEN_only,0.019032993568856
Ogdh,Overlap,0.00389061279499398
Ogdhl,Overlap,0.000586829996396032
Ogt,ASPEN_only,0.025301570893941
Ola1,ASPEN_only,0.036313764286361
Olfml2b,Overlap,0.015549810272522
Opa1,ASPEN_only,0.00107199651620699
Optn,ASPEN_only,0.010454188466473
Or5m3b,ASPEN_only,0.00199977472435797
Orm3,ASPEN_only,0.0192967216869488
Osbp2,Overlap,0.00687045180159596
Osbpl1a,ASPEN_only,0.000883557309227956
Osbpl2,ASPEN_only,0.013089229486572
Osbpl3,ASPEN_only,0.034779945953812
Osgepl1,Overlap,0.034240675864997
Otud5,ASPEN_only,0.00862084276099701
Otulin,ASPEN_only,0.015683092717076
Oxa1l,ASPEN_only,0.011941145598111
Oxct1,Overlap,0.00040457740025901
Oxsr1,ASPEN_only,0.026369113461977
P2rx4,Overlap,0.016465566779333
P2rx5,ASPEN_only,0.050671732085782
P4ha1,ASPEN_only,0.00459858064557101
Pabpc1,ASPEN_only,0.029903339199629
Pacs2,ASPEN_only,0.011227792312749
Pacsin2,ASPEN_only,0.00248695494069001
Pag1,ASPEN_only,0.01352280622819
Pah,Overlap,0.00228923588355209
Pak5,Overlap,0.010488308609253
Pak6,ASPEN_only,0.020400748818858
Palld,Overlap,0.00403599286675299
Pals1,Overlap,0.011017468003253
Pals2,ASPEN_only,0.012679101933743
Pam,Overlap,0.00417658914700403
Pan3,ASPEN_only,0.017063284503734
Pank1,ASPEN_only,0.00337543899705606
Paqr9,ASPEN_only,0.014046082924901
Parg,Overlap,0.0102765258702571
Parm1,ASPEN_only,0.02136680032074
Parp4,Overlap,0.012595345869594
Parp8,ASPEN_only,0.017810240907097
Patj,Overlap,0.013612512783436
Pbld2,Overlap,0.01241441008179
Pcbd2,ASPEN_only,0.00421965409088498
Pcdh7,Overlap,0.00200357169032006
Pcf11,ASPEN_only,0.00476688077021803
Pcgf5,Overlap,0.010614073094214
Pcm1,ASPEN_only,0.00151709320538701
Pcnx1,ASPEN_only,0.00479648909713798
Pcolce2,Overlap,0.009678237270939
Pcp4l1,ASPEN_only,0.005581594297
Pcsk7,Overlap,0.011728994172183
Pcx,ASPEN_only,0.030249599854606
Pcyt2,ASPEN_only,0.012074636727436
Pdcd2l,ASPEN_only,0.010735753200284
Pde10a,Overlap,0.00680868225076803
Pde11a,Overlap,0.014953387971012
Pde1a,ASPEN_only,0.040198322580966
Pde3a,Overlap,0.011645309644702
Pde4b,Overlap,0.00410939624662005
Pde4dip,Overlap,0.00158773477976193
Pde6d,ASPEN_only,0.043342147266509
Pde7b,Overlap,0.00961756099748801
Pde8a,ASPEN_only,0.0148151737197789
Pdgfd,Overlap,0.024458847173146
Pdk4,Overlap,0.03432555063411
Pdlim1,ASPEN_only,0.00328227472029102
Pdlim3,Overlap,0.010388951459928
Pdlim5,Overlap,0.00198720003839603
Pdss1,Overlap,0.022399393333321
Pdzd2,GLM_only,0.016733571119636
Pdzrn3,Overlap,0.000406106375781035
Pdzrn4,Overlap,0.042670981751748
Pecam1,ASPEN_only,0.017739140490063
Perm1,Overlap,0.012610560428148
Pex11a,ASPEN_only,0.00706922094259599
Pex13,Overlap,0.00803474151571398
Pfdn1,ASPEN_only,0.012664534486688
Pfkfb1,ASPEN_only,0.045701222098647
Pfkfb2,Overlap,0.00226893969333902
Pfkl,ASPEN_only,0.00752320959230601
Pgam1,Overlap,0.053284394968133
Pgd,Overlap,0.013111772322087
Pgk1,Overlap,0.002559911090665
Pgpep1,ASPEN_only,0.00680506426831901
Phactr2,Overlap,0.00906102367133299
Phactr3,Overlap,0.00504101974449001
Phb1,Overlap,0.00235199992136897
Phb2,ASPEN_only,0.00775866752327503
Phf14,ASPEN_only,0.000158489945315976
Phf20,Overlap,0.00838756508303007
Phf20l1,Overlap,0.00660996577993001
Phf6,ASPEN_only,0.00939657441928104
Phka2,Overlap,0.060970556708644
Phkb,ASPEN_only,0.002825787929499
Phkg1,Overlap,0.013765994387823
Phyh,Overlap,0.030949482612318
Phyhd1,ASPEN_only,0.020588150181724
Pi4kb,ASPEN_only,0.020645028849362
Pias2,ASPEN_only,0.012447997991056
Picalm,Overlap,0.037527869420919
Pid1,ASPEN_only,0.049020908153801
Pigk,ASPEN_only,0.02150709610465
Pigl,ASPEN_only,0.035824102354853
Pign,ASPEN_only,0.00542210686594402
Pigp,Overlap,0.03842438839435
Pigu,ASPEN_only,0.020322170462356
Pigx,ASPEN_only,0.033021461127286
Pik3cd,ASPEN_only,0.064483204919096
Pik3r1,ASPEN_only,0.00527846373210999
Pikfyve,ASPEN_only,0.017264873745268
Pir,ASPEN_only,0.026084723463789
Pirt,Overlap,0.030572203871921
Pitpnc1,Overlap,0.00256321959877198
Pitpnm2,GLM_only,0.00488271627373005
Pja2,ASPEN_only,0.00472373373054302
Pkd2,Overlap,0.022357858419047
Pkd2l2,Overlap,0.015498860585748
Pkia,Overlap,0.033200035344631
Pkp4,Overlap,0.00597642398377396
Pla2g12a,ASPEN_only,0.012789818976517
Pla2g4e,Overlap,0.011124790141259
Pla2r1,ASPEN_only,0.030331992236947
Plcb1,ASPEN_only,0.00570702480784102
Plcb4,ASPEN_only,0.073668094113037
Plcd3,Overlap,0.027491282145051
Plce1,Overlap,0.027753325701791
Plcg2,ASPEN_only,0.03067740920695
Pld1,ASPEN_only,0.0121128225169059
Plekha2,ASPEN_only,0.004385632703159
Plekhm3,ASPEN_only,0.012069139518304
Plekhn1,GLM_only,0.056777887983296
Plekho1,ASPEN_only,0.056161498539939
Plet1os,Overlap,0.020542841314942
Plgrkt,ASPEN_only,0.035140047716024
Plin2,ASPEN_only,0.028389965946667
Plin3,ASPEN_only,0.0414531037638171
Plin4,ASPEN_only,0.010218859241826
Plk2,ASPEN_only,0.096028436056007
Pln,Overlap,0.00323180049844196
Plod1,ASPEN_only,0.00380736652547503
Plpp1,Overlap,0.0101301842617241
Pls3,ASPEN_only,0.015095731110978
Plscr1,Overlap,0.0494546518023681
Plscr4,ASPEN_only,0.031218319491518
Plxdc2,Overlap,0.00117931795564902
Plxna4,Overlap,0.011841966902107
Pm20d1,Overlap,0.059161150165388
Pmepa1,ASPEN_only,0.00286805274934804
Pmm2,ASPEN_only,0.010389217300347
Pms1,Overlap,0.032813687875554
Pnpla7,ASPEN_only,0.019870260652452
Poc5,ASPEN_only,0.035537345743432
Pogk,ASPEN_only,0.059160800887033
Pogz,ASPEN_only,0.00906913246648
Pola1,ASPEN_only,0.016504600606452
Polr2a,ASPEN_only,0.003062708555016
Polr3a,ASPEN_only,0.00279554586499203
Pomgnt1,ASPEN_only,0.04013590368415
Popdc3,Overlap,0.0380495447224599
Por,Overlap,0.013837883627627
Pot1b,ASPEN_only,0.022935885577864
Pou6f2,Overlap,0.0188228735110331
Ppa1,ASPEN_only,0.021381439893891
Ppara,GLM_only,0.00987116868107896
Ppard,Overlap,0.00393904005257201
Ppargc1a,Overlap,0.007585407731309
Ppargc1b,ASPEN_only,0.006761302282695
Ppcdc,ASPEN_only,0.026725000086693
Ppfia1,ASPEN_only,0.000882457243612023
Ppfibp1,Overlap,0.020702451814196
Pphln1,ASPEN_only,0.024794874611471
Ppil2,ASPEN_only,0.011390404876846
Ppip5k2,Overlap,0.00435997559379797
Ppm1a,ASPEN_only,0.030961513543834
Ppm1e,ASPEN_only,0.00601802094362403
Ppm1h,Overlap,0.017774818469313
Ppm1l,Overlap,0.0454514898842671
Ppp1r12a,ASPEN_only,0.000799693663985024
Ppp1r12b,ASPEN_only,0.00517156763256199
Ppp1r14c,Overlap,0.00499202701235402
Ppp1r3a,Overlap,0.02661288393586
Ppp1r3c,Overlap,0.0188941060105849
Ppp1r9a,ASPEN_only,0.022126051567086
Ppp2ca,Overlap,0.00311990002631002
Ppp2r3a,ASPEN_only,0.00432732607048902
Ppp2r5c,Overlap,0.011164604464344
Ppp3cb,ASPEN_only,0.012046868162599
Ppp4r1,ASPEN_only,0.000600781283409957
Ppp4r1l-ps,ASPEN_only,0.036799431073095
Ppp4r3b,ASPEN_only,0.028024837273021
Ppp6c,ASPEN_only,0.014884005587608
Ppp6r3,Overlap,0.025236815131366
Prdm16,ASPEN_only,0.01731983862817
Prdx1,Overlap,0.00314116344112397
Prep,ASPEN_only,0.037858911430361
Prepl,Overlap,0.012111739180463
Prex2,Overlap,0.000355108311869967
Prickle3,Overlap,0.021162311880301
Prkaa2,Overlap,0.00559339773064094
Prkab2,ASPEN_only,0.006185293748384
Prkce,Overlap,4.56880356810574e-05
Prkcq,Overlap,0.040953405728267
Prkd1,Overlap,0.011955693511537
Prkg1,Overlap,0.012528228773275
Prnp,Overlap,0.0428388381614899
Proser2,Overlap,0.013142580858959
Prpf40a,ASPEN_only,0.037480956464987
Prpsap1,ASPEN_only,0.045488199580181
Prrc1,ASPEN_only,0.018445851478134
Prrc2c,ASPEN_only,0.00994677057364002
Prune2,Overlap,0.012788169162896
Psma3,ASPEN_only,0.00272806389160102
Psma7,ASPEN_only,0.019266344761977
Psmb1,ASPEN_only,0.026385493804324
Psmd1,ASPEN_only,0.00912650013334804
Psmd12,ASPEN_only,0.004813833722283
Psmd6,ASPEN_only,0.066818044376034
Psph,Overlap,0.075928888951801
Pstk,ASPEN_only,0.00984901194696697
Pstpip2,Overlap,0.000747243132703024
Ptcd1,Overlap,0.00484688523794399
Pter,Overlap,0.0425732429039759
Ptges3l,Overlap,0.036416931356692
Ptp4a2,ASPEN_only,0.025993715764661
Ptpn11,Overlap,0.030252370076156
Ptpn13,Overlap,0.029206933949203
Ptpn14,ASPEN_only,0.01217526679434
Ptpn2,Overlap,0.00152521299295799
Ptpn3,Overlap,0.016988226559769
Ptpn9,ASPEN_only,0.00749492103773997
Ptpra,ASPEN_only,0.00524598722444397
Ptprb,ASPEN_only,0.020786398811937
Ptprg,Overlap,0.00366213219260192
Ptprk,Overlap,0.01623898001793
Ptprm,Overlap,0.00033669922002999
Ptprs,Overlap,0.010883454492091
Pus10,ASPEN_only,0.00319282582216701
Pus7,ASPEN_only,0.013262400363852
Pus7l,Overlap,0.00280912327090201
Pwwp2a,ASPEN_only,0.017795498687068
Pxk,ASPEN_only,0.015126627536329
Pxmp2,Overlap,0.000861154126203023
Pxmp4,ASPEN_only,0.018672675188908
Pxylp1,Overlap,0.00557320311760601
Pygb,Overlap,0.023757855647571
Pyroxd2,Overlap,0.0027936366622298
Pzp,ASPEN_only,0.08028016525658
Qki,Overlap,0.00515945357103698
Qrich1,ASPEN_only,0.01681977194524
Qrsl1,Overlap,0.005571877682227
Qser1,ASPEN_only,0.016921272399442
Qtrt2,Overlap,0.045743545207838
R3hdm1,ASPEN_only,0.011716839025417
Rab11fip2,ASPEN_only,0.00702231124799602
Rab20,ASPEN_only,0.01081045401351
Rab28,ASPEN_only,0.00246453314781703
Rab2a,ASPEN_only,0.00115218706106895
Rab30,Overlap,0.00842592318075097
Rab31,Overlap,0.011161509780955
Rab7,ASPEN_only,0.015361119890383
Rad51b,ASPEN_only,0.009058481067866
Rad52,ASPEN_only,0.00416962417794098
Raf1,Overlap,0.027305150357508
Rai2,ASPEN_only,0.039041381890509
Rala,ASPEN_only,0.00596224756571695
Ralgapa2,Overlap,0.00290638614640604
Rapgef1,Overlap,0.00278289716413999
Rapgef4,Overlap,0.00765964990395196
Rapgef5,Overlap,0.039225351178082
Raph1,Overlap,0.00895674771231198
Rasa1,ASPEN_only,0.015384007392489
Rasal2,Overlap,0.00941065082618703
Rasgef1b,Overlap,0.00964929820569404
Rassf1,ASPEN_only,0.026070540226678
Rassf3,ASPEN_only,0.00923278578083497
Rassf8,ASPEN_only,0.017205995714985
Rbbp6,ASPEN_only,0.022717257010949
Rbbp7,Overlap,0.00917203443692
Rbfox1,Overlap,0.00599475597391297
Rbm14,ASPEN_only,0.02638860740604
Rbm20,Overlap,0.00124620939526299
Rbm24,Overlap,0.00108357992743902
Rbm25,Overlap,0.001174114421018
Rbm28,Overlap,0.00481903813361395
Rbm39,ASPEN_only,0.016571448087237
Rbm4b,Overlap,0.033084255810431
Rbms1,Overlap,0.00867855314372101
Rbms3,ASPEN_only,0.033448172701987
Rbpms,ASPEN_only,0.000990133960155959
Rcan1,ASPEN_only,0.02357971857726
Rcbtb2,ASPEN_only,0.047394266081685
Reep1,ASPEN_only,0.00756930520625104
Rel,ASPEN_only,0.01125249094633
Rell1,ASPEN_only,0.038181905978435
Rere,ASPEN_only,0.00647439731828003
Resf1,Overlap,0.00176011298207701
Retreg1,ASPEN_only,0.00623552386683102
Retsat,Overlap,0.04133996301615
Rev3l,ASPEN_only,0.017411936786389
Rexo4,ASPEN_only,0.00270179147285499
Rffl,ASPEN_only,0.017329241076788
Rfx7,ASPEN_only,0.00207333780845598
Rgl1,Overlap,0.007778954598396
Rgl3,Overlap,0.0351621337011919
Rgma,Overlap,0.044643348202937
Rgs12,ASPEN_only,0.00899035964652395
Rgs2,Overlap,0.00219381957831899
Rgs6,Overlap,0.00833563686606209
Rgs7,ASPEN_only,0.07614409445034
Rgs7bp,ASPEN_only,0.024286612883977
Rhbdl3,Overlap,0.00177867533643805
Rhobtb2,ASPEN_only,0.011303805271379
Rhot1,ASPEN_only,0.000773583446563031
Rhot2,ASPEN_only,0.03588961124002
Rimoc1,ASPEN_only,0.00599428581775807
Riok2,ASPEN_only,0.0160960036578109
Riok3,ASPEN_only,0.031386885727873
Ripor2,Overlap,0.042461736535509
Rit1,ASPEN_only,0.031144109721742
Rlf,Overlap,0.028137300847048
Rmdn1,Overlap,0.00914975352520608
Rmdn2,Overlap,0.018793092073179
Rmst,Overlap,0.025701246113927
Rnd3,Overlap,0.037947243739033
Rnf111,ASPEN_only,0.019245249670516
Rnf122,ASPEN_only,0.01342729135
Rnf135,ASPEN_only,0.018030168653149
Rnf14,ASPEN_only,0.037770301930919
Rnf150,Overlap,0.00855823157692404
Rnf157,ASPEN_only,0.085556822952877
Rnf17,ASPEN_only,0.021697047734335
Rnf180,Overlap,0.0085877104469767
Rnf19a,Overlap,0.014339733530221
Rnf207,ASPEN_only,0.00712022674607599
Rnf24,ASPEN_only,0.046806768276444
Rnf6,ASPEN_only,0.014943020401385
Rnh1,ASPEN_only,0.053299590185083
Rnls,Overlap,0.00909431472371902
Rock2,Overlap,0.007109999855619
Ror1,Overlap,0.00238739940010102
Rora,ASPEN_only,0.00713151813465096
Rorb,Overlap,0.012601672340927
Rp1,Overlap,0.010958346493348
Rpl17,ASPEN_only,0.057271675853137
Rpl21,ASPEN_only,0.011893071288771
Rpl3l,Overlap,0.0246634695600619
Rpn2,ASPEN_only,0.00992695440688202
Rprd1a,Overlap,0.024613797032331
Rprd2,ASPEN_only,0.00165951930394204
Rps6ka2,GLM_only,0.00535166915200491
Rps8,ASPEN_only,0.00721883245631599
Rrad,Overlap,0.000329979475861997
Rragd,ASPEN_only,0.025944187591774
Rreb1,Overlap,0.00337374975534599
Rsbn1l,ASPEN_only,0.010882299003944
Rsl1d1,ASPEN_only,0.030502770802217
Rsph3a,ASPEN_only,0.021670224308371
Rtca,ASPEN_only,0.030281198147559
Rtn4ip1,ASPEN_only,0.00228375334866404
Rttn,ASPEN_only,0.00726254596598297
Rubcn,ASPEN_only,0.000619826838191007
Rufy1,ASPEN_only,0.00690404514582599
Runx1t1,ASPEN_only,0.062343634931992
Rusc2,Overlap,0.0117485244870374
Rwdd3,Overlap,0.013173421989089
Rxylt1,ASPEN_only,0.021691426351643
Ryr2,Overlap,0.00295964155697004
S100a1,ASPEN_only,0.0450517209335091
Sacm1l,ASPEN_only,0.016055703802594
Safb,Overlap,0.00310204742893505
Samd4,Overlap,0.00656848176928299
Saraf,ASPEN_only,0.0130940818904189
Sash1,ASPEN_only,0.036005129325402
Sav1,ASPEN_only,0.0442534572074981
Sbf2,ASPEN_only,0.00694873350789804
Scaf1,Overlap,0.027996574964981
Scaf4,ASPEN_only,0.018469593004932
Scamp1,ASPEN_only,0.00133478661905001
Scarb2,Overlap,0.022986786294712
Scarf1,ASPEN_only,0.012310981690618
Scin,ASPEN_only,0.0144966682103159
Scp2,Overlap,0.013326698327798
Scrn3,ASPEN_only,0.0285052518503051
Scyl2,ASPEN_only,0.0311642157200791
Sdcbp,ASPEN_only,0.027574559291106
