"gene_id","phi_raw","phi_shrunk","theta_raw","theta_shrunk","Group","log_phi","log_theta","dispersion_inflation"
"0610005C13Rik",1.12148996246831,1.08367738233433,0.7285,0.788734984958977,"Discordant (Non-Sig)",0.0497953909246628,-0.137570443893991,0.187365834818654
"1110004F10Rik",1.39428605549588,1.38876685747053,0.1204,0.374122898777874,"Discordant (Non-Sig)",0.144351883933143,-0.919373513078194,1.06372539701134
"1110019D14Rik",1.61452381575158,1.59131573535211,1.2292,0.719815184082433,"Discordant (Non-Sig)",0.208044455654332,0.0896225515843406,0.118421904069991
"1500002F19Rik",1.43979678841393,1.42638827712129,1.4317,0.871763036652137,"Discordant (Non-Sig)",0.158301200499267,0.155852024959267,0.00244917553999949
"1500004A13Rik",1.49754075757819,1.48427245433631,0.9675,0.653875749753359,"Discordant (Non-Sig)",0.17537865112841,-0.014349026309051,0.189727677437461
"1600010M07Rik",1.45175234354208,1.44504350425344,0.3499,0.392432913912682,"Discordant (Non-Sig)",0.161892535781009,-0.456056057517094,0.617948593298103
"1600014C10Rik",1.41054910819723,1.39903181394421,0.3566,0.474689989006768,"Discordant (Non-Sig)",0.149388210695436,-0.447818661160664,0.5972068718561
"1700025G04Rik",1.7434911650466,1.73315314316829,0.5453,0.365291508219213,"GLM Sex-Sig",0.241419750977135,-0.263364502313179,0.504784253290314
"1700081N11Rik",1.33629226697963,1.32594978756393,3e-04,0.379679719149489,"Discordant (Non-Sig)",0.125901455186497,-3.52287874528034,3.64878020046683
"1700087I21Rik",0.781666164232562,0.833363128268078,0.8831,0.620589699666276,"GLM Sex-Sig",-0.106978686821349,-0.0539901152342351,-0.0529885715871134
"1700123M08Rik",1.41815928412065,1.39890112087788,2.5074,1.3097493505462,"Discordant (Non-Sig)",0.151725012461757,0.39922362152727,-0.247498609065512
"2010001K21Rik",0.608111064580405,0.749899178170013,0.3499,0.612106106654282,"Discordant (Non-Sig)",-0.216017094527638,-0.456056057517094,0.240038962989456
"2310002L09Rik",1.42589007244989,1.42057663803656,0.2221,0.363387763250106,"Discordant (Non-Sig)",0.154086045313431,-0.653451441451526,0.807537486764957
"2310014F06Rik",1.49735486058125,1.48953111165053,0.6447,0.47123613893963,"GLM Sex-Sig",0.175324736701753,-0.190642329788894,0.365967066490647
"2310016D03Rik",1.51699867837528,1.47348420417455,2.6121,1.34263551874439,"Discordant (Non-Sig)",0.180985202425112,0.416989799179172,-0.23600459675406
"2310022A10Rik",1.41566119057994,1.41150787163241,0.1838,0.352937733386082,"GLM Sex-Sig",0.150959326328341,-0.735654492949908,0.886613819278248
"2310039L15Rik",1.52671167889842,1.50702100278499,1.0376,0.697263581287422,"GLM Sex-Sig",0.183757027831601,0.0160299630760237,0.167727064755578
"2310057M21Rik",1.45470165331122,1.44475678251856,0.6881,0.569244461593197,"GLM Sex-Sig",0.162773932423923,-0.162348442153608,0.32512237457753
"2500002B13Rik",1.37365840094509,1.36958530401637,0.8324,0.65409925372398,"Discordant (Non-Sig)",0.137878746530426,-0.0796679284604107,0.217546674990837
"2510009E07Rik",1.40661633518685,1.31158458710335,0.3211,0.576402413037087,"Discordant (Non-Sig)",0.14817565661522,-0.493359694433498,0.641535351048718
"2610037D02Rik",1.50112790374081,1.49719260122859,0.4531,0.376044528968319,"Discordant (Non-Sig)",0.176417697921017,-0.343805937820814,0.520223635741831
"2610203C22Rik",1.41435217828317,1.29653719900983,0.3064,0.58905221443451,"Discordant (Non-Sig)",0.150557563662461,-0.513711239039434,0.664268802701895
"2700049A03Rik",1.49708711959155,1.48281120921292,0.7502,0.580769476284229,"Discordant (Non-Sig)",0.175247073861407,-0.124822940185296,0.300070014046703
"2900089D17Rik",1.28265086379714,1.1714481411007,27.5555,10.9844062930749,"Discordant (Non-Sig)",0.108108457964215,1.4402082957923,-1.33209983782808
"3110056K07Rik",1.40790196509814,1.40405464953903,0.1281,0.359052160020914,"Discordant (Non-Sig)",0.148572415104956,-0.892450870255314,1.04102328536027
"3300002I08Rik",1.47695857913711,1.44374320933106,3.6285,1.73601263960453,"Discordant (Non-Sig)",0.169368315823506,0.559727127417561,-0.390358811594055
"3425401B19Rik",1.39942668615736,1.39694832777265,0.354,0.429946393302225,"Discordant (Non-Sig)",0.145950151368591,-0.450996737974212,0.596946889342803
"4732471J01Rik",1.37823653465996,1.37539663992255,0.6545,0.57657122002374,"Discordant (Non-Sig)",0.139323758124685,-0.184090349113225,0.32341410723791
"4833439L19Rik",1.43094361535232,1.41259941917732,5.1657,2.31374862259904,"Discordant (Non-Sig)",0.155622521234412,0.713129180751783,-0.557506659517372
