gene,Category,glm_ar,aspen_ar
Kank1,Overlap,0.3401095042338136,0.3214
Kansl2,Overlap,0.3570981194154121,0.3748
Kbtbd12,Overlap,0.6242469183767444,0.6195
Kcnd2,Overlap,0.611487183496253,0.6393
Kcnip2,Overlap,0.36208359034438636,0.3782
Kcnip4,Overlap,0.27739347366327083,0.2333
Kcnj3,Overlap,0.5558361561994678,0.5605
Kcnn2,Overlap,0.6526866361898852,0.6532
Kcnq1ot1,Overlap,0.3820615528617872,0.2895
Kcnq5,Overlap,0.06974965866447377,0.0677
Kcnv2,Overlap,0.987188432613383,0.9823
Kctd14,Overlap,0.24131274282327855,0.2396
Kctd16,Overlap,0.7055618939663081,0.7231
Khdrbs3,Overlap,0.6693025878399465,0.6568
Kidins220,Overlap,0.5663667395555909,0.5554
Kif16b,Overlap,0.6125072664909466,0.6139
Kif1b,Overlap,0.39849958144134284,0.3934
Kif5b,Overlap,0.4264816744607288,0.4156
Kitl,Overlap,0.8879010650091971,0.8869
Klhl3,GLM_only,0.7020734977767468,0.7575
Klhl32,Overlap,0.9555275853509104,0.9291
Klhl38,Overlap,0.6862515963319145,0.6707
Klhl40,GLM_only,0.35994357382603487,0.4664
Kpna2,Overlap,0.29661053272661164,0.2241
Kremen1,Overlap,0.6263137477347822,0.6327
Ktn1,Overlap,0.550584997422864,0.5524
Lactb2,Overlap,0.400060592831405,0.4031
Lama2,Overlap,0.3339778413830179,0.3201
Lekr1,Overlap,0.7672205806719794,0.7766
Lgr6,Overlap,0.7520067045935578,0.7445
Lhfpl6,Overlap,0.41585754055410257,0.3957
Lifr,Overlap,0.624717700966737,0.605
Limch1,Overlap,0.47128634558848737,0.4709
Lncbate10,Overlap,0.7039132677047265,0.6188
Lncpint,Overlap,0.4487149577712869,0.4487
Lnx2,GLM_only,0.5854070562485238,0.5968
Lonp2,Overlap,0.60130095028821,0.5909
Lonrf1,Overlap,0.3649088340681607,0.3876
Lpin1,Overlap,0.5438453942800852,0.5368
Lpl,Overlap,0.4370277046549765,0.4322
Lrch1,Overlap,0.6428651231624021,0.6375
Lrig1,Overlap,0.432507757681465,0.4522
Lrpprc,Overlap,0.5898432324369135,0.5778
Lrrc10,Overlap,0.34876248068265564,0.3833
Lrrc2,Overlap,0.5954727006535573,0.5798
Lrrc3b,Overlap,0.585510187439661,0.584
Lrrc69,Overlap,0.8432183132133755,0.8704
Lrrfip1,Overlap,0.5582433193582484,0.5544
Lrrfip2,Overlap,0.5622314929612323,0.5628
Lrtm1,Overlap,0.3531651804667414,0.3536
Lsamp,Overlap,0.7446616900119608,0.7027
Lsmem1,Overlap,0.7912477536397948,0.7772
Lyrm4,Overlap,0.11474644831663536,0.1161
Lyrm9,Overlap,0.23274518148451973,0.2693
Magi1,Overlap,0.2699368682549061,0.265
Malat1,Overlap,0.45873582423736486,0.4574
Malt1,Overlap,0.21386469199668312,0.2085
Man1a,Overlap,0.3666717511329001,0.3568
Man1c1,Overlap,0.6326945009940937,0.6207
Man2a1,Overlap,0.7288488072414575,0.7222
Manba,Overlap,0.6993313719423477,0.6971
Map3k5,Overlap,0.7005384036215386,0.6842
Map4k3,Overlap,0.4041953614265679,0.4537
Map7,Overlap,0.601245251701585,0.6
Mapk10,Overlap,0.38545466158309655,0.3717
Mapkapk2,Overlap,0.43948751673462166,0.4327
Marchf3,GLM_only,0.596364673699443,0.5836
Mb,Overlap,0.4006904328442886,0.404
Mblac2,Overlap,0.3137471912729004,0.4137
Mbnl1,Overlap,0.23902713129539352,0.2507
Mccc1,Overlap,0.6237145316844283,0.6136
Mdh2,Overlap,0.36086208993144137,0.3812
Mdm1,Overlap,0.22921804207593824,0.2251
Mef2d,Overlap,0.4185675274388668,0.4085
Metap1d,Overlap,0.6404083690671796,0.6227
Mettl15,Overlap,0.37282935120943833,0.3999
Mettl24,Overlap,0.8141353551842013,0.8156
Mfap3l,GLM_only,0.5746199624454431,0.4911
Mfhas1,Overlap,0.5736966708804959,0.5552
Mfn1,Overlap,0.5536951922265944,0.5501
Mfsd4b1,Overlap,0.9054780279320999,0.9184
Mgat5,Overlap,0.3552239892188603,0.3459
Mgmt,Overlap,0.28969889228862317,0.3409
Mhrt,Overlap,0.5548275304770621,0.5559
Mia2,Overlap,0.40999368456241786,0.4212
Mir99ahg,Overlap,0.4535920342115039,0.454
Mitf,Overlap,0.47340926362002167,0.4774
Mkks,Overlap,0.2148431121000141,0.2022
Mknk2,Overlap,0.6677744929489038,0.6333
Mlh1,Overlap,0.7561814414895998,0.7419
Mllt10,GLM_only,0.545134617338412,0.5425
Mme,Overlap,0.2825975322443311,0.2754
Mpc1,Overlap,0.4398771960140361,0.4418
Mpped2,Overlap,0.33960244748783613,0.313
Mrap,Overlap,0.307183944360713,0.3467
Mrps10,Overlap,0.350111967802701,0.3658
Mrps21,Overlap,0.31633482925824763,0.2919
Mrps36,Overlap,0.17367069973106167,0.2073
Msrb1,Overlap,0.6516570222072606,0.6485
Mtch1,GLM_only,0.6049173000332498,0.4757
Mthfs,Overlap,0.15931673981006159,0.1776
Mtor,Overlap,0.9963188562431253,0.9911
Mtr,Overlap,0.8079709472435616,0.7873
Mtss1,Overlap,0.26870393302504814,0.2718
Mybpc3,GLM_only,0.5459421210541877,0.5458
Myh6,Overlap,0.5811558051716171,0.5776
Myh7b,Overlap,0.5935812745898511,0.5824
Myl12b,Overlap,0.6904099250676717,0.7095
Myl2,Overlap,0.6105997577458603,0.6144
Myl3,Overlap,0.5680777767041968,0.5689
Mylk4,Overlap,0.37975639128079275,0.3821
Myo16,Overlap,0.032094815208687885,0.0353
Myo18b,GLM_only,0.542015889562423,0.5368
Myo19,Overlap,0.29026699562517244,0.2675
Myo3b,Overlap,0.17687626029225303,0.0885
Myo5a,Overlap,0.25581567151650525,0.2521
Myo5b,GLM_only,0.643402458496308,0.6672
Myo5c,Overlap,0.27050360927752654,0.2811
Myo6,Overlap,0.4238446931838074,0.4197
Myocd,Overlap,0.4682652597465081,0.4623
Myom1,Overlap,0.5234960529479967,0.5211
Myot,Overlap,0.7153997329611343,0.7074
Myoz2,Overlap,0.44169609246119784,0.4477
Mypn,Overlap,0.532959404103273,0.5283
Myrfl,Overlap,0.8215877506748941,0.8172
Myzap,Overlap,0.3612552501037429,0.3608
Nampt,Overlap,0.6281504574922674,0.6282
Napb,Overlap,0.2635498893170744,0.3029
Narf,Overlap,0.6230873593204903,0.5993
Nav2,Overlap,0.571072234362807,0.5727
Nbea,Overlap,0.4135664319584145,0.4162
Ncald,Overlap,0.6586600167053536,0.6859
Nceh1,Overlap,0.4386915952609331,0.4455
Ndnf,Overlap,0.7930347265088742,0.737
Ndrg3,Overlap,0.3801234066369783,0.385
Ndrg4,Overlap,0.9284197521411302,0.9247
Ndufb9,Overlap,0.3415514776629574,0.3368
Ndufv2,Overlap,0.4078956916567788,0.4084
Neat1,Overlap,0.5314149787789543,0.5281
Neb,Overlap,0.8674814372083062,0.8339
Nebl,GLM_only,0.5626204911860607,0.5569
Nedd1,Overlap,0.7727236720405917,0.8148
Nek10,Overlap,0.016680373797240917,0.0291
Neo1,Overlap,0.6499220601801738,0.6431
Nfe2l2,GLM_only,0.6043462741368691,0.5562
Nfs1,Overlap,0.7177157511758675,0.6987
Nhlrc2,Overlap,0.4044607944031784,0.409
Nim1k,Overlap,0.8593811194023613,0.8337
Nipsnap2,Overlap,0.5484415234015597,0.5607
Nisch,Overlap,0.6255334842488526,0.603
Nle1,Overlap,0.1747496429397397,0.17
Nnt,Overlap,0.564762814987136,0.5577
Noct,Overlap,0.6641535939878995,0.6713
Nphp3,Overlap,0.7698367840433471,0.7036
Nr1d2,GLM_only,0.5646314803421713,0.5668
Nr3c2,Overlap,0.4326594996190116,0.4337
Nr6a1,Overlap,0.4233449434747448,0.4497
Nrg4,Overlap,0.8143999907881195,0.8383
Nt5dc1,Overlap,0.33884674658923564,0.3424
Nt5dc3,Overlap,0.6503480529326534,0.6088
Nt5e,Overlap,0.8620013936596194,0.8519
Nuak1,Overlap,0.6669817521654864,0.6546
Nudt4,Overlap,0.31931749179287605,0.3394
Nufip2,GLM_only,0.6092300243926116,0.5908
Ogdh,Overlap,0.4570093872050059,0.4609
Ogdhl,Overlap,0.960213170003604,0.9608
Olfml2b,Overlap,0.7019498102725221,0.6864
Osbp2,Overlap,0.7535704518015954,0.7467
Osgepl1,Overlap,0.3565406758649965,0.3223
Oxct1,Overlap,0.5330954225997405,0.5335
P2rx4,Overlap,0.6633344332206671,0.6798
Pah,Overlap,0.0926107641164479,0.0949
Pak5,Overlap,0.988188308609253,0.9777
Palld,Overlap,0.4631640071332473,0.4672
Pals1,Overlap,0.6457174680032532,0.6347
Pam,Overlap,0.45487658914700396,0.4507
Parg,Overlap,0.956276525870257,0.946
Parp4,Overlap,0.33620465413040646,0.3488
Patj,Overlap,0.6702874872165643,0.6839
Pbld2,Overlap,0.2906855899182101,0.3031
Pcdh7,Overlap,0.5712964283096797,0.5733
Pcgf5,Overlap,0.437985926905786,0.4486
Pcolce2,Overlap,0.15547823727093874,0.1458
Pcsk7,Overlap,0.36177100582781707,0.3735
Pde10a,Overlap,0.4235913177492317,0.4304
Pde11a,Overlap,0.8401533879710116,0.8252
Pde3a,Overlap,0.4777546903552984,0.4894
Pde4b,Overlap,0.4664906037533801,0.4706
Pde4dip,Overlap,0.594412265220238,0.596
Pde7b,Overlap,0.34421756099748774,0.3346
Pdgfd,Overlap,0.597641152826854,0.6221
Pdk4,Overlap,0.4492744493658901,0.4836
Pdlim3,Overlap,0.19828895145992784,0.1879
Pdlim5,Overlap,0.5441872000383964,0.5422
Pdss1,Overlap,0.30480060666667935,0.3272
Pdzd2,GLM_only,0.4467664288803638,0.4635
Pdzrn3,Overlap,0.44970610637578146,0.4493
Pdzrn4,Overlap,0.6039290182482522,0.6466
Perm1,Overlap,0.695089439571852,0.7077
Pex13,Overlap,0.3594652584842863,0.3675
Pfkfb2,Overlap,0.2835310603066608,0.2858
Pgam1,Overlap,0.29741560503186654,0.3507
Pgd,Overlap,0.1827882276779131,0.1959
Phactr2,Overlap,0.42643897632866745,0.4355
Phactr3,Overlap,0.15795898025551,0.163
Phb1,Overlap,0.34135199992136883,0.339
Phf20,Overlap,0.6769875650830302,0.6686
Phf20l1,Overlap,0.45070996577992956,0.4441
Phkg1,Overlap,0.7002340056121771,0.714
Phyh,Overlap,0.38704948261231825,0.3561
Picalm,Overlap,0.7545278694209187,0.717
Pigp,Overlap,0.73922438839435,0.7008
Pirt,Overlap,0.176127796128079,0.2067
Pitpnc1,Overlap,0.44653678040122774,0.4491
Pitpnm2,GLM_only,0.5717172837262695,0.5766
Pkd2,Overlap,0.73964214158095265,0.762
Pkd2l2,Overlap,0.8652988605857483,0.8498
Pkia,Overlap,0.35159996465536864,0.3848
Pkp4,Overlap,0.4019764239837737,0.396
Pla2g4e,Overlap,0.9422247901412587,0.9311
Plcd3,Overlap,0.2889087178549486,0.3164
Plce1,Overlap,0.6141466742982091,0.6419
Plekhn1,GLM_only,0.6830221120167039,0.7398
Plet1os,Overlap,0.9435571586850581,0.9641
Pln,Overlap,0.5767318004984415,0.5735
Plpp1,Overlap,0.6838301842617243,0.6737
Plscr1,Overlap,0.7212546518023681,0.6718
Plxdc2,Overlap,0.26792068204435115,0.2691
Plxna4,Overlap,0.414541966902107,0.4027
Pm20d1,Overlap,0.3303388498346119,0.3895
Pms1,Overlap,0.3808136878755543,0.348
Popdc3,Overlap,0.64054954472246,0.6025
Por,Overlap,0.29993788362762663,0.2861
Pou6f2,Overlap,0.9303228735110325,0.9115
Ppara,GLM_only,0.550271168681079,0.5404
Ppard,Overlap,0.4101609599474284,0.4141
Ppargc1a,Overlap,0.5610854077313088,0.5535
Ppfibp1,Overlap,0.2455975481858042,0.2663
Ppip5k2,Overlap,0.6095400244062024,0.6139
Ppm1h,Overlap,0.4239748184693133,0.4062
Ppm1l,Overlap,0.6334514898842674,0.588
Ppp1r14c,Overlap,0.3457920270123537,0.3408
Ppp1r3a,Overlap,0.6558128839358597,0.6292
Ppp1r3c,Overlap,0.8675941060105853,0.8487
Ppp2ca,Overlap,0.44888009997369,0.452
Ppp2r5c,Overlap,0.6131353955356555,0.6243
Ppp6r3,Overlap,0.6361368151313664,0.6109
Prdx1,Overlap,0.38904116344112394,0.3859
Prepl,Overlap,0.37961173918046265,0.3675
Prex2,Overlap,0.2740448916881302,0.2744
Prkaa2,Overlap,0.5732066022693594,0.5788
Prkce,Overlap,0.5435456880356805,0.5435
Prkcq,Overlap,0.7839465942717334,0.8249
Prkd1,Overlap,0.37145569351153696,0.3595
Prkg1,Overlap,0.11477177122672517,0.1273
Prnp,Overlap,0.6311388381614897,0.5883
Proser2,Overlap,0.14814258085895946,0.135
Prune2,Overlap,0.7671881691628961,0.7544
Psph,Overlap,0.28277111104819946,0.3587
Pstpip2,Overlap,0.4086472431327028,0.4079
Ptcd1,Overlap,0.15724688523794356,0.1524
Pter,Overlap,0.7649732429039763,0.7224
Ptges3l,Overlap,0.6956169313566924,0.6592
Ptpn11,Overlap,0.5650523700761559,0.5348
Ptpn13,Overlap,0.25060693394920275,0.2214
Ptpn2,Overlap,0.4188252129929576,0.4173
Ptpn3,Overlap,0.4341882265597685,0.4172
Ptprg,Overlap,0.6261621321926024,0.6225
Ptprk,Overlap,0.4173389800179298,0.4011
Ptprm,Overlap,0.4410633007799702,0.4414
Ptprs,Overlap,0.6390834544920906,0.6282
Pus7l,Overlap,0.1092091232709023,0.1064
Pxmp2,Overlap,0.665138845873797,0.666
Pxylp1,Overlap,0.19062679688239392,0.1962
Pygb,Overlap,0.6599578556475714,0.6362
Pyroxd2,Overlap,0.010993636662229826,0.0082
Qki,Overlap,0.5346405464289634,0.5398
Qrsl1,Overlap,0.701228122317773,0.7068
Qtrt2,Overlap,0.33235645479216197,0.3781
Rab30,Overlap,0.3657740768192493,0.3742
Rab31,Overlap,0.3013615097809545,0.2902
Raf1,Overlap,0.6169051503575078,0.5896
Ralgapa2,Overlap,0.5758063861464056,0.5729
Rapgef1,Overlap,0.4327171028358604,0.4355
Rapgef4,Overlap,0.39905964990395215,0.3914
Rapgef5,Overlap,0.26972535117808233,0.2305
Raph1,Overlap,0.46404325228768756,0.473
Rasal2,Overlap,0.43898934917381344,0.4484
Rasgef1b,Overlap,0.7337492982056935,0.7241
Rbfox1,Overlap,0.4095947559739125,0.4036
Rbm20,Overlap,0.5429537906047373,0.5442
Rbm24,Overlap,0.45628357992743857,0.4552
Rbm25,Overlap,0.4124741144210178,0.4113
Rbm28,Overlap,0.6548809618663857,0.6597
Rbm4b,Overlap,0.7122842558104306,0.6792
Rbms1,Overlap,0.43667855314372084,0.428
Resf1,Overlap,0.32796011298207717,0.3262
Retsat,Overlap,0.2702600369838497,0.3116
Rgl1,Overlap,0.3719210454016035,0.3797
Rgl3,Overlap,0.7505621337011916,0.7154
Rgma,Overlap,0.27155665179706323,0.3162
Rgs2,Overlap,0.6680938195783189,0.6659
Rgs6,Overlap,0.9509643631339375,0.9593
Rhbdl3,Overlap,0.8175213246635623,0.8193
Ripor2,Overlap,0.6626382634644907,0.7051
Rlf,Overlap,0.6671373008470478,0.639
Rmdn1,Overlap,0.539649753525206,0.5305
Rmdn2,Overlap,0.9182930920731788,0.8995
Rmst,Overlap,0.8116012461139275,0.7859
Rnd3,Overlap,0.36325275626096654,0.4012
Rnf150,Overlap,0.6097582315769242,0.6012
Rnf180,Overlap,0.07238771044697674,0.0638
Rnf19a,Overlap,0.3778602664697786,0.3922
Rnls,Overlap,0.3310056852762809,0.3401
Rock2,Overlap,0.46570999985561923,0.4586
Ror1,Overlap,0.5849126005998987,0.5873
Rorb,Overlap,0.8959016723409272,0.8833
Rp1,Overlap,0.2696583464933483,0.2587
Rpl3l,Overlap,0.6196365304399382,0.6443
Rprd1a,Overlap,0.6571137970323304,0.6325
Rps6ka2,GLM_only,0.567648330847995,0.573
Rrad,Overlap,0.3729700205241383,0.3733
Rreb1,Overlap,0.6175737497553464,0.6142
Rusc2,Overlap,0.06365147551296263,0.0754
Rwdd3,Overlap,0.26802657801091145,0.2812
Ryr2,Overlap,0.4632596415569695,0.4603
Safb,Overlap,0.311197952571065,0.3143
Samd4,Overlap,0.4613315182307173,0.4679
Scaf1,Overlap,0.7215965749649813,0.6936
Scarb2,Overlap,0.7145867862947122,0.6916
Scp2,Overlap,0.6594266983277979,0.6461
Sdha,GLM_only,0.5811807405111381,0.5767
Sdk1,Overlap,0.35274929703595703,0.3232
Sdsl,Overlap,0.2602642280490862,0.2676
Sema3a,Overlap,0.6985585315147707,0.7045
Sema5a,Overlap,0.29557659363484196,0.1943
Serpine1,Overlap,0.42068768915964433,0.4197
Sestd1,Overlap,0.6391140782930441,0.6374
Setbp1,Overlap,0.4607775458304116,0.455
Sf3b1,GLM_only,0.5624690313416761,0.5423
Sgo2a,Overlap,0.9792601356998225,0.9748
Sh2d4a,Overlap,0.7094642145832023,0.6464
Sh3d19,Overlap,0.814542522529407,0.8199
Sh3gl2,Overlap,0.3032989216608013,0.3185
Shisa6,Overlap,0.8772996086851013,0.9116
Shld1,Overlap,0.5706903876847844,0.5531
Shroom3,GLM_only,0.5371776649495063,0.5329
Sirt5,Overlap,0.8571723501186169,0.8156
Skap2,Overlap,0.6804077786500704,0.6941
Skil,Overlap,0.6129763384339274,0.5797
Slain2,Overlap,0.41661631063632343,0.4134
Slc10a6,Overlap,0.14261169078085756,0.109
Slc11a2,Overlap,0.304963899861659,0.2812
Slc20a2,Overlap,0.5681964632282883,0.5674
Slc22a5,Overlap,0.37087890860660583,0.3747
Slc24a2,Overlap,0.713132237922091,0.731
Slc25a13,Overlap,0.3673346230013347,0.3701
Slc25a21,Overlap,0.1314835540476799,0.1081
Slc25a3,GLM_only,0.5481543612681501,0.5369
Slc25a4,Overlap,0.4243090876902427,0.4166
Slc26a11,GLM_only,0.35091798170863553,0.4894
Slc26a4,Overlap,0.21683477105222346,0.3074
Slc26a7,Overlap,0.18499578638481443,0.2154
Slc27a1,Overlap,0.6995634613620558,0.6703
Slc35e2,Overlap,0.6120600869948052,0.611
Slc35f1,Overlap,0.8558128175925163,0.8998
Slc38a2,Overlap,0.42104128655189904,0.4045
Slc38a3,Overlap,0.6107812251356597,0.6138
Slc38a4,Overlap,0.25838986179089757,0.172
Slc38a9,Overlap,0.7601186895629887,0.7436
Slc41a3,Overlap,0.3302376579165583,0.372
Slc44a2,Overlap,0.37735992441243577,0.3836
Slc47a1,Overlap,0.6891553141535557,0.6813
Slc4a4,Overlap,0.580023721235225,0.5672
Slc4a7,Overlap,0.3933131172237335,0.4157
Slc8a1,Overlap,0.5307600526882853,0.529
Slit3,Overlap,0.42191082058503737,0.4182
Slk,Overlap,0.5687957967527759,0.5715
Smco2,Overlap,0.0399626965836603,0.0184
Smg1,Overlap,0.5365045227971296,0.5263
Smim3,GLM_only,0.3713023840281385,0.4325
Smyd1,Overlap,0.4417685742775576,0.4383
Smyd4,Overlap,0.6611114253188389,0.6451
Snhg11,Overlap,0.643387074506619,0.6154
Snhg14,Overlap,0.257121859830187,0.2109
Snta1,Overlap,0.6121148985401612,0.5938
Sntb1,Overlap,0.24377604241069006,0.1277
Snurf,Overlap,0.282113392603731,0.2193
Snx19,Overlap,0.6843423127601134,0.6398
Snx3,Overlap,0.386280304737833,0.4055
Sorbs2,Overlap,0.47463775044025075,0.47
Sorbs2os,Overlap,0.43601772521210436,0.4438
Sorcs2,Overlap,0.7434692448619091,0.6754
Sord,Overlap,0.19579989209715087,0.248
Sox6,GLM_only,0.53653283341978,0.5478
Sparc,Overlap,0.13453799531530186,0.1523
Spata1,Overlap,0.7462511932380131,0.7416
Spata17,Overlap,0.7852148207735793,0.7083
Spata31f1e,Overlap,0.9175826313641215,0.9184
Sptan1,GLM_only,0.5915250863430234,0.5963
Sri,Overlap,0.25725199407972066,0.273
Srp54a,Overlap,0.22454778086076882,0.2216
Srpk2,Overlap,0.6900585428028924,0.7093
Ssbp2,Overlap,0.5883386213442314,0.5883
Ssh2,Overlap,0.45406955195987464,0.4705
Ssr1,Overlap,0.3749406233327368,0.3876
St3gal3,Overlap,0.44900056446949166,0.4577
St3gal5,Overlap,0.6943229130497084,0.6487
St3gal6,Overlap,0.2679818663957034,0.3001
Stard13,Overlap,0.6392159210007031,0.6522
Stk39,Overlap,0.569370573451641,0.562
Strap,Overlap,0.30312618611953934,0.3803
Strip2,Overlap,0.692811272259901,0.6765
Strit1,Overlap,0.2806103496362876,0.2496
Strn,Overlap,0.6059048896660609,0.6486
Strn3,Overlap,0.563486830353856,0.5701
Styxl2,Overlap,0.3760795188568332,0.3719
Susd6,Overlap,0.6268245704846324,0.6269
Svil,Overlap,0.34922809952482103,0.349
Sycp2,Overlap,0.09330336324607903,0.1076
Sync,Overlap,0.756393123462735,0.7614
Syndig1,Overlap,0.9283058537189649,0.9065
Synj2,Overlap,0.35880257374459024,0.3685
Synpo2,Overlap,0.45397621982844005,0.4583
Tacc1,Overlap,0.29749679395181783,0.2891
Tacc2,Overlap,0.6437875971825606,0.6359
Tanc2,Overlap,0.366437216349869,0.3731
Tank,Overlap,0.6031951905676598,0.5995
Tax1bp1,Overlap,0.394972025503519,0.4081
Tbc1d16,Overlap,0.6077292553551719,0.5999
Tbc1d22bos,GLM_only,0.39190040170980994,0.4102
Tbc1d4,Overlap,0.617812883198119,0.5974
Tbc1d9b,Overlap,0.6667454022334011,0.6828
Tbx18,Overlap,0.3182543599872357,0.2762
Tcf4,GLM_only,0.572859206327119,0.5804
Tcf7l2,GLM_only,0.5761960881114851,0.5805
Tcn2,Overlap,0.6628017482061999,0.6688
Tcp11l2,Overlap,0.43604450775435166,0.4368
Tead1,Overlap,0.4144441700390375,0.4132
Tec,GLM_only,0.5989060944932149,0.5964
Tecrl,Overlap,0.3982864072880408,0.3963
Tent5a,Overlap,0.3326651333477913,0.3198
Tesc,Overlap,0.26470595069312375,0.2631
Tet1,Overlap,0.2018800088621026,0.2402
Tet2,GLM_only,0.5771050479967755,0.5672
Tgfbr3,Overlap,0.6015243115325525,0.5914
Tgm2,Overlap,0.40363404439097217,0.4115
Thap3,Overlap,0.3359322789727308,0.3859
Them7,Overlap,0.085643557396185,0.1146
Thsd4,Overlap,0.8491278865329319,0.8303
Thsd7a,Overlap,0.116702941793003,0.0933
Tiam2,Overlap,0.6549502956212919,0.678
Ticam1,Overlap,0.6937162197799852,0.6573
Tigd2,Overlap,0.3129521025457807,0.3284
Timp3,Overlap,0.19636860098985437,0.1455
Tkt,Overlap,0.6914155731760593,0.6916
Tln2,Overlap,0.3574005194323098,0.3531
Tlr4,Overlap,0.39474014911704697,0.3869
Tmem116,Overlap,0.3513165678922597,0.3557
Tmem131l,GLM_only,0.5859759016244144,0.5833
Tmem144,Overlap,0.9298731952941003,0.9302
Tmem243,Overlap,0.878895940206807,0.879
Tmem245,Overlap,0.39436135307221226,0.4159
Tmem38b,Overlap,0.6927668169641026,0.6831
Tmem53,Overlap,0.3196328191347666,0.3249
Tmem65,Overlap,0.36871296712683943,0.4348
Tmprss13,Overlap,0.14360241501965337,0.1671
Tmtc1,Overlap,0.4439549722371147,0.4412
Tmx1,Overlap,0.8330109735045286,0.8435
Tnfaip8,Overlap,0.7459729845734855,0.7247
Tnfrsf23,Overlap,0.3423947839124787,0.3989
Tnfsf13b,Overlap,0.17964644137660102,0.1802
Tnik,Overlap,0.45937970429433717,0.4683
Tnnc1,Overlap,0.6696504497933368,0.682
Tnnt2,Overlap,0.600296518535441,0.5963
Tns1,GLM_only,0.592818760694019,0.5645
Tns3,Overlap,0.3453693186652941,0.3441
Tob1,Overlap,0.39385196217429486,0.4106
Top1,Overlap,0.39460885053158684,0.3846
Tpd52,Overlap,0.7254897792233607,0.7171
Tpm1,Overlap,0.5855409857683739,0.5719
Trabd2b,Overlap,0.6169328332176578,0.6017
Trafd1,Overlap,0.8337343930311956,0.8277
Trak1,Overlap,0.5713485183348987,0.5505
Trim12c,Overlap,0.20790520428162929,0.2487
Trim24,Overlap,0.18131261049435612,0.1883
Trim54,Overlap,0.36877505997862803,0.3765
Trim55,Overlap,0.4279595598585684,0.4328
Trim7,Overlap,0.855875291551604,0.8709
Trip11,GLM_only,0.5678557188125135,0.5741
Trip12,Overlap,0.4256421772902667,0.4275
Tshz1,Overlap,0.6562358715298977,0.6298
Tsnax,Overlap,0.8263212668016923,0.8314
Ttc17,Overlap,0.5927768652398593,0.5935
Ttc28,Overlap,0.40610718530456485,0.4049
Ttc4,Overlap,0.8445984513410663,0.7978
Tuba1c,GLM_only,0.6424855137364391,0.6695
Tusc3,Overlap,0.3334925401561451,0.3379
Txn2,Overlap,0.6396605926427693,0.6081
Txnl1,Overlap,0.632995119687068,0.6155
Ubap1,GLM_only,0.5845370387451535,0.5518
Ubc,Overlap,0.6228288588181191,0.6001
Ube2h,Overlap,0.4508751480183318,0.4494
Ube2r2,Overlap,0.4126075146452115,0.4272
Ube3d,GLM_only,0.3381583634806159,0.3568
Ubn2,Overlap,0.45998535883456476,0.4728
Ucp3,Overlap,0.6007128653106951,0.6001
Ugp2,Overlap,0.7190134282408727,0.6761
Unc13c,Overlap,0.019540297794333784,0.0563
Urgcp,Overlap,0.6511592771406749,0.6318
Ush1c,Overlap,0.29633001214796983,0.288
Usp13,GLM_only,0.5467220247399217,0.5568
Usp25,Overlap,0.32726473881524765,0.3236
Usp28,GLM_only,0.5647582383543395,0.5671
Usp46,Overlap,0.30454524742132777,0.3495
Usp54,Overlap,0.6308805310029929,0.6107
Utrn,GLM_only,0.5556744017033746,0.5588
Vegfa,Overlap,0.39811082664102715,0.4154
Vldlr,Overlap,0.6657050374862665,0.6637
Vti1a,Overlap,0.5718459164685458,0.5796
Vwa8,GLM_only,0.5477194595172777,0.5433
Wbp1,Overlap,0.19874313873281418,0.2164
Wdr41,Overlap,0.36948474465156683,0.4042
Wdr73,GLM_only,0.6539314172974693,0.604
Wdr75,Overlap,0.30693626842293104,0.3497
Wnt5b,Overlap,0.7320352199149809,0.7166
Xirp1,Overlap,0.3749840828977346,0.3595
Yipf7,GLM_only,0.5623977256915814,0.5584
Zbtb16,Overlap,0.4821660248019824,0.4827
Zbtb17,Overlap,0.24115056305277452,0.3001
Zbtb38,Overlap,0.4063257144256855,0.4057
Zcchc7,Overlap,0.4055771294930189,0.3968
Zcwpw2,Overlap,0.3641237318468572,0.3942
Zdhhc14,Overlap,0.6299452816912018,0.6286
Zeb1,Overlap,0.6984436406884791,0.7012
Zfas1,Overlap,0.7837500983536976,0.7819
Zfhx2,Overlap,0.7980373505094385,0.7599
Zfp1003,Overlap,0.6817072926069345,0.6294
Zfp141,Overlap,0.15336165900799953,0.1613
Zfp217,Overlap,0.8764259229206914,0.9185
Zfp236,Overlap,0.697984863383737,0.6957
Zfp346,Overlap,0.643968546271656,0.6584
Zfp445,Overlap,0.5760855536212733,0.5705
Zfp512,Overlap,0.6549966678061093,0.6309
Zfp521,Overlap,0.3960279444328001,0.4044
Zfp536,GLM_only,0.3636363588727632,0.3538
Zfp568,Overlap,0.6977855595275483,0.6771
Zfp617,Overlap,0.7639253973421783,0.7384
Zfp697,Overlap,0.8917742615356625,0.8853
Zfp775,Overlap,0.21924547195432462,0.3005
Zfp799,Overlap,0.3252528248891955,0.3266
Zfp809,Overlap,0.3278944894979184,0.3205
Zfp934,Overlap,0.8419569721733637,0.8132
Zfp950,GLM_only,0.6118151315475896,0.6315
Zfp968-ps,Overlap,0.025942302082234386,0.0319
Zfp970,Overlap,0.7983032593966266,0.7444
Zfp973,Overlap,0.6970705826120084,0.6981
Zfpm2,Overlap,0.4780786154935822,0.476
Zfyve9,GLM_only,0.5691296954721151,0.5676
