gene,bb_mu,padj_mean,padj_intercept.x,glm_mu,asp_sig,glm_sig,group,asp_call,glm_call,p_sex,padj_sex,padj_intercept.y,beta_sex,se_sex,beta0,mu,abs_beta,z_score,abs_z,category
3300002I08Rik,0.3906,0.0555284970895597,0.357489881902703,0.375488240667354,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.714023544059321,0.999993910040895,0.357489881902703,0.224850751894452,0.312387863142027,-0.508743005135864,0.375488240667354,0.224850751894452,0.719780690686515,0.719780690686515,large_but_uncertain
3425401B19Rik,0.6044,0.0255118957578471,0.122909872841493,0.702631173721779,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.14927568093012,0.999993910040895,0.122909872841493,1.08323900767745,0.380404536631712,0.859858900257592,0.702631173721779,1.08323900767745,2.84759750046352,2.84759750046352,other
4732471J01Rik,0.3467,0.00301001573824975,0.447851795899462,0.391797586220879,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.708782971821829,0.999993910040895,0.447851795899462,-0.224439827696467,0.305836276470671,-0.439762399212907,0.391797586220879,0.224439827696467,-0.733856134682539,0.733856134682539,large_but_uncertain
4833439L19Rik,0.5679,0.0772913232768804,0.813426803983405,0.56334820453206,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.655348326169575,0.999993910040895,0.813426803983405,-0.321837843259848,0.376592688867325,0.254761846711323,0.56334820453206,0.321837843259848,-0.854604597417537,0.854604597417537,large_but_uncertain
4921524J17Rik,0.4369,0.0190642272219813,0.325717061725674,0.416140767287034,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.593194965357686,0.999993910040895,0.325717061725674,-0.209411103670638,0.182518905642747,-0.338636327974183,0.416140767287034,0.209411103670638,-1.1473392464917,1.1473392464917,large_but_uncertain
4930470G03Rik,0.6189,0.00394846724930429,0.666430772424062,0.597338877641914,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.426741023988146,0.999993910040895,0.666430772424062,-0.598049242461767,0.396260135572963,0.394389265836693,0.597338877641914,0.598049242461767,-1.50923393188929,1.50923393188929,large_but_uncertain
4930506C21Rik,0.4267,9.04608089938882e-07,0.316064153836486,0.415859660636092,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.787545162565403,0.999993910040895,0.316064153836486,0.104604645614977,0.192730307697335,-0.339793411984715,0.415859660636092,0.104604645614977,0.542751406692345,0.542751406692345,large_but_uncertain
4930512H18Rik,0.4494,0.080130072261887,0.493500409265846,0.440813623797135,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.980775126786908,0.999993910040895,0.493500409265846,0.00831834591074401,0.17601253129313,-0.237860663267454,0.440813623797135,0.00831834591074401,0.0472599641038665,0.0472599641038665,tiny_effect
4930523C07Rik,0.378,0.0109522347275552,0.344301422152609,0.388172080955282,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.373575216256988,0.999993910040895,0.344301422152609,-0.47935200709279,0.275979674861403,-0.455002316023318,0.388172080955282,0.47935200709279,-1.73691054362435,1.73691054362435,large_but_uncertain
4933431K23Rik,0.4431,0.000637100832299533,0.403781460983639,0.430961982646997,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.785812689959193,0.999993910040895,0.403781460983639,-0.0973952388948377,0.195806736795611,-0.277927367325302,0.430961982646997,0.0973952388948377,-0.497404943714995,0.497404943714995,tiny_effect
5430402O13Rik,0.3945,0.00899438008585863,0.342456580051281,0.359189099963748,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.950833939269256,0.999993910040895,0.342456580051281,0.0421325519105121,0.330437829287948,-0.578885414998461,0.359189099963748,0.0421325519105121,0.127505231472142,0.127505231472142,tiny_effect
6430548M08Rik,0.3701,0.0378049359554886,0.351118706166702,0.372186718838483,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.493812997076676,0.999993910040895,0.351118706166702,-0.427246867792187,0.307360131681967,-0.522847138558991,0.372186718838483,0.427246867792187,-1.39005298264991,1.39005298264991,large_but_uncertain
A930005H10Rik,0.3846,0.00414475648654398,0.712814994040841,0.426350826501485,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.951074718442474,0.999993910040895,0.712814994040841,-0.0383246700592312,0.293700988095374,-0.296755469729729,0.426350826501485,0.0383246700592312,-0.130488733823347,0.130488733823347,tiny_effect
A930029G22Rik,0.6687,0.0356432316159622,0.189174843397959,0.66483317955756,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.723630772736537,0.999993910040895,0.189174843397959,-0.233485263240218,0.363160790318437,0.684907772029202,0.66483317955756,0.233485263240218,-0.642925308746814,0.642925308746814,large_but_uncertain
AW146154,0.6317,0.00132439898462265,0.525542159248604,0.617541794369588,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.741966007826631,0.999993910040895,0.525542159248604,-0.239661962782362,0.371178516838138,0.479127368430476,0.617541794369588,0.239661962782362,-0.645678432102991,0.645678432102991,large_but_uncertain
AW554918,0.5806,0.00727338643657921,0.33084352366645,0.578558962495903,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.423934888260168,0.999993910040895,0.33084352366645,-0.295399310978472,0.200046485117366,0.316860584150516,0.578558962495903,0.295399310978472,-1.4766533428726,1.4766533428726,large_but_uncertain
Aamdc,0.3948,0.015708229473851,0.768373544660117,0.449236054904358,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.932921491051806,0.999993910040895,0.768373544660117,0.0418024145027679,0.23735723717953,-0.203757821207978,0.449236054904358,0.0418024145027679,0.176116030838149,0.176116030838149,tiny_effect
Aars1,0.4132,0.0339203842101273,0.590979091137487,0.408734141011995,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.924083914825864,0.999993910040895,0.590979091137487,0.0589756644719115,0.313067573770217,-0.369200839547751,0.408734141011995,0.0589756644719115,0.188379983789691,0.188379983789691,tiny_effect
Abca5,0.4412,0.0252744503853243,0.814367796194089,0.441707755947178,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.432532326573734,0.999993910040895,0.814367796194089,0.52306685241452,0.346120759676506,-0.234234082383558,0.441707755947178,0.52306685241452,1.51122646588258,1.51122646588258,large_but_uncertain
Abca8a,0.7015,2.34268439975222e-30,0.172727912780228,0.760474597464328,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.581481470405063,0.999993910040895,0.172727912780228,0.601563597389347,0.965098474329476,1.15528323263411,0.760474597464328,0.601563597389347,0.623318359100399,0.623318359100399,large_but_uncertain
Abcb4,0.4279,0.000287772911070312,0.406498702587253,0.425444949649909,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.995543324149663,0.999993910040895,0.406498702587253,-0.00217399059234836,0.195497565196166,-0.300460354144461,0.425444949649909,0.00217399059234836,-0.0111202949774179,0.0111202949774179,tiny_effect
Abcb8,0.5504,0.0858789110397071,0.421340357389436,0.599622619533419,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.634723146993884,0.999993910040895,0.421340357389436,-0.253043625914336,0.259532579082553,0.403892936384737,0.599622619533419,0.253043625914336,-0.974997539071374,0.974997539071374,large_but_uncertain
Abcc4,0.6114,8.27366208597268e-05,0.291276811975123,0.60880779851869,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.907240537130136,0.999993910040895,0.291276811975123,-0.057063284883712,0.242463716162437,0.442303613023393,0.60880779851869,0.057063284883712,-0.235347728669979,0.235347728669979,tiny_effect
Abcc5,0.4662,0.000131699925121092,0.346852206080095,0.459535295702251,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.335392057511009,0.999993910040895,0.346852206080095,-0.185770992826547,0.102676123665416,-0.162213580874236,0.459535295702251,0.185770992826547,-1.80929106197958,1.80929106197958,large_but_uncertain
Abhd12,0.4264,0.00460681175954399,0.425121213443273,0.413514926167493,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.538547381316431,0.999993910040895,0.425121213443273,-0.285356839864886,0.222772279872832,-0.349453607256233,0.413514926167493,0.285356839864886,-1.28093513262862,1.28093513262862,large_but_uncertain
Abhd13,0.3406,0.00081719663037607,0.120149087622118,0.323241123543174,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.45619413054117,0.999993910040895,0.120149087622118,-0.47729914915342,0.325729337409677,-0.73891648747123,0.323241123543174,0.47729914915342,-1.46532440998126,1.46532440998126,large_but_uncertain
Abhd18,0.4684,0.00143284643388684,0.364599562229142,0.465468548424427,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.200512599343022,0.999993910040895,0.364599562229142,-0.215858975328555,0.103349652753385,-0.138346042430832,0.465468548424427,0.215858975328555,-2.08862796901352,2.08862796901352,other
Abi3bp,0.6824,0.0254225699840024,0.381596327618378,0.714237211355901,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.514666379834902,0.999993910040895,0.381596327618378,0.740319445742973,0.866014028101493,0.916053079620126,0.714237211355901,0.740319445742973,0.854858491571929,0.854858491571929,large_but_uncertain
Ablim1,0.4836,0.0116965000882079,0.102088302602846,0.486477108718452,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.920095109088352,0.999993910040895,0.102088302602846,-0.00456924283793075,0.0379782939562451,-0.054104759781835,0.486477108718452,0.00456924283793075,-0.120311956171464,0.120311956171464,tiny_effect
Abraxas2,0.4479,0.0374418901546184,0.69696053814029,0.431346656976755,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.911360434946657,0.999993910040895,0.69696053814029,0.0627451065845364,0.262534662081841,-0.27635893413816,0.431346656976755,0.0627451065845364,0.238997418805509,0.238997418805509,tiny_effect
Abtb2,0.4709,8.50386625138385e-05,0.184224297877943,0.470816186044562,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.348102778439163,0.999993910040895,0.184224297877943,-0.105560360206391,0.0709535162955789,-0.116868091230065,0.470816186044562,0.105560360206391,-1.48773965995775,1.48773965995775,large_but_uncertain
Acaa2,0.4227,0.0478124164757507,0.105528955819089,0.389342500323207,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.343673701271081,0.999993910040895,0.105528955819089,-0.360817460575504,0.191357384408446,-0.450076825213416,0.389342500323207,0.360817460575504,-1.88556852243209,1.88556852243209,large_but_uncertain
Acacb,0.4783,5.51719605108288e-06,0.29472842027487,0.478934847492401,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.751511715331383,0.999993910040895,0.29472842027487,0.0297270796369859,0.0637953201869775,-0.0843105163341187,0.478934847492401,0.0297270796369859,0.46597586703631,0.46597586703631,tiny_effect
Acad11,0.6187,0.00966080168347861,0.134288686716307,0.617274291974706,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.957248324242225,0.999993910040895,0.134288686716307,-0.0228207817251691,0.192893908543938,0.477994917039708,0.617274291974706,0.0228207817251691,-0.118307425555488,0.118307425555488,tiny_effect
Acad12,0.3312,0.000266193696743411,0.104832373574954,0.31966387004657,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.304245852677514,0.999993910040895,0.104832373574954,-0.655200863771193,0.290775313822211,-0.755316947168685,0.31966387004657,0.655200863771193,-2.25328916392058,2.25328916392058,other
Acadsb,0.4484,0.00243542303667293,0.948476668776331,0.485244138913882,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.749279905144827,0.999993910040895,0.948476668776331,0.13109049274941,0.206339017193939,-0.0590405886315852,0.485244138913882,0.13109049274941,0.635316066404435,0.635316066404435,large_but_uncertain
Acadvl,0.4297,0.0545880863451718,0.240475475482462,0.359514734752836,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.595234339311078,0.999993910040895,0.240475475482462,0.316756381759806,0.368527765230078,-0.577470952877322,0.359514734752836,0.316756381759806,0.859518363730477,0.859518363730477,large_but_uncertain
Acbd6,0.4325,0.0182718884625126,0.525558492229684,0.426590582023431,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.849362226966825,0.999993910040895,0.525558492229684,-0.0854222184712762,0.223422666892115,-0.295775249146378,0.426590582023431,0.0854222184712762,-0.382334611163354,0.382334611163354,tiny_effect
Aco2,0.4867,0.00938142352269976,0.847012539950523,0.492234996153823,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.856712336883871,0.999993910040895,0.847012539950523,-0.018120501020801,0.0632891791093954,-0.0310625127760747,0.492234996153823,0.018120501020801,-0.28631278325604,0.28631278325604,tiny_effect
Acot11,0.4629,0.0108621645037288,0.531543141554604,0.437834954875802,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.772047789939522,0.999993910040895,0.531543141554604,-0.110866529290685,0.196512139642154,-0.249953457366312,0.437834954875802,0.110866529290685,-0.564171401790096,0.564171401790096,large_but_uncertain
Acot13,0.4532,0.000362463286985691,0.656014522616173,0.465226028325907,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.882023043634629,0.999993910040895,0.656014522616173,0.0387555219372414,0.136386386386296,-0.139320804863949,0.465226028325907,0.0387555219372414,0.284159753507007,0.284159753507007,tiny_effect
Acsl1,0.4882,0.0672286998938792,0.94012788762913,0.493725182749131,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.598913763113323,0.999993910040895,0.94012788762913,0.0821011441066353,0.0917064519863579,-0.0251005867837909,0.493725182749131,0.0821011441066353,0.895260282437364,0.895260282437364,tiny_effect
Acss3,0.2401,0.00169923585707319,0.371766515075283,0.134793713134598,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.251999288227777,0.999993910040895,0.371766515075283,-2.6201825952163,1.6188033491263,-1.85922240150168,0.134793713134598,2.6201825952163,-1.61859227473829,1.61859227473829,large_but_uncertain
Actl6a,0.6272,0.00540826193913665,0.419839758950286,0.643509191499599,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.943803665316329,0.999993910040895,0.419839758950286,0.0547326585613342,0.412630017309031,0.59062785362443,0.643509191499599,0.0547326585613342,0.132643424533856,0.132643424533856,tiny_effect
Actn2,0.5117,0.00522079975374956,0.138128503334978,0.51322086274277,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.857654600335942,0.999993910040895,0.138128503334978,-0.00851345993928183,0.0384188723955037,0.0528957808938456,0.51322086274277,0.00851345993928183,-0.221595778544458,0.221595778544458,tiny_effect
Adam10,0.4545,0.0190642272219813,0.606064033523995,0.450892585978393,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.812116549569101,0.999993910040895,0.606064033523995,-0.0808084752054731,0.176161054229926,-0.197064933753641,0.450892585978393,0.0808084752054731,-0.458719298421101,0.458719298421101,tiny_effect
Adamts17,0.3838,0.0929775879730285,0.907564326270236,0.460321942508101,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.674321642206542,0.999993910040895,0.907564326270236,0.296490464307857,0.392998672079017,-0.159046652234234,0.460321942508101,0.296490464307857,0.75443121153408,0.75443121153408,large_but_uncertain
Adamts3,0.6368,0.0126397974100018,0.469909665226826,0.577827182981941,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.766896083536395,0.999993910040895,0.469909665226826,-0.130829015154585,0.219485694528813,0.313860083378685,0.577827182981941,0.130829015154585,-0.596070807418435,0.596070807418435,large_but_uncertain
Adamtsl4,0.4298,0.0688897461676449,0.682412296357555,0.446851480742625,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.648924154496507,0.999993910040895,0.682412296357555,0.191474461502329,0.200448638193286,-0.213400253992291,0.446851480742625,0.191474461502329,0.955229545224927,0.955229545224927,large_but_uncertain
Adarb1,0.4659,0.00860933361533766,0.489303702687672,0.454566173647498,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.658610193204035,0.999993910040895,0.489303702687672,-0.116329487867569,0.138801869731494,-0.182237990066425,0.454566173647498,0.116329487867569,-0.838097412467159,0.838097412467159,large_but_uncertain
Adcy9,0.5481,0.0164583009964498,0.422425853514243,0.546164812791304,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.313811126757699,0.999993910040895,0.422425853514243,-0.246750872930662,0.136053111380566,0.185186676762125,0.546164812791304,0.246750872930662,-1.8136363838123,1.8136363838123,large_but_uncertain
Adgrl2,0.5774,0.000781807151125702,0.190225081823548,0.567897510852582,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.53326979323796,0.999993910040895,0.190225081823548,-0.165320636063417,0.143881056344863,0.273278160297175,0.567897510852582,0.165320636063417,-1.14900905138733,1.14900905138733,large_but_uncertain
Adhfe1,0.5812,0.004473960922436,0.161420832958902,0.594705005154801,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.862038459318782,0.999993910040895,0.161420832958902,0.0620284922138108,0.187594818743275,0.38345030864681,0.594705005154801,0.0620284922138108,0.330651414731753,0.330651414731753,tiny_effect
Adk,0.4872,0.0679279555749481,0.460034541078127,0.489265285156595,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.88496370299574,0.999993910040895,0.460034541078127,0.00864664671539207,0.0475460030168965,-0.0429454585600465,0.489265285156595,0.00864664671539207,0.181858540502748,0.181858540502748,tiny_effect
Adprm,0.6172,0.0218154110963465,0.454251703369066,0.617349681856958,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.72005979273835,0.999993910040895,0.454251703369066,-0.23636762898704,0.305810373518685,0.478314044000978,0.617349681856958,0.23636762898704,-0.772922207534592,0.772922207534592,large_but_uncertain
Aebp2,0.454,0.00595451298350786,0.532448892902896,0.446244882085379,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.448021308282721,0.999993910040895,0.532448892902896,-0.251064157016293,0.173353714473474,-0.215854699288532,0.446244882085379,0.251064157016293,-1.44827676625706,1.44827676625706,large_but_uncertain
Afap1,0.4684,0.0719076937493418,0.572029776537365,0.438391483512184,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.664904738742233,0.999993910040895,0.572029776537365,-0.173592659832145,0.201417087571178,-0.247692708132989,0.438391483512184,0.173592659832145,-0.861856667303859,0.861856667303859,large_but_uncertain
Afap1l1,0.5513,0.087181473474982,0.597723116260097,0.582678495907801,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.606556428513791,0.999993910040895,0.597723116260097,0.292110943891491,0.296472428074006,0.333778651479336,0.582678495907801,0.292110943891491,0.985288735917709,0.985288735917709,large_but_uncertain
Agap1,0.4218,2.36928244640194e-10,0.103282187532001,0.440150558136339,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.834763469035301,0.999993910040895,0.103282187532001,-0.0423200600044616,0.110082840101264,-0.240551047801142,0.440150558136339,0.0423200600044616,-0.384438300878974,0.384438300878974,tiny_effect
Ago4,0.3933,2.47140013413235e-05,0.211561680709914,0.345730569401364,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.934949194128056,0.999993910040895,0.211561680709914,-0.0519392538303788,0.326447467117548,-0.637859469451504,0.345730569401364,0.0519392538303788,-0.159104477939406,0.159104477939406,tiny_effect
Agpat3,0.6463,0.000464911559264325,0.125687352451243,0.629356954258408,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.959675033076014,0.999993910040895,0.125687352451243,0.0234830173128873,0.205007755456309,0.529459131987997,0.629356954258408,0.0234830173128873,0.114546970482255,0.114546970482255,tiny_effect
Ahcyl2,0.5565,0.0418444749173858,0.448922852413088,0.590135931620196,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.800978969604422,0.999993910040895,0.448922852413088,-0.125874532455006,0.235226067704488,0.3645273387505,0.590135931620196,0.125874532455006,-0.535121526637687,0.535121526637687,large_but_uncertain
Ahsa2,0.4675,0.0784052143755711,0.665780537040621,0.433805051000871,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.241666947069436,0.999993910040895,0.665780537040621,0.593529917855699,0.251701568750756,-0.266343209818888,0.433805051000871,0.593529917855699,2.35806999853638,2.35806999853638,other
Aida,0.6337,0.000892023031937089,0.175289926633963,0.637634261626367,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.823483691528213,0.999993910040895,0.175289926633963,-0.11955454049144,0.267903408210039,0.56511083254294,0.637634261626367,0.11955454049144,-0.446259871385091,0.446259871385091,large_but_uncertain
Aifm1,0.356,0.000309712176247906,0.225633063537737,0.380506546514505,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.0856738713727201,0.999993910040895,0.225633063537737,0.853027821242931,0.220870000440321,-0.487398751411604,0.380506546514505,0.853027821242931,3.86212622602596,3.86212622602596,other
Ak3,0.4327,0.000820043446204158,0.537181955504015,0.421271412819058,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.641096871362129,0.999993910040895,0.537181955504015,0.228111026445965,0.237325666429035,-0.317556294331896,0.421271412819058,0.228111026445965,0.961173015452901,0.961173015452901,large_but_uncertain
Akap13,0.4794,0.000504939833909699,0.689226624204763,0.478938970373319,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.877452779113245,0.999993910040895,0.689226624204763,-0.0260699372057668,0.0954667196504994,-0.0842939954923102,0.478938970373319,0.0260699372057668,-0.273078799619469,0.273078799619469,tiny_effect
Akap6,0.5119,0.0136656814031734,0.155217251917155,0.515075001661749,TRUE,FALSE,ASPEN_only,TRUE,FALSE,0.711134494632975,0.999993910040895,0.155217251917155,-0.0206235406433649,0.0440692342094359,0.0603182879772124,0.515075001661749,0.0206235406433649,-0.467980463317176,0.467980463317176,tiny_effect
