gene,bb_mu,padj_mean,padj_intercept,glm_mu,asp_sig,glm_sig,group,p_sex,padj_sex
Cpxm2,0.4777,0.0344670464453772,0.737220272244451,0.465161490014314,TRUE,FALSE,ASPEN_only,0.99251008810368,0.999993910040895
Cradd,0.2561,2.46499181016848e-220,2.47328453649665e-53,0.275391443895592,TRUE,TRUE,Overlap,0.0844745602961406,0.999993910040895
Crebbp,0.4738,1.53529877622451e-05,0.356245762279724,0.468962230419008,TRUE,FALSE,ASPEN_only,0.578591532202018,0.999993910040895
Crem,0.4608,0.0131660204295112,0.606420285819278,0.458349926369266,TRUE,FALSE,ASPEN_only,0.61031120227295,0.999993910040895
Cript,0.4259,0.00475308844636593,0.471283628761094,0.379782077871537,TRUE,FALSE,ASPEN_only,0.574964723235864,0.999993910040895
Crtc3,0.5626,0.0119874023062528,0.300751590719964,0.564770607289897,TRUE,FALSE,ASPEN_only,0.471448332876734,0.999993910040895
Cry1,0.618,0.0910504264664829,0.629112895696411,0.589456952387098,TRUE,FALSE,ASPEN_only,0.37757751890231,0.999993910040895
Cryab,0.5872,0.0161899025368705,0.145603102776362,0.578944816162941,TRUE,FALSE,ASPEN_only,0.980855148758379,0.999993910040895
Crybg3,0.4606,0.00170331424542836,0.364599562229142,0.444699343382789,TRUE,FALSE,ASPEN_only,0.785216689355488,0.999993910040895
Cs,0.4668,0.00602862483221872,0.757624062751495,0.470042535574917,TRUE,FALSE,ASPEN_only,0.744840414194532,0.999993910040895
Csde1,0.486,0.0770064903177114,0.753016742007028,0.478168859556466,TRUE,FALSE,ASPEN_only,0.996321627437898,0.999993910040895
Csnk1a1,0.4752,4.24067443764722e-05,0.58372171099329,0.475317736060405,TRUE,FALSE,ASPEN_only,0.280459559085995,0.999993910040895
Csnk1g3,0.4631,0.00995356804120064,0.724589604628221,0.460211913742301,TRUE,FALSE,ASPEN_only,0.572625053993349,0.999993910040895
Cspp1,0.4276,0.000115055708832704,0.396909922147587,0.4263543931973,TRUE,FALSE,ASPEN_only,0.472315823392745,0.999993910040895
Cst3,0.6819,5.64859619147566e-08,0.261152310440679,0.646801674914706,TRUE,FALSE,ASPEN_only,0.368721871830247,0.999993910040895
Ctdspl,0.2809,2.95164715042753e-05,0.417147670725437,0.293154416048248,TRUE,FALSE,ASPEN_only,0.753889264073466,0.999993910040895
Ctnna1,0.5614,0.0385527414749655,0.221169325999019,0.555959941756297,TRUE,FALSE,ASPEN_only,0.471257071872255,0.999993910040895
Ctnnal1,0.6869,5.26517918571208e-38,4.88869059425316e-20,0.713077220302367,TRUE,TRUE,Overlap,0.902896276856701,0.999993910040895
Ctnnd2,0.5854,0.102144564411205,1.68091484044688e-09,0.786191182042007,FALSE,TRUE,GLM_only,0.000622898683669719,0.0398180568075348
Ctsh,0.4004,0.0710080178508942,0.652517430511762,0.418582278318898,TRUE,FALSE,ASPEN_only,0.415165370500265,0.999993910040895
Cubn,0.9098,4.91330716830004e-07,4.18795304002291e-06,0.946217564971276,TRUE,TRUE,Overlap,0.341110315787882,0.999993910040895
Cuedc1,0.738,1.60177945623133e-19,5.4034052331497e-07,0.745550648420061,TRUE,TRUE,Overlap,0.10856204197519,0.999993910040895
Cul4a,0.4426,1.80657498930071e-05,0.138128503334978,0.39980113502974,TRUE,FALSE,ASPEN_only,0.914816287240969,0.999993910040895
Cul5,0.3906,5.72696934794115e-12,0.00450234797833801,0.393169948404089,TRUE,TRUE,Overlap,0.873822600444543,0.999993910040895
Cutc,0.6164,0.00117895347385475,0.795396460363295,0.572538603474691,TRUE,FALSE,ASPEN_only,0.235176705766424,0.999993910040895
Cux2,0.4598,0.0119874023062528,0.481675656959495,0.444709127607415,TRUE,FALSE,ASPEN_only,0.891083118075596,0.999993910040895
Cwc27,0.4339,1.83915326958967e-06,0.1850533995708,0.436806219970287,TRUE,FALSE,ASPEN_only,0.934767281204731,0.999993910040895
Cwf19l2,0.4244,3.97327167231455e-07,0.125411573858706,0.425698363951044,TRUE,FALSE,ASPEN_only,0.999802196070628,0.999993910040895
Cxxc5,0.3797,0.0242202729395628,0.387264930418038,0.36666786245491,TRUE,FALSE,ASPEN_only,0.913037105682717,0.999993910040895
Cyb5a,0.2027,1.44285891780067e-14,0.0546502924596638,0.20226355405532,TRUE,TRUE,Overlap,0.490916439794252,0.999993910040895
Cyb5r4,0.4211,0.0190642272219813,0.620054383485133,0.434386846048346,TRUE,FALSE,ASPEN_only,0.85630613052901,0.999993910040895
Cycs,0.4469,0.0446157263591088,0.397610832337872,0.411862503417741,TRUE,FALSE,ASPEN_only,0.88199077201305,0.999993910040895
Cyfip2,0.9788,1.83619829149599e-70,2.44930732434279e-12,0.963323895344575,TRUE,TRUE,Overlap,0.813177930028698,0.999993910040895
Cyld,0.4341,0.000163726403849047,0.0959788278432502,0.415126683788441,TRUE,TRUE,Overlap,0.413332422537209,0.999993910040895
Cyp2b10,0.3239,0.0555629412555987,0.200588116973784,0.361342882093032,TRUE,FALSE,ASPEN_only,0.932449028811954,0.999993910040895
Cyp2d22,0.0935,3.55616036983443e-17,0.131801276289779,0.0775780362228927,TRUE,FALSE,ASPEN_only,0.243897124890383,0.999993910040895
Cyyr1,0.4567,0.0196495377494568,0.996578270310696,0.496241282489061,TRUE,FALSE,ASPEN_only,0.299258271042614,0.999993910040895
D16Ertd472e,0.1881,0.00432031370102794,0.0035696817331691,0.277051178479935,TRUE,TRUE,Overlap,0.540111453352743,0.999993910040895
D230022J07Rik,0.7373,0.00445011994175719,0.104753063443677,0.696809546848797,TRUE,FALSE,ASPEN_only,0.965730882384155,0.999993910040895
D630024D03Rik,0.8002,1.57986658121329e-07,0.00344960035186928,0.813350112546595,TRUE,TRUE,Overlap,0.801960071406921,0.999993910040895
D630045J12Rik,0.2394,0.00404511513139449,0.00645854223094983,0.273899873034315,TRUE,TRUE,Overlap,0.52217871509278,0.999993910040895
D7Ertd443e,0.3462,1.11078578777053e-21,1.02419145212774e-05,0.348626217788041,TRUE,TRUE,Overlap,0.83109696683254,0.999993910040895
D830005E20Rik,0.4155,7.11681365230223e-98,1.30680638385349e-34,0.41589626003005,TRUE,TRUE,Overlap,0.566279150212569,0.999993910040895
D830013O20Rik,0.4257,0.0204104950893586,0.298849122231708,0.361866857180167,TRUE,FALSE,ASPEN_only,0.873647178857164,0.999993910040895
D830024N08Rik,0.5616,0.0355807433476188,0.18927107256384,0.556180723961391,TRUE,FALSE,ASPEN_only,0.673818254889048,0.999993910040895
D830032E09Rik,0.9511,0,7.67206944199989e-142,0.949694892657787,TRUE,TRUE,Overlap,0.476806977406131,0.999993910040895
Daam1,0.4866,0.00132645368794164,0.919002299698041,0.494577393531551,TRUE,FALSE,ASPEN_only,0.117147648221287,0.999993910040895
Dapk1,0.599,0.00621681437097777,0.0990028490871459,0.575489051145532,TRUE,TRUE,Overlap,0.590451748909051,0.999993910040895
Dapk2,0.8393,1.09418777953771e-06,0.00604355036974359,0.784027660822922,TRUE,TRUE,Overlap,0.918902149451776,0.999993910040895
Dapp1,0.7647,0.00283437584831891,0.090279120598727,0.733485315397486,TRUE,TRUE,Overlap,0.318725013367582,0.999993910040895
Dbp,0.3978,0.0190519323423884,0.365299346503231,0.351997840083848,TRUE,FALSE,ASPEN_only,0.744775490757715,0.999993910040895
Dcaf10,0.4461,0.00495520545180843,0.270177900198544,0.398809514275986,TRUE,FALSE,ASPEN_only,0.987174925176337,0.999993910040895
Dcaf11,0.4382,0.00317836420208262,0.351514917717306,0.398320711054073,TRUE,FALSE,ASPEN_only,0.975374640226818,0.999993910040895
Dcaf8,0.4565,5.22015257344578e-07,0.224297468234971,0.458800091263518,TRUE,FALSE,ASPEN_only,0.60398686200344,0.999993910040895
Dcbld1,0.4043,0.0173513785645992,0.469422304670352,0.368187133271535,TRUE,FALSE,ASPEN_only,0.969449132201265,0.999993910040895
Dcbld2,0.4554,0.0191933459010925,0.909730674083684,0.466154582708016,TRUE,FALSE,ASPEN_only,0.146908649714383,0.999993910040895
Dclre1a,0.2908,1.74577456720528e-16,0.000275929431761773,0.28268425871074,TRUE,TRUE,Overlap,0.953122466941365,0.999993910040895
Dcp1b,0.6492,3.5018525420869e-12,1.77284177330733e-05,0.643322823454276,TRUE,TRUE,Overlap,0.845178089742011,0.999993910040895
Dct,0.721,0.181280722433354,0.0101603022920083,0.684834320104664,FALSE,TRUE,GLM_only,0.449971356585871,0.999993910040895
Dctn4,0.6343,9.76584300868714e-07,0.01133419159049,0.633941086818611,TRUE,TRUE,Overlap,0.894486612239377,0.999993910040895
Dctn6,0.6539,2.51245315715321e-05,0.317565625256254,0.621256266892387,TRUE,FALSE,ASPEN_only,0.240687796852197,0.999993910040895
Dcun1d2,0.575,0.00156499997974848,0.14393906278972,0.605262081787784,TRUE,FALSE,ASPEN_only,0.498867675101187,0.999993910040895
Ddhd1,0.5727,0.00512988670198438,0.402596582342237,0.599104736597663,TRUE,FALSE,ASPEN_only,0.507681280547025,0.999993910040895
Ddi2,0.5555,0.0871306436786773,0.403781460983639,0.562092278496025,TRUE,FALSE,ASPEN_only,0.858537714834708,0.999993910040895
Ddit4,0.7225,2.57019651184863e-05,1.41069363224999e-06,0.816214580583139,TRUE,TRUE,Overlap,0.0568217870976864,0.999993910040895
Ddo,0.6802,1.2627736350313e-05,0.0348071574995815,0.696792272254863,TRUE,TRUE,Overlap,0.295247133291026,0.999993910040895
Ddx10,0.4355,0.0744145090921383,0.919002299698041,0.475178830610819,TRUE,FALSE,ASPEN_only,0.885614153365702,0.999993910040895
Ddx17,0.4757,0.00254921834468124,0.982408567617821,0.503133767698051,TRUE,FALSE,ASPEN_only,0.722509577042884,0.999993910040895
Ddx39b,0.3644,5.24990315251232e-09,0.0248401147370217,0.339126769027153,TRUE,TRUE,Overlap,0.600030460762059,0.999993910040895
Ddx3x,0.3725,9.17245190428742e-06,3.47327869621645e-07,0.375245789386265,TRUE,TRUE,Overlap,5.21709602796305e-06,0.000686610755680157
Dennd10,0.4305,0.0686909551066852,0.740427505555173,0.435617684519286,TRUE,FALSE,ASPEN_only,0.81153414934139,0.999993910040895
Dennd1b,0.4294,4.06509132753419e-07,0.0858052193537541,0.427320895200924,TRUE,TRUE,Overlap,0.387568945568536,0.999993910040895
Dennd4c,0.4819,0.00904173635384293,0.766498550842731,0.479902794241223,TRUE,FALSE,ASPEN_only,0.941852504370327,0.999993910040895
Dennd5b,0.4548,3.86244269516448e-05,0.651247370797471,0.471467762614105,TRUE,FALSE,ASPEN_only,0.545469541279339,0.999993910040895
Depp1,0.1931,6.92343843850784e-17,8.42897861185907e-05,0.200169314373141,TRUE,TRUE,Overlap,0.552880783358457,0.999993910040895
Deptor,0.1758,4.23600015697685e-11,0.00112691625881767,0.208994186390228,TRUE,TRUE,Overlap,0.0268740543013118,0.784255010740892
Des,0.5836,0.106100092576136,0.00967908588891657,0.581717051503148,FALSE,TRUE,GLM_only,0.84311381420958,0.999993910040895
Desi2,0.4725,0.0856097963064818,0.931912016674989,0.484919419644239,TRUE,FALSE,ASPEN_only,0.839621903857919,0.999993910040895
Dffb,0.7091,9.17536085439681e-07,0.0787974712132152,0.716136547610252,TRUE,TRUE,Overlap,0.592850923732957,0.999993910040895
Dgat2,0.4803,0.0221371144577902,0.591741323720535,0.476028864964759,TRUE,FALSE,ASPEN_only,0.384417616974767,0.999993910040895
Dgkg,0.7159,0.0511252083000357,0.085979473661832,0.718733522882103,TRUE,TRUE,Overlap,0.24570343544123,0.999993910040895
Dhps,0.4351,0.0528283061962397,0.638950371977803,0.395991864327309,TRUE,FALSE,ASPEN_only,0.955547849002491,0.999993910040895
Dhrs11,0.4376,2.09415158582564e-07,0.0644492935079628,0.426216766252116,TRUE,TRUE,Overlap,0.679026009723896,0.999993910040895
Dhrs3,0.4347,0.00145078110516494,0.487998480669256,0.425087884015816,TRUE,FALSE,ASPEN_only,0.838145497638676,0.999993910040895
Dhrs7,0.2035,2.45336374643109e-11,7.26680757744147e-05,0.18216821935286,TRUE,TRUE,Overlap,0.786297901001774,0.999993910040895
Dhrs7b,0.3706,0.0892772773611345,0.613092905115366,0.396050911207064,TRUE,FALSE,ASPEN_only,0.807140842408816,0.999993910040895
Diaph2,0.4425,0.000933225262562177,0.321316093232752,0.447519093123704,TRUE,FALSE,ASPEN_only,1.58964759004023e-05,0.001778285770725
Dip2c,0.6092,9.47728330581718e-63,1.85690003131808e-30,0.610384143641638,TRUE,TRUE,Overlap,0.340279740145111,0.999993910040895
Dipk1a,0.3159,0.00420477658271903,0.503456596759799,0.355579945809985,TRUE,FALSE,ASPEN_only,0.902432904783985,0.999993910040895
Dipk2a,0.5858,0.0356510529305763,0.609030208741286,0.576794383630361,TRUE,FALSE,ASPEN_only,0.897289773269424,0.999993910040895
Dixdc1,0.9118,2.59868897075933e-09,6.25459023816684e-05,0.918689837313268,TRUE,TRUE,Overlap,0.633068047934811,0.999993910040895
Dlc1,0.4853,0.00718427007555596,0.625178786361075,0.490801642906365,TRUE,FALSE,ASPEN_only,0.246593765842118,0.999993910040895
Dlst,0.4596,0.0169730750938686,0.820181610666094,0.475878551091729,TRUE,FALSE,ASPEN_only,0.839871359002533,0.999993910040895
Dmac2,0.7216,9.22472840582043e-20,1.62320753951186e-05,0.717301478782817,TRUE,TRUE,Overlap,0.772735108107255,0.999993910040895
Dmd,0.4158,1.47064157007425e-39,0.000282171873355388,0.456984341260291,TRUE,TRUE,Overlap,2.16150865305899e-36,2.90160921586639e-33
Dmpk,0.4571,0.000676400442637021,0.646896627949875,0.469484027545163,TRUE,FALSE,ASPEN_only,0.807521919969434,0.999993910040895
Dmxl2,0.4566,0.00102449402712456,0.557027288880885,0.449528663940565,TRUE,FALSE,ASPEN_only,0.903606829018737,0.999993910040895
Dnaaf9,0.5579,0.0070901011689626,0.00337037019583382,0.56546613512294,TRUE,TRUE,Overlap,0.850894425036066,0.999993910040895
Dnah7b,0.8649,1.05572135948679e-07,0.00616584657565206,0.802915503878915,TRUE,TRUE,Overlap,0.655832697258424,0.999993910040895
Dnai4,0.2569,0.000311123193986493,0.283229042372778,0.295772686533581,TRUE,FALSE,ASPEN_only,0.952181005008107,0.999993910040895
Dnaja1,0.4655,0.0746306146918558,0.345027953428442,0.415231857565786,TRUE,FALSE,ASPEN_only,0.307295104236737,0.999993910040895
Dnajb4,0.4817,0.00122362519722659,0.446021801318383,0.471887080615771,TRUE,FALSE,ASPEN_only,0.579649576676701,0.999993910040895
Dnajc11,0.4471,0.00159387988910852,0.369865553418106,0.449180051467104,TRUE,FALSE,ASPEN_only,0.341709176632758,0.999993910040895
Dnajc12,0.3622,0.390541003669423,0.0348152892060258,0.363725537623885,FALSE,TRUE,GLM_only,0.489957085705046,0.999993910040895
Dnajc15,0.4152,0.00982248747493608,0.526436143111141,0.439430004288359,TRUE,FALSE,ASPEN_only,0.44479092291603,0.999993910040895
Dnajc25,0.4563,0.00547442937880936,0.420609222601047,0.42772768536447,TRUE,FALSE,ASPEN_only,0.690607715772209,0.999993910040895
Dnase1l1,0.2355,0.00589258736161673,0.00156162616624941,0.269528998611717,TRUE,TRUE,Overlap,0.0100497674254224,0.378955275053005
Dnm1l,0.4646,6.38638712412121e-07,0.489303702687672,0.462396517673859,TRUE,FALSE,ASPEN_only,0.121320375969629,0.999993910040895
Dnm2,0.4509,8.20457277016898e-05,0.324417086647166,0.436655658942443,TRUE,FALSE,ASPEN_only,0.35189041912179,0.999993910040895
Doc2g,0.6034,0.00704850966716925,0.723643006939522,0.597262796574199,TRUE,FALSE,ASPEN_only,0.916018498513633,0.999993910040895
Dock1,0.4517,2.93916518330671e-06,0.62289826353686,0.461829056093518,TRUE,FALSE,ASPEN_only,0.127249855560526,0.999993910040895
Dock3,0.051,1.10950692659269e-53,3.07946880501368e-14,0.0647631596484441,TRUE,TRUE,Overlap,0.112901597160543,0.999993910040895
Dock4,0.5578,0.00587010224588814,0.321316093232752,0.541909343018142,TRUE,FALSE,ASPEN_only,0.818311393648783,0.999993910040895
Dock5,0.6498,0.00551315555765988,0.208812551096002,0.646561947459372,TRUE,FALSE,ASPEN_only,0.765150087284004,0.999993910040895
Dock7,0.4237,0.000961641983468024,0.54208975236402,0.435888796106861,TRUE,FALSE,ASPEN_only,0.663738056080684,0.999993910040895
Dock8,0.2737,1.44248459126304e-10,0.111257372110477,0.369081370158762,TRUE,FALSE,ASPEN_only,0.799477533583011,0.999993910040895
Dock9,0.4611,0.00615447840681536,0.51290032351296,0.396308476532761,TRUE,FALSE,ASPEN_only,0.991813530500983,0.999993910040895
Dok7,0.3968,2.82768558990949e-05,0.153075393790404,0.387996967306317,TRUE,FALSE,ASPEN_only,0.873421077312087,0.999993910040895
Dot1l,0.456,0.00476380424627366,0.716162613145064,0.466959844386104,TRUE,FALSE,ASPEN_only,0.689263394006246,0.999993910040895
Dpf3,0.483,0.0903136546319578,0.942522688196105,0.494511218647856,TRUE,FALSE,ASPEN_only,0.169339291021114,0.999993910040895
Dph6,0.4628,0.0166868806736088,0.651978389916578,0.454022255491347,TRUE,FALSE,ASPEN_only,0.283274692071736,0.999993910040895
Dsc2,0.4344,0.00621681437097777,0.666430772424062,0.461856367492033,TRUE,FALSE,ASPEN_only,0.724156797593104,0.999993910040895
Dsg2,0.73,7.54207480997515e-26,2.60708004410301e-11,0.751945630508872,TRUE,TRUE,Overlap,0.872861580085556,0.999993910040895
Dsp,0.5479,0.0125866159639011,0.0546502924596638,0.555415708379989,TRUE,TRUE,Overlap,0.272607434761279,0.999993910040895
Dst,0.5289,1.34016992937882e-07,2.82814681706469e-05,0.542335893297488,TRUE,TRUE,Overlap,0.208092448510282,0.999993910040895
Dtd1,0.3877,0.0684186700569092,0.403781460983639,0.383515041453273,TRUE,FALSE,ASPEN_only,0.764618234515362,0.999993910040895
Dtna,0.453,3.90487775073566e-13,0.0610443316856179,0.454299391028897,TRUE,TRUE,Overlap,0.47815513351169,0.999993910040895
Dtnb,0.3378,1.55875877854596e-06,0.097658557867292,0.331205912729248,TRUE,TRUE,Overlap,0.899441314273856,0.999993910040895
Dtwd2,0.3992,0.0938871248938335,0.531543141554604,0.389371598129628,TRUE,FALSE,ASPEN_only,0.996600034139086,0.999993910040895
Dusp1,0.4366,0.00718427007555596,0.757443170210882,0.436000957337338,TRUE,FALSE,ASPEN_only,0.225337339548764,0.999993910040895
Dusp10,0.278,7.94746304854179e-11,0.020921669351824,0.305686139439321,TRUE,TRUE,Overlap,0.367338636007702,0.999993910040895
Dusp12,0.5811,0.0719076937493418,0.421255105615261,0.63488279201828,TRUE,FALSE,ASPEN_only,0.678828997808203,0.999993910040895
Dusp18,0.3842,0.00138521696565617,0.365452762380309,0.342630287064582,TRUE,FALSE,ASPEN_only,0.392686964097857,0.999993910040895
Dvl1,0.429,0.0105652562788152,0.581217062618971,0.44674061741958,TRUE,FALSE,ASPEN_only,0.626862935235919,0.999993910040895
Dync1i2,0.5894,0.0648678988255983,0.226384467306936,0.616400657417216,TRUE,FALSE,ASPEN_only,0.829462823379515,0.999993910040895
Dync1li2,0.5974,0.00434442039896262,0.378915939165489,0.599140479351918,TRUE,FALSE,ASPEN_only,0.99802888556165,0.999993910040895
Dyrk1a,0.4864,0.00216627239614798,0.583195256714663,0.480722308461677,TRUE,FALSE,ASPEN_only,0.3710356681318,0.999993910040895
Dysf,0.3779,1.31000040433549e-32,2.12014826608958e-08,0.389800054220409,TRUE,TRUE,Overlap,0.118108426961518,0.999993910040895
E130307A14Rik,0.6199,0.00281109344041388,0.12920083876183,0.665405960076412,TRUE,FALSE,ASPEN_only,0.63757020960215,0.999993910040895
E330011O21Rik,0.7789,0.0485376552579764,6.36966666089135e-12,0.824820216301499,TRUE,TRUE,Overlap,0.000706620309064058,0.0431166864948905
E330017L17Rik,0.2333,3.39818507959052e-05,0.125530793002142,0.248739259468352,TRUE,FALSE,ASPEN_only,0.727993533227528,0.999993910040895
Ebf2,0.5962,0.00357019524009905,0.666430772424062,0.639499855610128,TRUE,FALSE,ASPEN_only,0.752667401655656,0.999993910040895
Echdc3,0.6719,0.376084711247946,0.020921669351824,0.675618307145738,FALSE,TRUE,GLM_only,0.0360369472442133,0.916212082966515
Echs1,0.3962,0.000131523188189131,0.338633593270463,0.395244069845571,TRUE,FALSE,ASPEN_only,0.884230927547706,0.999993910040895
Eci2,0.3811,0.00226214629385777,0.277227414271229,0.389467982610724,TRUE,FALSE,ASPEN_only,0.695120168643268,0.999993910040895
Eef1g,0.594,0.00129949558047122,0.269508495296974,0.620461226279171,TRUE,FALSE,ASPEN_only,0.280595406342203,0.999993910040895
Eepd1,0.4207,0.000365818647215138,0.199400408498663,0.413073315342788,TRUE,FALSE,ASPEN_only,0.204165013296106,0.999993910040895
Efna5,0.2955,2.72892651893611e-275,1.43389846154469e-98,0.299519420881639,TRUE,TRUE,Overlap,0.222943289322433,0.999993910040895
Efr3a,0.4733,0.00108397221096397,0.306639378126974,0.444059427986193,TRUE,FALSE,ASPEN_only,0.718911574636032,0.999993910040895
Egf,0.838,5.85972979717529e-07,4.06151721357939e-05,0.848150063939336,TRUE,TRUE,Overlap,0.0634513244530943,0.999993910040895
Egflam,0.7987,0.000365570814890035,0.193891404820555,0.731756768247477,TRUE,FALSE,ASPEN_only,0.140420051824271,0.999993910040895
Egfr,0.4061,2.75374315660109e-05,0.65309969884564,0.319772454278909,TRUE,FALSE,ASPEN_only,0.626297488069055,0.999993910040895
Ehd1,0.7454,0.000781807151125702,0.136074163524865,0.724570377338164,TRUE,FALSE,ASPEN_only,0.483711237833134,0.999993910040895
Ehd4,0.4505,1.51279860786916e-08,0.00837255948136729,0.452611747731999,TRUE,TRUE,Overlap,0.948275985415163,0.999993910040895
Ehmt1,0.4719,0.00254349877175086,0.68865457552501,0.474053234486526,TRUE,FALSE,ASPEN_only,0.785818383001041,0.999993910040895
Eif1ax,0.2439,2.99626843629639e-06,4.77911839338518e-10,0.224017028858963,TRUE,TRUE,Overlap,0.0284688065196313,0.813117571743683
Eif2ak3,0.4079,0.077278986571066,0.828470026966729,0.441054557171132,TRUE,FALSE,ASPEN_only,0.893367671404136,0.999993910040895
Eif2s1,0.4036,0.0915508769453873,0.882853847806808,0.451387067833376,TRUE,FALSE,ASPEN_only,0.306995741180331,0.999993910040895
Eif4g3,0.3645,3.02554394328367e-26,1.87298499096489e-06,0.369950800835735,TRUE,TRUE,Overlap,0.150170323197672,0.999993910040895
Eif4h,0.5985,0.0888562281656453,0.345046201425766,0.605827728552819,TRUE,FALSE,ASPEN_only,0.494704984204998,0.999993910040895
Elf1,0.4799,0.0566560403764066,0.763306596729945,0.47700862889197,TRUE,FALSE,ASPEN_only,0.692380875636937,0.999993910040895
Ell2,0.4665,2.32160905703817e-05,5.39051339138486e-06,0.426726305308459,TRUE,TRUE,Overlap,6.34547288726532e-05,0.00591539083601733
Elmod3,0.678,0.00445011994175719,0.347912683325741,0.656209980114165,TRUE,FALSE,ASPEN_only,0.744016341300348,0.999993910040895
Elovl5,0.285,1.81963833519115e-05,0.138128503334978,0.319558640826429,TRUE,FALSE,ASPEN_only,0.35359486794718,0.999993910040895
Elp4,0.4562,4.58443956784351e-05,0.44553426875402,0.459107221617204,TRUE,FALSE,ASPEN_only,0.286323752313877,0.999993910040895
Emcn,0.3999,0.00477614100463292,0.817925021789591,0.411008633257492,TRUE,FALSE,ASPEN_only,0.866009491191837,0.999993910040895
Eml1,0.5424,0.0841993603658743,0.114628514640837,0.570795147482632,TRUE,FALSE,ASPEN_only,0.491271889792117,0.999993910040895
Eml4,0.4136,0.000195939750066304,0.366167160294089,0.422528020940023,TRUE,FALSE,ASPEN_only,0.643172034991575,0.999993910040895
Eml6,0.7426,1.94200658563492e-06,0.0042232200160656,0.7261418700674,TRUE,TRUE,Overlap,0.664054904742092,0.999993910040895
Enah,0.5744,5.26837965801198e-13,0.000107368965271693,0.553210321494391,TRUE,TRUE,Overlap,0.0156493290647861,0.527830636597206
Eno1,0.6091,0.00864446985878351,0.454251703369066,0.622909530935414,TRUE,FALSE,ASPEN_only,0.858714782176454,0.999993910040895
Enox1,0.3092,0.000184567600850121,0.123655506088307,0.304234259244381,TRUE,FALSE,ASPEN_only,0.604254603111297,0.999993910040895
Enox2,0.4023,2.06320912524244e-07,0.0143977503887183,0.423346119529955,TRUE,TRUE,Overlap,1.34896067771976e-05,0.00156107311531983
Enpp1,0.3541,0.0987170017924364,0.10300674891781,0.324326891394156,TRUE,FALSE,ASPEN_only,0.905416354093083,0.999993910040895
Enpp2,0.1169,0.00338224023864475,0.00526560030912951,0.145409412710199,TRUE,TRUE,Overlap,0.0924557318857848,0.999993910040895
Entpd1,0.581,0.00266760884087869,0.513226003080609,0.670758248006651,TRUE,FALSE,ASPEN_only,0.90492575107917,0.999993910040895
Entpd4,0.6914,8.56756030809957e-08,0.0220218600089748,0.714030362887447,TRUE,TRUE,Overlap,0.759909425250711,0.999993910040895
Entpd5,0.6386,0.0828119176943369,0.560009789185301,0.60795168503603,TRUE,FALSE,ASPEN_only,0.73606245185366,0.999993910040895
Entpd6,0.4118,0.0031927671056698,0.325717061725674,0.411349460851398,TRUE,FALSE,ASPEN_only,0.85273584915439,0.999993910040895
Entrep1,0.3678,3.29572167710446e-09,0.0193078492749218,0.381141824838461,TRUE,TRUE,Overlap,0.978757978432405,0.999993910040895
Epb41,0.4836,0.00874249381391209,0.686458444499868,0.4797022694232,TRUE,FALSE,ASPEN_only,0.475900233030537,0.999993910040895
Epb41l3,0.2601,2.79731413564093e-08,0.00701420424265818,0.236916844208401,TRUE,TRUE,Overlap,0.954309675210775,0.999993910040895
Epc1,0.4701,2.44535921215846e-07,0.20353090282702,0.459220423651889,TRUE,FALSE,ASPEN_only,0.894658355207041,0.999993910040895
Epc2,0.4761,0.0293218316909485,0.875638651785722,0.482927908341441,TRUE,FALSE,ASPEN_only,0.461124827662139,0.999993910040895
Epha4,0.6305,9.11363235731579e-08,0.020921669351824,0.595788445347359,TRUE,TRUE,Overlap,0.963715872216421,0.999993910040895
Ephb1,0.0402,1.00921648154398e-86,9.46929256825088e-27,0.0498821096530242,TRUE,TRUE,Overlap,0.94339023714632,0.999993910040895
Ephx2,0.7575,3.28691837108045e-24,1.07186362475719e-09,0.77746112861743,TRUE,TRUE,Overlap,0.226174204987988,0.999993910040895
Epm2a,0.3153,1.2880990983717e-20,0.000202232724808808,0.316506471714048,TRUE,TRUE,Overlap,0.830739710897922,0.999993910040895
Epm2aip1,0.4742,0.0834629920864211,0.738065190730543,0.448874938169953,TRUE,FALSE,ASPEN_only,0.685304266163707,0.999993910040895
Eprs1,0.447,4.67094018335291e-06,0.573113773893723,0.459065952251382,TRUE,FALSE,ASPEN_only,0.196765134732214,0.999993910040895
Eps15,0.4547,0.0430590857998982,0.862898238952069,0.45710774765614,TRUE,FALSE,ASPEN_only,0.40524513799918,0.999993910040895
Ercc6,0.5861,0.0240422429700417,0.666430772424062,0.568645314227114,TRUE,FALSE,ASPEN_only,0.993905757425872,0.999993910040895
Erlec1,0.5884,0.0346601844320828,0.0823914067048994,0.60129449369261,TRUE,TRUE,Overlap,0.669420692543306,0.999993910040895
Ern1,0.4551,0.0386525479711989,0.78807895954062,0.468464756624301,TRUE,FALSE,ASPEN_only,0.487354224469527,0.999993910040895
Ero1a,0.3954,0.0014663659413124,0.318053682605571,0.391836648391214,TRUE,FALSE,ASPEN_only,0.501837827153919,0.999993910040895
Erp44,0.4539,0.0166962942893807,0.817378241404895,0.464784426083994,TRUE,FALSE,ASPEN_only,0.974528379114754,0.999993910040895
Errfi1,0.7105,2.46448750223266e-17,0.00493082173240563,0.760075488870316,TRUE,TRUE,Overlap,0.42138502485758,0.999993910040895
