"gene","p_intercept","p_sex","pvalue","padj_intercept","padj_sex","padj"
"Sulf1",0.00015334881545687,0.768090265118921,0.00015334881545687,0.00400723169018931,0.983569006910618,0.00400723169018931
"Susd6",8.99538743076174e-09,0.730696605272952,8.99538743076174e-09,6.80650982260972e-07,0.98255188534755,6.80650982260972e-07
"Suz12",0.0317974840236521,0.986710168779502,0.0317974840236521,0.175620855094504,0.992336734800853,0.175620855094504
"Swt1",0.521762879940409,0.305872339430498,0.521762879940409,0.816828784458433,0.938279145702909,0.816828784458433
"Syne1",0.343918834085999,0.90574337931778,0.343918834085999,0.69029594407272,0.983569006910618,0.69029594407272
"Synj2",0.873271646019564,0.937417789312035,0.873271646019564,0.96724982855529,0.986315864777108,0.96724982855529
"Synpo",0.663080241015101,0.0449752143414067,0.663080241015101,0.887337867991212,0.660635409918447,0.887337867991212
"Tacc1",0.043687633724595,0.15249015685148,0.043687633724595,0.218807017151773,0.848163367304364,0.218807017151773
"Tamalin",0.370068516685548,0.756103192287312,0.370068516685548,0.709893445101915,0.983569006910618,0.709893445101915
"Tanc1",0.0231501019630474,0.22248004599068,0.0231501019630474,0.148553828349977,0.913319996183413,0.148553828349977
"Tanc2",0.17326157538797,0.240316195407429,0.17326157538797,0.490547676089328,0.921727275970359,0.490547676089328
"Taok1",0.439333746064795,0.503869118159685,0.439333746064795,0.765945176430537,0.938279145702909,0.765945176430537
"Tasor",0.89090638649218,0.149119445768729,0.89090638649218,0.972448724305951,0.848163367304364,0.972448724305951
"Tbc1d22a",0.370851408044827,0.33252868736984,0.370851408044827,0.709893445101915,0.938279145702909,0.709893445101915
"Tbc1d23",0.681701969882843,0.951326505357892,0.681701969882843,0.897080273411046,0.986674051639752,0.897080273411046
"Tbc1d5",0.387494450063504,0.45957887915994,0.387494450063504,0.721980083428854,0.938279145702909,0.721980083428854
"Tbx3",0.00964892066953364,0.142052127834631,0.00964892066953364,0.0826530185654391,0.848163367304364,0.0826530185654391
"Tcf12",0.981890175118693,0.00694248464216952,0.981890175118693,0.993561975120104,0.469884425020691,0.993561975120104
"Tcf20",0.32056492856542,0.216594480786386,0.32056492856542,0.664550125884477,0.894870094660563,0.664550125884477
"Tcf25",0.211016345308255,0.475748602061699,0.211016345308255,0.539220004333664,0.938279145702909,0.539220004333664
"Tcf4",0.343915498408339,0.599372768359185,0.343915498408339,0.69029594407272,0.943394150337443,0.69029594407272
"Tcf7l1",0.504648648007064,0.0764830342451977,0.504648648007064,0.804334572075289,0.758074162790562,0.804334572075289
"Tcf7l2",0.917589665609179,0.713594482699686,0.917589665609179,0.984948966942704,0.969975733969034,0.984948966942704
"Tcim",0.0600600428541022,0.547159187314873,0.0600600428541022,0.271524040463101,0.938279145702909,0.271524040463101
"Tdrd3",0.984269822829218,0.0369248249725112,0.984269822829218,0.99496429405722,0.660635409918447,0.99496429405722
"Tead1",0.610799968534645,0.540301116584599,0.610799968534645,0.86297671902924,0.938279145702909,0.86297671902924
"Tead4",0.0438577941868092,0.445898235187724,0.0438577941868092,0.218807017151773,0.938279145702909,0.218807017151773
"Tek",0.00176380715517008,0.00254227848275938,0.00176380715517008,0.0253687769549224,0.384731477057587,0.0253687769549224
"Tent2",0.606013418242042,0.243508735627818,0.606013418242042,0.860678076794225,0.921727275970359,0.860678076794225
"Terf1",0.797858678959552,0.323366600193178,0.797858678959552,0.944434814906168,0.938279145702909,0.944434814906168
"Tet2",0.22523942417339,0.758058841655231,0.22523942417339,0.563044167079541,0.983569006910618,0.563044167079541
"Tgm2",0.838054612132945,0.386886212495868,0.838054612132945,0.957300582796403,0.938279145702909,0.957300582796403
"Thada",0.504923685113342,0.687168219058766,0.504923685113342,0.804334572075289,0.960400194437446,0.804334572075289
"Thsd1",0.172608128645775,0.0839941557737008,0.172608128645775,0.490547676089328,0.761652741510086,0.490547676089328
"Thsd7a",0.385296478842332,0.0885477101624043,0.385296478842332,0.719854326726003,0.768165485612705,0.719854326726003
"Tie1",0.00150614297412359,0.094933235775419,0.00150614297412359,0.0235789279397279,0.793245810589698,0.0235789279397279
"Timp3",0.853845627852508,0.769087000051958,0.853845627852508,0.963296093139365,0.983569006910618,0.963296093139365
"Timp4",0.00099489647198377,0.295232979160443,0.00099489647198377,0.0171525189220493,0.938279145702909,0.0171525189220493
"Tinagl1",0.0807271931901158,0.539457981373147,0.0807271931901158,0.321265657769429,0.938279145702909,0.321265657769429
"Tjp1",0.836974717704576,0.427271863602736,0.836974717704576,0.957144891279288,0.938279145702909,0.957144891279288
"Tjp2",0.00756449589121842,0.301972321638148,0.00756449589121842,0.0715475236377742,0.938279145702909,0.0715475236377742
"Tle4",0.210993314519092,0.384294380217423,0.210993314519092,0.539220004333664,0.938279145702909,0.539220004333664
"Tlk1",0.834684149893641,0.517778185023226,0.834684149893641,0.956131044705752,0.938279145702909,0.956131044705752
"Tll1",0.39797738585067,0.341019380989362,0.39797738585067,0.731898060380018,0.938279145702909,0.731898060380018
"Tln2",0.460161713199629,0.0362492067009772,0.460161713199629,0.776973539844658,0.660635409918447,0.776973539844658
"Tm4sf1",0.78488271396808,0.557567584940291,0.78488271396808,0.941189880144604,0.938279145702909,0.941189880144604
"Tmcc1",0.935586455847843,0.125274808915614,0.935586455847843,0.986091679412668,0.848163367304364,0.986091679412668
"Tmcc3",0.00475855061232418,0.309120926641355,0.00475855061232418,0.051546652366353,0.938279145702909,0.051546652366353
"Tmem131",0.026871366492642,0.870962224246563,0.026871366492642,0.162663939577875,0.983569006910618,0.162663939577875
"Tmem135",0.776004156705971,0.0851726795143609,0.776004156705971,0.941189880144604,0.763192036174734,0.941189880144604
"Tmem245",0.761728624940928,0.467952300281667,0.761728624940928,0.940871543765323,0.938279145702909,0.940871543765323
"Tmem65",0.710495224766185,0.37236892015717,0.710495224766185,0.91378139389192,0.938279145702909,0.91378139389192
"Tmod3",0.947289142979093,0.375082144958007,0.947289142979093,0.986091679412668,0.938279145702909,0.986091679412668
"Tmtc1",0.243637175449955,0.870547222014551,0.243637175449955,0.577102318196241,0.983569006910618,0.577102318196241
"Tnfaip8",0.242502723500734,0.596853704383714,0.242502723500734,0.576678185684882,0.943394150337443,0.576678185684882
"Tnfrsf21",0.852321532040042,0.561564811008569,0.852321532040042,0.963046338810389,0.938279145702909,0.963046338810389
