gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Aig1,0.263565891472868,3.0875805495312e-5,0.377314814814815,0.176742543504488
Anks1,0.39275761751646,0.0237269331300346,0.418606701940035,0.302592771985309
Aplp2,0.380392156862745,0.0357576873909514,0.507575757575758,1
Arhgap22,0.362275449101796,0.00574821016599077,0.398148148148148,0.231777716331993
Arhgap26,0.419642857142857,0.0770350735094549,0.422748928631282,0.311976107984934
Arhgef11,0.355555555555556,0.0264273632884262,0.457831325301205,0.767026512902258
Arnt,0.654947916666667,0.0609496834372159,0.519157088122605,1
Ate1,0.418888888888889,0.063621493519536,0.453525641025641,0.882867995864366
Bmp2k,0.647260273972603,8.8856771174677e-4,0.575070028011204,0.459757499725625
Cables1,0.326923076923077,0.0286441544381558,0.382051282051282,0.311976107984934
Cadm1,0.365900383141762,0.066240527655313,0.369281045751634,0.175196611591559
Camk1d,0.563494075369075,0.0535550921955869,0.549017266258646,0.647186691566997
Casp4,0.337448559670782,0.0226359180144381,0.380503144654088,0.752941277287529
Cbfb,0.586542443064182,0.0835950771309429,0.569557823129252,0.479105094364984
Ccl2,0.253787878787879,0.00366754693867043,0.177333333333333,0.311976107984934
Cd36,0.372713789749801,0.0625952067952938,0.466197303294077,0.893534494700126
Cd74,0.645785652762397,0.0575474212674833,0.652941176470588,0.125211502085909
Cdk14,0.589782969265728,7.4806091556841e-4,0.578428130511464,0.160152796572912
Cnnm2,0.672445255474453,0.006436061637468,0.605842336934774,0.310193460777716
Cp,0.389967284623773,0.0506374815505226,0.356830601092896,0.101184217480035
Cpne8,0.627604166666667,0.0885472660789282,0.592342342342342,0.386872647260772
Crlf3,0.645424836601307,0.0157336119683147,0.586206896551724,0.632752677582451
Crybg3,0.614285714285714,0.0604002209837834,0.636546184738956,0.459757499725625
Cyyr1,0.379559748427673,0.057592519015242,0.426969696969697,0.999046823711171
Dcaf8,0.358649789029536,0.0798291221461195,0.497076023391813,1
Dgkh,0.682838283828383,0.0146167011365725,0.547649572649573,1
Dleu2,0.45921744815423,0.0285919178654486,0.458382773215642,0.310193460777716
Elmo1,0.421176971176971,0.0115377108130427,0.49156223893066,1
Epb41,0.334673202614379,0.00371536912698099,0.432417582417582,0.410351824817169
Ext1,0.425668051963389,2.3693100805744e-4,0.454589108852675,0.166887742748674
Fbxw7,0.432512315270936,0.0841555612918069,0.463309352517986,0.552897516403083
Fgd4,0.629093567251462,0.0161289671516094,0.605882352941176,0.51800395264178
Fkbp5,0.624,0.0770424940982972,0.568518518518519,0.888522840770776
Fry,0.364212827988338,0.00375869817272217,0.385363978127136,0.274497269289877
Glcci1,0.35625,0.0922033363518863,0.426282051282051,1
Gm20619,0.285366552119129,1.4424583671785e-4,0.4,0.802186324000911
Gm26510,0.351666666666667,0.0147928982063162,0.422222222222222,0.282467792451173
Gpd2,0.313074712643678,0.00876135311428577,0.401041666666667,0.325830712415277
Hdac9,0.612511493674284,0.00948409172936185,0.542154483874229,0.402839283443778
Hip1,0.622378277153558,0.0360609045489978,0.589925373134328,0.354929443144976
Hps3,0.393034825870647,0.082504911840994,0.438636363636364,0.522463553514703
Iqgap2,0.619637188208617,0.0098683071861956,0.586285157337789,0.344168630022206
Itpr2,0.394490934449093,0.0285523052091258,0.445525727069351,0.505766834335822
Lifr,0.396404761904762,0.00838020644254238,0.392996453900709,0.101184217480035
Lpar1,0.317777777777778,0.0181995309242138,0.328282828282828,0.158672795518865
Lyve1,0.390196078431373,0.0209298169211332,0.443493150684932,0.544273095471081
Man1a,0.596682890467421,0.0176093273675874,0.557529239766082,0.723569943534298
Marchf3,0.663288288288288,0.0176093273675874,0.567164179104478,1
Mbnl2,0.40811266874351,6.0563732073574e-4,0.448991935483871,0.525084697391874
Mcc,0.346803652968037,0.0286790367127615,0.439487179487179,0.666027833223238
Mir99ahg,0.389275252525253,7.0384762605264e-4,0.435657931811778,0.167201912155982
Ms4a6c,0.411925894618202,0.00503182419440068,0.488326585695007,0.990077441566963
Myo1e,0.368030303030303,0.0737583032876207,0.433544303797468,0.999046823711171
Myo9a,0.405833333333333,0.0321771545609453,0.387092731829574,0.176742543504488
Myof,0.399531835205993,0.0138012114897634,0.385233918128655,0.279905092150253
Ndfip1,0.417069892473118,0.0691175922307659,0.509563492063492,1
Neat1,0.611808945294139,7.49858712998033e-5,0.545882135267602,0.318108213631987
Nfatc2,0.641164658634538,0.0162142168567245,0.644194756554307,0.517730310449236
Nlk,0.409978070175439,0.0383113433350564,0.400709219858156,0.419789586135351
Oxr1,0.396228070175439,0.0737583032876207,0.388177777777778,0.269530811477906
P2rx7,0.749025341130604,3.25029764248984e-8,0.621401515151515,0.572713349235113
P3h2,0.704525386313466,6.5005992216217e-4,0.651741293532338,0.302905374795467
Pals2,0.717479674796748,0.0187221450240204,0.66,0.225083528959355
Pde1a,0.80875,6.5005992216217e-4,0.44625,1
Pdgfc,0.631198347107438,0.057970695190104,0.689189189189189,0.19422643252219501
Pdlim5,0.58846768551314,0.0321771545609453,0.487330002306961,0.959429651611432
Peli2,0.391483516483516,0.068692823446712,0.466828478964401,0.839842512312997
Phactr2,0.655111111111111,0.00845780353668897,0.602380952380952,0.224233121067642
Phf21a,0.621598639455782,0.0357576873909514,0.593623188405797,0.391710994378989
Plcb4,0.34748427672956,0.0285919178654486,0.37906976744186,0.711151099915215
Plcl2,0.433054003724395,0.0737583032876207,0.442534830526097,0.376630618438212
Plekhg1,0.723333333333333,0.0826599032903522,0.601851851851852,0.443335560547171
Plekhm3,0.387729844413013,0.0524285991322756,0.450133333333333,0.649131854006928
Plpp1,0.361872146118721,0.0360609045489978,0.428784013605442,0.593041311300557
Plscr4,0.334444444444444,2.1044358198932e-4,0.30188679245283,0.344895740769804
Pnisr,0.630503144654088,0.0272195801086847,0.585964912280702,0.687338333535027
Ppard,0.395502645502646,0.029137393537647,0.401639344262295,0.386872647260772
Pvt1,0.414067278287462,0.0670856002288344,0.392481203007519,0.358319450071535
Rapgef6,0.396640826873385,0.082504911840994,0.489035087719298,0.868678244258412
Rasal2,0.381599469055915,0.001348551757371,0.40051948051948,0.261675208959624
Rbpj,0.565292380858194,0.0035928202764274,0.533601050490363,0.410351824817169
Rftn1,0.71474358974359,6.0563732073574e-4,0.643243243243243,0.366611184762552
Samd4,0.642279411764706,0.0811130556133683,0.638095238095238,0.225083528959355
Scarb2,0.676966292134832,0.00706998352478733,0.57843137254902,0.884712194548598
Serpinb8,0.332729468599034,0.00366754693867043,0.388095238095238,0.419789586135351
Sfmbt1,0.394670050761421,0.0520423695554978,0.42838246409675,0.625264061026429
Skap2,0.589194699286442,0.017511914437705,0.558498349834983,0.505766834335822
Specc1,0.624113475177305,0.087083181103697,0.6,0.620220513722064
Sppl3,0.410569105691057,0.0176093273675874,0.49465811965812,1
Stard13,0.371584699453552,0.0228238007362074,0.426535087719298,0.391710994378989
Stim2,0.412534435261708,0.0409857652360991,0.430681818181818,0.459757499725625
Stk10,0.35136815920398,0.0612719752638614,0.440217391304348,0.604618871836133
Strn3,0.626615646258503,0.00841335457197177,0.539734299516908,0.887934738841799
Tanc1,0.707916666666667,0.0233100077857956,0.450757575757576,1
Tbc1d9b,0.640625,0.0367271888719388,0.602777777777778,0.425623127366283
Tpr,0.360940695296524,0.0099497218775229709,0.418840579710145,0.478396163183014
Tra2a,0.635580524344569,0.0160885641332744,0.525510204081633,1
Tut4,0.411585365853659,0.0705356966984152,0.460185185185185,0.688874700878916
Xdh,0.70917225950783,3.6905049830603e-4,0.549342105263158,1
Xrn1,0.427480916030534,0.0922033363518863,0.4625,0.591288552284828
Ywhaz,0.625706214689266,0.068692823446712,0.492424242424242,0.98468746720104
Zfp36l1,0.394662921348315,0.072829556327104,0.457786885245902,0.836331165451178
Zfp36l2,0.321256038647343,0.0085461019145069,0.435897435897436,0.73087653181089
Zfp608,0.718905472636816,0.00192595784843609,0.581481481481481,0.540276160331863
Zmiz1,0.58301834352418,0.0770350735094549,0.611791383219955,0.225083528959355
Zup1,0.601486199575372,0.0619216964823225,0.609278350515464,0.274437657733852
