"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.601388888888889,60,0.527247002864868,3.98586762551867,1,1
"2210408F21Rik",0.38855421686747,83,-0.616671360448494,-10.5627554698365,0,0
"2610035D17Rik",0.976190476190476,42,5.83289001416474,0.276797199005716,0.11,0.412300242130751
"2610307P16Rik",0.388888888888889,27,-0.807354922057604,14.3101599754456,1,1
"3110082I17Rik",0.49685534591195,53,-0.129283016944966,3.01627961307113,1,1
"4632427E13Rik",0.452380952380952,70,-0.0703893278913981,2.92559923899312,1,1
"4732440D04Rik",0.203125,64,-2.15919859484925,-1.87108630729519,0,0
"4732471J01Rik",0.634408602150538,93,0.758991900496205,1.75990796313668,1,1
"4933406I18Rik",0.432831325301205,166,-0.347923303420307,55.8751548689146,1,1
"5031425E22Rik",0.60974358974359,130,0.750021746991652,13.2888812078459,1,1
"5033421B08Rik",0.507575757575758,66,0.0721497857558351,3.10084145145869,1,1
"9530026P05Rik",0.524702380952381,48,-0.145850866463455,-12.2168743597969,0,0
"AW554918",0.48952380952381,70,0.0874628412503395,3.56244169078285,1,1
"Aak1",0.396713615023474,71,-0.406625259462643,3.99021512567029,1,1
"Abca1",0.502294447190641,289,0.134509935811679,0.74726838382594,1,1
"Abca8a",0.568025493025493,18,0,-9.43342107474395,0,0
"Abca9",0.542272727272727,220,0.186654640100013,-5.07236200798178,0,0
"Abcc1",0.601449275362319,92,0.481126689736616,4.58040929454509,1,1
"Abcc3",0.5,57,-0.169925001442312,2.89584807650808,1,1
"Abhd12",0.508771929824561,76,-0.0857298740258843,4.86142215598423,1,1
"Abi1",0.517202181876095,184,0.313660478903762,-28.5232575219296,0,0
"Abl2",0.538617886178862,82,0.132450296023649,2.6616506772972,1,1
"Ablim1",0.461022050865801,64,0.15200309344505,-23.4764864145055,0,0
"Ablim3",0.47463768115942,23,0.211504105193712,-7.89003539763859,0,0
"Abr",0.59775641025641,104,0.559427408614019,6.04196229853582,1,1
"Abtb2",0.413690476190476,42,-0.29373120305671,3.70079182638676,1,1
"Acap2",0.434959349593496,82,-0.398549376490275,4.41040066173787,1,1
"Acer3",0.562141541699553,181,0.36118752533459,-20.0286491079222,0,0
"Actr2",0.515151515151515,154,-0.084888897586513,31.1503833073576,1,1
"Actr3",0.446687370600414,161,-0.284303022587445,33.7491630546886,1,1
"Acvr1",0.617021276595745,47,0.454565863465481,2.27099282139526,1,1
"Acvr2a",0.414814814814815,90,-0.574236094128098,4.05097475005975,1,1
"Acyp2",0.367222222222222,60,-0.84799690655495,-6.41028329086552,0,0
"Adam10",0.535140562248996,83,0.278301162487104,3.07862043786018,1,1
"Adam17",0.407142857142857,70,-0.366782330671623,3.62769399197011,1,1
"Adam19",0.56980056980057,117,0.666576266274808,11.6114664806663,1,1
"Adam22",0.284722222222222,60,-1.14886338591448,3.05033318525657,1,1
"Adam9",0.4996336996337,91,0.175849835399418,4.1218176005811,1,1
"Adamts9",0.568475073313783,31,0.148098638989134,-6.54560707793842,0,0
"Adamtsl3",0.417233560090703,21,-0.658963082164933,-6.33570684920133,0,0
"Adap2",0.48478835978836,126,-0.131244533278252,18.1388813498113,1,1
