"","AR","N","log2FC","llr_mean","pval_mean"
"Malat1",0.46693863338515,8520,-0.220419230346807,-522.484650158571,3.01837529275998e-229
"Ttn",0.49888008939224,7543,0.00575647172492211,-3.69712780219561,0.00654324976458201
"Ryr2",0.459925990330637,7484,-0.218018634116769,-512.469844816675,6.81306389667803e-225
"Myh6",0.570343689788913,7302,0.448032611791409,-871.54161924827,0
"Slc8a1",0.523925205904541,7893,0.155442803375068,-93.1999763082567,1.94170068510972e-42
"Fhl2",0.563342031261074,7331,0.410425007428343,-495.553373079434,1.53938530631579e-217
"Cacna1c",0.581199616950002,7608,0.441111680099127,-1014.84775707557,0
"Sorbs1",0.502093525428765,7526,-0.0080879445496933,-3.81250673515751,0.00575642397180412
"Rbm20",0.54430179315159,7128,0.240215011823682,-197.837583606786,4.81292436920855e-88
"Atp2a2",0.523115172392815,7742,0.165333932239857,-63.9993782052261,1.12313322909687e-29
"Pdlim5",0.537574572422501,8093,0.246155246302127,-140.261965328802,5.77328432085929e-63
"Pcdh7",0.583124856224344,7657,0.455062191017475,-581.117060617624,9.83983039998774e-255
"Fhod3",0.619760736119187,7136,0.719159851302558,-1290.70752486694,0
"Cacnb2",0.532075286582483,7221,0.176434785352251,-55.0761434713277,9.07446751208319e-26
"Neat1",0.543326464434539,8142,0.23646120300372,-125.118148396172,2.30634856434326e-56
"D830005E20Rik",0.41718578745303,6989,-0.489631982089755,-613.7342617743,6.54151799560352e-269
"Cdh2",0.495911180118001,7046,-0.045425451115777,-7.654232946712,9.13063964312336e-05
"Ablim1",0.480470024174287,7734,-0.0932955946273983,-33.9305011212764,1.75436913997072e-16
"Sorbs2",0.477919256472916,7089,-0.138582505392933,-48.5718326414644,6.44752282637136e-23
"Lama2",0.343855560404228,7972,-1.04843485814479,-1968.19525764426,0
"Lncpint",0.458828056039862,8167,-0.301944798584343,-186.767141520697,3.18185864495374e-83
"Myocd",0.469910459858008,6860,-0.194530808301357,-71.2299408457711,7.71483621340904e-33
"Palld",0.472363104200056,7085,-0.180496072548649,-78.438436231083,5.4457159845069e-36
"Trdn",0.492553071419312,6987,-0.0667296451433641,-12.9815549059549,3.48004121080817e-07
"Limch1",0.473492679144826,7410,-0.179267532612476,-69.3858844418119,4.94091835238423e-32
"Zbtb16",0.484431811541345,7961,-0.0854513699926371,-22.3892985954499,2.20621103946276e-11
