"","AR","N","log2FC","llr_var","pval_var"
"Malat1",0.46693863338515,8520,-0.22041923034681,44.725697501839,1
"Ttn",0.49888008939224,7543,0.00575647172492033,-19.8991199521624,2.81598757172504e-10
"Ryr2",0.459925990330637,7484,-0.21801863411677,5.01432581842164,1
"Myh6",0.570343689788913,7302,0.448032611791402,-29.1743556780893,2.19540406655722e-14
"Slc8a1",0.523925205904541,7893,0.155442803375073,-3.59793368707687,0.00730716627946577
"Fhl2",0.563342031261074,7331,0.410425007428352,-2.53651263454594,0.0243009372982667
"Cacna1c",0.581199616950002,7608,0.441111680099126,1.10820830438752,1
"Sorbs1",0.502093525428765,7526,-0.00808794454969775,-9.63684428880151,1.13256387424856e-05
"Rbm20",0.54430179315159,7128,0.240215011823688,-1.44966323026165,0.0886165733520666
"Atp2a2",0.523115172392815,7742,0.165333932239852,-0.4642492406565,0.335253397943835
"Pdlim5",0.537574572422501,8093,0.246155246302119,4.41880024452985,1
"Pcdh7",0.583124856224344,7657,0.455062191017471,3.8788302267385,1
"Fhod3",0.619760736119187,7136,0.719159851302559,-24.403729688016,2.82363865206888e-12
"Cacnb2",0.532075286582483,7221,0.176434785352249,-6.83451347923256,0.000218020885476598
"Neat1",0.543326464434539,8142,0.23646120300371,-3.50421977934275,0.00811263589731257
"D830005E20Rik",0.41718578745303,6989,-0.489631982089755,-0.126459471728595,0.615027217787055
"Cdh2",0.495911180118001,7046,-0.0454254511157988,-2.608328762979,0.0223715113122926
"Ablim1",0.480470024174287,7734,-0.0932955946273841,-1.24634857547426,0.114375565377948
"Sorbs2",0.477919256472916,7089,-0.138582505392931,1.28394994871815,1
"Lama2",0.343855560404228,7972,-1.04843485814479,30.6085378764583,1
"Lncpint",0.458828056039862,8167,-0.30194479858433,0.565608814926236,1
"Myocd",0.469910459858008,6860,-0.194530808301353,6.26136593951742,1
"Palld",0.472363104200056,7085,-0.180496072548654,-0.142499005205536,0.593443899603933
"Trdn",0.492553071419312,6987,-0.066729645143369,-7.65701396382974,9.10379586865399e-05
"Limch1",0.473492679144826,7410,-0.179267532612475,-5.71699731871377,0.000721124828605893
"Zbtb16",0.484431811541345,7961,-0.0854513699926231,-9.45920472020043,1.36429747016648e-05
"Myom1",0.51739006846525,6991,0.101731606927641,-11.4945609676652,1.62920670718352e-06
"Celf2",0.588318940170566,8037,0.498530194046349,-17.958467122533,2.05911276632084e-09
"Actn2",0.510053119787649,6856,0.0790709611396376,-6.96739917486775,0.000189261988401496
"Lmo7",0.49994781581056,7266,0.0202094993383923,-11.0367067860188,2.62419190997416e-06
"Ank2",0.492291756851105,7771,-0.0583215383237563,-0.565425321085058,0.287593968108862
"Pln",0.589167528787911,6819,0.479130215214713,-11.4077471653927,1.78322249789872e-06
"Gpcpd1",0.505727124338795,7255,0.0479371291156456,-15.3202316150964,3.10549259866877e-08
"Ckmt2",0.468392023496871,6796,-0.198644717540354,1.72749818141892,1
"Mlip",0.482641555221744,6863,-0.103268753499809,-4.85019194132292,0.00184229521704064
"Cd36",0.508824798862813,7405,0.0666067269872568,-7.91179331454441,6.95303386614862e-05
"Dlc1",0.493271217937735,7657,-0.0241557853547445,-10.1126406443036,6.88371753668449e-06
"Pde4b",0.459859389470783,7302,-0.226180290954904,-0.243813356746614,0.484987887495043
"Grm1",0.992055681732366,5882,6.80418993996226,0,1
"Ptprm",0.449712084892223,7977,-0.276703829116699,-2.01983482603464,0.0444425205688376
"Ldb3",0.501696529133268,6924,0.0265023022802804,-1.25958400755917,0.112469910013738
"Mir99ahg",0.468241619131342,7910,-0.186587847373414,-5.0206741959355,0.00153065120463062
"Mhrt",0.553831011055097,6921,0.308198494470938,-3.00072321072184,0.0142941547908256
"Ppargc1a",0.545899670572347,5825,0.293826931737686,46.0796563407221,1
"Adk",0.479925314615612,7560,-0.0549978941920837,-2.31561299455097,0.0313951221223272
"Arhgap26",0.487642916482351,7472,-0.0822110944874002,1.66360867585536,1
"Mbnl2",0.510414847166342,7965,0.0245751681027939,21.6032969429598,1
"Mast2",0.480196675968539,7436,-0.105845087629924,4.43899824860637,1
"Cpeb3",0.559264843874659,6951,0.329890175121675,-11.4430316326834,1.71893682654821e-06
"Acyp2",0.428381359899962,7386,-0.407162232406825,-0.58062233475539,0.28120755644431
"Kcnd2",0.669126830176002,5652,0.709217602287783,11.7914196104321,1
"Akap6",0.511838425272278,6923,0.077201938814822,1.11598626747036,1
"Sptbn1",0.486230453388714,8112,-0.0642301657261792,-1.12318979780503,0.133927415698345
"Corin",0.573875143248767,6659,0.471071020357898,-2.54192739480459,0.0241496210061853
"Qki",0.540613532489431,7757,0.261856044815292,-2.38536622147512,0.0289475078082899
"Rora",0.525636883243265,7607,0.186080769833353,7.13051760000963,1
"Filip1",0.452853642543026,7054,-0.27196337853231,9.12739239035182,1
"Luc7l2",0.514414368701823,7908,0.088421935078898,-4.84870255441638,0.001845284027299
"Esrrg",0.517647334007395,6751,0.13053896862426,2.53051288597999,1
"Airn",0.581533554099628,7569,0.514830057255354,50.5686396068741,1
"Zfpm2",0.478721600162428,7872,-0.117831068243695,-1.60349996319201,0.0733238137310581
"Pde3a",0.479941346879849,7283,-0.145437403543032,-2.9406232941601,0.0153029834344439
"Tnni3k",0.488994248673199,6688,-0.0402151536786937,-0.702997589842198,0.235722355530839
"Synpo2",0.451238965472871,6828,-0.253444922073652,0.961448867519721,1
"Ogdh",0.460830181384539,7056,-0.258817798247617,1.95867552458367,1
"Pam",0.453925701349132,6897,-0.259372539282441,12.1144490064162,1
"Tnnt2",0.59347599525469,6748,0.594647822370014,-0.303433577884789,0.435969825605553
"Efna5",0.303888740701611,6682,-1.24541067527945,-13.3891719200037,2.28180180040765e-07
"Dst",0.515540525322897,7694,0.166567629418499,-5.3709821547327,0.00104733104145718
"Camk2d",0.48994303561177,7444,-0.096541035199929,-2.27093312946272,0.0330755126432075
"Rbpms",0.492227284642357,7571,-0.0310235000813224,-4.30346178677974,0.00334887486744193
"Sik3",0.484311219880077,7647,-0.0993666691643336,-2.31936532166401,0.0312581145576966
"Myzap",0.367062966759895,6938,-0.731422718162954,-5.37449272082449,0.00104336502550195
"Lpl",0.447624592060469,6857,-0.285234991880523,-11.4344814711003,1.73429793562782e-06
"Fry",0.46957616216672,7065,-0.182739528005576,12.760276777326,1
"Pde7b",0.302224271528664,6871,-1.18012779800345,7.7432756154285,1
"Dip2c",0.604635913538015,7484,0.668715998640471,-3.20494623764534,0.0113486287583011
