"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"9530026P05Rik",TRUE,3,158.497513047077,156.939873781658,76,75,0.0098275312683046
"Ablim1",TRUE,3,269.846579085141,268.470078803674,164,163,0.00510104773658404
"Actn2",TRUE,3,153.76183304454,153.38763634523,89,88,0.00243361237246376
"Acyp2",TRUE,4,182.137660891047,182.039859274565,90,89,0.000536965370063314
"Adk",TRUE,3,153.319664621218,153.260124119999,110,109,0.000388342234937777
"Airn",TRUE,4,1077.1582522402,1034.05731091416,173,172,0.0400135646144935
"Akap6",TRUE,3,116.788139029176,115.349216247747,73,72,0.0123207955310335
"Ank2",TRUE,3,214.716509293683,214.138542676218,103,102,0.0026917660843444
"Ankrd17",TRUE,3,100.667167571618,95.2324214270516,57,56,0.0539872758484016
"Aopep",TRUE,3,117.701730401243,114.041528133276,80,79,0.0310972681156811
"App",TRUE,3,81.6978079991755,76.5360855541015,66,65,0.063180672425459
"Arhgap26",TRUE,3,210.834255224524,203.096216629257,109,108,0.0367019988617439
"Arhgef12",TRUE,3,51.6633931522783,51.653031042358,56,55,0.000200569673961981
"Arl15",TRUE,4,174.642399351864,174.611731538125,75,74,0.000175603483764775
"Asap1",TRUE,4,125.259821358278,123.786251548937,57,56,0.0117641059468421
"Atp2a2",TRUE,3,188.777018937066,188.768511483192,132,131,4.50661522324314e-05
"Atxn1",TRUE,3,81.9497228398919,76.0790353269595,52,51,0.0716376738015587
"Cacna1c",TRUE,3,312.260467906822,305.126136538644,131,130,0.0228473729511837
"Cacna2d1",TRUE,4,127.995652086153,127.671548155495,62,61,0.00253214797045909
"Cacnb2",TRUE,3,338.064198549631,337.390581519175,120,119,0.00199257133215036
"Camk2d",TRUE,3,117.834663411309,117.357671650454,80,79,0.00404797490862396
"Ccdc141",TRUE,3,91.5830354150383,91.4334194854367,50,49,0.00163366423621536
"Cd36",TRUE,3,151.606452250406,149.727416708663,113,112,0.0123941660387856
"Cdh11",TRUE,4,207.028057157188,203.781360604239,58,57,0.0156823987894746
"Cdh13",TRUE,3,281.67838170061,281.647508435312,144,143,0.000109604667250296
"Cdh2",TRUE,3,249.456698109109,243.753726479612,106,105,0.0228615694536366
"Celf2",TRUE,3,292.488261888053,286.820930319027,147,146,0.0193762701191583
"Cemip2",TRUE,3,221.658287924839,221.657871955781,86,85,1.87662307327141e-06
"Cgnl1",TRUE,3,105.066471033795,102.139640210611,76,75,0.0278569442219396
"Chchd3",TRUE,4,76.727267796007,75.4655653606428,59,58,0.0164439901433556
