"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"1110019D14Rik",10,0.4,2.2,0.177777777777778,0.0530324378971523,0.0766024102958866,0.409090909090909,7.71397516901399,2.06538640976545,1,4.17105685152142,5.66029841742658,4.17105685152142,3.54291831749257,0.517857142857143,10,-0.263034405833795,-21.5797469864454,-22.1995251107587,0.619778124313275,1
"1600010M07Rik",23,0.422101449275362,2.43478260869565,1.71146245059289,0.377259520625137,0.583037440746307,0.392857142947069,1.0413445426005,1.71955737686647,2,1.48949463026513,1.37067293647321,1.48949463026513,-0.448150087664625,0.442857142857143,23,-0.149377624038226,-67.2163034048156,-67.4593669408695,0.243063536053867,1
"1600020E01Rik",13,0.32051282051282,2.23076923076923,0.358974358974359,0.296670678635579,0.659268174745721,0.31034482758621,1.04609201358732,1.63314638494632,3,3.61105310505008,2.76153632012051,3.61105310505008,-2.56496109146276,0.2625,13,-1.93288580414146,-30.576066673211,-25.5705786085735,-5.00548806463743,0.00155610025055647
"1700025G04Rik",62,0.468433179723502,3.04838709677419,2.04680063458488,0.521190350446394,0.573309385491034,0.476190476190476,0.913659425548888,1.97870599266163,4,0.609133658270073,0.745780963610931,0.609133658270073,0.304525767278815,0.527044025157233,62,0.016119665363278,-98.6000876054266,-98.9901770611084,0.390089455681775,1
"2210408F21Rik",95,0.532203673519463,3.68421052631579,5.38857782754759,2.67158853143316,2.41023748023999,0.525714285632058,0.196779661031873,1.44155373373641,5,0.458582066509823,0.374976606225432,0.458582066509823,-0.261802405477949,0.493524970963995,95,0.00921853002938011,-164.22563494623,-164.585704667771,0.360069721540953,1
"2210408I21Rik",10,0.591666666666667,2.5,0.5,0.271247162837827,0.21312277080115,0.56,2.0645377232381,2.01833643256767,6,1.16640607036214,1.54768962233102,1.16640607036214,0.898131652875955,0.43010752688172,10,-1.77635683940025e-15,-26.4645372000452,-27.1521131454419,0.687575945396635,1
"2310014F06Rik",17,0.558823529411765,2.47058823529412,0.764705882352941,0.000524333857667191,0.000476667143333811,0.523809523809523,998.999999999999,2.67538469104522,7,1.29704336561777,380.216309492984,1.29704336561777,997.702956634381,0.513888888888889,17,0.321928094887362,-30.9070461568248,-30.9012575918606,-0.00578856496414204,0.914315319620195
"2610035D17Rik",16,0.904166666666667,2.8125,1.22916666666667,911111.111094862,88888.8889051376,0.911111111094862,1e-06,0.781234586379855,8,NA,1e-06,0.664795599316705,-0.664794599316705,0.87719298245614,16,3.21501289097086,-49.8997043799609,-22.9934527119622,-26.9062516679987,2.20564596926832e-13
"2610037D02Rik",33,0.432323232323232,2.51515151515152,0.945075757575758,1.13791470912678,1.5605687439453,0.421686746987952,0.370578518412464,1.40551583822245,9,1.10765980702849,0.865950685971884,1.10765980702849,-0.737081288616031,0.391089108910891,33,-0.506959988719883,-82.5135156322569,-80.2632670375108,-2.25024859474614,0.0338849998733594
"2610307P16Rik",96,0.397968336640212,3.40625,3.86480263157895,1.29218960752577,1.95816425140444,0.397553516819572,0.307658809902357,1.56388127461921,10,0.515894592817697,0.454607181947444,0.515894592817697,-0.20823578291534,0.412061532431903,96,-0.495810122984374,-189.431068781523,-184.977212640875,-4.45385614064858,0.00283968788984954
"2700049A03Rik",11,0.606060606060606,2.45454545454545,0.472727272727273,0.170050787832064,0.100029875860111,0.629629628079852,3.70259753634104,2.15603523507974,11,1.37842567656837,2.30855450522447,1.37842567656837,2.32417185977266,0.6,11,0.66742466091313,-28.3802626579707,-27.562247646399,-0.81801501157161,0.200871036144287
"2700097O09Rik",10,0.616666666666667,2.3,0.233333333333333,0.000652826739789311,0.000348174261211691,0.652173913049521,998.999999999999,2.44958897531017,12,2.64358106368685,381.097936095823,2.64358106368685,996.356418936312,0.5,10,0.201633861169652,-24.9618102509971,-26.7104557041011,1.74864545310401,1
