"","AR","N","log2FC","llr","pval"
"1110019D14Rik",0.4,10,0.222392421336448,-14.5194722680185,7.09377734955959e-08
"1600010M07Rik",0.422101449275362,23,-0.408084738637077,0.881705105304967,1
"1600020E01Rik",0.32051282051282,13,-1.55639334852439,-18.6411491472444,1.02208140225996e-09
"1700025G04Rik",0.468433179723502,62,0.0238467419543678,0.573643923019361,1
"2210408F21Rik",0.532203673519463,95,0.0887042252714804,-3.69841917654392,0.00653386151806039
"2210408I21Rik",0.591666666666667,10,0.206450877467427,-13.0620457651435,3.20164274825205e-07
"2310014F06Rik",0.558823529411765,17,0.0801703486839833,-19.0142286017686,6.97202813925033e-10
"2610035D17Rik",0.904166666666667,16,2.69187770463767,-11.3856651862092,1.82467554202903e-06
"2610037D02Rik",0.432323232323232,33,-0.643856189774725,3.30384608924039,1
"2610307P16Rik",0.397968336640212,96,-0.644586483407575,-2.67479263652424,0.0207272003001988
"2700049A03Rik",0.606060606060606,11,0.807354922057605,-12.9828049671783,3.47553726189034e-07
"2700097O09Rik",0.616666666666667,10,0.427421223734676,-10.9195734595308,2.96488857450692e-06
"2900026A02Rik",0.564705882352941,17,0.495957494662411,-21.4496758054924,5.76297552502312e-11
"3110056K07Rik",0.426190476190476,14,-0.394278939112046,-18.3244878359781,1.41433316028387e-09
"3110082I17Rik",0.416666666666667,14,-0.347923303420307,-17.4003908909229,3.65226773198036e-09
"3222401L13Rik",0.453508771929825,19,-0.33014860169233,-18.3228884811659,1.41665582665767e-09
"4632427E13Rik",0.53459595959596,66,0.0703893278913981,-1.74086947602086,0.0620495029269971
"4732440D04Rik",0.343241695303551,97,-0.808737476107723,-1.55846635173742,0.0774825069122774
"4732471J01Rik",0.541666666666667,16,-0.306661338234052,-4.65548293406774,0.00227786367403992
"4833420G17Rik",0.818181818181818,11,2.53051471669878,-10.2555176368405,5.92884505684242e-06
"4930506C21Rik",0.465277777777778,12,-0.163498732282879,-14.4888332979212,7.32175787168739e-08
