"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"0610043K17Rik",0.652777777777778,72,-51.8798097910762,-51.3103956428431,-0.569414148233037,0.285900050554189,0.819383847142393
"1110059E24Rik",0.445378151260504,119,-86.0460813237084,-85.6853075714897,-0.360773752218719,0.395636768342972,0.879136387678671
"1500004A13Rik",0.457746478873239,142,-104.459351987262,-102.917948365975,-1.54140362128767,0.0791238484220711,0.548397038172216
"1600010M07Rik",0.489795918367347,196,-150.152630260968,-149.271638163524,-0.880992097443652,0.184377217301984,0.728305572351884
"1600020E01Rik",0.403846153846154,104,-75.1506819520885,-75.1501435367119,-0.000538415376610146,0.973822037061967,1
"1700025G04Rik",0.490051282051282,325,-263.22296396675,-262.959158423403,-0.26380554334736,0.467612943365241,0.896632720911223
"2210408F21Rik",0.511947565543071,445,-355.982244807419,-355.541987400143,-0.440257407276249,0.348060714646162,0.854493887706453
"2210408I21Rik",0.560833333333333,100,-79.1708442215329,-78.4881018031451,-0.682742418387789,0.242589168629783,0.788876256499749
"2610035D17Rik",0.624034334763949,233,-179.220403898161,-178.840332670773,-0.380071227387731,0.383283945471069,0.868613415108292
"2610037D02Rik",0.414448669201521,263,-194.575052599616,-194.031433000966,-0.543619598649542,0.297083723976387,0.825444504338886
"2610307P16Rik",0.473086419753086,135,-117.423412875224,-117.386834485726,-0.0365783894972793,0.786794771630523,0.969252369155612
"2700097O09Rik",0.614341085271318,86,-62.1023117851329,-61.6763016880848,-0.426010097048071,0.355981462207204,0.856673214948012
"2900093K20Rik",0.528571428571429,70,-56.5432136960009,-54.3214778070943,-2.22173588890658,0.0350349334530092,0.355508818256473
"3110056K07Rik",0.422514619883041,114,-83.0372301226192,-82.6917756352323,-0.345454487386903,0.405855376700462,0.885057640682825
"4632427E13Rik",0.521872265966754,381,-285.307257579085,-285.231590213285,-0.0756673658007117,0.697263090348504,0.955309517033992
"4732440D04Rik",0.327134646962233,406,-293.362386468235,-293.307246434934,-0.0551400333002334,0.739825509024966,0.959802231527783
"4732471J01Rik",0.447058823529412,85,-62.6372847575974,-62.3423848316464,-0.294899925951057,0.442496525180655,0.891203794364771
"4833420G17Rik",0.764462809917355,121,-70.5204245775496,-69.089705119661,-1.4307194578886,0.0907263070009148,0.57965029770618
"4930438E09Rik",0.581683168316832,101,-73.1372005453611,-73.0433870132055,-0.0938135321556359,0.664898973184408,0.955309517033992
"4930503L19Rik",0.468503937007874,127,-94.0002938098187,-94.0011854177556,0.000891607936921446,1,1
"4930523C07Rik",0.46969696969697,198,-145.817781690366,-144.712165990287,-1.10561570007948,0.137009269467745,0.671459827516506
"4930578G10Rik",0.770422535211268,213,-135.11810121246,-134.075337255124,-1.04276395733632,0.148700808174821,0.679158572429064
"4930590L20Rik",0.641176470588235,85,-59.3305646016054,-59.3205434238775,-0.0100211777279142,0.887418854133127,0.992609408215063
"4930599N23Rik",0.513636363636364,110,-81.0433729912817,-81.0245578320429,-0.0188151592387698,0.846187348050506,0.984184399431013
"4933406I18Rik",0.274193548387097,93,-60.6577064620686,-58.1019413374049,-2.55576512466364,0.0237673481600876,0.297324011472087
"5031425E22Rik",0.593967721316715,596,-479.414919641072,-479.126662004232,-0.288257636839887,0.447681473168893,0.891728573638701
"5330438D12Rik",0.45398773006135,163,-119.921365148989,-119.460660619893,-0.460704529096759,0.337105271400355,0.852132180837794
"5430405H02Rik",0.545454545454545,88,-64.2937919096697,-60.9114509166259,-3.3823409930438,0.00929794916189258,0.162968040400374
"6720427I07Rik",0.561930783242259,183,-130.940281969746,-130.860544981736,-0.0797369880097278,0.689641276561334,0.955309517033992
"6820431F20Rik",0.718660968660969,234,-148.047779956478,-148.025663980338,-0.0221159761399576,0.833422658046684,0.982057462150981
"9330159M07Rik",0.159420289855072,69,-32.5974598541779,-30.7064418938134,-1.8910179603645,0.0518055897597619,0.441751112680531
"9530026P05Rik",0.449550975505714,707,-669.761654973205,-662.521263208105,-7.24039176509996,0.000141596675566208,0.00803619165262646
"9630014M24Rik",0.413690476190476,56,-45.4857126729502,-45.2881198441624,-0.197592828787847,0.529586116955273,0.923175799042877
"A4galt",0.678571428571429,105,-72.402916889377,-71.9457758703338,-0.457141019043178,0.338980815012971,0.85388089422742
"A730049H05Rik",0.531446540880503,53,-41.9529259321278,-41.949323219764,-0.00360271236382914,0.932352997287981,1
"A830012C17Rik",0.523584905660377,106,-82.6694028343577,-82.3403825663677,-0.329020267989947,0.417252561207611,0.888005144511302
"A930015D03Rik",0.745098039215686,119,-71.8263953857031,-71.7939708634406,-0.0324245222624739,0.798989764143308,0.971682293123804
"AU040320",0.607007575757576,176,-125.331270528484,-125.332232717737,0.000962189253542078,1,1
"AW554918",0.507201646090535,324,-255.806401170168,-254.438375470983,-1.36802569918495,0.0981069143479208,0.604022009917152
"Aak1",0.494270833333333,320,-247.63164665382,-247.220810031506,-0.410836622313695,0.364691402254675,0.860535212475469
"Aatf",0.516239316239316,195,-144.94102737247,-144.740502254479,-0.200525117990509,0.526547369182996,0.919794080250566
