"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"1700025G04Rik",TRUE,4,62.0940962088723,34,1.82629694731977,0.617393483708278,0.605263157894737,0.63999999999715,1.7525111517474,998.999999999999,"sex",2,0.814700697988024,FALSE,0.57536414489119,0.490677355976033,1.17259159788758,0.249110058157099,-0.14792013006425,0.627306858683322,-0.235801869558266,0.815001078564938
"5031425E22Rik",TRUE,3,38.8908811710227,23,1.69090787700099,0.69333333254408,0.599999999999884,0.733333332205878,1.59322033907487,998.999999999999,"sex",2,0.512785110664996,FALSE,0.40546510810768,0.760821804372281,0.53293045201591,0.599193800720883,0.606135797805403,0.903124991626968,0.671153830782002,0.508807436228524
"9530026P05Rik",TRUE,3,43.8182863497578,26,1.68531870575992,0.489035087729589,0.473684210540037,0.541666666665196,2.21616850114262,1.29098421384123,"sex",2,0.643617676795088,FALSE,0.167054084657242,0.456589515330791,0.365873676569673,0.717419464635782,-0.272414600260032,0.582743875916508,-0.467468834111029,0.644058889009728
"AW554918",TRUE,4,47.1259630468344,30,1.57086543489448,0.563273935366928,0.454545454545456,0.714285714285639,1.36497201492536,998.999999999999,"sex",2,0.123413252689017,FALSE,0.916290731873787,0.529762273341254,1.72962624555099,0.09397522817053,-1.09861228866774,0.707924697517399,-1.55187732893121,0.131178414043291
"Abca1",TRUE,4,43.1452798131425,31,1.39178321977879,0.43871543264942,0.421052631578947,0.45,1.78634770055682,0.992951060891863,"sex",2,0.837093100942581,FALSE,-0.200670695462151,0.321056772295206,-0.625031809880771,0.536524246463742,-0.117783035656384,0.568687525956555,-0.207113802009756,0.837275473369367
"Abca8a",TRUE,4,48.4867011066097,19,2.55193163718998,0.715704655151765,0.636363636363616,0.811320754716969,4.13275331439394,0.981724668613433,"sex",2,0.255432454868213,FALSE,1.45861502269944,0.536151987380613,2.72052525595502,0.013574085291565,-0.898999234764102,0.769979206599758,-1.16756300307654,0.257426912762562
"Abhd17b",TRUE,4,48.6231700583717,31,1.56848935672167,0.615760869565217,0.5625,0.695652173913043,1.665173640111,5.87985282398424,"sex",2,0.360018624550399,FALSE,0.826678573184467,0.491858935039496,1.68072289490499,0.102867381916319,-0.575364144903562,0.625716771509527,-0.919528085391589,0.364919560266047
"Abi1",TRUE,3,69.0439967180851,45,1.53431103817967,0.557246989650033,0.481481481481482,0.580645161290321,1.88865453680274,1.50789005655789,"sex",2,0.42453236659545,FALSE,-0.0741079721537214,0.412608142831598,-0.179608603080739,0.858266174763335,0.399530372588344,0.496246343547284,0.805104919730809,0.424992761496643
"Abi3bp",TRUE,4,117.074245837771,57,2.05393413750475,0.537451120813984,0.471153846153846,0.590361445783133,3.16818558691748,0.945867414451396,"sex",2,0.203257543378321,FALSE,-0.115512887121844,0.247928127606997,-0.465912795925071,0.643053448809418,0.480972660616309,0.375265801441355,1.28168529817784,0.205142226761985
"Ablim1",TRUE,4,42.4180299869845,21,2.0199061898564,0.397189349113108,0.230769230770545,0.576923076923077,2.26267281105989,4.20117965476622,"sex",2,0.0586774976645173,FALSE,-1.20397280431853,0.599730467807985,-2.00752316072761,0.0577343071773092,1.51412773262237,0.788200721873622,1.92099257283495,0.0684123816435478
