celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Rabgap1,12.038652595925043,0.383328639551506,9.14844758280424e-13,1.285356885384e-9,0.54656862745098,34
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Eepd1,-9.276538856755446,-0.900464326449085,5.29006664344373e-10,3.71627181701922e-7,0.333333333333333,27
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Tnxb,8.120481475335176,0.304854581528421,7.57737053160399e-9,3.54873519896787e-6,0.544444444444444,21
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Rap1a,7.786218009361582,0.0962153152593033,1.63599507010803e-8,5.74643268375446e-6,0.47991452991453,39
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Marchf6,-7.460479650938494,-0.37851162325373,3.46354112804406e-8,9.73255056980382e-6,0.394444444444444,30
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Nckap1,0,0,4.94884296132813e-8,1.158854060111e-5,0.487373737373737,33
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Vapa,6.533757827310622,0.53051471669878,2.92578340782901e-7,5.87246526857108e-5,0.61547619047619,28
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Rab2a,6.430043515025623,0.389946518316013,3.7149800422844e-7,6.52443369926198e-5,0.596525096525097,37
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Airn,-6.313501162886181,-1.10433665981474,4.85846230012321e-7,7.58459947963678e-5,0.308092630368535,64
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Ddx5,-6.198035222339214,-0.0524674198941355,6.33818304965619e-7,8.90514718476695e-5,0.45343137254902,34
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Acvr2a,-6.138869246577034,-0.637429920615292,7.26324599708366e-7,9.27714602354777e-5,0.338888888888889,30
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Cwc27,-6.059941079179842,-0.452512204697507,8.71081761778424e-7,9.4551447692459e-5,0.405555555555556,30
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Kalrn,0,0,8.99035380296589e-7,9.4551447692459e-5,0.494444444444444,30
Unknown_1,F1_Aged,Unknown_1__F1_Aged,Nudcd3,-6.012520349250403,-0.616671360448494,9.71582426160363e-7,9.4551447692459e-5,0.442307692307692,26
