N,AR,tot_gene_mean,tot_gene_variance,alpha,beta,bb_mu,bb_theta,phi,id,theta_smoothed,thetaCorrected,theta_common,resid,AR.1,N.1,log2FC,loglik0_disp,loglik1_disp,llr_disp,pval_disp,padj_disp
33,0.335865144956054,2.6363636363636362,5.238636363636365,413793.1034482779,586206.8965517221,0.4137931034482779,1e-6,0.9059452351076182,1,NA,1e-6,0.4766451554928044,-0.4766441554928044,NA,33,-0.5025003405291827,-36.33623255080556,-30.045570570975542,-6.29066197983002,0,0
43,0.48977482465854555,2.325581395348837,3.4629014396456252,1.1746009509887028,1.6220679799367759,0.42000000000000065,0.357568244471854,1.364699511418844,2,0.6799322586451931,0.5809614843554355,0.6799322586451931,-0.32236401417333915,NA,43,-0.46566357234881195,-48.16699283148217,-47.420874523904104,-0.7461183075780653,0,0
26,0.30705128205128207,1.7307692307692308,1.1646153846153846,1.1999314565717683,1.976357693176612,0.3777777777778275,0.3148327979142636,1.1808808853563195,3,4.650911718284838,3.1646757361906004,4.650911718284838,-4.336078920370574,NA,26,-0.7198920808072649,-32.81365863870536,-30.464601241352135,-2.349057397353228,0,0
41,0.5484320557491289,2.585365853658536,7.298780487804872,15.544338461308968,14.968622221991081,0.5094339622643204,0.03277295869054447,1.0517175620925345,4,0.5010937200849634,0.340529486769192,0.5010937200849634,-0.46832076139441897,NA,41,0.054447784022375934,-45.09592680163183,-43.27229906638982,-1.8236277352420132,0,0
32,0.4927083333333333,1.96875,1.128024193548387,0.13721441162384,0.16087206855385802,0.46031746069812524,3.3547311485038533,1.762031058610082,5,1.5175075341232847,2.2675152336897773,1.5175075341232847,1.8372236143805687,NA,32,-0.2294818461227669,-34.943468409992356,-36.38971474697843,1.4462463369860714,1,1
33,0.3717171717171717,2.3636363636363638,2.2386363636363633,0.4870843459749569,1.0959397784435807,0.30769230769232175,0.6317023124125232,1.5468137207341697,6,0.6448727408535833,0.6621083033955785,0.6448727408535833,-0.01317042844106009,NA,33,-1.1699250014423122,-35.81267375589208,-35.89790154462565,0.08522778873356884,0.96,1
35,0.5385714285714286,2.142857142857143,2.2436974789915967,1.0561660370469879,1.0283721939668873,0.5066666666666464,0.47972255203667874,1.3705147156422643,7,0.9576201672294604,0.8091614452711049,0.9576201672294604,-0.4778976151927817,NA,35,0.03847414781463554,-39.988474729133955,-39.08000568491861,-0.9084690442153445,0,0
50,0.4580267085855321,4.9,16.94897959183673,1.5315188770435153,1.7031546132428999,0.47346938775817726,0.3091502134614071,1.9207362942227044,8,0.1982055221680037,0.24717109077408544,0.1982055221680037,0.1109446912934034,NA,50,-0.153246260295682,-73.83866621762738,-74.23425015062062,0.39558393299324734,0.64,1
35,0.41666666666666663,1.6,0.8352941176470587,0.08945362638599295,0.09607982092717322,0.48214285715826816,5.389863738757987,1.5073587987314787,9,12.376267874262794,10.149970870411892,12.376267874262794,-6.986404135504807,NA,35,-0.10309349296410386,-44.558468785650234,-43.33557686730543,-1.222891918344807,0,0
34,0.5209850606909431,2,3.3333333333333335,0.5280426967931886,0.560045284362573,0.48529411769837244,0.9190433285898489,1.4788130373000052,10,1.376189953211916,1.2500447951510445,1.376189953211916,-0.457146624622067,NA,34,-0.08488889758651252,-36.79364894000507,-36.38188954685133,-0.4117593931537371,0,0
37,0.5882882882882883,2,1.1666666666666667,0.7617458535663686,0.4909028848099093,0.6081081074282382,0.7983083919409291,1.4433071684723704,11,1.376189953211916,1.2041960850312015,1.376189953211916,-0.5778815612709869,NA,37,0.6338721012021024,-41.74440424995382,-40.993820180427555,-0.750584069526262,0,0
32,0.5979166666666667,2.4375,3.221774193548387,0.6302709883795543,0.37301752373483793,0.6282051282051284,0.9967222667511045,1.7180001859785188,12,0.5885189524504781,0.7638266262545518,0.5885189524504781,0.4082033143006264,NA,32,0.7567288489876363,-35.34632994301127,-35.930848123713886,0.5845181807026165,0.88,1
53,0.6925530321201797,6.7735849056603765,33.75544267053701,7.8012518689005965,3.5835018747388996,0.685236768802228,0.08783677034373151,1.4611141255599724,13,0.12443968629639354,0.11483086846077555,0.12443968629639354,-0.03660291595266203,NA,53,1.122335542924052,-81.27671046564468,-81.05856052986042,-0.21814993578426822,0.02,0.04031563845050215
29,0.5363711001642036,3.2413793103448274,13.40394088669952,0.5925991231722043,0.47863775333139663,0.5531914893617017,0.9335003507943918,2.082283033084354,14,0.33822197419530664,0.5759398806128682,0.33822197419530664,0.5952783765990851,NA,29,0.3081222953623323,-34.70922814645036,-35.470136898558614,0.7609087521082571,0.64,1
37,0.5869369369369369,2.4054054054054057,9.914414414414406,6.63584933246852e-4,3.3741606775414983e-4,0.6629213483136046,998.9999999999991,2.414634583855895,15,0.6114504062470323,379.7674271538061,0.6114504062470323,998.388549593752,NA,37,0.9757524537533226,-37.66846117884417,-69.77939951370925,32.11093833486508,0.38,0.6463680387409202
36,0.4722222222222222,1.7222222222222223,1.1777777777777783,0.09196729623072256,0.09809844931275666,0.4838709677419713,5.2613373185187715,1.6242152130156478,16,4.912095439899078,5.214101539484918,4.912095439899078,0.3492418786196936,NA,36,-0.09310940439148152,-41.72703911231665,-42.08357085584053,0.35653174352387396,1,1
52,0.6352550227550228,3.25,7.681372549019608,1.9218798042080267,0.7403963180145902,0.7218934911242543,0.3756184385431606,1.5978845719241852,17,0.3370605687226606,0.3633255760002361,0.3370605687226606,0.038557869820500024,NA,52,1.3761484858852486,-61.649778205963706,-61.809026626118644,0.15924842015493823,0.8,1
64,0.4628150874010638,7.109375,52.63864087301587,7.607374917947556,8.491953396863115,0.47252747252499394,0.06211439262842066,1.3574955266995548,18,0.1162104149779157,0.09967487736953275,0.1162104149779157,-0.054096022349495045,NA,64,-0.15869774601905817,-100.93522923523709,-100.31498884507326,-0.6202403901638291,0,0
41,0.48902439024390243,2.048780487804878,1.6975609756097563,0.5259100392231447,0.5785010431319917,0.476190476196283,0.9054599469135336,1.4983724409162351,19,1.2001898198434489,1.1296529391444556,1.2001898198434489,-0.29472987292991526,NA,41,-0.13750352374993502,-46.62987767574181,-46.2446058942278,-0.38527178151400676,0,0
21,0.40793650793650793,3.1428571428571432,4.428571428571429,454545.4545454544,545454.5454545456,0.4545454545454544,1e-6,0.8402365128146354,20,NA,1e-6,0.35228404339159125,-0.3522830433915913,NA,21,-0.26303440583379367,-25.7038193832863,-21.621903146617115,-4.081916236669187,0,0
23,0.48188405797101447,2.130434782608696,1.6640316205533596,1.204873411331268,1.606497876560017,0.42857142936641535,0.3556983043495711,1.2862248284593798,21,0.9845687775642017,0.779707852959594,0.9845687775642017,-0.6288704732146306,NA,23,-0.4150374992788446,-26.554662842555043,-25.7780502723684,-0.7766125701866429,0.02,0.04031563845050215
30,0.6666666666666666,1.6333333333333333,0.5850574712643678,0.19159225430181778,0.11124711540105563,0.6326530612244895,3.3020805748642785,1.4905162260752733,22,9.349814876578646,7.375614323439499,9.349814876578646,-6.047734301714367,NA,30,0.7842713089445625,-34.9386337515221,-33.76052606318034,-1.178107688341754,0,0
22,0.5795454545454546,2.090909090909091,2.7532467532467533,0.9881617468758142,0.8300558673756926,0.5434782608695626,0.5499891719021011,1.3928106421289574,23,1.0794189769618117,0.9155910279343282,1.0794189769618117,-0.5294298050597106,NA,22,0.2515387669959648,-24.416967521605784,-23.921823785193773,-0.49514373641201104,0,0
32,0.7373511904761905,2.40625,2.9586693548387095,1.1974698963671842,0.5422505191096739,0.6883116883116861,0.5748050037832657,1.5147662591168751,24,0.6108194980703642,0.6182058491475284,0.6108194980703642,-0.036014494287098464,NA,32,1.1429579538420436,-31.80867984168091,-31.837196886187286,0.028517044506376266,0.92,1
25,0.5358095238095238,2,2.25,5.405405405405411e-4,4.604604604604608e-4,0.54,998.9999999999991,2.062421269491526,25,1.376189953211916,380.2681296070786,1.376189953211916,997.6238100467872,NA,25,0.23132554610645517,-25.145386314682465,-43.11797757345747,17.972591258775008,0.76,1
26,0.6461538461538462,1.6538461538461537,0.8753846153846153,0.3593577085234277,0.23496465557301327,0.6046511627906948,1.6825885418603053,1.41364455110961,26,7.9552834046247085,5.847567498190977,7.9552834046247085,-6.2726948627644035,NA,26,0.6129768768907533,-33.96248679672674,-32.17969470817587,-1.7827920885508703,0,0
20,0.3272294372294372,3.9,9.463157894736844,1.4512588840833445,2.086184645869807,0.41025641025641035,0.28269002502302665,1.6391264113495077,27,0.2664314668507233,0.2817928948258918,0.2664314668507233,0.016258558172303372,NA,20,-0.5235619560570125,-26.47655413057364,-26.538915074617513,0.062360944043874156,0.88,1
22,0.5571881149153877,6.2727272727272725,28.3982683982684,8.666944303694217,6.472781188857507,0.572463768115088,0.06605139574637393,1.3265468156304105,28,0.13884030362572722,0.11598654287993722,0.13884030362572722,-0.07278890787935328,NA,22,0.42113769881526186,-34.34343687406585,-34.05933183425006,-0.2841050398157918,0.04,0.07698630136986301
28,0.5660714285714286,1.75,1.3055555555555556,1.5017009775274575,1.223608204261467,0.5510204080924586,0.3669308446477212,1.2013198903322244,29,4.1303552517557955,2.843632785891406,4.1303552517557955,-3.7634244071080745,NA,28,0.29545588352617136,-36.88385824829086,-34.35556439166772,-2.5282938566231437,0,0
33,0.5429292929292929,1.696969696969697,1.0303030303030298,0.32545085420803893,0.30300596774154637,0.5178571428319169,1.5911992122192602,1.427940175312209,30,5.813517216577186,4.410571427104555,5.813517216577186,-4.222318004357925,NA,33,0.10309349296410386,-42.56507736749851,-40.597185611122,-1.9678917563765097,0,0
30,0.3388888888888889,1.5333333333333334,0.5333333333333334,4.945901552347346,7.6936246323022255,0.3913043479710525,0.07911688977823221,1.0409425352406705,31,23.252226879489765,15.25411262040232,23.252226879489765,-23.173109989711534,NA,30,-0.637429920615292,-49.65550300150445,-46.083047694732784,-3.5724553067716656,0,0
47,0.3525188392545615,5.404255319148936,28.89824236817762,1.8076253041925459,3.593984428313842,0.33464566929269696,0.18512999818963086,1.7141531686424611,32,0.17204846490037812,0.18294884145593454,0.17204846490037812,0.01308153328925274,NA,47,-0.9914885001444829,-66.16309944995031,-66.28388144827028,0.12078199831996983,0.86,1
34,0.3730392156862745,1.647058823529412,1.2049910873440284,0.026724795183271897,0.04130195619232927,0.39285714285714296,14.700099295917065,1.6073030005596893,33,8.38433769542254,11.071843269568598,8.38433769542254,6.315761600494525,NA,34,-0.6280312226130421,-35.97877501974096,-37.14560633855241,1.1668313188114539,1,1
30,0.4738095238095238,1.8666666666666667,2.1195402298850565,0.353833614088385,0.3538336140883849,0.5000000000000001,1.4130935561003648,1.5075149609751446,34,2.2493522671064192,2.009349539269728,2.2493522671064192,-0.8362587110060544,NA,30,0,-33.85779832146604,-33.325104621003746,-0.5326937004622962,0,0
27,0.37606837606837606,2.3703703703703702,6.703703703703704,0.04241988629642399,0.08685976717548739,0.32812500000737216,7.735169248556736,2.228689897753751,35,0.6391636776071891,3.3558894642754886,0.6391636776071891,7.096005570949547,NA,27,-1.0339473319233377,-26.791378776756726,-28.908028592524147,2.1166498157674205,0.4,0.6779252110977081
29,0.5563218390804597,2.206896551724138,4.3842364532019715,1.2540780638691171,0.9151380465888048,0.5781250000049009,0.46099602302368103,1.3787626113089848,36,0.8348648685198734,0.7216778013140169,0.8348648685198734,-0.37386884549619237,NA,29,0.45456586346548156,-31.133733579534294,-30.75876006447909,-0.3749735150552027,0.02,0.04031563845050215
40,0.6021230158730159,3.1,4.605128205128206,0.46924050400388745,0.38643335623849717,0.5483870967741925,1.1686695673007148,2.1299357023279133,37,0.35863359442386833,0.678608867388662,0.35863359442386833,0.8100359728768465,NA,40,0.28010791919273526,-50.68098538773529,-51.270043797499376,0.5890584097640854,0.38,0.6463680387409202
42,0.3599206349206349,2.4285714285714284,3.665505226480836,0.3579896284591761,0.5326187155119689,0.40196078431393484,1.122828016118833,1.797539170488836,38,0.5946950476948221,0.8157585969295582,0.5946950476948221,0.528132968424011,NA,42,-0.5731853329448027,-45.35997687190247,-45.99663528600534,0.6366584141028753,0.82,1
37,0.409009009009009,2.108108108108108,2.6546546546546543,0.9273698054489514,1.0276260006202116,0.4743589743619856,0.5115100487149702,1.3749662098516158,39,1.036283558600512,0.8727363947109525,1.036283558600512,-0.5247735098855417,NA,37,-0.14809863898913345,-41.26030700977493,-40.33760275017869,-0.9227042595962374,0.02,0.04031563845050215
29,0.48965517241379314,1.7241379310344827,1.4926108374384237,0.13855862547048967,0.12790026975920296,0.5199999998162925,3.752924064096194,1.5724726175716257,40,4.8518086149713975,4.601814429603136,4.8518086149713975,-1.0988845508752036,NA,29,0.11547721741993655,-34.65509944092838,-34.36975869518993,-0.28534074573845203,0,0
28,0.3986394557823129,3.035714285714286,6.035714285714288,1.7817890520662356,2.425212875994992,0.4235294118078436,0.23769896403656848,1.3907552877033589,41,0.36914105056097146,0.3319553359027812,0.36914105056097146,-0.13144208652440298,NA,28,-0.4447848426728948,-33.68536010141763,-33.422956157945826,-0.26240394347180285,0.06,0.11255006675567424
