"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"1700025G04Rik",TRUE,3,82.5993034018477,58,1.42412592072151,0.587338901322283,0.46341463417911,0.714285711566508,1.39412605149994,998.999999999999,"sex",2,0.0303448596225154,FALSE,-0.146603474060095,0.329761412741132,-0.444574375277744,0.65828193505556,1.06289419261014,0.487925333548203,2.17839517550923,0.0334545856209382
"2210408F21Rik",TRUE,4,109.914395072655,81,1.35696784040315,0.395589243034547,0.388059701492537,0.404255319148936,1.37432991732912,20.5602038238466,"sex",2,0.863242454919665,FALSE,-0.387765531008764,0.299429924052186,-1.29501262185533,0.198994970745886,-0.0677099976740622,0.391718970138461,-0.172853506814155,0.86319777494428
"2610035D17Rik",TRUE,19,8.89989114998358,40,0.22249727874959,0.979525861744826,0.96875,0.999999999059997,1.51999999274662,0,"sex",2,0.227141518106299,FALSE,20.78513809269,3470.13578814982,0.0059897189509613,0.995250697997983,-17.3511508882049,3470.13590713745,-0.0050001358311404,0.99603533998394
"2610307P16Rik",TRUE,3,41.4506386529188,25,1.65802554611675,0.361853832477371,0.333333333388802,0.411764705882368,1.62343923847802,998.999999999999,"sex",2,0.646165733906952,FALSE,-0.693147180310337,0.461380768976368,-1.5023321883315,0.145538546286203,0.336472236371665,0.723229836320337,0.465235557874071,0.645789956664738
"3110082I17Rik",TRUE,3,81.6986274033787,51,1.60193387065448,0.472767494581716,0.414634146343172,0.576923076842441,1.26388024016109,998.999999999999,"sex",2,0.237563996283113,FALSE,0.310154927973475,0.431079433633185,0.719484400727392,0.475126717719045,-0.654995414258167,0.551669125778053,-1.18729757322269,0.240610992677088
"4632427E13Rik",TRUE,3,98.6797137741176,68,1.45117226138408,0.487804878305346,0.478260870022572,0.5,1.17142007515377,998.999999999999,"sex",2,0.849229038059929,FALSE,-1.84531911965741e-16,0.341397791331796,-5.4051876330506e-16,1,-0.0870113751567464,0.456003307910074,-0.190813035009618,0.84924062762485
"4732440D04Rik",TRUE,4,71.8568334615246,62,1.1589811848633,0.188020692829085,0.137931034483134,0.207547169811405,1.32508827930878,0.957100510330608,"sex",2,0.472622501383093,FALSE,-1.83258146374515,0.591320524162637,-3.0991338687935,0.00291692622835548,0.492807118260665,0.698555036549195,0.705466416354383,0.483162225063881
"4732471J01Rik",TRUE,4,122.835499773128,91,1.34984065684756,0.617906066536201,0.53125,0.671232876712325,1.13716017946968,998.999999999999,"sex",2,0.18444296259422,FALSE,0.125163142954008,0.359407878810676,0.348248189127595,0.728458142179542,0.588603324808657,0.4393985477731,1.3395659311842,0.18372240537148
"4933406I18Rik",TRUE,3,255.70774777909,164,1.55919358401884,0.440982814340779,0.407894737109811,0.489795918374582,1.50542338018945,998.999999999999,"sex",2,0.23742448297893,FALSE,-0.0408219944913022,0.216873640443626,-0.188229396656038,0.850929535833588,-0.331853289685435,0.280018456306014,-1.18511220318554,0.237687534915477
"5031425E22Rik",TRUE,3,185.352842619246,128,1.44806908296286,0.631190027601796,0.590476190118508,0.680555555550281,1.35081291281888,998.999999999999,"sex",2,0.246067451957125,FALSE,0.756326082157217,0.265145242833356,2.85249727309861,0.00505966665473314,-0.390391814284852,0.337106975923552,-1.15806507182273,0.248993713919773
"5033421B08Rik",TRUE,3,94.6808443268412,64,1.47938819260689,0.511195788812068,0.488372093023256,0.540540540540541,1.2121351070427,998.999999999999,"sex",2,0.654494902703828,FALSE,0.162518929497775,0.341583472009812,0.47578101054347,0.635850457844643,-0.209038945132668,0.465265135154384,-0.449289941021059,0.654740359747839
"9530026P05Rik",TRUE,4,74.7421018043147,46,1.6248283000938,0.498247445745392,0.339622641509434,0.630434782608691,2.06443251036488,1.42134284771408,"sex",2,0.012928694246486,FALSE,-0.664976303593247,0.326271425448296,-2.03810769723267,0.0473127832280312,1.19905878952348,0.473836926972455,2.53053048690143,0.0148747361976695
"AW554918",TRUE,4,104.609159236691,68,1.53836998877487,0.522170231729058,0.39583333333334,0.627450980392157,1.4132799646815,998.999999999999,"sex",2,0.0345205513729375,FALSE,0.521296923633285,0.310771167530944,1.67743014184666,0.0980496204416003,-0.944153774453292,0.443711084953965,-2.12785708193711,0.0369770048712125
"Aak1",TRUE,4,106.823021373459,69,1.54815973005013,0.4275150060024,0.387755102040816,0.470588235294118,1.40948584965743,998.999999999999,"sex",2,0.436614023837306,FALSE,-0.117783035656384,0.30011491068315,-0.392459792778288,0.695928247533069,-0.338975366839331,0.434105616409133,-0.780859205746501,0.437556148277773
"Abca1",TRUE,3,456.363469315804,287,1.5901166178251,0.522826280149526,0.510835913312611,0.535825545166892,2.22809728257397,0.924975709189223,"sex",2,0.560891310173188,FALSE,0.14354817085011,0.122045412881589,1.176186531397,0.240495026067462,-0.100197729976825,0.172130420775203,-0.582103555696757,0.560953908292812
"Abca8a",TRUE,3,20.3222926287716,16,1.27014328929822,0.462374581798055,0.391304347849456,0.692307691631757,4.04259151045537,0.0974385336529292,"sex",2,0.0300179966158445,FALSE,0.810930213043188,0.442099732076486,1.83426985860035,0.0852791529167716,-1.25276296522411,0.542454061337172,-2.30943605092752,0.0345972948872049
"Abca9",TRUE,3,351.62353292591,218,1.61295198589867,0.533220173264757,0.489959839357433,0.608695649443494,1.76170487963697,4.12060545845273,"sex",2,0.0408449023238738,FALSE,-0.0401660417253226,0.138586625470471,-0.289826248304753,0.77222464165018,0.481998782540935,0.23571755772729,2.04481493524796,0.0420745773506473
"Abcc1",TRUE,4,123.029531266406,90,1.36699479184895,0.588142292490119,0.527272727272727,0.633333333333333,1.24729985219368,998.999999999999,"sex",2,0.255651327257027,FALSE,0.109199291964993,0.272149004478032,0.401248177168354,0.6891885134845,0.437344414403077,0.383325137168939,1.14092286676814,0.256928865456175
"Abcc3",TRUE,3,85.6744762622221,55,1.55771775022222,0.470229242527711,0.459459459463849,0.483870967741936,1.19288327129585,998.999999999999,"sex",2,0.850600784198432,FALSE,-0.0645385211375709,0.381461576774803,-0.169187475402461,0.866269902069007,-0.09798040834253,0.517791527037302,-0.189227523484507,0.850611074538405
"Abhd12",TRUE,3,108.171419166402,74,1.46177593468111,0.487431221087983,0.46551724141517,0.511627906976715,1.32917793465605,998.999999999999,"sex",2,0.657000498765238,FALSE,-0.138150338336693,0.270698713503164,-0.51034722902397,0.611327217213016,0.184670353971468,0.414368391308777,0.445667087173781,0.657138909223472
"Abi1",TRUE,3,267.035763200693,182,1.46722946813567,0.555966040425023,0.543010752687618,0.5703125,1.70532304562081,1.96237745289387,"sex",2,0.648144453652672,FALSE,0.28312625591592,0.186904972107748,1.51481393310769,0.131554298818816,-0.110656995567211,0.242227079122601,-0.456831647262705,0.648336818745273
"Abl2",TRUE,3,129.789748877228,80,1.62237186096535,0.511757554482384,0.476190476193006,0.586956520008496,1.33233477787355,998.999999999999,"sex",2,0.295635011255547,FALSE,0.351397879699442,0.325791530363049,1.07859734508094,0.28400868057638,-0.446708059493624,0.425992634060611,-1.04862860006651,0.297506786895606
"Ablim1",TRUE,3,96.535577471683,62,1.55702544309166,0.525939289331457,0.524590163919265,0.527272727238856,2.67205701884552,0.49956024134569,"sex",2,0.975248980920463,FALSE,0.109199291829103,0.206318634053864,0.529274984442725,0.598504723614755,-0.0107592190766437,0.345377347736245,-0.0311520693153861,0.975248331554193
"Ablim3",TRUE,4,21.3069933087856,21,1.01461872898979,0.604413472702027,0.485714285714286,0.833333333321242,1.67391978612836,0.0221730707565296,"sex",2,0.075896479985229,FALSE,-0.0571584138399488,0.298716107038373,-0.191346942776695,0.850091757341631,1.66659632618699,1.01261304019864,1.64583731398528,0.114682930895947
"Abr",TRUE,4,149.375715208633,102,1.46446779616307,0.596732522796352,0.589285714285715,0.6,1.3551889265402,998.999999999999,"sex",2,0.903494869146438,FALSE,0.361013345537332,0.28339846623886,1.27387191020665,0.20560384052412,0.0444517625708322,0.365615958009979,0.121580476992251,0.903470476415422
"Abtb2",TRUE,4,71.6581558960497,40,1.79145389740124,0.501037376102032,0.340000000089621,0.736842105263063,1.62591194133763,998.999999999999,"sex",2,0.0170720018743591,FALSE,1.02961941718067,0.625815318624116,1.64524482948793,0.107756296443662,-1.69291363419155,0.721279232142465,-2.34709881936151,0.0239575637040463
