gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Abhd17b,0.302380952380952,0.0628759833615358,0.46969696969697,1
Acer2,0.610133713638387,0.0330505830097135,0.577712165551839,0.434286928726073
Adam10,0.344594594594595,0.090471235528638,0.416666666666667,0.444252894381358
Apbb2,0.598642234671646,0.0134676036923614,0.483752620545073,1
Arnt,0.646666666666667,0.0745389187192119,0.506944444444444,1
Atp8a1,0.640061162079511,0.0881499023172672,0.668859649122807,0.377048712869134
Cald1,0.363311688311688,0.0629730176883437,0.522388059701492,1
Cd93,0.62007874015748,0.0843808127529724,0.629773462783171,0.198553557338683
Cdh11,0.40253222745067,0.00923097116126403,0.448736967906928,0.598880674745885
Cmss1,0.281609195402299,0.0553341469650676,0.392857142857143,1
Corin,0.239197530864198,0.00447372616066318,0.201020408163265,0.267663249458795
Cpe,0.656910569105691,0.0132442807374489,0.645692883895131,0.245682289342178
Cspp1,0.320436507936508,0.0379726411765974,0.482323232323232,1
Fmnl2,0.580820768039527,0.0974577532100678,0.521010496704941,1
Fmo1,0.671455938697318,0.0982300767540904,0.635446009389671,0.356282016050057
Galnt18,0.603241237290317,0.0272992850000641,0.5686,0.41451727279413
Hmcn1,0.430485776640661,0.0230546134260068,0.462650593186505,1
Hnrnph1,0.591908212560387,0.0688194233924616,0.560763888888889,0.893670473349876
Igfbp6,0.918803418803419,4.28053691910804e-6,0.69187675070028,0.308546284733444
Itga9,0.558733717702328,0.0844766819197721,0.558510918179426,0.266890083425358
Itpr1,0.582948179271709,0.00447372616066318,0.554087301587302,1
Ldb2,0.633520809898763,0.0464572113344089,0.576203505706161,0.989538992031825
Lifr,0.668386243386243,0.0132442807374489,0.625892857142857,0.311685106508806
Lrch1,0.659166666666667,0.00174130337871154,0.633830845771144,0.369648909211496
Ltbp1,0.391246548726864,0.0990580283655296,0.495575221238938,1
Malat1,0.519842169200344,0.00567366748616721,0.50945438837795,0.566494017379034
Mfsd6,0.31875,0.091457248373551,0.348484848484849,0.377048712869134
Mier1,0.301630434782609,0.00758908056665969,0.333333333333333,0.239739968768679
Nrdc,0.376016260162602,0.0909052895120555,0.626760563380282,0.458000138906428
Nt5dc1,0.343954248366013,0.0980680383842658,0.355555555555556,0.639498044111248
Ntn1,0.631944444444444,0.0086794139638504,0.548706896551724,1
Nufip2,0.630701754385965,0.0483882518620694,0.567647058823529,1
P3h2,0.30982905982906,0.0657191086795259,0.477477477477477,1
P4ha1,0.345982142857143,0.0464572113344089,0.491959064327485,1
Pcdh7,0.621490575396825,0.0337697339792229,0.588572812846069,0.487415976981058
Pde10a,0.312894248608534,0.0138607590603064,0.444618314290445,1
Phactr2,0.626608187134503,0.062562372644038,0.510416666666667,1
Ppp1r13b,0.631048387096774,0.0631598239351621,0.554861111111111,1
Prex2,0.407330159775812,0.0847600714466405,0.417942328988841,0.125787963546859
Rai14,0.666666666666667,0.0434726995959018,0.625771604938272,0.582793101833924
Ralgapa2,0.685690943043884,2.33674901756236e-7,0.619341563786008,0.239739968768679
Rufy3,0.695945945945946,0.0037585159977389,0.664420485175202,1
Serinc3,0.387420634920635,0.0743145875391175,0.425343211116692,0.219568608093597
Sorbs3,0.68,0.026069625785783,0.557843137254902,0.937501766176865
Sptan1,0.601980198019802,0.0974577532100678,0.561253968253968,0.387794142978971
Srgap2,0.400997605746209,0.0549651764392065,0.441062801932367,0.911523000763407
Stox2,0.399257510877229,0.0358464398739039,0.390364959114959,0.128851316435908
Sulf1,0.332933333333333,0.0057439811624579,0.420113041080783,0.989375968774137
Susd6,0.374331275720165,0.042352340951468,0.41533189033189,0.291569396482056
Tek,0.399131412221541,0.0134269131784773,0.419292929292929,0.124042171181363
Tlr4,0.251016260162602,2.6004594674188e-4,0.351851851851852,0.194834296338451
Tm4sf1,0.601397205588822,0.0743145875391175,0.546887755102041,1
Utrn,0.597779623477298,0.00743455305212639,0.503032388292504,1
Wdfy2,0.696184738955823,0.0210148033788336,0.58735632183908,0.941406591247334
