"","converged","iter","deviance","df_resid","phi_hat","mu_weighted","pmin","pmax","m_eff","theta_map","terms","rank","p_model","error","coef_X.Intercept.","se_X.Intercept.","stat_X.Intercept.","p_X.Intercept.","coef_sexM","se_sexM","stat_sexM","p_sexM"
"Ablim1",TRUE,3,53.0903011348946,31,1.71259035919015,0.501742160284409,0.476190476210586,0.512195121950973,1.87911391679676,4.27921652306722,"sex",2,0.811959721992794,FALSE,0.0487901641684461,0.34948495621547,0.139605906636981,0.889874451221758,-0.144100343892148,0.600834584731899,-0.239833637333723,0.812038034906449
"Airn",TRUE,4,37.3780271439638,21,1.77990605447447,0.396825396825397,0.190476190476191,0.523809523809524,1.94866732477789,4.62135686151358,"sex",2,0.0699652918016615,FALSE,-1.44691898293632,0.66575667117065,-2.17334507574982,0.0413409943366365,1.54222916274065,0.846894256532351,1.82104099873741,0.0828802188337758
"Akap13",TRUE,3,36.5773623223207,22,1.6626073782873,0.435897435990104,0.384615384628926,0.461538461670692,1.625,998.999999999999,"sex",2,0.683348368911795,FALSE,-0.154150679295187,0.435915230010506,-0.353625358057509,0.726986009238981,-0.315852949893338,0.767508978083328,-0.411529974127606,0.68466562083699
"Akt3",TRUE,4,35.118457820438,24,1.46326907585158,0.412474012474012,0.307692307692308,0.432432432432432,1.95184439181843,0.948204014226169,"sex",2,0.454900780359811,FALSE,-0.271933715483642,0.348880517225162,-0.779446549914795,0.443335475772764,-0.538996500732684,0.721708840351287,-0.746833723791345,0.462418167692403
"Ankrd11",TRUE,3,57.4592514466226,35,1.64169289847493,0.467803790774386,0.423076923738977,0.521739130434731,2.03160231964714,1.64574863707003,"sex",2,0.478470604920059,FALSE,-0.310154925591425,0.309698030006245,-1.00147529380529,0.323470984732297,0.397166302580847,0.555008080225994,0.715604541143121,0.478982714303904
"Ankrd44",TRUE,4,59.2269527745671,39,1.51863981473249,0.466609334742455,0.439393939393939,0.512195121951219,2.60914667751942,0.475595186450309,"sex",2,0.497272619270457,FALSE,-0.24362208265775,0.265541083563765,-0.917455330784056,0.364543167330755,0.292412246827182,0.427104410031352,0.684638790795247,0.497620676233291
"Apbb1ip",TRUE,4,35.8097853631087,28,1.27892090582531,0.286799359414322,0.266666666666667,0.297872340425532,2.06829367000788,0.353344982853754,"sex",2,0.819714277772129,FALSE,-0.857450231851221,0.323256510350274,-2.65253816828656,0.0130096630000179,-0.154150679827258,0.674287345190666,-0.228612743404919,0.820831404402975
"App",TRUE,4,24.4685664433561,17,1.43932743784448,0.63533098315707,0.444444444444444,0.648648648648649,2.39221449038068,0.46104880602078,"sex",2,0.311761447531598,FALSE,0.613104472886409,0.367856000700257,1.6666969458682,0.113890867948254,-0.836248024200619,0.80547820029823,-1.03820069108139,0.313718900990622
"Arb2a",TRUE,4,48.9600360492671,31,1.57935600158926,0.420208845208845,0.4,0.431818181818182,2.24685430036857,0.867951278151221,"sex",2,0.804048342410499,FALSE,-0.27443684570176,0.331522105479742,-0.827808587016018,0.414106512642701,-0.131028262406404,0.52411628248342,-0.24999845794821,0.804237871518962
"Arhgap15",TRUE,3,65.020436889027,46,1.41348775845711,0.462889677121628,0.407407407407407,0.481927710847096,2.86557612864674,0.284753853102695,"sex",2,0.420075624440761,FALSE,-0.0723206615647154,0.231577261983184,-0.31229603867571,0.756226859555978,-0.302372787876695,0.372655352352806,-0.811400630549453,0.421314385259871
"Arhgap26",TRUE,4,31.51754585383,22,1.43261572062863,0.557109557109557,0.363636363636364,0.653846153846154,1.9962984600702,0.76748087240923,"sex",2,0.0680103114063838,FALSE,0.635988766719997,0.433618524572521,1.46670109942139,0.156607253189908,-1.19560455465542,0.6366823318401,-1.87786670819019,0.0737198094355624
"Arid1b",TRUE,4,35.9456404055742,29,1.23950484157152,0.585607196401799,0.565217391304348,0.6,1.86929156025659,0.380295160989717,"sex",2,0.788831575172924,FALSE,0.405465108108164,0.335585779490319,1.20823089918761,0.236719082306018,-0.143100843640674,0.529136289110515,-0.270442316253206,0.788735446420492
"Arl15",TRUE,4,30.7392405613783,29,1.05997381246132,0.394736842105263,0.307692307692308,0.583333333333333,2.44936731462854,0.0431654620291306,"sex",2,0.0179434316226445,FALSE,-0.810930216216328,0.272285606082489,-2.97823387686037,0.0058056860267817,1.14740245283754,0.463597818752419,2.47499536543399,0.0194127185272858
