gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Abcb1b,0.962962962962963,2.99852014513941e-28,1,2.4316480565648e-13
Abi1,0.907277046385957,2.6467556807356196e-56,0.907075898228062,8.4370787186352e-50
Airn,0.172367538564722,3.0763168566890603e-9,0.912366238630284,1.28789066931807e-29
Ap4e1,0.839015151515151,0.00284764778303798,0.919871794871795,4.32081274798806e-13
Apc,0.301418439716312,0.063767554410971,0.306818181818182,0.0250283630715824
App,0.382244174265451,0.00284764778303798,0.368179351512685,3.4099713552396e-4
Arhgef12,0.754878048780488,9.18609425693892e-9,0.753686120399446,5.11649139066934e-10
Bcar3,0.250757575757576,0.0101538684892479,0.199186991869919,0.0274011662619512
Bicd1,0.871732026143791,1.04921962692414e-10,0.877425044091711,3.2346633176602104e-14
Cadm2,1,2.9814911729763102e-24,0.950980392156863,0.00666013328451477
Ccdc171,0.931266846361186,4.0568674358051e-16,0.942857142857143,4.95850617787105e-24
Cd2ap,0.686127782818061,8.67762742214699e-6,0.676305916305916,2.68928877654962e-6
Cdk14,0.123311546840959,8.10343626366337e-36,0.149714781746032,1.9289912288537698e-31
Chrna9,0,1.17540087403043e-18,0,6.26629874186707e-17
Cpne8,0.317708333333333,0.0357174336770798,0.305803571428571,0.0483908710964111
Dcn,0.7188577815627,0.0361724396074318,0.678456055728783,0.0355916258912191
Fmo2,0.845,2.1922017031137e-4,0.935416666666667,7.35940236301919e-12
Gli2,0.271666666666667,0.0338947631151887,0.336065573770492,0.0595620955482421
Gm20186,1,3.4449831201294195e-20,1,1.63087584676881e-32
Gm47200,0,7.40711642449989e-14,0,1.98188645717363e-14
Gm56730,0.994791666666667,5.79577433818719e-138,1,8.017972331058387e-223
Gsdma3,0,5.70812774309945e-24,0,1.7571598002935898e-35
Hpgd,0.883164983164983,9.473914970149702e-16,0.918154761904762,6.580133146907221e-17
Kcnd2,0.970572983461999,3.2356121077645694e-121,0.974352750809061,6.794591500508459e-107
Kcnq1ot1,0.194651011089367,9.18609425693892e-9,0.96359126984127,8.61881754025192e-35
Mast4,0.70023422275302,9.15799628117989e-10,0.709759489683804,1.62096161720648e-10
Mctp1,0.243915343915344,5.77874159087405e-6,0.275371057513915,1.0240004909849e-4
Mir99ahg,0.338463718820862,2.2107960111766e-4,0.408783707409291,0.0269741435781959
Muc16,0.440690524667702,0.00950490119316048,0.430903261780455,0.0189420077159645
Pals2,0.922142857142857,3.8882088210164105e-21,0.950205761316872,1.7218536022928e-32
Plcb1,0.216876302709636,1.43257990706697e-13,0.197376093294461,8.086356886766651e-15
Prkg1,0.201547619047619,1.19895352485306e-20,0.135328600898776,1.83237936762938e-29
Ptprk,0.314500661375661,0.00293644761109808,0.401087061087061,0.0432449380481661
Rbbp8,0.813636363636364,0.00284764778303798,0.96078431372549,9.63650347609269e-20
Rbfox1,0.672127181335599,7.21528237809222e-6,0.669052379426047,2.12810922973108e-10
Rgs17,0,1.3457316935295099e-19,0,1.1056857307978502e-15
Sdk1,0.125158581256142,7.00651091928401e-7,0.199292929292929,1.44496614759016e-5
Slc2a13,0.217035981850797,1.5819685313185699e-12,0.261585944919278,2.84186746024034e-10
Sntb2,0.726775956284153,8.6903951370483e-4,0.679054054054054,0.0541852196868113
Suclg2,0.0581127733026467,8.79338622316986e-81,0.0605738705738706,9.77797229172487e-93
Sulf1,0.422808536779125,0.030216984009746,0.366040380384643,7.8424535190618e-4
Tmtc1,0.840857142857143,3.89956835035811e-5,0.877469793887704,5.70549320401279e-21
Ube4b,0.829559748427673,3.2498001512552e-4,0.800724637681159,4.73510421162398e-5
Vim,0.347173489278752,0.0625454265986807,0.381360078277886,0.0529609320648081
Zeb1,0.784302503052503,0.0115523998480644,0.762361712361712,0.006946765838335
Zfpm2,0.411130041575586,0.0363039999737881,0.362485474211138,8.7715497480554e-4
Zswim5,0.0952380952380952,3.32653062315736e-8,0,3.80823527787987e-14
