gene,condition
Atp8a1,F1_Aged
Bcam,F1_Aged
Frk,F1_Aged
Gm38407,F1_Aged
Macf1,F1_Aged
Mpp7,F1_Aged
Pan3,F1_Aged
Pcsk6,F1_Aged
Prickle1,F1_Aged
Rad51b,F1_Aged
Sema5a,F1_Aged
Slc4a4,F1_Aged
Slco2a1,F1_Aged
Smap1,F1_Aged
St3gal6,F1_Aged
Stxbp6,F1_Aged
Usp53,F1_Aged
Vps13a,F1_Aged
4732440D04Rik,F1_Young
Anxa3,F1_Young
Btaf1,F1_Young
Cav1,F1_Young
Cdon,F1_Young
Celf2,F1_Young
Clic4,F1_Young
Cog5,F1_Young
Dapk1,F1_Young
Fbxl17,F1_Young
Ghr,F1_Young
Grb10,F1_Young
Gucy1a2,F1_Young
Igfbp5,F1_Young
Igfbp6,F1_Young
Igfbp7,F1_Young
Kiz,F1_Young
Lpp,F1_Young
Man1a,F1_Young
Mcc,F1_Young
Neat1,F1_Young
Nt5dc1,F1_Young
Pawr,F1_Young
Rbm28,F1_Young
Rbm47,F1_Young
Ror1,F1_Young
Rora,F1_Young
Sema3d,F1_Young
Sipa1l1,F1_Young
Slc1a5,F1_Young
Slc38a1,F1_Young
Slit3,F1_Young
Tmem108,F1_Young
Vwa5a,F1_Young
Xdh,F1_Young
Zcchc7,F1_Young
Zdbf2,F1_Young
