gene,theta_glm,theta_asp,log2_ratio,underdisp,celltype,condition,chromosome
2310022B05Rik,951.559204606031,0.713559849393192,10.381041246060487,FALSE,Cardiomyocyte,F1_Aged,8
2310039L15Rik,962.895347546516,0.697263581287422,10.431457093785218,FALSE,Cardiomyocyte,F1_Aged,10
2310057M21Rik,961.013464818693,0.569244461593197,10.721290046718005,FALSE,Cardiomyocyte,F1_Aged,7
2310068J16Rik,899.353862440273,0.95746407254843,9.875453300982715,FALSE,Cardiomyocyte,F1_Aged,15
2310069G16Rik,953.614132325298,0.764761944152427,10.284177281895085,FALSE,Cardiomyocyte,F1_Aged,Unknown
2500002B13Rik,959.820297528383,0.65409925372398,10.519036834477216,FALSE,Cardiomyocyte,F1_Aged,8
2510009E07Rik,928.596017038763,0.576402413037087,10.653756500966802,FALSE,Cardiomyocyte,F1_Aged,16
2610008E11Rik,352.672425986201,0.597778270244382,9.204500202318199,FALSE,Cardiomyocyte,F1_Aged,10
2610020C07Rik,956.799412397424,0.487614497463865,10.938256811076727,FALSE,Cardiomyocyte,F1_Aged,16
2610035D17Rik,1e-6,0.325483047141017,-17.31222730915015,TRUE,Cardiomyocyte,F1_Aged,11
2610037D02Rik,774.50932868803,0.376044528968319,11.008159558465298,FALSE,Cardiomyocyte,F1_Aged,15
2610203C22Rik,917.749628577352,0.58905221443451,10.605486940222553,FALSE,Cardiomyocyte,F1_Aged,1
2610307P16Rik,851.649371748217,0.559930877459027,10.57079255796851,FALSE,Cardiomyocyte,F1_Aged,13
2700049A03Rik,968.033221158321,0.580769476284229,10.702872730022003,FALSE,Cardiomyocyte,F1_Aged,12
2700097O09Rik,877.680791017102,0.393879577770524,11.121722339567127,FALSE,Cardiomyocyte,F1_Aged,12
2810001G20Rik,946.567810875362,0.586342478962406,10.656744108137296,FALSE,Cardiomyocyte,F1_Aged,11
2810013P06Rik,962.431178400719,0.432023706998638,11.121353845374992,FALSE,Cardiomyocyte,F1_Aged,8
2810030D12Rik,942.749274692732,0.740152914427758,10.314833112372842,FALSE,Cardiomyocyte,F1_Aged,8
2810449D17Rik,950.008665774811,0.556595469714144,10.737093201421628,FALSE,Cardiomyocyte,F1_Aged,19
2900076A07Rik,953.614132325298,0.983648020101794,9.921046269152926,FALSE,Cardiomyocyte,F1_Aged,7
2900089D17Rik,882.21964629096,10.9844062930749,6.3276089593453975,FALSE,Cardiomyocyte,F1_Aged,5
3110009E18Rik,880.505039399242,0.879136627776095,9.968026512408715,FALSE,Cardiomyocyte,F1_Aged,1
3110056K07Rik,960.719612814661,0.359052160020914,11.385702266588906,FALSE,Cardiomyocyte,F1_Aged,12
3110082I17Rik,961.522065441696,0.857609965434744,10.130780899475937,FALSE,Cardiomyocyte,F1_Aged,5
3222401L13Rik,826.65725817868,0.334987103486064,11.268963719739732,FALSE,Cardiomyocyte,F1_Aged,18
3300002I08Rik,957.21825003621,1.73601263960453,9.106925811541453,FALSE,Cardiomyocyte,F1_Aged,2
3425401B19Rik,968.335485884204,0.429946393302225,11.137131102939035,FALSE,Cardiomyocyte,F1_Aged,14
4631405J19Rik,937.270421668941,0.436930853280947,11.0668413559272,FALSE,Cardiomyocyte,F1_Aged,2
4632427E13Rik,12.6703553653028,0.180094605565112,6.136550312838295,FALSE,Cardiomyocyte,F1_Aged,7
4732440D04Rik,1.67958626286677,0.193871355301338,3.114927746597385,FALSE,Cardiomyocyte,F1_Aged,1
4732465J04Rik,851.649371748217,1.15188024454764,9.530123792506277,FALSE,Cardiomyocyte,F1_Aged,10
4732471J01Rik,962.487591074942,0.57657122002374,10.705050899307455,FALSE,Cardiomyocyte,F1_Aged,7
4732491K20Rik,962.749937013817,0.58549968953488,10.683274540030569,FALSE,Cardiomyocyte,F1_Aged,17
4833420G17Rik,1e-6,0.343273292375407,-17.389002293132393,TRUE,Cardiomyocyte,F1_Aged,13
4833439L19Rik,957.85061854473,2.31374862259904,8.693424114713158,FALSE,Cardiomyocyte,F1_Aged,13
4921504A21Rik,943.593229757037,0.803143211651622,10.198290293861296,FALSE,Cardiomyocyte,F1_Aged,5
4921511C10Rik,945.880823365554,2.41068115850072,8.616073165080369,FALSE,Cardiomyocyte,F1_Aged,3
4921524J17Rik,971.006030112508,0.523557610465294,10.856913490588925,FALSE,Cardiomyocyte,F1_Aged,8
4930402D18Rik,335.139172347324,1.05346926949683,8.313466918465103,FALSE,Cardiomyocyte,F1_Aged,15
4930412C18Rik,1e-6,0.508123762242807,-17.954823246571678,TRUE,Cardiomyocyte,F1_Aged,4
4930428N03Rik,1e-6,0.696095987442252,-18.408928805731694,TRUE,Cardiomyocyte,F1_Aged,14
4930432B10Rik,950.008665774811,0.56829167224579,10.707090846717513,FALSE,Cardiomyocyte,F1_Aged,10
4930447C04Rik,1e-6,1.14078325795884,-19.12159454815286,TRUE,Cardiomyocyte,F1_Aged,12
4930453N24Rik,957.85061854473,0.531900521333212,10.814425801046351,FALSE,Cardiomyocyte,F1_Aged,16
4930458D05Rik,1e-6,0.489557677113561,-17.901122261962207,TRUE,Cardiomyocyte,F1_Aged,5
4930470G03Rik,955.195523253045,0.448827923575671,11.0554147117104,FALSE,Cardiomyocyte,F1_Aged,13
4930473A02Rik,925.340749979789,3.46898545004513,8.059326711296732,FALSE,Cardiomyocyte,F1_Aged,2
4930481A15Rik,1e-6,0.300523205791096,-17.197121672256316,TRUE,Cardiomyocyte,F1_Aged,19
4930506C21Rik,982.304678773829,0.307513555495108,11.6413001581594,FALSE,Cardiomyocyte,F1_Aged,17
4930511M06Rik,949.248732308199,0.979948268013018,9.919863390534626,FALSE,Cardiomyocyte,F1_Aged,18
4930512B01Rik,917.749628577352,0.755077530890206,10.247258213957753,FALSE,Cardiomyocyte,F1_Aged,12
4930512H18Rik,987.158994464769,0.427672150183852,11.172558117846986,FALSE,Cardiomyocyte,F1_Aged,8
4930517O19Rik,955.092561098042,0.748460745920134,10.317496260683336,FALSE,Cardiomyocyte,F1_Aged,14
4930522O17Rik,1e-6,0.487762635237815,-17.89582267779909,TRUE,Cardiomyocyte,F1_Aged,4
4930523C07Rik,962.209269200908,0.59434223142332,10.660838659763881,FALSE,Cardiomyocyte,F1_Aged,1
4930544I03Rik,154.399650628137,1.20731584231413,6.99872134763503,FALSE,Cardiomyocyte,F1_Aged,12
4930549G23Rik,961.926622131113,0.900557834413531,10.060890600490836,FALSE,Cardiomyocyte,F1_Aged,18
4930551O13Rik,930.840964133118,1.32609191761019,9.455209026336581,FALSE,Cardiomyocyte,F1_Aged,2
4930557K07Rik,938.380502706875,1.09584023369529,9.741990434559586,FALSE,Cardiomyocyte,F1_Aged,6
4930558N01Rik,954.161494865003,0.933707588611041,9.997045400179092,FALSE,Cardiomyocyte,F1_Aged,7
4930567K20Rik,1e-6,0.506211308515177,-17.94938306133606,TRUE,Cardiomyocyte,F1_Aged,10
4930581F22Rik,954.65215117225,0.944072654381267,9.981860017303578,FALSE,Cardiomyocyte,F1_Aged,9
4930594M22Rik,916.695190389093,0.621612317239889,10.52620897847462,FALSE,Cardiomyocyte,F1_Aged,14
4931414P19Rik,949.248732308199,0.686176116114284,10.433989440280898,FALSE,Cardiomyocyte,F1_Aged,14
4932441J04Rik,947.838422375763,1.0261371098729,9.851272416679688,FALSE,Cardiomyocyte,F1_Aged,5
4933406I18Rik,794.170372239359,0.867305420777126,9.838691036336991,FALSE,Cardiomyocyte,F1_Aged,7
4933424G05Rik,920.770628907564,3.01320713760359,8.255397675254716,FALSE,Cardiomyocyte,F1_Aged,18
4933427D14Rik,883.907979221587,0.878548285484424,9.9745572476114,FALSE,Cardiomyocyte,F1_Aged,11
4933431K23Rik,902.162788705658,0.740635102427702,10.250407191417054,FALSE,Cardiomyocyte,F1_Aged,8
4933434E20Rik,962.728574812469,0.43706096497717,11.105075563843934,FALSE,Cardiomyocyte,F1_Aged,3
5031425E22Rik,6.78382621418341,0.188915039087751,5.166282326823032,FALSE,Cardiomyocyte,F1_Aged,5
5330438D12Rik,964.000829571995,0.400543980347919,11.232854410816437,FALSE,Cardiomyocyte,F1_Aged,10
5330439K02Rik,934.881686959622,16.1984818349522,5.850853198847636,FALSE,Cardiomyocyte,F1_Aged,15
5430402O13Rik,962.128875549589,0.628539843573084,10.58000794339634,FALSE,Cardiomyocyte,F1_Aged,6
5430405H02Rik,962.563997341619,0.641995079560254,10.550102262180834,FALSE,Cardiomyocyte,F1_Aged,2
5430431A17Rik,685.611270268594,0.227244007168107,11.558926514720973,FALSE,Cardiomyocyte,F1_Aged,7
5730480H06Rik,952.498497702118,0.723733313844553,10.362040928747591,FALSE,Cardiomyocyte,F1_Aged,5
5730507A11Rik,906.109553702544,1.55543109483508,9.186226269247456,FALSE,Cardiomyocyte,F1_Aged,2
5830417I10Rik,1e-6,0.323197611205824,-17.302061473235753,TRUE,Cardiomyocyte,F1_Aged,3
5830418P13Rik,956.799412397424,1.2043866493626,9.63377287596928,FALSE,Cardiomyocyte,F1_Aged,9
6030443J06Rik,965.877908530154,0.621124961012018,10.602739254435017,FALSE,Cardiomyocyte,F1_Aged,5
6030458C11Rik,962.723921301512,0.576699558830732,10.705084003953258,FALSE,Cardiomyocyte,F1_Aged,15
6230400D17Rik,962.459183992145,0.532843899568146,10.818793991699186,FALSE,Cardiomyocyte,F1_Aged,14
6430548M08Rik,959.321056901349,0.58346096089948,10.68315940860088,FALSE,Cardiomyocyte,F1_Aged,8
6430590A07Rik,961.827083406743,0.498859941504375,10.912924119329677,FALSE,Cardiomyocyte,F1_Aged,3
6530409C15Rik,955.760101806023,0.482802147568578,10.950997748150721,FALSE,Cardiomyocyte,F1_Aged,6
6720427I07Rik,970.819649033255,0.384326048813477,11.30265307816601,FALSE,Cardiomyocyte,F1_Aged,13
6820431F20Rik,980.433915424474,0.282142264298342,11.762776769236538,FALSE,Cardiomyocyte,F1_Aged,8
9230114K14Rik,957.800468349295,0.840310679776335,10.154584890418104,FALSE,Cardiomyocyte,F1_Aged,5
9330111N05Rik,896.472500304649,3.21300607157099,8.12419136377113,FALSE,Cardiomyocyte,F1_Aged,13
9330136K24Rik,909.860113391388,2.17041441231091,8.711529748836115,FALSE,Cardiomyocyte,F1_Aged,17
9330158H04Rik,958.294294194077,0.666763229590269,10.489076355819147,FALSE,Cardiomyocyte,F1_Aged,6
9330159M07Rik,1e-6,0.237113190839963,-16.855222482435103,TRUE,Cardiomyocyte,F1_Aged,9
9330162G02Rik,962.762293222274,0.330011413321201,11.510443633592484,FALSE,Cardiomyocyte,F1_Aged,7
9430037G07Rik,1e-6,0.482645002688897,-17.880605904885133,TRUE,Cardiomyocyte,F1_Aged,9
9430038I01Rik,952.671349219361,0.551784591758068,10.753655102415134,FALSE,Cardiomyocyte,F1_Aged,7
9530026P05Rik,3.08901947237629,0.304972774719268,3.3403923394046893,FALSE,Cardiomyocyte,F1_Aged,6
9630014M24Rik,890.399039474916,1.23970324123217,9.4883122527913,FALSE,Cardiomyocyte,F1_Aged,18
9630050E16Rik,951.145924791548,0.595943175765074,10.640273787911935,FALSE,Cardiomyocyte,F1_Aged,14
9930024M15Rik,953.614132325298,0.527192323899262,10.820857801591103,FALSE,Cardiomyocyte,F1_Aged,10
A330023F24Rik,948.135682124479,0.407356597192496,11.184582001078903,FALSE,Cardiomyocyte,F1_Aged,1
A330032B11Rik,964.332965436022,0.577726565312834,10.704926321075407,FALSE,Cardiomyocyte,F1_Aged,19
A330102I10Rik,339.482276192534,0.960326245551853,8.46559443558099,FALSE,Cardiomyocyte,F1_Aged,13
A430033K04Rik,946.898085521306,0.759257583195623,10.284402130485649,FALSE,Cardiomyocyte,F1_Aged,5
A430046D13Rik,961.902299204373,0.668796007379485,10.490106260590874,FALSE,Cardiomyocyte,F1_Aged,10
A530016L24Rik,945.157209298067,0.540616910093378,10.771729293322323,FALSE,Cardiomyocyte,F1_Aged,12
A630072M18Rik,962.255020817765,0.67433790907523,10.478729736883789,FALSE,Cardiomyocyte,F1_Aged,5
A730017L22Rik,1e-6,0.580390615135239,-18.146667151508268,TRUE,Cardiomyocyte,F1_Aged,2
A730056A06Rik,948.981509205241,2.36012193780869,8.651374157148702,FALSE,Cardiomyocyte,F1_Aged,7
A930002C04Rik,1e-6,1.76668363326463,-19.752613100084506,TRUE,Cardiomyocyte,F1_Aged,13
A930005H10Rik,962.7191640381,0.568005901069556,10.726990837263367,FALSE,Cardiomyocyte,F1_Aged,3
A930007I19Rik,958.541235528656,0.48759682089019,10.940933104294253,FALSE,Cardiomyocyte,F1_Aged,19
A930015D03Rik,962.189712480435,0.481124629364299,10.965692007449507,FALSE,Cardiomyocyte,F1_Aged,17
A930029G22Rik,951.757516129418,0.460228814834772,11.014023896154333,FALSE,Cardiomyocyte,F1_Aged,17
A930033H14Rik,962.169795321784,0.625945767603472,10.586035825596504,FALSE,Cardiomyocyte,F1_Aged,10
A930037H05Rik,917.749628577352,0.634773733421852,10.49764020741366,FALSE,Cardiomyocyte,F1_Aged,11
AA465934,945.157209298067,0.430718175916163,11.099591046138467,FALSE,Cardiomyocyte,F1_Aged,11
AA672651,957.800468349295,0.357804350662411,11.386334465418626,FALSE,Cardiomyocyte,F1_Aged,8
AI480526,882.21964629096,0.52029236902425,10.727596853956658,FALSE,Cardiomyocyte,F1_Aged,5
AI839979,1e-6,0.362605086915437,-17.46804361763529,TRUE,Cardiomyocyte,F1_Aged,5
AU020206,807.143567697555,1.29399104543401,9.28485275330281,FALSE,Cardiomyocyte,F1_Aged,7
AU040320,991.221238882696,0.456011937082443,11.085916632317954,FALSE,Cardiomyocyte,F1_Aged,4
AW011738,961.100981924533,0.955947427119964,9.973539519940173,FALSE,Cardiomyocyte,F1_Aged,4
AW146154,960.277019721338,1.45964491269589,9.361688408065755,FALSE,Cardiomyocyte,F1_Aged,7
AW554918,988.912127193488,0.70799237878436,10.447890749565849,FALSE,Cardiomyocyte,F1_Aged,18
Aaas,1e-6,0.679510547563248,-18.37413854267845,TRUE,Cardiomyocyte,F1_Aged,15
Aagab,959.162905839763,1.30108162538252,9.525919473624763,FALSE,Cardiomyocyte,F1_Aged,9
Aak1,3.89029468678747,0.173751337071667,4.48477552503856,FALSE,Cardiomyocyte,F1_Aged,6
Aamdc,966.857046760972,0.600468813302715,10.652995163172129,FALSE,Cardiomyocyte,F1_Aged,7
Aars1,955.846108089874,0.561062983269817,10.734397344177657,FALSE,Cardiomyocyte,F1_Aged,Unknown
Aarsd1,957.32965195766,0.420959684695867,11.15111458150346,FALSE,Cardiomyocyte,F1_Aged,11
Aasdh,961.563818120411,0.843394428264145,10.15495769594944,FALSE,Cardiomyocyte,F1_Aged,5
Aasdhppt,951.355388696125,0.407000476528875,11.190734633341284,FALSE,Cardiomyocyte,F1_Aged,9
Aatf,962.650973878554,0.499999784384334,10.910866746310449,FALSE,Cardiomyocyte,F1_Aged,11
Abca1,959.957160140615,0.418937283066379,11.162016585132207,FALSE,Cardiomyocyte,F1_Aged,4
Abca12,936.104929483345,1.57996725629804,9.210630871163076,FALSE,Cardiomyocyte,F1_Aged,1
Abca3,959.109324879323,0.844377656155619,10.149589446270108,FALSE,Cardiomyocyte,F1_Aged,17
Abca5,959.47532985973,0.646466564502327,10.535452011435108,FALSE,Cardiomyocyte,F1_Aged,11
Abca8a,962.283912423505,0.330257612457758,11.508650711524181,FALSE,Cardiomyocyte,F1_Aged,11
Abca8b,956.602781476204,1.8879957511144,8.984919895384317,FALSE,Cardiomyocyte,F1_Aged,11
Abcb10,959.961749200144,0.768004764635289,10.287644067444917,FALSE,Cardiomyocyte,F1_Aged,8
Abcb1b,908.634897240198,1.74913692487139,9.020912851639325,FALSE,Cardiomyocyte,F1_Aged,5
Abcb4,982.667482061488,0.581217447756145,10.72340710729831,FALSE,Cardiomyocyte,F1_Aged,5
Abcb8,962.563997341619,0.64822292766152,10.53617447420172,FALSE,Cardiomyocyte,F1_Aged,5
Abcb9,913.387458788157,0.874625093996054,10.028344876169147,FALSE,Cardiomyocyte,F1_Aged,5
Abcc1,894.336056446499,0.311822621069186,11.485871109513429,FALSE,Cardiomyocyte,F1_Aged,16
Abcc4,965.211906050261,0.776147100667621,10.280298031230156,FALSE,Cardiomyocyte,F1_Aged,14
Abcc5,657.877885212127,0.276949857883603,11.213974096316923,FALSE,Cardiomyocyte,F1_Aged,16
Abcc8,989.168363193594,0.539083047508198,10.84149016633655,FALSE,Cardiomyocyte,F1_Aged,7
Abcc9,947.974984491805,0.305580199510155,11.599077489299924,FALSE,Cardiomyocyte,F1_Aged,6
Abcd2,842.981479167446,14.0191982899473,5.910025079382495,FALSE,Cardiomyocyte,F1_Aged,15
Abcd3,16.1955811164116,0.226346615077879,6.160916407860441,FALSE,Cardiomyocyte,F1_Aged,3
Abce1,962.752485516308,0.416502849457726,11.174619399273451,FALSE,Cardiomyocyte,F1_Aged,8
Abcf3,960.612250455585,0.373500487690683,11.32862450378471,FALSE,Cardiomyocyte,F1_Aged,16
Abcg2,957.596280116698,0.657240794925441,10.508777607958983,FALSE,Cardiomyocyte,F1_Aged,6
Abhd12,963.747847943315,0.533645433231039,10.818555816990639,FALSE,Cardiomyocyte,F1_Aged,2
Abhd13,955.671918530413,0.405686893043513,11.201929464428142,FALSE,Cardiomyocyte,F1_Aged,8
Abhd14b,960.612250455585,0.53212074085524,10.81798214439685,FALSE,Cardiomyocyte,F1_Aged,9
Abhd17b,962.508374050457,1.15111633037491,9.707620392718905,FALSE,Cardiomyocyte,F1_Aged,19
Abhd17c,954.030233868674,0.565086760622677,10.721344331285295,FALSE,Cardiomyocyte,F1_Aged,7
Abhd18,8.46463657823915,0.270609835656344,4.9671567858224215,FALSE,Cardiomyocyte,F1_Aged,3
Abhd2,349.857045863513,0.669292112187965,9.029911668194165,FALSE,Cardiomyocyte,F1_Aged,7
Abhd4,931.554909983918,0.976887325369959,9.897231449225082,FALSE,Cardiomyocyte,F1_Aged,14
Abhd5,961.177040480211,0.592763758684104,10.6631267951187,FALSE,Cardiomyocyte,F1_Aged,9
Abhd6,981.352417601321,0.593646025274991,10.690950229499853,FALSE,Cardiomyocyte,F1_Aged,14
Abi1,863.504828611453,0.303110493942085,11.476139971542938,FALSE,Cardiomyocyte,F1_Aged,2
Abi2,954.289214249542,0.48196855368871,10.951268839554064,FALSE,Cardiomyocyte,F1_Aged,1
Abi3bp,849.519767694307,3.02604172455257,8.133071352674829,FALSE,Cardiomyocyte,F1_Aged,16
Abl2,991.863712759994,0.468310153839756,11.048458787195303,FALSE,Cardiomyocyte,F1_Aged,1
Ablim1,0.125238182693331,0.106870634832733,0.22880700541723495,FALSE,Cardiomyocyte,F1_Aged,19
Ablim2,979.57635867567,0.415326664598441,11.203692270548888,FALSE,Cardiomyocyte,F1_Aged,5
Ablim3,888.815548667037,0.646367896351382,10.425310564865839,FALSE,Cardiomyocyte,F1_Aged,18
Abra,2.27468058542046,0.35310826691922,2.687478019575771,FALSE,Cardiomyocyte,F1_Aged,15
Abraxas1,915.616780322711,0.63197238216925,10.500664393958251,FALSE,Cardiomyocyte,F1_Aged,5
Abraxas2,961.926622131113,0.39963378378062,11.233028973201979,FALSE,Cardiomyocyte,F1_Aged,7
Abtb2,2.75455370287634,0.242879501104357,3.503500536249325,FALSE,Cardiomyocyte,F1_Aged,2
Abtb3,959.915022859103,1.31909459140338,9.507213770478844,FALSE,Cardiomyocyte,F1_Aged,10
Acaa2,989.949741490136,0.674257943551115,10.519836816467569,FALSE,Cardiomyocyte,F1_Aged,18
Acaca,991.751953954459,0.410774406097864,11.237413813539595,FALSE,Cardiomyocyte,F1_Aged,11
Acacb,0.571939546741111,0.132968244423905,2.104772595320827,FALSE,Cardiomyocyte,F1_Aged,5
Acad10,840.363430152376,0.387581650772389,11.082293675079871,FALSE,Cardiomyocyte,F1_Aged,5
Acad11,990.303022962506,0.39128210395327,11.30544151494391,FALSE,Cardiomyocyte,F1_Aged,9
Acad12,962.724011449907,0.433002166856099,11.118528983000456,FALSE,Cardiomyocyte,F1_Aged,5
Acadl,14.5699428851761,0.25881906793734,5.8149020279483015,FALSE,Cardiomyocyte,F1_Aged,1
Acadm,36.7067197551193,0.234817399119403,7.288354970064695,FALSE,Cardiomyocyte,F1_Aged,3
Acadsb,986.487939423971,0.377740232906075,11.350687427224928,FALSE,Cardiomyocyte,F1_Aged,7
Acadvl,932.933244072721,0.528351276427693,10.786057978484289,FALSE,Cardiomyocyte,F1_Aged,11
Acap2,962.416213020982,0.498191413496221,10.915742180456604,FALSE,Cardiomyocyte,F1_Aged,16
Acat1,30.5877070196017,0.272452774741732,6.810796718497651,FALSE,Cardiomyocyte,F1_Aged,9
Acbd3,961.963050498157,0.443210995128762,11.083768839411302,FALSE,Cardiomyocyte,F1_Aged,1
Acbd5,961.922314885986,1.22803586023447,9.613422712839606,FALSE,Cardiomyocyte,F1_Aged,2
Acbd6,983.261706729318,0.661435325366809,10.53775746519529,FALSE,Cardiomyocyte,F1_Aged,1
Acer2,925.340749979789,0.940289247513484,9.942662856936213,FALSE,Cardiomyocyte,F1_Aged,4
Acer3,966.714100301285,0.957463037584473,9.97965527049732,FALSE,Cardiomyocyte,F1_Aged,7
Acin1,939.950168563817,0.400720083826461,11.195770141813615,FALSE,Cardiomyocyte,F1_Aged,14
Ackr3,782.782666212924,0.563544594014454,10.439863758786522,FALSE,Cardiomyocyte,F1_Aged,1
Acly,904.809187787991,0.704218572073482,10.327372541386254,FALSE,Cardiomyocyte,F1_Aged,11
Aco1,959.772297234902,0.511216828123163,10.87453830856222,FALSE,Cardiomyocyte,F1_Aged,4
Aco2,1.28731861390412,0.170670100848895,2.9150795907645026,FALSE,Cardiomyocyte,F1_Aged,15
Acot11,908.127313994177,0.56154941889538,10.659263294074773,FALSE,Cardiomyocyte,F1_Aged,4
Acot13,726.424917459001,0.333294636144654,11.089795548420895,FALSE,Cardiomyocyte,F1_Aged,13
Acot7,977.571791227571,0.490108687008048,10.96188227967711,FALSE,Cardiomyocyte,F1_Aged,4
Acox1,6.44811839372481,0.242201012877068,4.734595697079216,FALSE,Cardiomyocyte,F1_Aged,11
Acsf2,952.498497702118,0.884252301186325,10.073041403384421,FALSE,Cardiomyocyte,F1_Aged,11
Acsl1,6.26493776414707,0.224482766105338,4.802617385072641,FALSE,Cardiomyocyte,F1_Aged,8
Acsl6,957.044798360569,1.21483455685088,9.621681608488492,FALSE,Cardiomyocyte,F1_Aged,11
Acsm5,1e-6,0.33060818853143,-17.334767296055883,TRUE,Cardiomyocyte,F1_Aged,7
Acss1,1.79958546005685,0.250093996817309,2.847117315729786,FALSE,Cardiomyocyte,F1_Aged,2
Acss2,962.594201120119,0.652817294101518,10.526030531471946,FALSE,Cardiomyocyte,F1_Aged,2
Acss3,925.340749979789,1.57754241207045,9.196161209764336,FALSE,Cardiomyocyte,F1_Aged,10
Actb,960.571796771434,0.389084538314562,11.269590377925807,FALSE,Cardiomyocyte,F1_Aged,5
Actc1,1.12919219255675,0.222054207365038,2.346302027388644,FALSE,Cardiomyocyte,F1_Aged,2
Actc1dt,670.191821339054,0.353906525853897,10.886985926547707,FALSE,Cardiomyocyte,F1_Aged,Unknown
Actg1,1e-6,0.325709433411057,-17.313230408445442,TRUE,Cardiomyocyte,F1_Aged,11
Actl6a,958.541235528656,0.664976567725633,10.493319109027293,FALSE,Cardiomyocyte,F1_Aged,3
