gene,theta_glm,theta_asp,log2_ratio,underdisp,celltype,condition,chromosome
Ankrd55,1e-6,0.592017346978239,-18.17528236090653,TRUE,Cardiomyocyte,F1_Aged,13
Anks6,1e-6,0.478241522022695,-17.86738288467026,TRUE,Cardiomyocyte,F1_Aged,4
Asb18,1e-6,0.341048094385221,-17.37961990614359,TRUE,Cardiomyocyte,F1_Aged,1
Atp2a2,0.0817023325282507,0.0901888905240168,-0.14257080495694302,TRUE,Cardiomyocyte,F1_Aged,5
Avil,1e-6,1.79348285720746,-19.77433332926608,TRUE,Cardiomyocyte,F1_Aged,10
BB218582,1e-6,0.412292739011082,-17.65331302742547,TRUE,Cardiomyocyte,F1_Aged,2
Bend6,1e-6,2.10514852545675,-20.005491278612826,TRUE,Cardiomyocyte,F1_Aged,1
Best3,1e-6,0.836323750549462,-18.67370373376629,TRUE,Cardiomyocyte,F1_Aged,10
Blcap,1e-6,0.330462483974051,-17.3341313380001,TRUE,Cardiomyocyte,F1_Aged,2
Cacna1c,0.0518710454050049,0.0723047848908519,-0.4791538171395291,TRUE,Cardiomyocyte,F1_Aged,6
Cd28,1e-6,0.354429680811235,-17.435143968675053,TRUE,Cardiomyocyte,F1_Aged,1
Cdcp3,1e-6,0.255063630655649,-16.960503331372283,TRUE,Cardiomyocyte,F1_Aged,7
Cdh19,1e-6,2.78573626006935,-20.409627764280618,TRUE,Cardiomyocyte,F1_Aged,1
Cdh8,1e-6,1.34224534716061,-19.356218048023745,TRUE,Cardiomyocyte,F1_Aged,8
Cfap58,1e-6,0.620537093532933,-18.24316025153565,TRUE,Cardiomyocyte,F1_Aged,19
Cfap96,1e-6,0.414579892677937,-17.661294101077072,TRUE,Cardiomyocyte,F1_Aged,Unknown
Chrna9,1e-6,0.226489303496592,-16.789089761366924,TRUE,Cardiomyocyte,F1_Aged,5
Clvs1,1e-6,0.333018002953755,-17.34524497811452,TRUE,Cardiomyocyte,F1_Aged,4
Cntnap5b,1e-6,0.310905497443406,-17.246121241425953,TRUE,Cardiomyocyte,F1_Aged,1
Cubn,1e-6,0.579421966729441,-18.144257344633655,TRUE,Cardiomyocyte,F1_Aged,2
Cyfip2,1e-6,0.28050970479852,-17.09769630218729,TRUE,Cardiomyocyte,F1_Aged,11
Cyp2d22,1e-6,1.43305324026338,-19.45066178511968,TRUE,Cardiomyocyte,F1_Aged,15
D830032E09Rik,1e-6,0.193792444606773,-16.56416024439902,TRUE,Cardiomyocyte,F1_Aged,1
Dapk2,1e-6,0.583299410766039,-18.153879564549264,TRUE,Cardiomyocyte,F1_Aged,9
Dixdc1,1e-6,0.640930877459027,-18.289811500118923,TRUE,Cardiomyocyte,F1_Aged,9
Dnah7b,1e-6,5.47045254225048,-21.383229017704103,TRUE,Cardiomyocyte,F1_Aged,1
Dock3,1e-6,0.313531983192962,-17.25825769477166,TRUE,Cardiomyocyte,F1_Aged,9
Enpp2,1e-6,0.624058849497468,-18.251324869602367,TRUE,Cardiomyocyte,F1_Aged,15
Ephb1,1e-6,0.288206819922492,-17.136749955023532,TRUE,Cardiomyocyte,F1_Aged,9
Fancc,1e-6,0.542634934593259,-18.049625063786934,TRUE,Cardiomyocyte,F1_Aged,13
Fmn1,1e-6,0.177949198453658,-16.441114016208076,TRUE,Cardiomyocyte,F1_Aged,2
Foxo6os,1e-6,0.545593173234064,-18.057468711373662,TRUE,Cardiomyocyte,F1_Aged,4
Gck,1e-6,0.362992866947215,-17.469585647452366,TRUE,Cardiomyocyte,F1_Aged,11
Gcnt1,1e-6,0.796257264607972,-18.602876916056374,TRUE,Cardiomyocyte,F1_Aged,19
Gdnf,1e-6,1.67560532468961,-19.676251804201712,TRUE,Cardiomyocyte,F1_Aged,15
Glt28d2,1e-6,0.226811099294012,-16.791138077353093,TRUE,Cardiomyocyte,F1_Aged,3
Gm11734,1e-6,0.336464884883781,-17.360100708235088,TRUE,Cardiomyocyte,F1_Aged,11
Gm11816,1e-6,0.341803144369861,-17.382810364211537,TRUE,Cardiomyocyte,F1_Aged,4
Gm11884,1e-6,0.722627096510488,-18.462893823738476,TRUE,Cardiomyocyte,F1_Aged,4
Gm11967,1e-6,0.437763671070036,-17.73979600381023,TRUE,Cardiomyocyte,F1_Aged,11
Gm12224,1e-6,0.742801368481899,-18.502618889860447,TRUE,Cardiomyocyte,F1_Aged,11
Gm12381,1e-6,0.486136924871393,-17.891006161308912,TRUE,Cardiomyocyte,F1_Aged,4
Gm13274,1e-6,0.654974070162232,-18.321080469884173,TRUE,Cardiomyocyte,F1_Aged,4
Gm13481,1e-6,0.109888612484482,-15.745695493795903,TRUE,Cardiomyocyte,F1_Aged,2
Gm13483,1e-6,0.331887782715176,-17.340340344001667,TRUE,Cardiomyocyte,F1_Aged,2
Gm14221,1e-6,0.922577908209591,-18.815312784649556,TRUE,Cardiomyocyte,F1_Aged,2
Gm14964,1e-6,0.340142156626302,-17.375782538114898,TRUE,Cardiomyocyte,F1_Aged,19
Gm16316,1e-6,1.4897131362702,-19.50660408541279,TRUE,Cardiomyocyte,F1_Aged,2
Gm19299,1e-6,0.404061882381116,-17.62422030464126,TRUE,Cardiomyocyte,F1_Aged,9
Gm20186,1e-6,0.999353087476926,-18.930636413452294,TRUE,Cardiomyocyte,F1_Aged,6
Gm20618,1e-6,0.938069747266777,-18.839337206220122,TRUE,Cardiomyocyte,F1_Aged,6
Gm24474,1e-6,0.275346406989562,-17.070893496795534,TRUE,Cardiomyocyte,F1_Aged,12
Gm26760,1e-6,0.528997156672536,-18.01290316962295,TRUE,Cardiomyocyte,F1_Aged,15
Gm26779,1e-6,0.65068528332356,-18.311602616012546,TRUE,Cardiomyocyte,F1_Aged,5
Gm26782,1e-6,0.547446020614158,-18.06235982856519,TRUE,Cardiomyocyte,F1_Aged,14
Gm26881,1e-6,0.466515283218312,-17.831567912016155,TRUE,Cardiomyocyte,F1_Aged,4
Gm26901,1e-6,0.752630447477727,-18.521584045761706,TRUE,Cardiomyocyte,F1_Aged,1
Gm28403,1e-6,5.97918772319827,-21.51151831722269,TRUE,Cardiomyocyte,F1_Aged,1
Gm30735,1e-6,1.62354203355037,-19.630714194457507,TRUE,Cardiomyocyte,F1_Aged,3
Gm32027,1e-6,0.607919879374854,-18.213524044221966,TRUE,Cardiomyocyte,F1_Aged,19
Gm32828,1e-6,3.82939506552106,-20.86868545181904,TRUE,Cardiomyocyte,F1_Aged,12
Gm34240,1e-6,0.529705381103296,-18.014833362590007,TRUE,Cardiomyocyte,F1_Aged,3
Gm35212,1e-6,3.9371697042628,-20.908727834235265,TRUE,Cardiomyocyte,F1_Aged,5
Gm35268,1e-6,1.23780866560733,-19.239358061909364,TRUE,Cardiomyocyte,F1_Aged,19
Gm35533,1e-6,0.215668530027026,-16.7184628401608,TRUE,Cardiomyocyte,F1_Aged,10
Gm35992,1e-6,0.554804031350589,-18.08162134550069,TRUE,Cardiomyocyte,F1_Aged,1
Gm36235,1e-6,0.437120726698669,-17.73767556205805,TRUE,Cardiomyocyte,F1_Aged,12
Gm37184,1e-6,0.69640257083343,-18.409564074913582,TRUE,Cardiomyocyte,F1_Aged,1
Gm39214,1e-6,0.72752746783861,-18.47264417552446,TRUE,Cardiomyocyte,F1_Aged,8
Gm40124,1e-6,0.18692398853944,-16.512099919026273,TRUE,Cardiomyocyte,F1_Aged,3
Gm40528,1e-6,0.63344021793901,-18.27285122083903,TRUE,Cardiomyocyte,F1_Aged,9
Gm40652,1e-6,0.863767216066102,-18.720284705351446,TRUE,Cardiomyocyte,F1_Aged,10
Gm43597,1e-6,0.467991947730171,-17.836127264178465,TRUE,Cardiomyocyte,F1_Aged,5
Gm45037,1e-6,0.387341139705564,-17.56324893794387,TRUE,Cardiomyocyte,F1_Aged,7
Gm45670,1e-6,0.535471814996385,-18.030453808207035,TRUE,Cardiomyocyte,F1_Aged,7
Gm47200,1e-6,3.54269918517112,-20.75641794624835,TRUE,Cardiomyocyte,F1_Aged,10
Gm56602,1e-6,0.929038441444773,-18.825380320526875,TRUE,Cardiomyocyte,F1_Aged,16
Gm56646,1e-6,0.190493697775372,-16.539391316776754,TRUE,Cardiomyocyte,F1_Aged,19
Gm56707,1e-6,0.883015006749375,-18.752080064800516,TRUE,Cardiomyocyte,F1_Aged,15
Gm56730,1e-6,0.901712329096866,-18.782309322079985,TRUE,Cardiomyocyte,F1_Aged,15
Gm56843,1e-6,0.943785912436374,-18.848101640090363,TRUE,Cardiomyocyte,F1_Aged,8
Gm57127,1e-6,1.0322056732125,-18.977300432107274,TRUE,Cardiomyocyte,F1_Aged,4
Gm57283,1e-6,0.193971364175588,-16.56549159640128,TRUE,Cardiomyocyte,F1_Aged,5
Gm57414,1e-6,1.75218691487462,-19.74072607561019,TRUE,Cardiomyocyte,F1_Aged,11
Gm5860,1e-6,4.11401248282155,-20.97211509132701,TRUE,Cardiomyocyte,F1_Aged,4
Gm6994,1e-6,0.737108042220759,-18.491518530710486,TRUE,Cardiomyocyte,F1_Aged,14
Gm7933,1e-6,0.460365196880572,-17.812422379620376,TRUE,Cardiomyocyte,F1_Aged,1
Gm8189,1e-6,0.249008363869439,-16.925840469557464,TRUE,Cardiomyocyte,F1_Aged,19
Gramd1a,1e-6,0.393217392420278,-17.584971278396456,TRUE,Cardiomyocyte,F1_Aged,7
Grm1,1e-6,0.086095618805665,-15.393668960631691,TRUE,Cardiomyocyte,F1_Aged,10
Gsap,1e-6,0.314446508847001,-17.262459680582648,TRUE,Cardiomyocyte,F1_Aged,5
Gsdma3,1e-6,0.347690728605845,-17.407449220992522,TRUE,Cardiomyocyte,F1_Aged,11
Gsta5,1e-6,4.13181935768724,-20.978346099735347,TRUE,Cardiomyocyte,F1_Aged,9
Hdnr,1e-6,0.614354016110891,-18.228713058318732,TRUE,Cardiomyocyte,F1_Aged,8
Hebp1,1e-6,2.12614860374836,-20.01981168312277,TRUE,Cardiomyocyte,F1_Aged,6
Hhat,1e-6,0.647562008350809,-18.304661049340552,TRUE,Cardiomyocyte,F1_Aged,1
Iigp1,1e-6,0.331642356186324,-17.33927309908174,TRUE,Cardiomyocyte,F1_Aged,18
Inhca,1e-6,0.883762930929687,-18.753301525999323,TRUE,Cardiomyocyte,F1_Aged,9
Ino80c,1e-6,0.357428053584765,-17.44729738290426,TRUE,Cardiomyocyte,F1_Aged,18
Ip6k3,1e-6,0.810739417076716,-18.62888054061391,TRUE,Cardiomyocyte,F1_Aged,17
Iqub,1e-6,1.31512729736673,-19.326772117850133,TRUE,Cardiomyocyte,F1_Aged,6
Kcnq5,1e-6,0.674008176678781,-18.362408708364484,TRUE,Cardiomyocyte,F1_Aged,1
Kcnv2,1e-6,1.10056778931797,-19.06981789075206,TRUE,Cardiomyocyte,F1_Aged,19
Kitl,1e-6,0.651933993570272,-18.314368590535178,TRUE,Cardiomyocyte,F1_Aged,10
Klhl32,1e-6,0.629289796337685,-18.26336731743405,TRUE,Cardiomyocyte,F1_Aged,4
Lin28b,1e-6,0.759156783112262,-18.534040240520742,TRUE,Cardiomyocyte,F1_Aged,10
Lrrc69,1e-6,1.68953381238237,-19.688194646451507,TRUE,Cardiomyocyte,F1_Aged,4
Lyrm4,1e-6,0.494737149639647,-17.916305625548173,TRUE,Cardiomyocyte,F1_Aged,13
Mfsd4b1,1e-6,0.431781340579983,-17.719944714372797,TRUE,Cardiomyocyte,F1_Aged,10
Mtor,1e-6,0.628099732925212,-18.26063642724398,TRUE,Cardiomyocyte,F1_Aged,4
Muc4,1e-6,0.594072521102237,-18.18028196096106,TRUE,Cardiomyocyte,F1_Aged,16
Myh6,0.0740849459545652,0.0878557511778395,-0.24595326115685448,TRUE,Cardiomyocyte,F1_Aged,14
Myo16,1e-6,0.44326682985584,-17.75781913720715,TRUE,Cardiomyocyte,F1_Aged,8
Myo3b,1e-6,1.24154907990026,-19.243711025415305,TRUE,Cardiomyocyte,F1_Aged,2
Nbr1,1e-6,0.30155654775646,-17.202073819648152,TRUE,Cardiomyocyte,F1_Aged,11
Ndrg4,1e-6,0.355545922219346,-17.43968044211857,TRUE,Cardiomyocyte,F1_Aged,8
Neat1,0.0775164619498211,0.0861628012405912,-0.15256056256283054,TRUE,Cardiomyocyte,F1_Aged,19
Nek10,1e-6,0.542560344225381,-18.049426738273027,TRUE,Cardiomyocyte,F1_Aged,14
Nim1k,1e-6,0.679940824785842,-18.37505179038315,TRUE,Cardiomyocyte,F1_Aged,13
Nle1,1e-6,0.329698494147983,-17.3307921479457,TRUE,Cardiomyocyte,F1_Aged,11
Ntng1,1e-6,0.630547800466907,-18.26624850473196,TRUE,Cardiomyocyte,F1_Aged,3
Ogdhl,1e-6,0.300258795439211,-17.195851786482816,TRUE,Cardiomyocyte,F1_Aged,14
Or5m3b,1e-6,0.322755399290956,-17.300086174566655,TRUE,Cardiomyocyte,F1_Aged,2
Orm3,1e-6,0.975417699554004,-18.895662104689652,TRUE,Cardiomyocyte,F1_Aged,4
Pah,1e-6,0.387681005777626,-17.564514248530692,TRUE,Cardiomyocyte,F1_Aged,10
Pak5,1e-6,1.27479563741924,-19.281835688104675,TRUE,Cardiomyocyte,F1_Aged,2
Parg,1e-6,2.39588932711488,-20.19213043899143,TRUE,Cardiomyocyte,F1_Aged,14
Pcolce2,1e-6,0.807046724454235,-18.622294463674255,TRUE,Cardiomyocyte,F1_Aged,9
Pdlim5,0.0898485160689727,0.0949822321944056,-0.080162117276944,TRUE,Cardiomyocyte,F1_Aged,3
Pik3cd,1e-6,0.567479181723037,-18.11421048405773,TRUE,Cardiomyocyte,F1_Aged,4
Pkd2l2,1e-6,0.56909098853667,-18.118302344331234,TRUE,Cardiomyocyte,F1_Aged,18
Pla2g4e,1e-6,0.282853931289046,-17.10970279756358,TRUE,Cardiomyocyte,F1_Aged,2
Plet1os,1e-6,1.78902837335153,-19.770745643936298,TRUE,Cardiomyocyte,F1_Aged,9
Ppp1r3c,1e-6,1.7199514015714,-19.713937209270686,TRUE,Cardiomyocyte,F1_Aged,19
Proser2,1e-6,0.413707016540999,-17.65825338780365,TRUE,Cardiomyocyte,F1_Aged,2
Ptcd1,1e-6,0.304274779189796,-17.21501997216215,TRUE,Cardiomyocyte,F1_Aged,5
Ptx4,1e-6,0.500598563327946,-17.933297507003445,TRUE,Cardiomyocyte,F1_Aged,17
Pus7l,1e-6,0.430607343158127,-17.71601674683617,TRUE,Cardiomyocyte,F1_Aged,15
Pyroxd2,1e-6,0.566850911114612,-18.112612357742655,TRUE,Cardiomyocyte,F1_Aged,19
Rbm20,0.0617865819430993,0.0797728187998703,-0.3685984271946677,TRUE,Cardiomyocyte,F1_Aged,19
Rec114,1e-6,0.802117837095039,-18.613456467958503,TRUE,Cardiomyocyte,F1_Aged,9
Redic1,1e-6,0.681440094581449,-18.378229426803806,TRUE,Cardiomyocyte,F1_Aged,Unknown
Rgs6,1e-6,0.310937559528718,-17.24627001099806,TRUE,Cardiomyocyte,F1_Aged,12
Rmdn2,1e-6,4.27058232844638,-21.02600171354431,TRUE,Cardiomyocyte,F1_Aged,17
Rnf17,1e-6,1.63219310310857,-19.63838120441581,TRUE,Cardiomyocyte,F1_Aged,14
Rnf180,1e-6,0.494724825739304,-17.916269687645727,TRUE,Cardiomyocyte,F1_Aged,13
Rusc2,1e-6,0.821944936978248,-18.648683979026973,TRUE,Cardiomyocyte,F1_Aged,4
Scin,1e-6,1.12514195835271,-19.101676888280622,TRUE,Cardiomyocyte,F1_Aged,12
Sgo2a,1e-6,0.381896887204955,-17.542827412916836,TRUE,Cardiomyocyte,F1_Aged,1
Sh3d19,1e-6,1.57329970308842,-19.585363007015967,TRUE,Cardiomyocyte,F1_Aged,3
Shisa6,1e-6,0.710556819803031,-18.438592524255483,TRUE,Cardiomyocyte,F1_Aged,11
Slc10a6,1e-6,0.685017264185867,-18.38578292864005,TRUE,Cardiomyocyte,F1_Aged,5
Slc36a2,1e-6,0.359758607483796,-17.45667368950287,TRUE,Cardiomyocyte,F1_Aged,11
Slc8a1,0.0837174780836496,0.0913655982601648,-0.12612075706835738,TRUE,Cardiomyocyte,F1_Aged,17
Smco2,1e-6,1.24524724861424,-19.24800195125029,TRUE,Cardiomyocyte,F1_Aged,6
Sntb1,1e-6,0.773369844664127,-18.560800851669374,TRUE,Cardiomyocyte,F1_Aged,15
Snurf,1e-6,2.00610039088761,-19.93596309273897,TRUE,Cardiomyocyte,F1_Aged,7
Sorbs1,0.0589380492326992,0.0788903556578501,-0.42064344083770683,TRUE,Cardiomyocyte,F1_Aged,19
Sparc,1e-6,0.470339642700805,-17.84334647703344,TRUE,Cardiomyocyte,F1_Aged,11
Spata31f1e,1e-6,3.49799331957734,-20.73809651578092,TRUE,Cardiomyocyte,F1_Aged,Unknown
Stard9,1e-6,1.3044134770778,-19.314970927400257,TRUE,Cardiomyocyte,F1_Aged,2
Sycp2,1e-6,1.5967325742285,-19.606692178751477,TRUE,Cardiomyocyte,F1_Aged,2
Syndig1,1e-6,4.47872198574857,-21.094656005902724,TRUE,Cardiomyocyte,F1_Aged,2
Them7,1e-6,0.616924375027997,-18.23473646204771,TRUE,Cardiomyocyte,F1_Aged,2
Thsd4,1e-6,1.67609173692995,-19.676670543783633,TRUE,Cardiomyocyte,F1_Aged,9
Timp3,1e-6,0.442207187336445,-17.754366210853593,TRUE,Cardiomyocyte,F1_Aged,10
Tmem144,1e-6,0.588424410925624,-18.166500024606698,TRUE,Cardiomyocyte,F1_Aged,3
Tmem243,1e-6,0.711549080191817,-18.440605774269052,TRUE,Cardiomyocyte,F1_Aged,5
Tmprss13,1e-6,0.773321177999383,-18.56071006292865,TRUE,Cardiomyocyte,F1_Aged,9
Tmx1,1e-6,0.596713386325037,-18.186681034017056,TRUE,Cardiomyocyte,F1_Aged,12
Trafd1,1e-6,0.443065820352952,-17.75716476717233,TRUE,Cardiomyocyte,F1_Aged,5
Trim7,1e-6,0.33192575739872,-17.340505407590502,TRUE,Cardiomyocyte,F1_Aged,11
Tsnax,1e-6,0.283980891562597,-17.11543941196337,TRUE,Cardiomyocyte,F1_Aged,8
Unc13c,1e-6,2.84802837595043,-20.441532596358627,TRUE,Cardiomyocyte,F1_Aged,9
Zbtb20,1e-6,0.378103761635386,-17.528426492353606,TRUE,Cardiomyocyte,F1_Aged,16
Zfp141,1e-6,0.834279666541303,-18.67017328749429,TRUE,Cardiomyocyte,F1_Aged,7
Zfp217,1e-6,0.34141916743134,-17.381188754225548,TRUE,Cardiomyocyte,F1_Aged,2
Zfp697,1e-6,0.493901167165041,-17.913865773486027,TRUE,Cardiomyocyte,F1_Aged,3
Zfp968-ps,1e-6,0.21843206795923,-16.736831752716093,TRUE,Cardiomyocyte,F1_Aged,2
Thoc2,1e-6,0.500522613960857,-17.933078609313423,TRUE,Cardiomyocyte,F1_Aged,X
