gene,padj_Aged,padj_Young
5031425E22Rik,1,1.82224220597265e-13
Acvr1,1,0.0307443354719294
Adam10,1,0.00797128962438788
Adamtsl3,1,0.00393609721525343
Adgrl4,1,1.03677078081448e-14
Adh6b,1,7.50423655386721e-6
Ago3,1,5.33595404883543e-6
Akap10,1,0.0758622971127621
Anapc1,1,0.083317749628238
Anxa2,0.120398929387391,5.22678925825914e-14
Apc,1,1.45048789905711e-6
Arf4,1,0.0336383374545025
Arhgap21,1,3.10724134397146e-5
Arpc2,1,4.24359131543738e-7
Ascc3,1,2.4827774635684e-4
Atad2,1,0.0121626421270741
Atf2,1,0.00102299702529578
Atf3,1,2.63347448910178e-8
Atf6,1,0.0134927784209676
Atp10d,1,3.76398257295509e-16
Atp6v0b,1,2.74728062440859e-6
Atp6v1h,1,1.66246742849799e-5
B4galt1,1,6.3959565640544e-8
Bbs9,1,0.0079793908368478
Bcas3,1,0.00298143765542179
Brd10,1,0.00768484472957112
Brwd1,1,4.854737956896e-10
Cast,1,0.0644261554080834
Ccdc88a,0.113842222624674,0.0691983177156977
Ccnt2,1,0.0181962579128456
Cd9,1,8.15891250335772e-5
Cd93,1,2.30185568300483e-8
Cdc42bpa,0.464677366852765,0.00277656923838019
Cdh4,0.564165714418388,7.04260642638139e-6
Celf2,1,6.9438366547306e-4
Chd9,0.161678300088926,0.038133764811179
Chn1,0.752210891549304,5.10833947557264e-7
Cnn3,1,0.00166017673830933
Crybg3,1,5.13214157511193e-5
Cstf3,1,4.26784286881954e-8
Ctnnd1,1,8.58343367835612e-17
Cttnbp2nl,1,0.0219318245952073
Cux1,1,8.708582240100749e-11
Daam1,1,4.09396389367828e-8
Dennd2a,0.861659159530806,0.00158426044579275
Dennd4a,1,1.37256533212761e-9
Dhx15,1,0.0381793648401686
Dlc1,1,0.0068865640764708
Dleu2,1,0.0114640709748847
Dock6,1,5.865587863122799e-12
Dock7,1,7.58600654996216e-8
Elf1,0.42608986418441003,5.27198969202106e-16
Elf2,1,5.28433662033367e-12
Elk3,1,1.71918459564161e-5
Eml4,1,0.0019230609014058
Emp1,0.563984289315474,7.0058940820872e-4
Epb41,1,5.0721855531269e-4
Eps15,1,0.00272608542122221
Erc1,1,0.0700724165655183
Fam135a,1,3.26584946893104e-10
Fam193a,1,8.7058659379395e-4
Fam222b,1,7.34161478951065e-6
Far1,1,4.21287710431445e-12
Fchsd2,1,3.27014646913261e-17
Fer,1,0.0482274005176763
Fgd5,1,8.8259585296525e-7
Fgfr1op2,1,1.5311022385056e-4
Fli1,1,0.00225294025975085
Fnbp1,1,0.0916024687564791
Fnip1,0.22477708463271,8.04473973454563e-9
Foxn3,1,7.27802525539254e-10
Gatad2b,1,0.00630400291361091
Gbf1,0.109108308740461,0.0185707824522456
Gda,0.156263860926071,4.91669026680904e-11
Gdi2,1,0.0652418936103816
Gigyf2,1,3.39748150605464e-7
Gm12940,1,0.092120594865518
Gm37376,1,1.6837103376349e-4
H3f3b,1,1.5777176100507e-6
Hand2os1,1,1.3553782162379502e-9
Hectd1,1,4.39033494453575e-5
Herc1,1,3.79893210410131e-13
Hivep1,1,0.0203318783776334
Hsp90ab1,1,8.111109097946599e-12
Hspa4,1,1.8943923251247e-4
Hycc1,0.117262598804455,1.00962413470103e-8
Ier2,1,0.03088667824848
Igfbp4,1,1.57478601712119e-5
Il15,1,4.35175665898716e-6
Iqsec1,0.177597992276505,0.0243602499359673
Jarid2,1,7.2245685465893705e-9
Jcad,1,0.00194879048070607
Kansl1l,0.191818259973345,0.00913332672108726
Kidins220,1,0.08188907472044
Kif1b,1,2.12647043628375e-5
Kif5b,1,0.0071319407595312
Klf13,1,2.55213565762894e-7
Klf3,1,3.11048919549353e-14
Klf6,1,4.99153606104815e-5
Ksr1,0.293691686370694,0.00327077375622905
Lima1,1,1.67945973096437e-5
Lmo7,1,7.61595815035734e-5
Lrch3,1,1.04665838272587e-10
Lrrk1,0.293585980559586,0.0203318783776334
Luzp1,1,1.6083323654756098e-20
Maml2,1,0.0102802108245453
Maml3,0.132600118002408,0.0256807119272957
Man1a,1,4.6997746815798e-4
Mast2,1,4.23999761032483e-7
Mat2a,1,9.18445731117796e-10
Mctp1,0.477459943237661,0.00678194061839921
Mcu,1,0.00327077375622905
Mfhas1,1,1.02078537469404e-7
Mical2,1,4.93260010011138e-6
Mical3,1,0.022288163577206
Micu1,1,1.8344884660473e-5
Mkln1,1,3.16063446342561e-13
Mob2,0.421127372916819,7.41925431975848e-5
Mon2,1,0.0617523761457451
Msantd2,1,3.06760126418237e-7
Msi2,1,1.1817844711961e-16
Mtus1,1,6.463107819734489e-18
Nemf,1,9.2971072740196e-4
Nfatc1,1,5.32756955572786e-10
Nfkbia,1,9.20034509808953e-5
Nhsl1,1,5.903791053906981e-14
Ntn1,1,0.00117499507071815
P4ha1,0.367151678138583,1.16596647779631e-7
Pak2,1,4.3501472423885094e-11
Pdcd4,1,0.0284173451995966
Pdgfd,1,3.39260138129664e-8
Pds5b,1,0.00470042926523086
Pdzd2,1,4.0965555918374e-4
Per3,1,1.1266074445951e-4
Pi4ka,1,0.00129865307729618
Piezo1,1,8.9752371261846e-4
Pip4k2a,1,2.10749226084342e-10
Plekhg1,1,9.4717540464e-4
Plpp1,1,2.1379199306627398e-11
Plvap,0.998098393998028,3.1882524212722e-4
Pparg,0.346393929847679,1.8524897836815701e-9
Ppp3cb,1,1.0585530921456e-4
Prickle1,1,2.0068312968276e-4
Prrc2c,1,8.24363908101362e-6
Psme4,1,4.1766681474898e-6
Ptbp2,0.32224528968479,0.0311729706326428
Ptbp3,1,3.56320237493356e-6
Pxdn,1,0.00737800642190818
R3hcc1l,1,1.11112656655891e-5
Rab10,1,5.77691396164133e-8
Rapgef6,1,1.6907605461207e-4
Rere,1,4.0686947714734895e-20
Rgs3,0.208305434877216,1.2681641669401e-4
Rhoq,1,9.74726157221621e-13
Rnf169,1,1.922855378547e-12
Rpl13,1,0.0564670514540562
Rrbp1,0.869868277170346,7.94842391367049e-6
S100a10,1,1.88020498715422e-10
Sbf2,1,3.3876267457459e-4
Scaf8,1,3.9790705718e-10
Sema6a,0.142376966666593,8.0079624179325e-7
Serbp1,1,6.0589265051835e-4
Sgip1,0.189455557554496,0.0583900335532869
Sh3rf1,1,1.0778174542209301e-9
Sik2,1,1.24897511630898e-6
Slc6a6,1,1.83396256904251e-7
Slco1a4,0.369304838404053,1.8836838099593603e-9
Slco3a1,1,1.2674000484260799e-18
Smad7,1,2.46173306055078e-5
Smurf1,1,4.31137550968463e-5
Smurf2,1,1.73360706495914e-11
Snx29,1,4.18510189685551e-9
Sobp,0.447325763958169,2.96904821747056e-6
Sorbs1,1,1.37470401289595e-11
Spop,1,9.15370840952551e-10
Sptlc2,1,4.12849919914225e-8
Srgap1,0.129327062633606,1.69471858534911e-6
Ssbp2,1,0.0504270865363425
St3gal1,0.236610298637543,0.00353229696401943
St3gal6,0.729651656066283,3.8731838931076e-4
St7l,1,0.0485863086303841
Stat3,1,1.71663217927397e-5
Stox2,1,0.0691031762396935
Syn3,1,4.3897878250979e-4
Tasor,1,2.19776982537358e-11
Timp3,1,0.0791930190488618
Tle4,1,5.24778714212764e-5
Tmem87a,1,0.00991801946321932
Tmpo,0.400748254128966,0.00312153217337821
Tnrc6b,1,0.00324692807264718
Tor1aip1,1,0.0791930190488618
Trerf1,1,3.91474298972872e-5
Trip12,1,3.45288595709507e-13
Tspan5,1,9.128569719847611e-14
Tulp4,1,0.00416506069318799
Ubr2,1,1.135874706144e-4
Ulk2,0.654395746553533,4.09083394421034e-8
Usp3,0.476732436861049,2.33364494455632e-5
Usp32,1,2.33731389505629e-5
Uvrag,1,3.2148420575838504e-14
Vps13c,1,0.00473011316700041
