gene,condition
H3f3b,F1_Young
Hand2os1,F1_Young
Hectd1,F1_Young
Herc1,F1_Young
Hivep1,F1_Young
Hsp90ab1,F1_Young
Hspa4,F1_Young
Hycc1,F1_Young
Ier2,F1_Young
Igfbp4,F1_Young
Il15,F1_Young
Iqsec1,F1_Young
Jarid2,F1_Young
Jcad,F1_Young
Kansl1l,F1_Young
Kidins220,F1_Young
Kif1b,F1_Young
Kif5b,F1_Young
Klf13,F1_Young
Klf3,F1_Young
Klf6,F1_Young
Ksr1,F1_Young
Lima1,F1_Young
Lmo7,F1_Young
Lrch3,F1_Young
Lrrk1,F1_Young
Luzp1,F1_Young
Maml2,F1_Young
Maml3,F1_Young
Man1a,F1_Young
Mast2,F1_Young
Mat2a,F1_Young
Mctp1,F1_Young
Mcu,F1_Young
Mfhas1,F1_Young
Mical2,F1_Young
Mical3,F1_Young
Micu1,F1_Young
Mkln1,F1_Young
Mob2,F1_Young
Mon2,F1_Young
Msantd2,F1_Young
Msi2,F1_Young
Mtus1,F1_Young
Nemf,F1_Young
Nfatc1,F1_Young
Nfkbia,F1_Young
Nhsl1,F1_Young
Ntn1,F1_Young
P4ha1,F1_Young
Pak2,F1_Young
Pdcd4,F1_Young
Pdgfd,F1_Young
Pds5b,F1_Young
Pdzd2,F1_Young
Per3,F1_Young
Pi4ka,F1_Young
Piezo1,F1_Young
Pip4k2a,F1_Young
Plekhg1,F1_Young
Plpp1,F1_Young
Plvap,F1_Young
Pparg,F1_Young
Ppp3cb,F1_Young
Prickle1,F1_Young
Prrc2c,F1_Young
Psme4,F1_Young
Ptbp2,F1_Young
Ptbp3,F1_Young
Pxdn,F1_Young
R3hcc1l,F1_Young
Rab10,F1_Young
Rapgef6,F1_Young
Rere,F1_Young
Rgs3,F1_Young
Rhoq,F1_Young
Rnf169,F1_Young
Rpl13,F1_Young
Rrbp1,F1_Young
S100a10,F1_Young
Sbf2,F1_Young
Scaf8,F1_Young
Sema6a,F1_Young
Serbp1,F1_Young
Sgip1,F1_Young
Sh3rf1,F1_Young
Sik2,F1_Young
Slc6a6,F1_Young
Slco1a4,F1_Young
Slco3a1,F1_Young
Smad7,F1_Young
Smurf1,F1_Young
Smurf2,F1_Young
Snx29,F1_Young
Sobp,F1_Young
Sorbs1,F1_Young
Spop,F1_Young
Sptlc2,F1_Young
Srgap1,F1_Young
Ssbp2,F1_Young
St3gal1,F1_Young
St3gal6,F1_Young
St7l,F1_Young
Stat3,F1_Young
Stox2,F1_Young
Syn3,F1_Young
Tasor,F1_Young
Timp3,F1_Young
Tle4,F1_Young
Tmem87a,F1_Young
Tmpo,F1_Young
Tnrc6b,F1_Young
Tor1aip1,F1_Young
Trerf1,F1_Young
Trip12,F1_Young
Tspan5,F1_Young
Tulp4,F1_Young
Ubr2,F1_Young
Ulk2,F1_Young
Usp3,F1_Young
Usp32,F1_Young
Uvrag,F1_Young
Vps13c,F1_Young
Wac,F1_Young
Wbp1l,F1_Young
Wdfy2,F1_Young
Wdr26,F1_Young
Wnk1,F1_Young
Wsb1,F1_Young
Wwtr1,F1_Young
Xpr1,F1_Young
Xrn1,F1_Young
Yes1,F1_Young
Ywhae,F1_Young
Zc3h7a,F1_Young
Zdhhc14,F1_Young
Zdhhc20,F1_Young
Zfp148,F1_Young
Zfp407,F1_Young
Zfp609,F1_Young
Zfp704,F1_Young
Zfr,F1_Young
Zmiz1,F1_Young
Zmym4,F1_Young
