gene,condition,padj,status,padj_other,celltype
1700025G04Rik,F1_Aged,0.0071142921853303,shared,0.0337814575537789,Endocardial_EC
AW554918,F1_Aged,2.10009516253899e-6,shared,0.0392435669513915,Endocardial_EC
Abca8a,F1_Aged,1.6335947370999e-32,shared,6.62179885741906e-27,Endocardial_EC
Abca8b,F1_Aged,0.00462336879555906,shared,1.88283644409554e-20,Endocardial_EC
Abcc5,F1_Aged,0.00142439869764362,shared,0.00614924421911547,Endocardial_EC
Ackr3,F1_Aged,1.5121994141720101e-15,shared,9.48964013581539e-13,Endocardial_EC
Actn1,F1_Aged,1.7749072128807e-8,shared,1.3301525767183499e-22,Endocardial_EC
Actr3,F1_Aged,0.0609817756778204,shared,9.32080142920125e-13,Endocardial_EC
Acyp2,F1_Aged,0.0904941567630458,shared,2.15367951278089e-14,Endocardial_EC
Adamts1,F1_Aged,0.0741734526879742,shared,4.93260010011138e-6,Endocardial_EC
Adamts9,F1_Aged,0.00210373276248452,shared,1.3344383005863599e-16,Endocardial_EC
Adgrg6,F1_Aged,0.0282763015434369,shared,9.123955911697149e-18,Endocardial_EC
Adipor2,F1_Aged,2.89771926749162e-6,shared,2.37195895367537e-6,Endocardial_EC
Agmo,F1_Aged,8.127712746664079e-12,shared,1.22745013372832e-6,Endocardial_EC
Ahsg,F1_Aged,3.3324253941716e-11,shared,3.6018425455381997e-12,Endocardial_EC
Aig1,F1_Aged,0.0343864013251037,shared,0.0207122886346035,Endocardial_EC
Airn,F1_Aged,0.0163417675375535,shared,1.1923603443558e-6,Endocardial_EC
Alcam,F1_Aged,0.0471923227049232,shared,3.56320237493356e-6,Endocardial_EC
Ank2,F1_Aged,5.1920261363610595e-28,shared,2.68057015679055e-23,Endocardial_EC
Anxa3,F1_Aged,8.52923417709358e-9,shared,2.9753207812701595e-11,Endocardial_EC
Apba1,F1_Aged,2.53730109299849e-13,shared,6.892452709066799e-12,Endocardial_EC
Aqp1,F1_Aged,3.4113559729639795e-25,shared,2.15367951278089e-14,Endocardial_EC
